0--5,0--13,0--27,0--51,1--4,1--14,1--39,1--45,2--25,2--30,2--44,2--51,3--6,3--42,3--47,3--48,4--18,4--19,4--48,5--19,5--35,5--56,6--37,6--52,6--56,7--22,7--41,7--43,7--50,8--30,8--36,8--38,8--42,9--24,9--32,9--55,9--57,10--15,10--29,10--47,10--51,11--22,11--32,11--34,11--53,12--19,12--20,12--34,12--39,13--16,13--24,13--49,14--29,14--40,14--54,15--31,15--41,15--46,16--32,16--46,16--55,17--20,17--24,17--27,17--28,18--22,18--38,18--43,19--46,20--43,20--54,21--36,21--38,21--40,21--47,22--57,23--35,23--40,23--44,23--49,24--50,25--38,25--39,25--45,26--27,26--28,26--31,26--50,27--35,28--41,28--42,29--43,29--54,30--37,30--50,31--52,31--56,32--45,33--35,33--36,33--37,33--53,34--37,34--53,36--54,39--42,40--48,41--52,44--45,44--55,46--55,47--57,48--49,49--51,52--53,56--57
0--8,0--14,0--18,0--30,1--12,1--24,1--39,1--49,2--5,2--20,2--33,2--46,3--22,3--29,3--38,3--54,4--15,4--18,4--41,4--43,5--9,5--10,5--30,6--8,6--44,6--50,6--51,7--21,7--40,7--48,7--50,8--22,8--27,9--15,9--33,9--47,10--20,10--25,10--35,11--16,11--21,11--26,11--41,12--34,12--45,12--51,13--24,13--42,13--44,13--46,14--31,14--44,14--48,15--17,15--47,16--17,16--50,16--55,17--23,17--37,18--41,18--43,19--26,19--49,19--56,19--57,20--31,20--38,21--28,21--40,22--24,22--45,23--35,23--47,23--48,24--40,25--27,25--34,25--43,26--32,26--55,27--36,27--55,28--33,28--34,28--57,29--30,29--38,29--44,30--32,31--36,31--37,32--49,32--57,33--56,34--43,35--48,35--54,36--38,36--53,37--51,37--52,39--40,39--46,39--53,41--57,42--45,42--50,42--54,45--51,46--52,47--49,52--53,52--55,53--56,54--56
0--6,0--9,0--10,0--29,1--4,1--27,1--41,1--56,2--15,2--24,2--38,2--40,3--21,3--35,3--37,3--55,4--14,4--19,4--43,5--11,5--19,5--24,5--47,6--11,6--39,6--54,7--11,7--23,7--27,7--31,8--36,8--42,8--43,8--54,9--32,9--38,9--55,10--26,10--40,10--48,11--38,12--14,12--26,12--30,12--50,13--25,13--31,13--45,13--47,14--23,14--44,15--36,15--48,15--55,16--20,16--33,16--49,16--55,17--20,17--24,17--49,17--50,18--26,18--27,18--35,18--44,19--34,19--40,20--28,20--29,21--27,21--51,21--57,22--23,22--30,22--31,22--52,23--56,24--46,25--34,25--37,25--51,26--37,28--32,28--42,28--46,29--53,29--57,30--34,30--50,31--49,32--46,32--54,33--36,33--44,33--46,34--50,35--37,35--39,36--48,38--39,39--41,40--53,41--44,41--52,42--51,42--52,43--47,43--52,45--47,45--48,45--56,49--54,51--57,53--56,53--57
0--3,0--11,0--34,0--49,1--3,1--4,1--22,1--39,2--8,2--17,2--21,2--26,3--16,3--44,4--15,4--32,4--33,5--20,5--41,5--43,5--57,6--30,6--35,6--37,6--38,7--13,7--24,7--40,7--52,8--13,8--35,8--44,9--22,9--27,9--33,9--51,10--38,10--42,10--51,10--56,11--38,11--40,11--43,12--14,12--25,12--39,12--41,13--52,13--57,14--32,14--37,14--55,15--49,15--51,15--53,16--21,16--43,16--45,17--18,17--20,17--50,18--27,18--31,18--53,19--21,19--25,19--43,19--49,20--34,20--52,21--31,22--26,22--31,23--25,23--27,23--28,23--29,24--27,24--50,24--54,25--29,26--48,26--56,28--34,28--39,28--47,29--46,29--49,30--48,30--53,30--55,31--52,32--36,32--37,33--36,33--47,34--40,35--36,35--45,36--42,37--48,38--41,39--51,40--50,41--57,42--54,42--55,44--47,44--55,45--50,45--53,46--54,46--56,46--57,47--54,48--56
0--9,0--11,0--16,0--44,1--19,1--24,1--28,1--53,2--5,2--21,2--28,2--33,3--21,3--25,3--49,3--50,4--6,4--7,4--30,4--38,5--11,5--44,5--48,6--37,6--39,6--50,7--15,7--18,7--38,8--24,8--25,8--32,8--38,9--14,9--51,9--56,10--30,10--37,10--41,10--57,11--19,11--34,12--14,12--35,12--40,12--56,13--15,13--31,13--36,13--54,14--22,14--32,15--35,15--48,16--22,16--53,16--54,17--39,17--47,17--54,17--55,18--34,18--39,18--57,19--23,19--24,20--23,20--32,20--42,20--43,21--24,21--29,22--33,22--35,23--46,23--48,25--27,25--40,26--30,26--33,26--49,26--57,27--40,27--41,27--49,28--38,28--56,29--33,29--46,29--50,30--43,31--37,31--49,31--56,32--53,34--36,34--43,35--52,36--41,36--45,37--47,39--45,40--46,41--52,42--44,42--51,42--55,43--45,44--51,45--50,46--47,47--51,48--53,52--55,52--57,54--55
0--5,0--51,0--53,0--55,1--24,1--40,1--46,1--49,2--12,2--37,2--40,2--43,3--10,3--11,3--33,3--54,4--25,4--30,4--32,4--49,5--16,5--23,5--52,6--12,6--19,6--39,6--46,7--10,7--14,7--31,7--52,8--20,8--25,8--50,8--57,9--19,9--38,9--39,9--45,10--13,10--18,11--23,11--27,11--29,12--18,12--30,13--33,13--35,13--48,14--22,14--25,14--46,15--23,15--27,15--29,15--56,16--28,16--44,16--57,17--37,17--42,17--44,17--52,18--21,18--51,19--32,19--34,20--31,20--41,20--47,21--27,21--38,21--43,22--49,22--50,22--57,23--53,24--33,24--43,24--48,25--34,26--37,26--50,26--54,26--55,27--56,28--30,28--39,28--49,29--44,29--51,30--47,31--44,31--48,32--53,32--55,33--50,34--47,34--51,35--36,35--43,35--45,36--45,36--54,36--56,37--56,38--40,38--52,39--41,40--46,41--42,41--45,42--47,42--53,48--57,54--55
0--4,0--22,0--28,0--48,1--11,1--39,1--47,1--52,2--19,2--25,2--54,2--56,3--17,3--29,3--33,3--56,4--12,4--21,4--40,5--27,5--44,5--46,5--52,6--7,6--17,6--23,6--57,7--41,7--43,7--44,8--13,8--26,8--49,8--50,9--18,9--31,9--45,9--51,10--16,10--24,10--29,10--45,11--22,11--35,11--40,12--16,12--43,12--53,13--29,13--31,13--51,14--29,14--39,14--42,14--57,15--31,15--35,15--36,15--43,16--20,16--51,17--27,17--38,18--27,18--30,18--46,19--30,19--42,19--54,20--24,20--45,20--51,21--48,21--55,21--57,22--26,22--41,23--25,23--36,23--40,24--32,24--47,25--30,25--47,26--34,26--52,27--56,28--32,28--33,28--50,30--53,31--32,32--49,33--38,33--40,34--45,34--54,34--57,35--43,35--46,36--37,36--41,37--47,37--48,37--55,38--39,38--49,39--54,41--55,42--52,42--55,44--50,44--56,46--48,49--53,50--53
0--25,0--29,0--35,0--37,1--34,1--40,1--46,1--57,2--7,2--21,2--33,2--41,3--4,3--5,3--17,3--36,4--13,4--29,4--47,5--26,5--32,5--33,6--16,6--39,6--46,6--53,7--8,7--22,7--47,8--16,8--51,8--55,9--11,9--35,9--38,9--44,10--11,10--19,10--33,10--56,11--23,11--42,12--15,12--19,12--29,12--42,13--15,13--18,13--34,14--32,14--50,14--53,14--54,15--21,15--45,16--37,16--57,17--21,17--27,17--39,18--20,18--22,18--37,19--28,19--44,20--43,20--47,20--51,21--50,22--27,22--44,23--24,23--26,23--52,24--38,24--49,24--50,25--40,25--45,25--48,26--33,26--36,27--31,27--54,28--31,28--32,28--56,29--48,30--39,30--49,30--53,30--55,31--34,31--36,32--57,34--43,35--40,35--41,36--45,37--47,38--49,38--57,39--56,40--54,41--43,41--48,42--54,42--55,43--46,44--56,45--51,46--52,48--55,49--51,50--52,52--53
0--2,0--8,0--27,0--38,1--13,1--20,1--34,1--36,2--5,2--14,2--28,3--10,3--27,3--37,3--42,4--7,4--9,4--52,4--57,5--24,5--29,5--38,6--11,6--17,6--25,6--39,7--9,7--19,7--26,8--31,8--44,8--57,9--45,9--50,10--15,10--16,10--43,11--33,11--46,11--47,12--16,12--24,12--32,12--41,13--16,13--26,13--37,14--45,14--49,14--53,15--19,15--31,15--34,16--23,17--22,17--43,17--55,18--21,18--23,18--48,18--49,19--29,19--47,20--31,20--39,20--48,21--39,21--41,21--53,22--30,22--40,22--56,23--50,23--51,24--30,24--34,25--26,25--40,25--52,26--38,27--37,27--40,28--36,28--39,28--56,29--51,29--52,30--35,30--55,31--42,32--35,32--51,32--54,33--38,33--43,33--54,34--41,35--48,35--53,36--40,36--57,37--50,41--49,42--50,42--56,43--47,44--48,44--56,44--57,45--49,45--53,46--51,46--54,46--55,47--52,54--55
0--10,0--28,0--29,0--37,1--25,1--27,1--31,1--42,2--11,2--27,2--35,2--44,3--23,3--27,3--49,3--54,4--7,4--13,4--18,4--52,5--28,5--34,5--54,5--57,6--7,6--9,6--10,6--39,7--17,7--26,8--11,8--30,8--38,8--56,9--40,9--51,9--53,10--29,10--36,11--18,11--19,12--22,12--33,12--43,12--57,13--37,13--46,13--57,14--24,14--30,14--47,14--53,15--32,15--48,15--49,15--50,16--23,16--25,16--34,16--50,17--28,17--34,17--48,18--20,18--33,19--37,19--46,19--47,20--22,20--31,20--57,21--29,21--47,21--55,21--56,22--26,22--47,23--24,23--29,24--35,24--51,25--50,25--53,26--33,26--35,27--52,28--40,30--38,30--39,31--45,31--56,32--41,32--44,32--53,33--42,34--45,35--45,36--41,36--55,36--56,37--41,38--48,38--51,39--42,39--50,40--43,40--55,41--54,42--48,43--44,43--49,44--52,45--46,46--49,51--54,52--55
0--3,0--12,0--38,0--39,1--17,1--20,1--26,1--46,2--22,2--38,2--46,2--50,3--8,3--25,3--55,4--9,4--20,4--47,4--55,5--13,5--21,5--27,5--36,6--34,6--42,6--53,6--56,7--18,7--23,7--37,7--50,8--23,8--52,8--54,9--37,9--38,9--44,10--11,10--34,10--46,10--52,11--20,11--24,11--43,12--29,12--31,12--39,13--41,13--45,13--56,14--18,14--25,14--30,14--37,15--22,15--34,15--35,15--36,16--22,16--23,16--28,16--44,17--32,17--50,17--53,18--28,18--48,19--24,19--27,19--32,19--52,20--52,21--29,21--36,21--57,22--48,23--37,24--44,24--49,25--45,25--54,26--29,26--32,26--45,27--41,27--56,28--33,28--42,29--43,30--31,30--41,30--53,31--36,31--43,32--35,33--48,33--54,33--56,34--50,35--39,35--54,38--39,40--41,40--44,40--51,40--57,42--46,42--55,43--57,45--49,47--49,47--55,47--57,48--51,49--51,51--53
0--4,0--6,0--25,0--46,1--6,1--7,1--9,1--10,2--5,2--12,2--18,2--49,3--20,3--45,3--46,3--55,4--24,4--48,4--56,5--25,5--28,5--42,6--30,6--54,7--15,7--17,7--23,8--26,8--36,8--37,8--55,9--19,9--25,9--39,10--14,10--15,10--54,11--30,11--36,11--40,11--42,12--19,12--32,12--41,13--17,13--20,13--29,13--51,14--30,14--38,14--53,15--21,15--34,16--17,16--21,16--31,16--39,17--48,18--26,18--33,18--49,19--22,19--26,20--24,20--34,21--24,21--33,22--27,22--42,22--52,23--33,23--38,23--43,24--57,25--50,26--57,27--32,27--44,27--56,28--41,28--43,28--49,29--34,29--37,29--38,30--52,31--35,31--39,31--49,32--51,32--57,33--51,34--41,35--44,35--50,35--54,36--47,36--56,37--43,37--50,38--43,39--40,40--45,40--54,41--46,42--53,44--47,44--50,45--52,45--56,46--48,47--51,47--53,48--55,52--55,53--57
0--3,0--20,0--26,0--32,1--20,1--32,1--34,1--38,2--17,2--26,2--33,2--52,3--7,3--33,3--56,4--22,4--31,4--37,4--57,5--9,5--29,5--47,5--48,6--15,6--17,6--45,6--54,7--16,7--29,7--46,8--12,8--18,8--51,8--54,9--15,9--29,9--44,10--31,10--34,10--36,10--41,11--16,11--27,11--40,11--50,12--23,12--54,12--57,13--14,13--21,13--28,13--47,14--30,14--40,14--44,15--50,15--54,16--38,16--46,17--35,17--49,18--34,18--37,18--46,19--22,19--28,19--41,19--42,20--50,20--51,21--39,21--43,21--44,22--24,22--53,23--35,23--42,23--48,24--41,24--53,24--55,25--38,25--42,25--55,25--56,26--45,26--57,27--30,27--31,27--37,28--43,28--51,29--36,30--44,30--53,31--35,32--36,32--39,33--46,33--52,34--55,35--37,36--47,38--55,39--49,39--51,40--48,40--52,41--52,42--45,43--53,43--56,45--49,47--50,48--56,49--57
0--24,0--31,0--32,0--45,1--11,1--26,1--30,1--53,2--5,2--19,2--39,2--44,3--33,3--38,3--39,3--54,4--25,4--43,4--46,4--47,5--9,5--34,5--36,6--15,6--21,6--44,6--47,7--8,7--23,7--28,7--38,8--9,8--19,8--48,9--12,9--41,10--11,10--28,10--51,10--57,11--22,11--52,12--24,12--41,12--45,13--16,13--33,13--51,13--54,14--35,14--47,14--49,14--57,15--28,15--40,15--56,16--20,16--32,16--42,17--26,17--30,17--35,17--55,18--25,18--26,18--36,18--51,19--21,19--43,20--27,20--40,20--41,21--27,21--44,22--37,22--51,22--55,23--31,23--38,23--56,24--40,24--50,25--31,25--53,26--52,27--36,27--39,28--53,29--39,29--49,29--55,29--57,30--32,30--48,31--36,32--47,33--35,33--45,34--45,34--50,34--57,35--42,37--42,37--55,37--56,38--52,40--49,41--54,42--50,43--46,43--48,44--46,46--56,48--49,50--53,52--54
0--3,0--14,0--37,0--49,1--13,1--17,1--24,1--31,2--11,2--21,2--40,2--54,3--36,3--47,3--57,4--8,4--40,4--42,4--55,5--28,5--44,5--51,5--56,6--14,6--26,6--31,6--49,7--11,7--23,7--34,7--44,8--33,8--43,8--55,9--10,9--18,9--25,9--51,10--33,10--35,10--50,11--18,11--32,12--15,12--16,12--34,12--49,13--29,13--42,13--47,14--35,14--50,15--21,15--29,15--45,16--19,16--46,16--52,17--25,17--44,17--57,18--38,18--39,19--22,19--34,19--36,20--25,20--36,20--45,20--57,21--23,21--41,22--32,22--41,22--42,23--38,23--45,24--27,24--31,24--50,25--34,26--33,26--43,26--51,27--41,27--43,27--56,28--48,28--52,28--53,29--32,29--56,30--31,30--43,30--44,30--53,32--54,33--46,35--37,35--47,36--39,37--48,37--50,38--39,38--42,39--47,40--46,40--55,41--53,45--46,48--49,48--52,51--56,52--53,54--55,54--57
0--15,0--21,0--24,0--38,1--12,1--13,1--25,1--48,2--43,2--49,2--53,2--57,3--9,3--22,3--28,3--56,4--8,4--28,4--41,4--55,5--6,5--10,5--34,5--42,6--22,6--48,6--51,7--29,7--33,7--48,7--57,8--38,8--55,8--56,9--13,9--25,9--32,10--34,10--52,10--57,11--26,11--46,11--50,11--55,12--21,12--44,12--56,13--40,13--42,14--18,14--28,14--49,14--52,15--20,15--39,15--43,16--20,16--25,16--37,16--41,17--23,17--29,17--46,17--53,18--36,18--43,18--54,19--25,19--32,19--45,19--46,20--45,20--47,21--26,21--37,22--40,22--55,23--30,23--33,23--47,24--30,24--45,24--54,26--36,26--41,27--31,27--37,27--39,27--47,28--41,29--31,29--52,30--34,30--44,31--43,31--56,32--36,32--50,33--40,33--57,34--54,35--39,35--42,35--50,35--51,36--46,37--44,38--42,38--47,39--51,40--53,44--48,45--53,49--50,49--54,51--52
0--4,0--7,0--35,0--57,1--18,1--28,1--43,1--56,2--17,2--29,2--33,2--38,3--5,3--28,3--30,3--51,4--9,4--34,4--46,5--26,5--33,5--47,6--22,6--35,6--44,6--56,7--20,7--22,7--24,8--25,8--32,8--36,8--54,9--29,9--43,9--52,10--34,10--37,10--55,10--57,11--15,11--19,11--42,11--55,12--24,12--25,12--36,12--44,13--14,13--21,13--23,13--31,14--47,14--53,14--56,15--39,15--46,15--48,16--17,16--19,16--32,16--40,17--35,17--45,18--38,18--51,18--54,19--27,19--44,20--37,20--48,20--57,21--25,21--42,21--45,22--34,22--51,23--31,23--36,23--54,24--42,24--52,25--41,26--32,26--37,26--44,27--32,27--33,27--34,28--37,28--39,29--39,29--42,30--41,30--49,30--53,31--45,31--46,33--52,35--50,36--49,38--47,38--50,39--52,40--43,40--48,40--55,41--43,41--48,45--56,46--53,47--57,49--50,49--51,50--55,53--54
0--37,0--45,0--48,0--56,1--23,1--39,1--41,1--51,2--9,2--14,2--36,2--51,3--16,3--22,3--48,3--49,4--17,4--26,4--33,4--54,5--25,5--31,5--40,5--53,6--23,6--29,6--48,6--53,7--9,7--25,7--28,7--32,8--18,8--27,8--34,8--41,9--10,9--17,10--22,10--29,10--30,11--12,11--36,11--38,11--47,12--13,12--14,12--38,13--15,13--31,13--53,14--20,14--24,15--24,15--35,15--42,16--37,16--40,16--57,17--19,17--51,18--27,18--42,18--52,19--27,19--50,19--52,20--42,20--44,20--57,21--38,21--45,21--47,21--55,22--23,22--43,23--29,24--49,24--56,25--34,25--44,26--31,26--46,26--55,27--45,28--33,28--35,28--38,29--33,30--37,30--46,30--56,31--51,32--47,32--50,32--52,33--50,34--36,34--44,35--55,35--57,36--49,37--40,39--45,39--48,39--56,40--53,41--55,41--57,42--44,43--46,43--49,43--54,46--54,47--52,50--54
0--3,0--18,0--40,0--48,1--38,1--41,1--43,1--49,2--5,2--8,2--10,2--46,3--4,3--18,3--19,4--5,4--26,4--36,5--35,5--52,6--7,6--15,6--33,6--43,7--13,7--14,7--30,8--24,8--26,8--51,9--12,9--38,9--46,9--55,10--28,10--30,10--40,11--15,11--22,11--28,11--31,12--20,12--29,12--52,13--21,13--35,13--47,14--24,14--31,14--41,15--33,15--38,16--42,16--44,16--47,16--52,17--22,17--25,17--41,17--56,18--34,18--50,19--48,19--51,19--56,20--27,20--29,20--49,21--30,21--39,21--53,22--42,22--55,23--26,23--27,23--41,23--48,24--29,24--44,25--36,25--45,25--47,26--54,27--30,27--33,28--37,28--38,29--35,31--56,31--57,32--33,32--36,32--44,32--57,34--43,34--45,34--54,35--54,36--56,37--39,37--45,37--50,39--46,39--52,40--47,40--50,42--49,42--57,43--55,44--48,45--50,46--55,49--51,51--53,53--54,53--57
0--3,0--15,0--37,0--49,1--15,1--19,1--39,1--54,2--13,2--31,2--41,2--52,3--19,3--33,3--44,4--9,4--25,4--47,4--57,5--23,5--36,5--45,5--52,6--38,6--42,6--49,6--56,7--11,7--12,7--24,7--52,8--10,8--15,8--26,8--45,9--10,9--36,9--53,10--12,10--40,11--17,11--32,11--35,12--18,12--51,13--14,13--35,13--42,14--20,14--25,14--45,15--35,16--19,16--29,16--50,16--55,17--37,17--43,17--47,18--25,18--34,18--52,19--27,20--40,20--50,20--54,21--39,21--40,21--44,21--48,22--38,22--39,22--42,22--51,23--29,23--32,23--55,24--27,24--39,24--44,25--44,26--29,26--31,26--46,27--41,27--51,28--30,28--32,28--35,28--48,29--43,30--33,30--37,30--56,31--51,31--55,32--54,33--41,33--50,34--47,34--49,34--57,36--38,36--56,37--46,38--43,40--50,41--48,42--43,45--47,46--53,46--56,48--57,49--54,53--55,53--57
0--19,0--51,0--53,0--55,1--4,1--24,1--28,1--36,2--8,2--16,2--23,2--34,3--14,3--29,3--39,3--57,4--7,4--28,4--30,5--8,5--25,5--47,5--54,6--20,6--33,6--34,6--53,7--27,7--35,7--47,8--44,8--54,9--28,9--30,9--44,9--46,10--23,10--24,10--41,10--52,11--13,11--35,11--38,11--45,12--25,12--40,12--49,12--55,13--32,13--37,13--51,14--39,14--45,14--52,15--37,15--39,15--43,15--57,16--19,16--32,16--48,17--24,17--28,17--47,17--55,18--22,18--26,18--44,18--48,19--31,19--52,20--29,20--33,20--51,21--29,21--36,21--48,21--51,22--24,22--42,22--46,23--26,23--32,25--35,25--38,26--37,26--50,27--38,27--41,27--52,29--48,30--33,30--54,31--41,31--46,31--57,32--37,33--43,34--46,34--56,35--36,36--56,38--49,39--56,40--41,40--45,40--54,42--45,42--49,42--53,43--44,43--55,47--50,49--53,50--56,50--57
0--3,0--4,0--7,0--49,1--2,1--29,1--31,1--42,2--27,2--50,2--57,3--28,3--38,3--40,4--15,4--35,4--54,5--13,5--14,5--47,5--55,6--8,6--10,6--50,6--51,7--20,7--21,7--39,8--29,8--34,8--50,9--24,9--28,9--29,9--31,10--13,10--43,10--52,11--12,11--19,11--26,11--42,12--19,12--21,12--30,13--16,13--17,14--39,14--54,14--57,15--16,15--27,15--48,16--21,16--56,17--18,17--30,17--51,18--23,18--37,18--44,19--35,19--55,20--23,20--31,20--53,21--44,22--26,22--28,22--48,22--51,23--46,23--47,24--28,24--43,24--47,25--33,25--35,25--45,25--50,26--31,26--33,27--52,27--55,29--48,30--37,30--54,32--34,32--43,32--48,32--52,33--38,33--42,34--39,34--53,35--56,36--38,36--41,36--42,36--46,37--40,37--51,38--44,39--45,40--41,40--52,41--45,41--54,43--46,44--57,45--53,46--55,47--49,49--53,49--56,56--57
0--21,0--36,0--44,0--51,1--13,1--14,1--23,1--55,2--15,2--42,2--44,2--47,3--13,3--17,3--21,3--56,4--43,4--46,4--48,4--51,5--6,5--32,5--33,5--47,6--31,6--45,6--56,7--14,7--32,7--36,7--48,8--13,8--16,8--41,8--57,9--19,9--27,9--45,9--48,10--11,10--46,10--51,10--57,11--29,11--42,11--55,12--26,12--28,12--34,12--40,13--15,14--29,14--47,15--23,15--49,16--24,16--27,16--30,17--30,17--33,17--52,18--24,18--37,18--52,18--54,19--40,19--50,19--53,20--38,20--43,20--46,20--54,21--25,21--33,22--27,22--30,22--31,22--33,23--27,23--54,24--29,24--38,25--36,25--42,25--57,26--39,26--52,26--56,28--37,28--46,28--49,29--52,30--35,31--34,31--35,32--43,32--48,34--39,34--41,35--40,35--51,36--50,37--44,37--55,38--45,38--50,39--41,39--50,40--44,41--55,42--57,43--53,45--53,47--49,49--54,53--56
0--3,0--42,0--48,0--55,1--14,1--15,1--30,1--32,2--7,2--23,2--54,2--56,3--12,3--19,3--44,4--14,4--35,4--37,4--46,5--11,5--21,5--39,5--48,6--38,6--40,6--44,6--57,7--42,7--43,7--47,8--35,8--40,8--51,8--57,9--15,9--31,9--45,9--49,10--13,10--22,10--28,10--29,11--28,11--45,11--47,12--16,12--22,12--54,13--14,13--31,13--43,14--55,15--29,15--36,16--23,16--53,16--55,17--28,17--35,17--45,17--51,18--20,18--22,18--34,18--38,19--30,19--32,19--55,20--33,20--39,20--44,21--35,21--42,21--53,22--53,23--43,23--49,24--29,24--38,24--54,24--56,25--28,25--31,25--37,25--41,26--27,26--32,26--36,26--40,27--34,27--43,27--51,29--33,30--42,30--46,31--34,32--36,33--46,33--57,34--39,36--45,37--48,37--52,38--46,39--47,40--50,41--44,41--52,41--56,47--57,48--52,49--50,49--54,50--53,50--56,51--52
0--3,0--31,0--41,0--48,1--6,1--7,1--20,1--34,2--13,2--40,2--55,2--57,3--22,3--31,3--56,4--10,4--18,4--30,4--39,5--23,5--24,5--31,5--37,6--25,6--36,6--47,7--39,7--40,7--43,8--16,8--17,8--29,8--43,9--13,9--18,9--32,9--39,10--19,10--26,10--34,11--17,11--23,11--29,11--44,12--32,12--33,12--42,12--54,13--21,13--57,14--25,14--30,14--36,14--53,15--20,15--26,15--50,15--52,16--29,16--45,16--55,17--37,17--51,18--47,18--49,19--22,19--34,19--39,20--46,20--49,21--27,21--30,21--48,22--42,22--56,23--27,23--34,24--29,24--35,24--54,25--31,25--47,26--46,26--52,27--28,27--54,28--38,28--42,28--57,30--36,32--40,32--51,33--41,33--53,33--54,35--36,35--37,35--50,37--40,38--45,38--48,38--51,41--44,41--51,42--52,43--48,43--50,44--45,44--55,45--47,46--49,46--56,49--57,50--53,52--53,55--56
0--4,0--29,0--36,0--49,1--11,1--16,1--17,1--37,2--12,2--14,2--41,2--46,3--7,3--20,3--32,3--34,4--11,4--40,4--43,5--18,5--38,5--48,5--56,6--18,6--39,6--42,6--55,7--22,7--36,7--51,8--22,8--32,8--44,8--56,9--10,9--26,9--33,9--37,10--42,10--46,10--48,11--17,11--28,12--13,12--15,12--25,13--23,13--40,13--44,14--38,14--54,14--55,15--16,15--22,15--27,16--22,16--43,17--31,17--35,18--21,18--32,19--23,19--25,19--35,19--46,20--21,20--32,20--48,21--34,21--55,23--25,23--31,24--26,24--36,24--45,24--54,25--57,26--28,26--50,27--51,27--53,27--54,28--33,28--44,29--37,29--39,29--40,30--31,30--47,30--49,30--52,31--39,33--42,33--47,34--45,34--53,35--43,35--47,36--52,37--57,38--49,38--56,39--54,40--45,41--45,41--50,41--51,42--50,43--49,44--52,46--47,48--57,50--56,51--57,52--53,53--55
0--18,0--27,0--42,0--47,1--2,1--38,1--46,1--53,2--15,2--22,2--33,3--21,3--24,3--37,3--48,4--6,4--10,4--20,4--56,5--15,5--23,5--49,5--50,6--11,6--40,6--55,7--43,7--44,7--45,7--57,8--13,8--26,8--28,8--42,9--11,9--18,9--27,9--40,10--13,10--30,10--31,11--30,11--48,12--14,12--20,12--35,12--46,13--16,13--30,14--27,14--37,14--56,15--25,15--44,16--19,16--23,16--45,17--21,17--32,17--51,17--54,18--21,18--49,19--24,19--26,19--34,20--26,20--45,21--36,22--23,22--39,22--52,23--43,24--35,24--44,25--31,25--40,25--41,26--49,27--53,28--32,28--46,28--51,29--33,29--36,29--42,29--53,30--37,31--37,31--52,32--41,32--55,33--50,33--51,34--35,34--39,34--55,35--43,36--47,36--57,38--43,38--50,38--55,39--52,39--54,40--54,41--46,41--56,42--49,44--48,45--48,47--51,47--52,50--57,53--54,56--57
0--18,0--27,0--33,0--41,1--7,1--13,1--17,1--40,2--20,2--21,2--29,2--47,3--10,3--19,3--34,3--38,4--22,4--30,4--42,4--55,5--37,5--40,5--44,5--52,6--9,6--31,6--35,6--54,7--12,7--18,7--23,8--31,8--37,8--41,8--50,9--25,9--37,9--52,10--39,10--42,10--46,11--20,11--21,11--34,11--56,12--46,12--51,12--57,13--29,13--32,13--35,14--37,14--47,14--55,14--57,15--17,15--28,15--39,15--53,16--19,16--29,16--30,16--53,17--42,17--48,18--53,18--55,19--28,19--32,20--36,20--43,21--26,21--46,22--30,22--46,22--50,23--25,23--32,23--44,24--47,24--51,24--52,24--56,25--31,25--40,26--29,26--45,26--51,27--28,27--30,27--57,28--48,31--43,32--36,33--36,33--47,33--48,34--35,34--50,35--53,36--54,38--45,38--49,38--56,39--52,39--54,40--41,41--43,42--45,43--54,44--49,44--51,45--48,49--55,49--56,50--57
0--6,0--10,0--14,0--38,1--15,1--40,1--41,1--54,2--9,2--15,2--32,2--34,3--5,3--39,3--44,3--55,4--11,4--22,4--33,4--43,5--35,5--54,5--56,6--8,6--26,6--33,7--17,7--27,7--29,7--53,8--40,8--52,8--53,9--10,9--16,9--18,10--39,10--44,11--14,11--24,11--30,12--22,12--28,12--35,12--52,13--17,13--37,13--45,13--55,14--20,14--43,15--27,15--54,16--18,16--34,16--57,17--25,17--42,18--33,18--37,19--21,19--28,19--39,19--41,20--21,20--28,20--49,21--23,21--51,22--27,22--37,23--35,23--46,23--53,24--29,24--33,24--46,25--26,25--28,25--42,26--31,26--38,27--40,29--31,29--47,30--41,30--46,30--50,31--51,31--54,32--41,32--47,32--50,34--48,34--52,35--44,36--38,36--45,36--56,36--57,37--39,38--43,40--49,42--47,42--49,43--55,44--50,45--50,45--53,46--57,47--56,48--51,48--52,48--56,49--57,51--55
0--23,0--25,0--36,0--39,1--24,1--26,1--34,1--54,2--34,2--35,2--37,2--44,3--5,3--6,3--10,3--20,4--35,4--43,4--47,4--50,5--29,5--33,5--45,6--32,6--51,6--56,7--23,7--31,7--40,7--47,8--9,8--18,8--21,8--48,9--18,9--29,9--51,10--13,10--23,10--52,11--25,11--37,11--53,11--57,12--15,12--26,12--27,12--33,13--32,13--38,13--57,14--16,14--22,14--29,14--41,15--25,15--39,15--42,16--30,16--40,16--49,17--20,17--39,17--43,17--44,18--42,18--50,19--23,19--35,19--38,19--45,20--43,20--49,21--32,21--36,21--53,22--44,22--48,22--57,24--27,24--31,24--54,25--51,26--46,26--55,27--37,27--50,28--30,28--35,28--37,28--55,29--40,30--52,30--53,31--45,31--47,32--33,33--44,34--38,34--41,36--46,36--54,38--46,39--57,40--50,41--54,41--56,42--46,42--49,43--53,45--55,47--56,48--49,48--51,52--55,52--56
