0--1,0--15,0--16,0--19,1--10,1--11,1--28,2--4,2--18,2--30,2--33,3--8,3--13,3--14,3--24,4--20,4--24,4--37,5--7,5--8,5--12,5--31,6--17,6--29,6--35,6--37,7--8,7--13,7--26,8--12,9--15,9--23,9--27,9--33,10--14,10--35,10--36,11--12,11--24,11--25,12--14,13--32,13--34,14--35,15--17,15--31,16--21,16--24,16--26,17--18,17--37,18--19,18--21,19--28,19--34,20--22,20--27,20--29,21--30,21--32,22--27,22--29,22--32,23--25,23--30,23--31,25--26,25--34,26--32,27--30,28--33,28--36,29--35,31--36,33--36,34--37
0--14,0--19,0--20,0--33,1--3,1--6,1--7,1--22,2--16,2--27,2--28,2--37,3--5,3--14,3--31,4--10,4--13,4--17,4--21,5--26,5--29,5--33,6--7,6--18,6--21,7--14,7--19,8--14,8--22,8--27,8--36,9--16,9--25,9--34,9--35,10--13,10--17,10--37,11--23,11--24,11--28,11--36,12--18,12--19,12--23,12--29,13--18,13--36,15--17,15--19,15--28,15--30,16--28,16--34,17--37,18--25,20--21,20--23,20--30,21--35,22--24,22--32,23--26,24--33,24--37,25--30,25--34,26--27,26--31,27--32,29--30,29--35,31--32,31--35,32--33,34--36
0--17,0--18,0--21,0--23,1--9,1--10,1--20,1--24,2--6,2--15,2--16,2--30,3--6,3--28,3--30,3--32,4--6,4--13,4--15,4--37,5--9,5--18,5--19,5--35,6--15,7--8,7--12,7--22,7--34,8--18,8--26,8--33,9--27,9--33,10--14,10--21,10--24,11--21,11--22,11--29,11--32,12--25,12--29,12--36,13--16,13--18,13--27,14--19,14--29,14--35,15--28,16--24,16--36,17--22,17--31,17--34,19--24,19--30,20--23,20--26,20--33,21--27,22--27,23--33,23--35,25--26,25--34,25--36,26--31,28--29,28--32,30--37,31--32,31--37,34--36,35--37
0--16,0--17,0--19,0--28,1--5,1--21,1--31,1--33,2--7,2--15,2--22,2--35,3--9,3--11,3--20,3--21,4--10,4--16,4--26,4--32,5--22,5--35,5--36,6--8,6--12,6--25,6--34,7--8,7--12,7--22,8--25,8--30,9--27,9--31,9--37,10--24,10--32,10--36,11--13,11--15,11--33,12--28,12--29,13--15,13--18,13--27,14--19,14--20,14--23,14--30,15--32,16--17,16--24,17--23,17--24,18--26,18--34,18--36,19--22,19--25,20--21,20--29,21--23,23--32,24--28,25--36,26--30,26--33,27--28,27--30,29--34,29--37,31--34,31--35,33--37,35--37
0--13,0--17,0--27,0--37,1--14,1--33,1--35,1--37,2--9,2--20,2--27,2--36,3--5,3--24,3--26,3--32,4--8,4--12,4--25,4--28,5--8,5--21,5--31,6--16,6--25,6--30,6--31,7--10,7--18,7--23,7--29,8--15,8--35,9--13,9--22,9--28,10--18,10--28,10--35,11--12,11--26,11--29,11--30,12--26,12--30,13--21,13--33,14--17,14--36,14--37,15--16,15--25,15--33,16--30,16--32,17--20,17--31,18--22,18--34,19--21,19--22,19--24,19--36,20--21,20--26,22--35,23--27,23--28,23--37,24--29,24--32,25--29,27--34,31--33,32--34,34--36
0--11,0--25,0--29,0--37,1--2,1--15,1--24,1--30,2--5,2--13,2--16,3--4,3--23,3--27,3--32,4--20,4--31,4--35,5--6,5--22,5--33,6--10,6--14,6--29,7--18,7--23,7--33,7--35,8--18,8--21,8--27,8--32,9--16,9--20,9--26,9--30,10--20,10--24,10--25,11--12,11--15,11--37,12--19,12--21,12--28,13--15,13--18,13--22,14--29,14--34,14--36,15--31,16--28,16--33,17--22,17--23,17--25,17--27,18--32,19--26,19--29,19--35,20--23,21--28,21--36,22--36,24--27,24--31,25--26,26--37,28--34,30--32,30--35,31--34,33--37,34--36
0--2,0--6,0--12,0--34,1--7,1--11,1--14,1--30,2--22,2--32,2--34,3--12,3--15,3--25,3--37,4--7,4--9,4--21,4--29,5--9,5--19,5--23,5--24,6--11,6--14,6--19,7--12,7--35,8--17,8--26,8--31,8--35,9--25,9--31,10--20,10--27,10--30,10--37,11--18,11--23,12--28,13--19,13--24,13--27,13--31,14--28,14--35,15--16,15--22,15--23,16--23,16--32,16--33,17--29,17--32,17--33,18--24,18--28,18--34,19--20,20--27,20--36,21--31,21--34,21--37,22--26,22--27,24--32,25--26,25--36,26--37,28--33,29--33,29--36,30--35,30--36
0--5,0--11,0--12,0--30,1--6,1--14,1--34,1--35,2--11,2--20,2--24,2--26,3--16,3--20,3--34,3--37,4--7,4--10,4--15,4--33,5--7,5--21,5--22,6--13,6--28,6--29,7--25,7--32,8--12,8--16,8--17,8--28,9--11,9--12,9--25,9--37,10--13,10--19,10--23,11--18,12--14,13--32,13--34,14--17,14--27,15--29,15--30,15--35,16--35,16--36,17--18,17--22,18--32,18--37,19--32,19--33,19--35,20--24,20--28,21--26,21--27,21--30,22--29,22--30,23--24,23--28,23--31,24--27,25--26,25--31,26--37,27--31,29--36,31--33,33--36,34--36
0--9,0--25,0--26,0--31,1--10,1--27,1--30,1--35,2--4,2--19,2--21,2--29,3--18,3--19,3--26,3--37,4--12,4--23,4--32,5--7,5--24,5--29,5--32,6--7,6--12,6--20,6--35,7--26,7--30,8--11,8--20,8--29,8--32,9--21,9--30,9--34,10--19,10--22,10--25,11--17,11--22,11--33,12--28,12--36,13--14,13--23,13--27,13--28,14--20,14--36,14--37,15--16,15--25,15--35,15--36,16--27,16--32,16--34,17--21,17--28,17--37,18--19,18--24,18--33,20--27,21--28,22--23,22--31,23--34,24--29,24--31,25--36,26--33,30--34,31--33,35--37
0--6,0--15,0--25,0--28,1--7,1--17,1--31,1--36,2--12,2--26,2--28,2--32,3--6,3--13,3--19,3--24,4--5,4--13,4--24,4--36,5--23,5--29,5--34,6--25,6--37,7--12,7--27,7--31,8--19,8--24,8--30,8--31,9--16,9--20,9--29,9--34,10--11,10--14,10--27,10--32,11--16,11--18,11--34,12--19,12--23,13--22,13--26,14--18,14--22,14--23,15--22,15--23,15--24,16--21,16--36,17--20,17--33,17--36,18--21,18--35,19--33,20--28,20--37,21--32,21--33,22--34,25--35,25--37,26--27,26--28,27--30,29--31,29--37,30--32,30--35,33--35
0--9,0--13,0--18,0--23,1--7,1--18,1--32,1--37,2--7,2--19,2--20,2--32,3--10,3--11,3--19,3--35,4--21,4--27,4--30,4--33,5--15,5--20,5--30,5--36,6--9,6--16,6--18,6--36,7--12,7--37,8--25,8--26,8--27,8--33,9--17,9--22,10--12,10--17,10--31,11--14,11--29,11--31,12--20,12--23,13--29,13--34,13--36,14--19,14--31,14--37,15--21,15--24,15--26,16--26,16--32,16--33,17--24,17--28,18--22,19--28,20--29,21--23,21--32,22--29,22--30,23--27,24--28,24--35,25--30,25--31,25--34,26--33,27--37,28--35,34--35,34--36
0--7,0--10,0--19,0--25,1--2,1--3,1--28,1--35,2--9,2--33,2--34,3--15,3--24,3--34,4--13,4--16,4--20,4--27,5--7,5--11,5--28,5--29,6--9,6--29,6--33,6--37,7--14,7--19,8--13,8--20,8--31,8--36,9--21,9--35,10--15,10--18,10--23,11--14,11--23,11--27,12--16,12--25,12--28,12--30,13--17,13--35,14--18,14--23,15--16,15--32,16--31,17--26,17--28,17--29,18--23,18--25,19--22,19--34,20--25,20--26,21--30,21--33,21--36,22--33,22--36,22--37,24--30,24--31,24--34,26--30,26--36,27--31,27--32,29--32,32--37,35--37
0--5,0--18,0--20,0--27,1--19,1--20,1--29,1--33,2--12,2--16,2--32,2--36,3--4,3--14,3--32,3--35,4--11,4--15,4--23,5--6,5--7,5--28,6--8,6--9,6--26,7--10,7--22,7--34,8--11,8--20,8--31,9--22,9--30,9--33,10--21,10--31,10--32,11--17,11--21,12--18,12--23,12--32,13--14,13--15,13--22,13--24,14--22,14--26,15--24,15--27,16--25,16--27,16--28,17--19,17--26,17--37,18--24,18--37,19--25,19--33,20--34,21--29,21--36,23--25,23--30,24--33,25--31,26--36,27--28,28--31,29--35,29--37,30--35,30--37,34--35,34--36
0--1,0--8,0--12,0--35,1--13,1--17,1--23,2--21,2--24,2--28,2--30,3--5,3--18,3--24,3--32,4--6,4--10,4--23,4--26,5--6,5--15,5--36,6--7,6--22,7--14,7--21,7--35,8--13,8--18,8--32,9--14,9--16,9--21,9--37,10--19,10--24,10--29,11--12,11--14,11--19,11--20,12--25,12--31,13--17,13--28,14--19,15--20,15--25,15--31,16--26,16--34,16--37,17--33,17--35,18--20,18--36,19--22,20--22,21--28,22--27,23--34,23--36,24--31,25--29,25--30,26--32,26--37,27--30,27--33,27--34,28--34,29--32,29--33,30--35,31--33,36--37
0--25,0--27,0--30,0--37,1--17,1--18,1--24,1--30,2--17,2--19,2--20,2--33,3--5,3--12,3--14,3--29,4--16,4--21,4--35,4--36,5--10,5--16,5--19,6--12,6--19,6--30,6--32,7--15,7--22,7--24,7--37,8--10,8--14,8--32,8--33,9--10,9--19,9--21,9--37,10--12,11--26,11--28,11--32,11--35,12--15,13--15,13--16,13--26,13--27,14--17,14--24,15--31,16--26,17--22,18--20,18--29,18--31,20--31,20--33,21--26,21--28,22--33,22--34,23--28,23--34,23--35,23--36,24--37,25--29,25--34,25--36,27--30,27--35,28--29,31--36,32--34
0--2,0--4,0--6,0--18,1--13,1--25,1--27,1--36,2--6,2--16,2--37,3--14,3--24,3--34,3--35,4--18,4--30,4--31,5--13,5--20,5--29,5--37,6--12,6--33,7--11,7--14,7--19,7--25,8--15,8--17,8--18,8--20,9--11,9--15,9--34,9--37,10--21,10--26,10--32,10--36,11--19,11--35,12--22,12--30,12--32,13--23,13--26,14--17,14--28,15--24,15--34,16--21,16--22,16--28,17--19,17--33,18--23,19--36,20--22,20--28,21--24,21--30,22--32,23--28,23--37,24--27,25--26,25--29,26--27,27--29,29--31,30--32,31--33,31--35,33--35,34--36
0--16,0--22,0--29,0--33,1--11,1--34,1--36,1--37,2--8,2--14,2--15,2--25,3--5,3--6,3--26,3--29,4--16,4--19,4--24,4--29,5--8,5--27,5--31,6--9,6--22,6--27,7--18,7--26,7--27,7--30,8--15,8--26,9--10,9--20,9--37,10--12,10--18,10--21,11--13,11--15,11--23,12--14,12--23,12--36,13--14,13--15,13--34,14--21,16--22,16--37,17--19,17--28,17--30,17--35,18--36,18--37,19--30,19--34,20--23,20--28,20--29,21--25,21--28,22--35,23--32,24--32,24--33,24--35,25--32,25--33,26--27,28--31,30--31,31--34,32--36,33--35
0--5,0--24,0--25,0--31,1--3,1--4,1--16,1--27,2--9,2--10,2--12,2--26,3--4,3--18,3--36,4--11,4--14,5--9,5--23,5--36,6--14,6--17,6--18,6--36,7--12,7--19,7--23,7--34,8--21,8--29,8--32,8--35,9--13,9--34,10--23,10--25,10--33,11--20,11--21,11--37,12--15,12--28,13--15,13--28,13--31,14--15,14--17,15--19,16--20,16--28,16--35,17--24,17--28,18--19,18--26,19--32,20--22,20--27,21--24,21--25,22--24,22--30,22--37,23--31,25--30,26--29,26--32,27--29,27--34,29--31,30--34,30--36,32--33,33--35,33--37,35--37
0--14,0--16,0--26,0--28,1--3,1--8,1--16,1--25,2--6,2--25,2--28,2--37,3--6,3--25,3--35,4--11,4--12,4--29,4--31,5--11,5--31,5--33,5--36,6--29,6--32,7--17,7--26,7--32,7--36,8--15,8--29,8--37,9--18,9--33,9--34,9--35,10--15,10--17,10--19,10--31,11--28,11--34,12--15,12--18,12--23,13--19,13--20,13--21,13--35,14--17,14--20,14--27,15--33,16--23,16--24,17--21,18--26,18--36,19--25,19--37,20--27,20--36,21--22,21--33,22--23,22--30,22--34,23--26,24--30,24--32,24--34,27--29,27--31,28--32,30--35,30--37
0--6,0--21,0--25,0--37,1--6,1--9,1--10,1--13,2--13,2--14,2--22,2--23,3--11,3--23,3--30,3--32,4--15,4--29,4--30,4--33,5--12,5--14,5--20,5--31,6--7,6--34,7--9,7--23,7--28,8--12,8--22,8--26,8--33,9--15,9--19,10--16,10--25,10--31,11--16,11--31,11--35,12--21,12--27,13--20,13--36,14--21,14--34,15--29,15--36,16--18,16--27,17--25,17--32,17--34,17--35,18--20,18--22,18--24,19--27,19--28,19--35,20--35,21--32,22--32,23--24,24--29,24--37,25--28,26--27,26--29,26--30,28--37,30--37,31--36,33--34,33--36
0--8,0--14,0--21,0--36,1--16,1--18,1--36,1--37,2--13,2--22,2--29,2--37,3--4,3--33,3--34,3--35,4--7,4--28,4--35,5--8,5--11,5--21,5--23,6--13,6--19,6--26,6--34,7--9,7--14,7--22,8--14,8--29,9--16,9--27,9--34,10--20,10--24,10--27,10--33,11--13,11--17,11--34,12--17,12--18,12--25,12--27,13--15,14--37,15--16,15--20,15--22,16--19,17--30,17--32,18--30,18--35,19--21,19--29,20--26,20--29,21--28,22--30,23--25,23--30,23--32,24--31,24--32,24--33,25--26,25--28,26--31,27--33,28--36,31--35,31--37,32--36
0--1,0--9,0--25,0--31,1--19,1--31,1--34,2--5,2--15,2--24,2--25,3--4,3--11,3--20,3--31,4--12,4--13,4--37,5--27,5--30,5--32,6--11,6--14,6--15,6--24,7--11,7--14,7--27,7--31,8--10,8--11,8--22,8--26,9--13,9--19,9--28,10--23,10--29,10--36,12--18,12--27,12--33,13--20,13--36,14--15,14--21,15--32,16--23,16--28,16--32,16--35,17--18,17--30,17--34,17--36,18--24,18--37,19--33,19--34,20--25,20--35,21--22,21--23,21--29,22--25,22--33,23--35,24--37,26--30,26--32,26--37,27--28,28--33,29--34,29--35,30--36
0--2,0--8,0--30,0--36,1--3,1--8,1--22,1--25,2--7,2--27,2--35,3--11,3--32,3--36,4--6,4--11,4--13,4--22,5--21,5--23,5--25,5--26,6--11,6--13,6--28,7--10,7--14,7--35,8--9,8--33,9--13,9--20,9--29,10--16,10--27,10--29,11--34,12--14,12--19,12--33,12--37,13--17,14--26,14--28,15--17,15--18,15--30,15--37,16--21,16--23,16--29,17--24,17--27,18--24,18--28,18--35,19--24,19--32,19--36,20--23,20--34,20--37,21--25,21--36,22--24,22--31,23--25,26--28,26--34,27--37,29--30,30--32,31--32,31--33,31--34,33--35
0--2,0--5,0--18,0--34,1--19,1--22,1--29,1--31,2--12,2--16,2--23,3--9,3--19,3--25,3--33,4--7,4--12,4--16,4--29,5--10,5--25,5--33,6--10,6--15,6--18,6--20,7--10,7--11,7--17,8--22,8--26,8--27,8--36,9--21,9--30,9--33,10--13,11--14,11--27,11--28,12--15,12--32,13--20,13--30,13--34,14--28,14--32,14--36,15--19,15--25,16--24,16--31,17--20,17--24,17--35,18--22,18--23,19--34,20--21,21--26,21--37,22--32,23--28,23--36,24--28,24--30,25--37,26--27,26--35,27--31,29--31,29--34,30--37,32--35,33--35,36--37
0--11,0--35,0--36,0--37,1--5,1--18,1--25,1--29,2--7,2--20,2--21,2--31,3--4,3--5,3--9,3--15,4--6,4--24,4--35,5--12,5--21,6--19,6--21,6--33,7--16,7--23,7--31,8--18,8--22,8--24,8--26,9--23,9--30,9--36,10--13,10--19,10--22,10--29,11--20,11--28,11--31,12--17,12--34,12--36,13--27,13--34,13--37,14--22,14--32,14--34,14--37,15--24,15--28,15--33,16--25,16--28,16--29,17--23,17--33,17--35,18--22,18--29,19--23,19--26,20--24,20--28,21--35,25--27,25--33,26--32,26--34,27--31,27--32,30--32,30--36,30--37
0--1,0--4,0--13,0--24,1--13,1--14,1--22,2--11,2--15,2--18,2--25,3--9,3--27,3--28,3--36,4--18,4--20,4--27,5--15,5--23,5--28,5--37,6--10,6--20,6--21,6--29,7--12,7--24,7--25,7--27,8--11,8--21,8--30,8--35,9--18,9--21,9--36,10--20,10--27,10--31,11--23,11--32,12--13,12--16,12--17,13--35,14--17,14--29,14--31,15--16,15--19,16--20,16--22,17--26,17--32,18--30,19--22,19--23,19--28,21--30,22--33,23--29,24--25,24--37,25--37,26--28,26--29,26--34,30--36,31--36,31--37,32--33,32--34,33--34,33--35,34--35
0--21,0--25,0--28,0--30,1--16,1--19,1--21,1--28,2--7,2--11,2--20,2--24,3--20,3--25,3--32,3--36,4--15,4--24,4--25,4--34,5--10,5--24,5--27,5--28,6--8,6--18,6--22,6--30,7--14,7--18,7--26,8--23,8--29,8--33,9--15,9--20,9--23,9--33,10--21,10--24,10--36,11--12,11--17,11--19,12--15,12--26,12--33,13--16,13--17,13--23,13--37,14--17,14--27,14--35,15--34,16--29,16--35,17--32,18--19,18--20,19--31,21--33,22--29,22--36,22--37,23--31,25--29,26--27,26--35,27--37,28--30,30--31,31--34,32--35,32--36,34--37
0--18,0--20,0--23,0--24,1--8,1--11,1--17,1--28,2--4,2--12,2--26,2--31,3--6,3--15,3--18,3--32,4--7,4--29,4--31,5--17,5--28,5--29,5--33,6--16,6--30,6--32,7--9,7--18,7--30,8--28,8--33,8--34,9--13,9--32,9--35,10--20,10--22,10--25,10--34,11--13,11--27,11--35,12--16,12--19,12--23,13--22,13--37,14--18,14--22,14--30,14--36,15--21,15--27,15--31,16--31,16--37,17--21,17--33,19--23,19--25,19--26,20--27,20--36,21--25,21--37,22--29,23--36,24--26,24--27,24--35,25--35,26--37,28--34,29--34,30--32,33--36
0--7,0--11,0--20,0--29,1--6,1--11,1--14,1--24,2--5,2--23,2--25,2--30,3--4,3--16,3--32,3--33,4--17,4--21,4--27,5--24,5--26,5--32,6--24,6--31,6--32,7--8,7--21,7--35,8--17,8--23,8--27,9--15,9--18,9--22,9--34,10--13,10--21,10--31,10--35,11--23,11--36,12--13,12--19,12--26,12--33,13--19,13--20,14--17,14--34,14--36,15--16,15--18,15--25,16--21,16--31,17--34,18--20,18--25,19--29,19--37,20--31,22--24,22--26,22--32,23--37,25--33,26--28,27--28,27--30,28--35,28--36,29--34,29--36,30--35,30--37,33--37
0--7,0--11,0--16,0--28,1--3,1--7,1--26,1--35,2--8,2--18,2--21,2--29,3--13,3--20,3--37,4--7,4--9,4--27,4--36,5--8,5--21,5--25,5--33,6--11,6--12,6--26,6--36,7--33,8--10,8--19,9--22,9--28,9--31,10--16,10--33,10--34,11--12,11--25,12--29,12--35,13--15,13--29,13--31,14--19,14--20,14--23,14--32,15--21,15--29,15--30,16--24,16--30,17--19,17--20,17--22,17--32,18--21,18--24,18--25,19--31,20--32,22--24,22--37,23--24,23--34,23--37,25--37,26--30,26--34,27--31,27--34,27--35,28--32,28--36,30--36,33--35
0--7,0--11,0--23,0--33,1--2,1--13,1--18,1--36,2--6,2--32,2--35,3--9,3--10,3--11,3--37,4--21,4--29,4--34,4--35,5--15,5--21,5--22,5--35,6--14,6--27,6--31,7--16,7--19,7--20,8--24,8--27,8--29,8--34,9--23,9--30,9--36,10--24,10--25,10--36,11--13,11--25,12--15,12--17,12--25,12--32,13--25,13--26,14--24,14--26,14--36,15--22,15--29,16--17,16--28,16--37,17--30,17--37,18--20,18--22,18--26,19--30,19--33,19--35,20--28,20--31,21--31,21--33,22--23,23--33,24--27,26--28,27--34,28--32,29--32,30--34,31--37
0--8,0--11,0--27,0--33,1--12,1--15,1--16,1--17,2--4,2--16,2--22,2--36,3--12,3--13,3--19,3--21,4--29,4--35,4--36,5--10,5--15,5--19,5--23,6--9,6--11,6--31,6--33,7--16,7--25,7--28,7--37,8--10,8--22,8--35,9--24,9--26,9--34,10--11,10--17,11--25,12--21,12--36,13--15,13--30,13--32,14--24,14--28,14--32,14--37,15--19,16--34,17--20,17--31,18--20,18--26,18--29,18--31,19--28,20--30,20--31,21--23,21--24,22--26,22--33,23--32,23--37,24--27,25--29,25--34,26--30,27--29,27--33,28--36,30--32,34--35,35--37
0--10,0--15,0--23,0--27,1--8,1--14,1--19,1--24,2--7,2--20,2--32,2--34,3--8,3--21,3--25,3--34,4--18,4--25,4--30,4--36,5--16,5--18,5--35,5--36,6--7,6--9,6--20,6--28,7--10,7--15,8--12,8--28,9--11,9--22,9--26,10--12,10--35,11--33,11--35,11--37,12--19,12--36,13--15,13--26,13--30,13--34,14--21,14--27,14--31,15--20,16--28,16--33,16--34,17--21,17--23,17--27,17--29,18--25,18--29,19--31,19--32,20--23,21--37,22--32,22--33,22--37,23--29,24--31,24--32,24--33,25--36,26--29,26--30,27--37,28--31,30--35
0--8,0--11,0--16,0--28,1--24,1--27,1--30,1--34,2--17,2--20,2--25,2--33,3--6,3--25,3--26,3--33,4--22,4--27,4--29,4--32,5--6,5--14,5--16,5--19,6--29,6--35,7--10,7--13,7--19,7--20,8--11,8--16,8--36,9--29,9--30,9--32,9--37,10--18,10--19,10--28,11--23,11--26,12--14,12--15,12--17,12--32,13--20,13--26,13--34,14--17,14--21,15--18,15--34,15--35,16--28,17--22,18--21,18--32,19--24,20--21,21--22,22--27,23--30,23--31,23--37,24--33,24--35,25--30,25--31,26--35,27--31,28--37,29--36,31--34,33--36,36--37
0--10,0--20,0--32,0--36,1--2,1--17,1--27,1--28,2--8,2--25,2--26,3--20,3--23,3--27,3--33,4--9,4--21,4--22,4--29,5--8,5--17,5--18,5--31,6--7,6--9,6--13,6--18,7--25,7--30,7--35,8--11,8--12,9--19,9--33,10--27,10--28,10--29,11--23,11--29,11--32,12--22,12--24,12--31,13--14,13--16,13--36,14--23,14--31,14--37,15--17,15--21,15--26,15--34,16--27,16--28,16--35,17--22,18--29,18--34,19--30,19--32,19--37,20--28,20--37,21--22,21--30,23--35,24--25,24--35,24--36,25--37,26--33,26--36,30--34,31--32,33--34
0--2,0--6,0--10,0--17,1--3,1--15,1--21,1--27,2--23,2--24,2--32,3--8,3--11,3--14,4--8,4--24,4--25,4--35,5--12,5--20,5--21,5--28,6--18,6--30,6--32,7--16,7--18,7--21,7--24,8--25,8--26,9--21,9--28,9--29,9--37,10--13,10--34,10--37,11--20,11--23,11--35,12--19,12--22,12--36,13--16,13--18,13--29,14--16,14--19,14--34,15--16,15--31,15--36,17--18,17--28,17--30,19--27,19--29,20--28,20--31,22--29,22--33,22--35,23--25,23--37,24--36,25--27,26--30,26--32,26--34,27--31,30--33,31--32,33--36,33--37,34--35
0--6,0--12,0--15,0--31,1--7,1--10,1--30,1--32,2--3,2--11,2--12,2--19,3--16,3--21,3--33,4--15,4--28,4--34,4--37,5--20,5--21,5--34,5--35,6--16,6--23,6--31,7--25,7--28,7--37,8--11,8--16,8--23,8--26,9--17,9--18,9--20,9--29,10--11,10--20,10--32,11--30,12--25,12--31,13--22,13--25,13--27,13--33,14--21,14--22,14--23,14--37,15--20,15--30,16--33,17--18,17--29,17--36,18--29,18--35,19--27,19--32,19--37,21--28,22--27,22--36,23--35,24--26,24--29,24--32,24--33,25--34,26--30,26--31,27--34,28--36,35--36
0--2,0--9,0--10,0--15,1--16,1--23,1--27,1--32,2--5,2--13,2--24,3--7,3--12,3--13,3--29,4--6,4--11,4--17,4--32,5--25,5--35,5--37,6--18,6--31,6--33,7--21,7--22,7--35,8--12,8--18,8--20,8--25,9--23,9--29,9--36,10--18,10--19,10--24,11--16,11--19,11--30,12--19,12--30,13--17,13--20,14--26,14--30,14--32,14--33,15--23,15--27,15--31,16--23,16--33,17--26,17--34,18--21,19--22,20--28,20--35,21--22,21--27,22--31,24--30,24--35,25--26,25--28,26--37,27--29,28--33,28--36,29--37,31--34,32--36,34--36,34--37
0--10,0--17,0--20,0--29,1--6,1--22,1--33,1--34,2--5,2--13,2--15,2--19,3--8,3--14,3--16,3--23,4--11,4--13,4--30,4--32,5--7,5--10,5--29,6--9,6--17,6--21,7--16,7--27,7--32,8--21,8--33,8--36,9--10,9--23,9--35,10--23,11--14,11--27,11--34,12--18,12--23,12--27,12--33,13--19,13--25,14--29,14--34,15--28,15--33,15--36,16--21,16--37,17--35,17--36,18--22,18--35,18--37,19--32,19--36,20--22,20--28,20--30,21--25,22--31,24--25,24--30,24--31,24--35,25--37,26--27,26--28,26--29,26--31,28--34,30--37,31--32
0--5,0--21,0--30,0--32,1--11,1--24,1--28,1--31,2--12,2--16,2--28,2--31,3--13,3--14,3--21,3--31,4--10,4--19,4--34,4--36,5--18,5--23,5--30,6--8,6--11,6--22,6--37,7--10,7--13,7--14,7--24,8--18,8--30,8--35,9--15,9--24,9--29,9--37,10--13,10--24,11--21,11--22,12--15,12--16,12--28,13--20,14--27,14--33,15--25,15--33,16--19,16--25,17--20,17--21,17--33,17--37,18--25,18--26,19--22,19--27,20--26,20--31,22--23,23--25,23--34,26--32,26--35,27--29,27--36,28--33,29--34,29--37,30--35,32--35,32--36,34--36
0--5,0--18,0--23,0--33,1--12,1--20,1--31,1--34,2--3,2--8,2--25,2--27,3--12,3--22,3--26,4--9,4--26,4--32,4--34,5--14,5--19,5--30,6--8,6--13,6--30,6--31,7--14,7--16,7--18,7--32,8--16,8--30,9--10,9--18,9--32,10--19,10--22,10--23,11--17,11--20,11--28,11--34,12--23,12--36,13--24,13--25,13--29,14--16,14--25,15--20,15--21,15--22,15--28,16--21,17--22,17--24,17--30,18--27,19--21,19--31,20--33,21--32,23--35,24--28,24--37,25--37,26--35,26--37,27--31,27--36,28--36,29--35,29--36,29--37,33--34,33--35
0--3,0--5,0--15,0--37,1--10,1--12,1--21,1--29,2--13,2--26,2--33,2--37,3--17,3--18,3--26,4--11,4--12,4--22,4--23,5--20,5--23,5--26,6--27,6--28,6--32,6--37,7--8,7--16,7--17,7--21,8--13,8--15,8--23,9--13,9--16,9--19,9--25,10--21,10--29,10--37,11--24,11--32,11--35,12--22,12--30,13--24,14--16,14--23,14--31,14--33,15--19,15--35,16--34,17--28,17--36,18--26,18--27,18--35,19--30,19--34,20--25,20--27,20--29,21--36,22--25,22--31,24--28,24--35,25--31,27--28,29--33,30--34,30--36,31--36,32--33,32--34
0--7,0--13,0--33,0--36,1--2,1--5,1--23,1--27,2--14,2--15,2--32,3--11,3--13,3--14,3--24,4--9,4--15,4--32,4--34,5--7,5--10,5--26,6--14,6--19,6--23,6--31,7--18,7--30,8--11,8--19,8--30,8--36,9--26,9--31,9--34,10--21,10--28,10--34,11--30,11--33,12--16,12--22,12--29,12--33,13--17,13--32,14--26,15--25,15--32,16--18,16--34,16--36,17--20,17--24,17--25,18--19,18--31,19--22,20--21,20--27,20--37,21--25,21--36,22--24,22--35,23--28,23--29,24--28,25--37,26--35,27--33,27--35,28--30,29--35,29--37,31--37
0--14,0--16,0--29,0--37,1--5,1--15,1--21,1--24,2--4,2--19,2--23,2--25,3--4,3--12,3--14,3--18,4--32,4--33,5--6,5--15,5--25,6--9,6--12,6--24,7--12,7--20,7--29,7--36,8--14,8--23,8--29,8--31,9--11,9--17,9--33,10--13,10--18,10--19,10--22,11--16,11--23,11--24,12--17,13--26,13--30,13--34,14--27,15--28,15--30,16--34,16--36,17--27,17--32,18--21,18--22,19--25,19--31,20--22,20--27,20--30,21--32,21--35,22--28,23--33,24--37,25--26,26--30,26--37,27--28,28--35,29--32,31--35,31--37,33--36,34--35,34--36
0--3,0--21,0--30,0--32,1--3,1--9,1--13,1--20,2--4,2--25,2--28,2--31,3--19,3--34,4--17,4--22,4--35,5--7,5--11,5--15,5--37,6--23,6--29,6--31,6--36,7--9,7--18,7--24,8--11,8--20,8--24,8--35,9--33,9--34,10--13,10--26,10--31,10--32,11--12,11--17,12--15,12--24,12--37,13--27,13--29,14--20,14--25,14--29,14--36,15--22,15--28,16--17,16--23,16--33,16--34,17--37,18--22,18--28,18--37,19--25,19--29,19--35,20--21,21--25,21--32,22--27,23--30,23--36,24--34,26--30,26--31,26--33,27--32,27--36,28--35,30--33
0--9,0--12,0--20,0--30,1--8,1--9,1--14,1--18,2--4,2--8,2--24,2--27,3--4,3--9,3--10,3--17,4--7,4--8,5--13,5--15,5--20,5--33,6--24,6--27,6--29,6--35,7--10,7--11,7--14,8--31,9--16,10--27,10--33,11--18,11--35,11--36,12--25,12--28,12--35,13--14,13--31,13--33,14--26,15--19,15--22,15--37,16--17,16--19,16--32,17--25,17--27,18--20,18--36,19--21,19--23,20--30,21--23,21--25,21--34,22--23,22--32,22--36,23--24,24--28,25--29,26--29,26--32,26--37,28--32,28--35,29--30,30--37,31--33,31--34,34--36,34--37
