0--7,0--8,0--42,1--2,1--12,1--17,2--32,2--36,3--12,3--25,3--33,4--20,4--39,4--43,5--18,5--25,5--40,6--22,6--23,6--25,7--31,7--34,8--24,8--39,9--17,9--30,9--38,10--15,10--22,10--29,11--20,11--30,11--35,12--13,13--41,13--43,14--19,14--21,14--37,15--36,15--42,16--21,16--38,16--40,17--27,18--26,18--28,19--34,19--35,20--29,21--29,22--40,23--39,23--41,24--26,24--37,26--33,27--30,27--33,28--41,28--43,31--32,31--35,32--36,34--37,38--42
0--1,0--30,0--42,1--14,1--39,2--19,2--21,2--41,3--5,3--13,3--31,4--6,4--30,4--39,5--30,5--36,6--15,6--18,7--17,7--33,7--40,8--9,8--23,8--33,9--11,9--34,10--12,10--15,10--29,11--32,11--40,12--20,12--37,13--16,13--28,14--38,14--41,15--17,16--31,16--35,17--27,18--22,18--26,19--24,19--35,20--24,20--41,21--23,21--26,22--34,22--37,23--42,24--33,25--32,25--35,25--39,26--38,27--38,27--40,28--36,28--43,29--32,29--36,31--42,34--43,37--43
0--12,0--19,0--35,1--20,1--30,1--38,2--6,2--16,2--26,3--7,3--9,3--33,4--10,4--11,4--41,5--23,5--29,5--34,6--9,6--25,7--8,7--15,8--32,8--42,9--31,10--14,10--39,11--12,11--40,12--23,13--29,13--31,13--37,14--33,14--37,15--28,15--39,16--21,16--28,17--22,17--32,17--41,18--19,18--27,18--28,19--40,20--29,20--30,21--24,21--34,22--23,22--43,24--25,24--43,25--27,26--34,26--36,27--40,30--31,32--37,33--36,35--36,35--43,38--39,38--42,41--42
0--7,0--29,0--33,1--13,1--20,1--41,2--4,2--12,2--17,3--10,3--16,3--18,4--17,4--42,5--23,5--33,5--37,6--16,6--22,6--25,7--15,7--22,8--16,8--30,8--39,9--19,9--26,9--35,10--29,10--40,11--21,11--27,11--30,12--31,12--38,13--14,13--24,14--31,14--36,15--25,15--28,17--43,18--24,18--34,19--41,19--42,20--21,20--40,21--39,22--42,23--28,23--30,24--29,25--40,26--27,26--37,27--38,28--35,31--43,32--33,32--37,32--41,34--36,34--39,35--43,36--38
0--12,0--30,0--39,1--5,1--8,1--43,2--5,2--13,2--34,3--11,3--13,3--34,4--9,4--16,4--40,5--31,6--17,6--26,6--36,7--11,7--15,7--42,8--11,8--26,9--15,9--40,10--22,10--28,10--32,12--16,12--37,13--35,14--20,14--30,14--37,15--33,16--31,17--25,17--41,18--29,18--36,18--43,19--22,19--25,19--27,20--23,20--40,21--25,21--26,21--28,22--24,23--34,23--36,24--28,24--41,27--35,27--42,29--30,29--38,31--32,32--37,33--35,33--39,38--41,38--43,39--42
0--14,0--24,0--42,1--26,1--29,1--31,2--15,2--31,2--35,3--5,3--22,3--38,4--8,4--17,4--39,5--41,5--42,6--10,6--16,6--23,7--32,7--33,7--34,8--19,8--24,9--10,9--15,9--41,10--21,11--28,11--33,11--36,12--15,12--25,12--30,13--22,13--33,13--35,14--27,14--37,16--32,16--38,17--22,17--39,18--28,18--29,18--40,19--21,19--28,20--26,20--30,20--37,21--37,23--35,23--43,24--32,25--27,25--40,26--42,27--29,30--36,31--39,34--41,34--43,36--38,40--43
0--1,0--17,0--32,1--29,1--41,2--36,2--37,2--43,3--18,3--37,3--40,4--5,4--8,4--28,5--11,5--35,6--23,6--42,6--43,7--12,7--17,7--23,8--11,8--31,9--21,9--31,9--41,10--19,10--22,10--24,11--39,12--26,12--34,13--15,13--28,13--38,14--19,14--22,14--25,15--27,15--40,16--24,16--27,16--42,17--38,18--26,18--33,19--41,20--34,20--39,20--40,21--27,21--37,22--29,23--36,24--25,25--38,26--30,28--34,29--42,30--33,30--43,31--32,32--39,33--35,35--36
0--20,0--35,0--40,1--10,1--18,1--24,2--9,2--20,2--36,3--21,3--30,3--33,4--17,4--25,4--41,5--14,5--23,5--26,6--7,6--25,6--31,7--22,7--34,8--9,8--10,8--15,9--43,10--35,11--15,11--16,11--42,12--18,12--36,12--37,13--23,13--26,13--41,14--19,14--40,15--31,16--27,16--39,17--29,17--40,18--24,19--31,19--43,20--28,21--29,21--42,22--28,22--32,23--37,24--39,25--37,26--27,27--43,28--29,30--33,30--38,32--36,32--39,33--34,34--38,35--41,38--42
0--5,0--11,0--41,1--6,1--8,1--9,2--9,2--13,2--32,3--20,3--31,3--35,4--27,4--30,4--37,5--14,5--33,6--15,6--42,7--15,7--24,7--42,8--13,8--14,9--21,10--14,10--34,10--40,11--18,11--39,12--16,12--19,12--31,13--21,15--21,16--28,16--36,17--29,17--32,17--38,18--29,18--41,19--37,19--39,20--33,20--42,22--25,22--30,22--43,23--35,23--39,23--43,24--26,24--27,25--36,25--40,26--35,26--38,27--29,28--30,28--33,31--41,32--43,34--37,34--40,36--38
0--16,0--20,0--33,1--14,1--18,1--35,2--21,2--35,2--38,3--13,3--33,3--35,4--25,4--40,4--41,5--9,5--33,5--39,6--9,6--23,6--28,7--26,7--29,7--42,8--12,8--23,8--31,9--16,10--11,10--14,10--34,11--28,11--29,12--22,12--23,13--15,13--42,14--37,15--17,15--24,16--27,17--20,17--36,18--25,18--26,19--22,19--30,19--36,20--30,21--24,21--40,22--37,24--32,25--43,26--39,27--32,27--39,28--38,29--30,31--34,31--38,32--37,34--43,36--41,40--42,41--43
0--16,0--21,0--36,1--3,1--33,1--42,2--25,2--26,2--30,3--10,3--39,4--6,4--10,4--26,5--15,5--26,5--42,6--11,6--39,7--34,7--35,7--43,8--18,8--34,8--37,9--13,9--20,9--28,10--41,11--21,11--35,12--19,12--22,12--27,13--16,13--31,14--15,14--28,14--32,15--19,16--36,17--18,17--38,17--41,18--31,19--33,20--29,20--37,21--27,22--24,22--29,23--37,23--38,23--42,24--33,24--36,25--27,25--28,29--40,30--32,30--40,31--32,34--43,35--40,38--39,41--43
0--7,0--9,0--23,1--9,1--19,1--32,2--6,2--31,2--37,3--15,3--38,3--39,4--5,4--13,4--28,5--27,5--31,6--40,6--43,7--19,7--25,8--11,8--16,8--34,9--39,10--21,10--26,10--27,11--22,11--37,12--13,12--18,12--20,13--25,14--23,14--24,14--37,15--23,15--33,16--36,16--41,17--20,17--29,17--35,18--24,18--40,19--29,20--39,21--24,21--26,22--32,22--36,25--26,27--34,28--30,28--38,29--42,30--41,30--42,31--43,32--33,33--36,34--35,35--38,40--42,41--43
0--31,0--32,0--39,1--4,1--13,1--37,2--8,2--24,2--37,3--18,3--27,3--35,4--5,4--10,5--17,5--36,6--7,6--31,6--33,7--11,7--38,8--18,8--43,9--19,9--28,9--35,10--25,10--26,11--16,11--22,12--19,12--21,12--41,13--21,13--43,14--28,14--39,14--41,15--27,15--29,15--40,16--20,16--34,17--32,17--37,18--36,19--24,20--29,20--38,21--25,22--39,22--42,23--32,23--33,23--35,24--30,25--31,26--30,26--42,27--34,28--41,29--40,30--40,33--36,34--42,38--43
0--4,0--37,0--41,1--7,1--23,1--26,2--9,2--26,2--28,3--14,3--26,3--37,4--18,4--42,5--15,5--33,5--38,6--18,6--20,6--23,7--22,7--42,8--10,8--20,8--33,9--10,9--43,10--19,11--27,11--36,11--42,12--18,12--25,12--34,13--15,13--20,13--37,14--16,14--31,15--39,16--17,16--40,17--22,17--32,19--24,19--41,21--32,21--34,21--40,22--28,23--39,24--32,24--35,25--30,25--36,27--34,27--35,28--29,29--30,29--36,30--33,31--39,31--40,35--43,38--41,38--43
0--16,0--28,0--39,1--3,1--8,1--34,2--5,2--15,2--21,3--22,3--37,4--9,4--23,4--34,5--9,5--43,6--14,6--33,6--35,7--12,7--19,7--39,8--33,8--42,9--15,10--12,10--17,10--41,11--18,11--39,11--42,12--37,13--24,13--27,13--29,14--16,14--18,15--22,16--42,17--21,17--40,18--31,19--28,19--32,20--24,20--29,20--36,21--30,22--27,23--35,23--37,24--36,25--34,25--36,25--40,26--31,26--33,26--41,27--31,28--32,29--30,30--38,32--43,35--41,38--40,38--43
0--8,0--15,0--43,1--22,1--33,1--40,2--7,2--15,2--31,3--23,3--25,3--31,4--18,4--19,4--27,5--28,5--35,5--39,6--12,6--13,6--20,7--13,7--18,8--10,8--18,9--12,9--25,9--37,10--14,10--43,11--32,11--34,11--42,12--39,13--34,14--19,14--38,15--40,16--17,16--23,16--29,17--25,17--30,19--32,20--21,20--36,21--32,21--38,22--26,22--42,23--30,24--26,24--29,24--30,26--37,27--41,27--43,28--36,28--41,29--35,31--42,33--34,33--35,36--41,37--40,38--39
0--16,0--28,0--40,1--4,1--38,1--42,2--27,2--39,2--40,3--8,3--26,3--31,4--7,4--37,5--11,5--21,5--23,6--12,6--19,6--20,7--32,7--34,8--11,8--25,9--25,9--27,9--41,10--18,10--22,10--23,11--39,12--20,12--32,13--17,13--22,13--24,14--15,14--27,14--31,15--24,15--35,16--25,16--33,17--18,17--41,18--28,19--24,19--33,20--31,21--23,21--28,22--38,26--34,26--36,29--33,29--34,29--36,30--35,30--37,30--42,32--38,35--43,36--40,37--43,39--43,41--42
0--1,0--4,0--38,1--13,1--21,2--16,2--23,2--33,3--19,3--20,3--36,4--9,4--20,5--13,5--20,5--42,6--21,6--26,6--34,7--30,7--36,7--39,8--11,8--23,8--26,9--18,9--19,10--12,10--29,10--43,11--13,11--40,12--24,12--40,14--25,14--27,14--37,15--24,15--31,15--32,16--31,16--34,17--29,17--34,17--39,18--19,18--32,21--33,22--28,22--35,22--41,23--27,24--28,25--39,25--41,26--31,27--40,28--32,29--30,30--37,33--41,35--36,35--42,37--38,38--43,42--43
0--5,0--7,0--41,1--30,1--32,1--39,2--10,2--26,2--30,3--11,3--23,3--31,4--17,4--20,4--36,5--33,5--39,6--9,6--15,6--36,7--24,7--38,8--14,8--29,8--35,9--11,9--37,10--13,10--25,11--27,12--14,12--29,12--32,13--16,13--24,14--34,15--22,15--32,16--41,16--42,17--23,17--30,18--23,18--34,18--38,19--22,19--25,19--27,20--40,20--43,21--25,21--28,21--33,22--31,24--31,26--39,26--42,27--37,28--38,28--42,29--33,34--43,35--37,35--41,36--40,40--43
0--3,0--24,0--28,1--17,1--21,1--42,2--10,2--14,2--23,3--24,3--32,4--12,4--25,4--35,5--7,5--8,5--33,6--10,6--15,6--27,7--20,7--26,8--14,8--29,9--16,9--27,9--39,10--12,11--36,11--40,11--41,12--21,13--20,13--41,13--42,14--25,15--22,15--35,16--34,16--35,17--32,17--40,18--21,18--27,18--37,19--22,19--31,19--40,20--33,22--38,23--28,23--30,24--31,25--37,26--42,26--43,28--29,29--31,30--33,30--39,32--34,34--36,36--38,37--43,38--39,41--43
0--13,0--25,0--35,1--10,1--14,1--42,2--21,2--24,2--32,3--9,3--20,3--23,4--7,4--22,4--35,5--14,5--21,5--41,6--16,6--26,6--27,7--28,7--33,8--28,8--31,8--40,9--31,9--32,10--21,10--28,11--13,11--34,11--39,12--22,12--25,12--43,13--39,14--42,15--27,15--37,15--38,16--25,16--37,17--19,17--20,17--30,18--37,18--40,18--41,19--23,19--30,20--38,22--36,23--42,24--26,24--41,26--39,27--29,29--34,29--43,30--38,31--36,32--33,33--35,34--36,40--43
0--4,0--24,0--40,1--25,1--37,1--42,2--7,2--31,2--34,3--6,3--32,3--43,4--30,4--38,5--7,5--9,5--35,6--17,6--35,7--19,8--9,8--31,8--34,9--21,10--18,10--23,10--30,11--15,11--39,11--43,12--25,12--28,12--33,13--16,13--29,13--41,14--25,14--27,14--38,15--18,15--27,16--24,16--41,17--19,17--39,18--29,19--37,20--23,20--28,20--40,21--28,21--40,22--33,22--36,22--42,23--36,24--36,26--32,26--34,26--37,27--38,29--43,30--42,31--33,32--41,35--39
0--5,0--11,0--12,1--13,1--27,1--32,2--9,2--14,2--19,3--26,3--35,3--40,4--20,4--30,4--33,5--18,5--22,6--25,6--29,6--41,7--12,7--41,7--42,8--21,8--27,8--31,9--19,9--38,10--24,10--34,10--39,11--24,11--35,12--15,13--32,13--37,14--19,14--42,15--30,15--43,16--20,16--23,16--33,17--18,17--29,17--35,18--25,20--38,21--23,21--39,22--26,22--33,23--28,24--26,25--34,27--43,28--37,28--38,29--36,30--42,31--40,31--43,32--41,34--36,36--39,37--40
0--9,0--37,0--39,1--5,1--8,1--33,2--15,2--17,2--39,3--28,3--31,3--32,4--5,4--9,4--27,5--35,6--25,6--29,6--34,7--12,7--32,7--41,8--24,8--35,9--40,10--13,10--19,10--38,11--13,11--17,11--20,12--25,12--41,13--36,14--15,14--16,14--21,15--39,16--19,16--28,17--24,18--20,18--26,18--33,19--22,20--29,21--27,21--30,22--30,22--32,23--36,23--37,23--41,24--42,25--38,26--27,26--31,28--43,29--30,31--34,33--37,34--40,35--42,36--43,38--42,40--43
0--4,0--32,0--41,1--16,1--24,1--27,2--7,2--8,2--15,3--18,3--23,3--31,4--22,4--26,5--12,5--27,5--40,6--13,6--14,6--41,7--11,7--37,8--37,8--39,9--10,9--25,9--34,10--29,10--41,11--12,11--43,12--13,13--35,14--15,14--32,15--38,16--28,16--39,17--30,17--40,17--43,18--21,18--39,19--20,19--21,19--24,20--25,20--31,21--33,22--35,22--42,23--24,23--31,25--34,26--28,26--30,27--36,28--33,29--33,29--36,30--37,32--38,34--38,35--43,36--42,40--42
0--15,0--36,0--41,1--2,1--15,1--35,2--21,2--26,3--13,3--27,3--43,4--17,4--35,4--37,5--11,5--12,5--34,6--12,6--23,6--33,7--14,7--18,7--33,8--16,8--25,8--31,9--13,9--31,9--40,10--33,10--39,10--43,11--27,11--43,12--30,13--32,14--19,14--26,15--42,16--19,16--38,17--21,17--23,18--24,18--29,19--28,20--21,20--27,20--32,22--25,22--36,22--42,23--28,24--30,24--42,25--39,26--35,28--40,29--37,29--38,30--39,31--41,32--34,34--38,36--40,37--41
0--11,0--21,0--31,1--20,1--25,1--36,2--5,2--22,2--39,3--12,3--23,3--43,4--16,4--40,4--42,5--14,5--19,6--10,6--24,6--35,7--13,7--18,7--26,8--30,8--31,8--33,9--18,9--24,9--41,10--35,10--40,11--20,11--41,12--14,12--32,13--27,13--29,14--15,15--16,15--33,16--20,17--18,17--29,17--30,19--34,19--39,21--35,21--42,22--25,22--26,23--27,23--31,24--38,25--41,26--27,28--29,28--34,28--37,30--32,32--36,33--43,34--40,36--38,37--39,37--42,38--43
0--29,0--31,0--43,1--2,1--7,1--27,2--3,2--6,3--4,3--10,4--8,4--21,5--8,5--17,5--42,6--23,6--42,7--25,7--41,8--33,9--20,9--33,9--40,10--22,10--36,11--14,11--18,11--28,12--26,12--30,12--41,13--15,13--32,13--43,14--18,14--34,15--24,15--37,16--19,16--30,16--40,17--21,17--43,18--38,19--25,19--27,20--23,20--32,21--26,22--26,22--31,23--27,24--28,24--29,25--35,28--33,29--39,30--32,31--34,34--38,35--36,35--40,36--39,37--38,37--39,41--42
0--7,0--30,0--41,1--5,1--17,1--29,2--8,2--10,2--36,3--14,3--26,3--40,4--23,4--27,4--33,5--11,5--13,6--7,6--25,6--32,7--31,8--37,8--42,9--16,9--41,9--43,10--12,10--20,11--14,11--32,12--16,12--21,13--33,13--39,14--25,15--23,15--31,15--37,16--32,17--20,17--29,18--28,18--38,18--39,19--22,19--27,19--34,20--43,21--35,21--42,22--24,22--26,23--25,24--30,24--40,26--34,27--35,28--33,28--35,29--43,30--42,31--39,34--36,36--40,37--38,38--41
0--23,0--34,0--36,1--26,1--27,1--29,2--8,2--33,2--38,3--10,3--11,3--24,4--32,4--35,4--43,5--17,5--25,5--35,6--16,6--17,6--35,7--9,7--16,7--41,8--21,8--28,9--31,9--43,10--37,10--43,11--28,11--39,12--13,12--23,12--41,13--21,13--23,14--20,14--28,14--41,15--21,15--22,15--34,16--26,17--27,18--19,18--22,18--33,19--32,19--33,20--22,20--38,24--27,24--42,25--31,25--37,26--42,29--31,29--39,30--36,30--39,30--40,32--36,34--38,37--40,40--42
0--3,0--4,0--26,1--6,1--10,1--14,2--5,2--12,2--39,3--21,3--39,4--14,4--43,5--21,5--40,6--15,6--33,7--8,7--29,7--43,8--36,8--38,9--16,9--27,9--37,10--15,10--27,11--35,11--39,11--42,12--16,12--36,13--17,13--18,13--20,14--37,15--20,16--24,17--36,17--41,18--29,18--34,19--25,19--30,19--31,20--40,21--28,22--31,22--40,22--42,23--32,23--33,23--35,24--25,24--37,25--29,26--30,26--41,27--28,28--34,30--34,31--43,32--33,32--35,38--41,38--42
0--4,0--24,0--38,1--4,1--23,1--36,2--22,2--23,2--36,3--5,3--17,3--33,4--20,5--31,5--42,6--9,6--25,6--34,7--31,7--38,7--40,8--13,8--20,8--31,9--38,9--41,10--12,10--17,10--21,11--13,11--33,11--39,12--15,12--28,13--32,14--37,14--40,14--42,15--16,15--19,16--36,16--37,17--37,18--24,18--27,18--34,19--20,19--39,21--30,21--41,22--33,22--42,23--32,24--28,25--30,25--43,26--39,26--41,26--43,27--29,27--43,28--40,29--30,29--35,32--35,34--35
0--20,0--21,0--28,1--12,1--17,1--21,2--22,2--36,2--41,3--13,3--14,3--22,4--11,4--23,4--33,5--14,5--22,5--39,6--7,6--34,6--40,7--8,7--36,8--10,8--29,9--37,9--38,9--42,10--27,10--37,11--32,11--41,12--17,12--38,13--24,13--43,14--32,15--20,15--25,15--31,16--18,16--30,16--32,17--30,18--24,18--42,19--27,19--31,19--37,20--21,23--29,23--39,24--40,25--33,25--35,26--35,26--38,26--42,27--39,28--29,28--34,30--43,31--33,34--40,35--43,36--41
0--10,0--34,0--43,1--19,1--33,1--40,2--22,2--30,2--37,3--11,3--32,3--38,4--18,4--22,4--26,5--12,5--15,5--20,6--10,6--30,6--36,7--18,7--26,7--28,8--19,8--27,8--40,9--14,9--18,9--28,10--16,11--32,11--33,12--31,12--38,13--16,13--24,13--34,14--19,14--24,15--29,15--41,16--43,17--27,17--39,17--42,20--31,20--34,21--23,21--29,21--35,22--37,23--37,23--39,24--43,25--28,25--32,25--35,26--33,27--30,29--36,31--42,35--40,36--41,38--39,41--42
0--6,0--8,0--12,1--5,1--35,1--38,2--5,2--14,2--24,3--6,3--31,3--36,4--15,4--20,4--23,5--22,6--39,7--26,7--27,7--31,8--27,8--33,9--11,9--20,9--25,10--21,10--36,10--43,11--34,11--40,12--17,12--26,13--20,13--24,13--29,14--27,14--41,15--23,15--40,16--24,16--32,16--43,17--37,17--42,18--34,18--36,18--43,19--28,19--35,19--39,21--28,21--31,22--25,22--32,23--37,25--26,28--33,29--30,29--38,30--34,30--35,32--41,33--41,37--42,38--40,39--42
0--4,0--22,0--37,1--13,1--17,1--20,2--22,2--28,2--39,3--7,3--14,3--23,4--7,4--21,5--12,5--25,5--38,6--24,6--26,6--30,7--20,8--10,8--19,8--32,9--32,9--38,9--40,10--15,10--24,11--17,11--41,11--42,12--28,12--30,13--21,13--29,14--26,14--36,15--30,15--34,16--29,16--36,16--39,17--28,18--19,18--27,18--43,19--27,20--34,21--25,22--33,23--42,23--43,24--37,25--27,26--40,29--33,31--33,31--35,31--38,32--43,34--35,35--41,36--42,37--40,39--41
0--4,0--24,0--36,1--21,1--35,1--41,2--6,2--33,2--35,3--10,3--18,3--24,4--19,4--27,5--12,5--17,5--25,6--32,6--41,7--16,7--40,7--41,8--22,8--23,8--43,9--16,9--20,9--23,10--12,10--26,11--15,11--20,11--25,12--22,13--28,13--33,13--42,14--19,14--36,14--37,15--31,15--32,16--28,17--31,17--37,18--37,18--40,19--33,20--30,21--25,21--31,22--26,23--34,24--39,26--35,27--29,27--34,28--43,29--30,29--38,30--43,32--42,34--42,36--38,38--39,39--40
0--36,0--39,0--42,1--5,1--16,1--19,2--16,2--37,2--39,3--20,3--25,3--43,4--10,4--32,4--36,5--11,5--31,6--23,6--36,6--43,7--18,7--24,7--34,8--15,8--20,8--26,9--21,9--28,9--38,10--37,10--40,11--24,11--40,12--32,12--35,12--42,13--18,13--26,13--28,14--32,14--34,14--38,15--33,15--41,16--21,17--27,17--34,17--35,18--38,19--39,19--41,20--22,21--26,22--25,22--42,23--29,23--33,24--37,25--30,27--30,27--41,28--40,29--31,29--33,30--31,35--43
0--7,0--22,0--39,1--3,1--36,1--40,2--19,2--21,2--23,3--12,3--33,4--25,4--30,4--40,5--11,5--13,5--28,6--19,6--24,6--35,7--8,7--10,8--26,8--29,9--16,9--22,9--26,10--33,10--37,11--12,11--27,12--15,13--15,13--30,14--27,14--28,14--42,15--42,16--31,16--37,17--23,17--35,17--38,18--20,18--24,18--29,19--32,20--35,20--40,21--24,21--25,22--31,23--38,25--27,26--38,28--36,29--34,30--34,31--37,32--33,32--41,34--41,36--43,39--41,39--43,42--43
0--9,0--36,0--42,1--9,1--28,1--32,2--9,2--14,2--17,3--10,3--26,3--37,4--20,4--23,4--40,5--22,5--30,5--43,6--8,6--21,6--27,7--10,7--33,7--36,8--10,8--41,11--18,11--22,11--43,12--17,12--29,12--31,13--20,13--24,13--27,14--28,14--38,15--18,15--24,15--25,16--23,16--31,16--39,17--40,18--23,19--30,19--33,19--37,20--38,21--32,21--41,22--35,24--26,25--34,25--42,26--29,27--31,28--30,29--39,32--33,34--35,34--40,35--43,36--39,37--41,38--42
0--8,0--20,0--28,1--4,1--6,1--13,2--11,2--29,2--37,3--8,3--29,3--33,4--10,4--24,5--10,5--22,5--41,6--25,6--34,7--31,7--32,7--34,8--14,9--13,9--18,9--25,10--27,11--14,11--26,12--17,12--35,12--43,13--28,14--37,15--36,15--39,15--40,16--21,16--22,16--27,17--30,17--36,18--24,18--30,19--23,19--31,19--36,20--28,20--30,21--32,21--38,22--43,23--29,23--39,24--33,25--26,26--39,27--38,31--42,32--35,33--40,34--41,35--40,37--38,41--42,42--43
0--12,0--25,0--33,1--6,1--12,1--43,2--13,2--15,2--23,3--17,3--23,3--24,4--19,4--20,4--30,5--31,5--33,5--34,6--12,6--16,7--22,7--26,7--38,8--35,8--39,8--42,9--30,9--37,9--42,10--11,10--13,10--42,11--18,11--25,13--39,14--15,14--19,14--35,15--30,16--27,16--37,17--36,17--40,18--19,18--41,20--34,20--38,21--31,21--36,21--43,22--27,22--32,23--41,24--33,24--40,25--40,26--28,26--43,27--36,28--32,28--41,29--31,29--38,29--39,32--37,34--35
0--6,0--25,0--31,1--19,1--21,1--26,2--9,2--25,2--28,3--10,3--18,3--23,4--21,4--29,4--40,5--7,5--11,5--37,6--32,6--43,7--27,7--38,8--9,8--15,8--20,9--12,10--14,10--40,11--33,11--37,12--32,12--33,13--34,13--36,13--41,14--29,14--40,15--22,15--33,16--38,16--42,16--43,17--23,17--28,17--41,18--21,18--31,19--26,19--34,20--22,20--34,22--30,23--43,24--26,24--27,24--37,25--36,27--35,28--32,29--30,30--35,31--39,35--38,36--39,39--42,41--42
0--8,0--14,0--26,1--13,1--32,1--36,2--11,2--22,2--38,3--5,3--35,3--39,4--23,4--27,4--40,5--11,5--28,6--10,6--25,6--36,7--21,7--32,7--40,8--41,8--43,9--20,9--31,9--40,10--12,10--43,11--39,12--24,12--42,13--29,13--34,14--17,14--42,15--25,15--34,15--38,16--28,16--31,16--41,17--18,17--33,18--30,18--37,19--26,19--35,19--37,20--25,20--35,21--22,21--23,22--33,23--33,24--28,24--39,26--42,27--30,27--31,29--37,29--43,30--32,34--36,38--41
0--3,0--16,0--35,1--19,1--29,1--41,2--3,2--19,2--32,3--4,4--23,4--39,5--12,5--13,5--42,6--9,6--37,6--40,7--20,7--24,7--30,8--11,8--21,8--36,9--18,9--22,10--13,10--32,10--38,11--26,11--38,12--20,12--26,13--26,14--24,14--41,14--42,15--28,15--33,15--34,16--23,16--42,17--18,17--35,17--40,18--31,19--32,20--31,21--41,21--43,22--28,22--38,23--34,24--27,25--31,25--34,25--37,27--40,27--43,28--37,29--35,29--36,30--33,30--39,33--39,36--43
0--18,0--28,0--29,1--7,1--23,1--42,2--7,2--34,2--35,3--5,3--21,3--24,4--12,4--25,4--33,5--31,5--36,6--15,6--34,6--37,7--10,8--15,8--22,8--27,9--18,9--30,9--36,10--17,10--39,11--19,11--32,11--37,12--21,12--33,13--16,13--26,13--27,14--17,14--31,14--40,15--16,16--24,17--41,18--42,19--22,19--36,20--39,20--40,20--42,21--28,22--26,23--32,23--37,24--31,25--34,25--38,26--39,27--43,28--43,29--32,29--41,30--38,30--43,33--35,35--40,38--41
0--8,0--11,0--24,1--7,1--10,1--35,2--5,2--6,2--29,3--26,3--32,3--33,4--16,4--36,4--38,5--11,5--22,6--9,6--13,7--10,7--18,8--12,8--43,9--26,9--31,10--17,11--40,12--14,12--37,13--30,13--36,14--23,14--25,15--23,15--27,15--41,16--32,16--42,17--18,17--20,18--28,19--35,19--37,19--42,20--31,20--34,21--22,21--30,21--41,22--38,23--43,24--28,24--33,25--28,25--29,26--27,27--39,29--35,30--32,31--37,33--40,34--39,34--41,36--40,38--43,39--42
