0--34,0--36,0--51,0--53,1--2,1--14,1--21,1--28,2--10,2--21,2--52,3--7,3--31,3--54,3--57,4--25,4--33,4--53,4--55,5--26,5--47,5--48,5--54,6--10,6--22,6--31,6--39,7--11,7--50,7--57,8--13,8--15,8--18,8--56,9--29,9--38,9--42,9--56,10--24,10--51,11--18,11--19,11--22,12--14,12--28,12--32,12--48,13--20,13--34,13--40,14--22,14--51,15--37,15--44,15--58,16--17,16--24,16--36,16--44,17--29,17--35,17--45,18--40,18--46,19--37,19--49,19--56,20--39,20--43,20--59,21--28,21--49,22--58,23--34,23--38,23--49,23--58,24--33,24--46,25--32,25--38,25--43,26--30,26--37,26--50,27--40,27--41,27--53,27--54,28--41,29--31,29--48,30--43,30--45,30--55,31--32,32--51,33--40,33--47,34--44,35--42,35--57,35--58,36--50,36--55,37--50,38--45,39--52,39--59,41--45,41--55,42--48,42--56,43--46,44--49,46--52,47--53,47--59,52--59,54--57
0--44,0--48,0--55,0--58,1--8,1--17,1--27,1--40,2--12,2--17,2--41,2--47,3--16,3--23,3--54,3--59,4--26,4--29,4--42,4--43,5--6,5--13,5--34,5--45,6--21,6--44,6--52,7--17,7--25,7--43,7--59,8--9,8--25,8--49,9--15,9--43,9--47,10--11,10--34,10--37,10--54,11--14,11--37,11--58,12--31,12--37,12--38,13--29,13--45,13--46,14--15,14--17,14--54,15--33,15--56,16--41,16--42,16--56,18--20,18--24,18--34,18--52,19--29,19--32,19--39,19--50,20--35,20--40,20--54,21--32,21--53,21--57,22--30,22--40,22--41,22--57,23--34,23--55,23--59,24--31,24--40,24--57,25--27,25--58,26--28,26--50,26--53,27--28,27--30,28--44,28--47,29--33,30--42,30--49,31--33,31--53,32--38,32--52,33--35,35--36,35--49,36--37,36--39,36--57,38--45,38--50,39--48,39--55,41--49,42--55,43--51,44--51,45--47,46--50,46--58,46--59,48--51,48--56,51--53,52--56
0--20,0--38,0--39,0--57,1--10,1--16,1--41,1--47,2--9,2--19,2--24,2--46,3--9,3--32,3--41,3--50,4--12,4--29,4--35,4--48,5--13,5--16,5--45,5--47,6--21,6--37,6--38,6--55,7--21,7--43,7--49,7--51,8--13,8--30,8--48,8--53,9--21,9--59,10--30,10--38,10--47,11--14,11--40,11--42,11--57,12--17,12--25,12--47,13--30,13--49,14--25,14--44,14--45,15--20,15--22,15--33,15--37,16--23,16--39,17--31,17--35,17--49,18--20,18--26,18--42,18--50,19--34,19--40,19--57,20--26,21--43,22--27,22--28,22--52,23--48,23--49,23--52,24--28,24--32,24--39,25--28,25--59,26--53,26--54,27--31,27--35,27--54,28--48,29--34,29--42,29--58,30--59,31--44,31--56,32--36,32--52,33--36,33--54,33--59,34--38,34--46,35--43,36--40,36--53,37--50,37--52,39--45,40--43,41--57,41--58,42--51,44--50,44--55,45--55,46--56,46--58,51--55,51--56,53--58,54--56
0--5,0--22,0--36,0--50,1--13,1--19,1--33,1--43,2--16,2--25,2--42,2--52,3--4,3--5,3--10,3--50,4--5,4--13,4--31,5--30,6--8,6--20,6--29,6--58,7--32,7--45,7--47,7--54,8--20,8--26,8--55,9--26,9--28,9--31,9--57,10--15,10--35,10--40,11--25,11--49,11--56,11--57,12--15,12--19,12--32,12--59,13--31,13--33,14--20,14--28,14--41,14--52,15--23,15--53,16--37,16--43,16--47,17--18,17--19,17--34,17--37,18--27,18--39,18--42,19--52,20--57,21--30,21--42,21--43,21--54,22--24,22--25,22--26,23--37,23--39,23--44,24--32,24--36,24--41,25--56,26--33,27--48,27--54,27--56,28--36,28--59,29--35,29--40,29--55,30--49,30--58,31--50,32--38,33--38,34--40,34--46,34--49,35--42,35--52,36--54,37--46,38--45,38--59,39--44,39--59,40--55,41--50,41--55,43--51,44--47,44--51,45--46,45--48,46--48,47--53,48--51,49--58,51--56,53--57,53--58
0--12,0--21,0--45,0--52,1--22,1--40,1--52,1--53,2--3,2--5,2--20,2--42,3--11,3--43,3--44,4--13,4--55,4--57,4--59,5--18,5--36,5--49,6--14,6--21,6--43,6--54,7--8,7--22,7--34,7--39,8--26,8--30,8--35,9--31,9--39,9--45,9--56,10--16,10--25,10--28,10--38,11--14,11--27,11--33,12--20,12--22,12--49,13--23,13--29,13--35,14--16,14--24,15--19,15--23,15--47,15--58,16--17,16--45,17--21,17--51,17--56,18--42,18--45,18--46,19--29,19--34,19--47,20--42,20--48,21--47,22--27,23--30,23--33,24--30,24--36,24--37,25--26,25--49,25--53,26--49,26--56,27--46,27--50,28--34,28--43,28--52,29--32,29--50,30--40,31--35,31--48,31--59,32--37,32--44,32--55,33--53,33--56,34--48,35--51,36--37,36--38,37--54,38--51,38--59,39--46,39--47,40--42,40--43,41--50,41--54,41--55,41--58,44--57,44--58,46--50,48--54,51--59,52--57,53--57,55--58
0--16,0--45,0--50,0--59,1--22,1--28,1--58,1--59,2--8,2--15,2--23,2--41,3--13,3--21,3--38,3--48,4--12,4--26,4--37,4--41,5--9,5--13,5--14,5--39,6--9,6--35,6--40,6--49,7--26,7--34,7--46,7--58,8--14,8--16,8--32,9--22,9--49,10--18,10--26,10--31,10--57,11--29,11--39,11--48,11--58,12--20,12--33,12--42,13--19,13--30,14--37,14--56,15--24,15--34,15--38,16--17,16--23,17--42,17--48,17--56,18--21,18--23,18--43,19--37,19--44,19--53,20--29,20--34,20--51,21--32,21--55,22--27,22--44,23--49,24--34,24--45,24--47,25--28,25--29,25--47,25--48,26--52,27--40,27--51,27--54,28--36,28--46,29--30,30--49,30--52,31--33,31--38,31--50,32--46,32--47,33--40,33--54,35--43,35--47,35--55,36--37,36--43,36--58,38--44,39--52,39--57,40--53,41--50,41--51,42--55,42--57,43--45,44--50,45--59,46--51,52--57,53--54,53--56,54--59,55--56
0--2,0--27,0--46,0--51,1--7,1--22,1--31,1--43,2--9,2--26,2--56,3--21,3--51,3--54,3--56,4--19,4--20,4--35,4--50,5--23,5--36,5--49,5--58,6--29,6--40,6--52,6--58,7--18,7--38,7--56,8--9,8--11,8--13,8--22,9--38,9--42,10--12,10--15,10--16,10--32,11--17,11--40,11--57,12--20,12--21,12--37,13--19,13--30,13--42,14--15,14--34,14--46,14--50,15--26,15--33,16--29,16--47,16--52,17--27,17--30,17--55,18--28,18--39,18--41,19--24,19--57,20--21,20--44,21--26,22--24,22--40,23--32,23--36,23--46,24--29,24--48,25--32,25--39,25--45,25--59,26--28,27--57,27--59,28--36,28--51,29--57,30--34,30--54,31--36,31--49,31--58,32--34,33--39,33--44,33--46,34--52,35--39,35--41,35--43,37--45,37--48,37--53,38--45,38--50,40--55,41--48,41--59,42--47,42--53,43--53,43--55,44--56,44--59,45--47,47--54,48--55,49--51,49--52,50--54,53--58
0--2,0--17,0--20,0--37,1--25,1--31,1--32,1--33,2--10,2--20,2--37,3--27,3--33,3--43,3--49,4--18,4--20,4--39,4--54,5--15,5--16,5--17,5--59,6--28,6--51,6--52,6--57,7--16,7--21,7--50,7--54,8--24,8--28,8--38,8--45,9--33,9--37,9--49,9--55,10--11,10--12,10--25,11--44,11--48,11--54,12--19,12--29,12--39,13--22,13--26,13--45,13--57,14--25,14--38,14--40,14--48,15--17,15--40,15--41,16--24,16--59,17--22,18--19,18--30,18--41,19--23,19--31,20--42,21--41,21--54,21--58,22--24,22--27,23--46,23--47,23--56,24--49,25--34,26--30,26--52,26--58,27--39,27--53,28--29,28--51,29--42,29--55,30--46,30--57,31--36,31--59,32--34,32--36,32--47,33--38,34--40,34--52,35--37,35--41,35--42,35--46,36--40,36--44,38--44,39--55,42--45,43--44,43--55,43--59,45--51,46--50,47--52,47--56,48--56,48--58,49--50,50--53,51--53,53--58,56--57
0--15,0--28,0--45,0--57,1--3,1--10,1--36,1--55,2--24,2--25,2--31,2--37,3--10,3--29,3--39,4--17,4--21,4--32,4--34,5--7,5--18,5--32,5--51,6--33,6--40,6--44,6--45,7--18,7--43,7--53,8--19,8--25,8--27,8--48,9--22,9--33,9--51,9--59,10--14,10--17,11--42,11--47,11--54,11--57,12--22,12--35,12--49,12--50,13--20,13--24,13--52,13--53,14--23,14--28,14--43,15--16,15--26,15--32,16--19,16--20,16--29,17--45,17--49,18--41,18--54,19--38,19--52,20--22,20--53,21--29,21--42,21--59,22--52,23--39,23--56,23--58,24--31,24--50,25--42,25--48,26--40,26--55,26--58,27--41,27--44,27--56,28--40,28--42,29--31,30--31,30--34,30--35,30--50,32--44,33--36,33--57,34--38,34--46,35--37,35--46,36--48,36--56,37--39,37--51,38--41,38--51,39--40,41--55,43--46,43--47,44--55,45--58,46--57,47--50,47--58,48--52,49--54,49--59,53--54,56--59
0--4,0--23,0--48,0--49,1--16,1--17,1--52,1--56,2--25,2--29,2--33,2--53,3--4,3--19,3--39,3--43,4--18,4--30,5--33,5--41,5--43,5--46,6--10,6--15,6--28,6--30,7--35,7--53,7--54,7--59,8--22,8--37,8--43,8--48,9--36,9--41,9--47,9--51,10--14,10--24,10--49,11--26,11--37,11--44,11--50,12--15,12--31,12--41,12--52,13--14,13--33,13--35,13--56,14--24,14--42,15--38,15--44,16--23,16--35,16--43,17--24,17--51,17--57,18--27,18--49,18--54,19--29,19--48,19--56,20--21,20--42,20--44,20--59,21--27,21--51,21--58,22--34,22--45,22--59,23--27,23--36,24--58,25--40,25--45,25--58,26--32,26--42,26--57,27--31,28--36,28--47,28--53,29--37,29--53,30--40,30--41,31--38,31--55,32--34,32--55,32--58,33--45,34--48,34--50,35--51,36--47,37--40,38--52,38--56,39--42,39--44,39--57,40--54,45--49,46--47,46--50,46--55,50--59,52--55,54--57
0--5,0--6,0--32,0--42,1--3,1--23,1--41,1--49,2--18,2--19,2--42,2--54,3--8,3--21,3--41,4--17,4--30,4--47,4--59,5--7,5--10,5--40,6--22,6--43,6--50,7--19,7--24,7--39,8--21,8--33,8--37,9--14,9--22,9--27,9--47,10--28,10--38,10--56,11--14,11--17,11--25,11--44,12--17,12--22,12--44,12--54,13--29,13--31,13--46,13--49,14--50,14--57,15--22,15--23,15--36,15--42,16--19,16--29,16--31,16--41,17--32,18--34,18--39,18--58,19--51,20--23,20--33,20--53,20--55,21--26,21--54,23--36,24--46,24--51,24--56,25--27,25--29,25--56,26--33,26--48,26--52,27--30,27--59,28--31,28--34,28--50,29--56,30--40,30--45,31--43,32--45,32--51,33--40,34--35,34--58,35--39,35--55,35--58,36--37,36--59,37--45,37--47,38--54,38--57,38--59,39--44,40--46,41--44,42--48,43--53,43--55,45--52,46--47,48--52,48--57,49--50,49--53,51--53,52--55,57--58
0--2,0--28,0--36,0--53,1--17,1--40,1--41,1--58,2--30,2--42,2--52,3--9,3--37,3--45,3--48,4--16,4--30,4--40,4--52,5--19,5--31,5--40,5--53,6--8,6--28,6--33,6--41,7--20,7--34,7--35,7--49,8--14,8--47,8--51,9--17,9--48,9--50,10--24,10--49,10--55,10--57,11--30,11--31,11--38,11--51,12--22,12--24,12--46,12--58,13--44,13--49,13--52,13--57,14--22,14--39,14--43,15--25,15--34,15--48,15--57,16--20,16--43,16--46,17--38,17--54,18--23,18--29,18--33,18--37,19--32,19--37,19--39,20--36,20--42,21--22,21--23,21--52,21--55,22--38,23--54,23--59,24--33,24--35,25--32,25--44,25--45,26--30,26--35,26--43,26--56,27--32,27--55,27--56,27--57,28--33,28--53,29--36,29--48,29--56,31--47,31--54,32--41,34--40,34--44,35--59,36--44,37--47,38--51,39--43,39--46,41--42,42--58,45--47,45--55,46--58,49--50,50--54,50--59,51--53,56--59
0--21,0--25,0--38,0--58,1--16,1--18,1--20,1--48,2--6,2--29,2--31,2--36,3--23,3--29,3--35,3--59,4--6,4--35,4--38,4--55,5--18,5--22,5--26,5--44,6--10,6--11,7--9,7--13,7--17,7--53,8--23,8--30,8--39,8--53,9--24,9--28,9--45,10--21,10--49,10--50,11--19,11--40,11--57,12--18,12--20,12--34,12--39,13--20,13--36,13--44,14--16,14--33,14--41,14--57,15--45,15--46,15--47,15--51,16--26,16--31,17--23,17--30,17--52,18--32,19--41,19--55,19--57,20--44,21--34,21--37,22--33,22--43,22--46,23--45,24--26,24--32,24--41,25--27,25--37,25--55,26--58,27--28,27--31,27--48,28--42,28--45,29--38,29--43,30--32,30--58,31--49,32--59,33--49,33--50,34--37,34--56,35--39,35--50,36--38,36--54,37--56,39--52,40--42,40--54,40--58,41--56,42--47,42--51,43--47,43--59,44--55,46--53,46--54,47--49,48--51,48--59,50--52,51--52,53--54,56--57
0--26,0--47,0--51,0--55,1--5,1--17,1--38,1--49,2--4,2--6,2--26,2--55,3--7,3--19,3--28,3--48,4--33,4--48,4--57,5--40,5--51,5--58,6--16,6--22,6--26,7--12,7--15,7--51,8--14,8--34,8--37,8--58,9--15,9--30,9--50,9--57,10--18,10--21,10--34,10--50,11--14,11--16,11--32,11--39,12--18,12--28,12--50,13--21,13--39,13--52,13--58,14--46,14--49,15--30,15--54,16--37,16--57,17--28,17--37,17--50,18--30,18--42,19--27,19--56,19--59,20--23,20--40,20--48,20--59,21--43,21--52,22--27,22--36,22--53,23--25,23--35,23--37,24--32,24--33,24--41,24--42,25--34,25--35,25--36,26--43,27--29,27--41,28--53,29--45,29--55,29--56,30--53,31--38,31--40,31--44,31--55,32--52,32--54,33--48,33--52,34--41,35--44,35--45,36--46,36--49,38--45,38--47,39--53,39--59,40--44,41--43,42--44,42--47,43--46,45--57,46--51,47--54,49--54,56--58,56--59
0--3,0--40,0--52,0--59,1--7,1--16,1--29,1--30,2--38,2--45,2--46,2--55,3--17,3--49,3--50,4--35,4--37,4--41,4--43,5--11,5--17,5--49,5--52,6--26,6--33,6--42,6--55,7--14,7--23,7--38,8--18,8--19,8--47,8--53,9--24,9--28,9--29,9--59,10--15,10--25,10--37,10--48,11--14,11--34,11--41,12--23,12--28,12--39,12--44,13--20,13--25,13--34,13--51,14--34,14--53,15--21,15--23,15--32,16--48,16--51,16--59,17--39,17--44,18--19,18--26,18--35,19--40,19--47,20--25,20--54,20--55,21--34,21--41,21--53,22--24,22--32,22--54,22--59,23--56,24--56,24--58,25--50,26--33,26--42,27--28,27--40,27--46,27--56,28--29,29--30,30--36,30--47,31--37,31--46,31--51,31--57,32--43,32--58,33--48,33--56,35--39,35--42,36--46,36--50,36--53,37--45,38--44,38--54,39--49,40--57,41--58,42--57,43--45,43--47,44--50,45--51,48--55,49--57,52--54,52--58
0--2,0--8,0--42,0--48,1--4,1--19,1--44,1--58,2--10,2--33,2--53,3--4,3--8,3--43,3--50,4--16,4--47,5--6,5--31,5--35,5--37,6--13,6--47,6--56,7--18,7--34,7--39,7--44,8--21,8--46,9--12,9--21,9--29,9--49,10--22,10--49,10--56,11--18,11--27,11--39,11--46,12--34,12--47,12--51,13--16,13--18,13--45,14--20,14--27,14--55,14--57,15--17,15--39,15--40,15--57,16--40,16--58,17--38,17--46,17--52,18--33,19--23,19--25,19--46,20--28,20--41,20--42,21--45,21--50,22--26,22--32,22--41,23--31,23--45,23--59,24--26,24--36,24--37,24--50,25--29,25--32,25--59,26--43,26--56,27--35,27--38,28--35,28--37,28--52,29--37,29--58,30--34,30--42,30--47,30--59,31--34,31--36,32--41,32--57,33--39,33--54,35--59,36--42,36--51,38--44,38--52,40--54,40--55,41--54,43--52,43--54,44--45,48--50,48--57,48--58,49--53,49--56,51--53,51--55,53--55
0--11,0--19,0--20,0--35,1--2,1--49,1--58,1--59,2--6,2--23,2--42,3--6,3--12,3--15,3--55,4--27,4--34,4--44,4--47,5--27,5--37,5--51,5--55,6--16,6--41,7--29,7--45,7--49,7--57,8--28,8--31,8--47,8--56,9--15,9--24,9--44,9--52,10--20,10--42,10--44,10--59,11--25,11--48,11--51,12--33,12--35,12--56,13--19,13--26,13--38,13--40,14--23,14--29,14--53,14--56,15--24,15--57,16--32,16--58,16--59,17--36,17--46,17--55,17--58,18--24,18--36,18--52,18--58,19--31,19--48,20--31,20--38,21--26,21--32,21--34,21--47,22--26,22--27,22--30,22--45,23--46,23--53,24--33,25--28,25--33,25--42,26--57,27--52,28--50,28--54,29--54,29--59,30--39,30--45,30--53,31--43,32--48,32--50,33--49,34--40,34--41,35--38,35--51,36--37,36--54,37--40,37--46,38--56,39--43,39--45,39--48,40--47,41--49,41--50,42--50,43--53,43--54,44--46,51--55,52--57
0--12,0--21,0--26,0--43,1--10,1--12,1--16,1--18,2--20,2--23,2--24,2--37,3--15,3--47,3--55,3--59,4--25,4--33,4--45,4--54,5--7,5--14,5--19,5--58,6--36,6--48,6--53,6--58,7--32,7--42,7--55,8--31,8--32,8--49,8--52,9--17,9--27,9--29,9--45,10--11,10--31,10--51,11--46,11--51,11--57,12--13,12--33,13--15,13--27,13--53,14--23,14--28,14--54,15--33,15--59,16--18,16--24,16--38,17--21,17--38,17--54,18--48,18--56,19--31,19--35,19--36,20--30,20--40,20--53,21--22,21--57,22--27,22--29,22--47,23--40,23--54,24--28,24--37,25--39,25--51,25--52,26--35,26--41,26--49,27--47,28--35,28--56,29--30,29--40,30--46,30--50,31--55,32--39,32--41,33--44,34--36,34--39,34--44,34--45,35--52,36--39,37--38,37--58,38--58,40--44,41--48,41--51,42--43,42--49,42--52,43--45,43--57,44--49,46--56,46--57,47--50,48--50,50--56,53--59,55--59
0--4,0--26,0--36,0--45,1--31,1--36,1--37,1--49,2--7,2--8,2--33,2--49,3--21,3--46,3--53,3--59,4--5,4--11,4--46,5--25,5--28,5--42,6--39,6--43,6--52,6--55,7--17,7--31,7--41,8--12,8--29,8--54,9--10,9--17,9--23,9--32,10--29,10--45,10--57,11--31,11--49,11--59,12--14,12--32,12--51,13--19,13--40,13--45,13--48,14--16,14--40,14--59,15--25,15--33,15--36,15--56,16--18,16--19,16--42,17--25,17--53,18--24,18--47,18--57,19--23,19--30,20--24,20--26,20--39,20--58,21--34,21--41,21--53,22--28,22--36,22--42,22--55,23--37,23--50,24--26,24--32,25--48,26--30,27--41,27--43,27--48,27--53,28--38,28--45,29--30,29--52,30--34,31--54,32--47,33--40,33--58,34--54,34--56,35--44,35--51,35--55,35--59,37--38,37--44,38--52,38--57,39--49,39--56,40--50,41--47,42--51,43--55,43--58,44--46,44--47,46--56,48--52,50--57,50--58,51--54
0--16,0--21,0--31,0--58,1--8,1--28,1--54,1--59,2--3,2--7,2--28,2--29,3--6,3--47,3--52,4--14,4--21,4--34,4--54,5--6,5--16,5--31,5--35,6--44,6--46,7--35,7--37,7--57,8--30,8--38,8--44,9--18,9--28,9--37,9--50,10--14,10--29,10--36,10--49,11--25,11--27,11--38,11--51,12--16,12--30,12--32,12--43,13--27,13--43,13--49,13--50,14--15,14--40,15--38,15--45,15--48,16--59,17--24,17--39,17--53,17--59,18--22,18--45,18--54,19--25,19--33,19--41,19--58,20--22,20--25,20--27,20--31,21--32,21--53,22--31,22--51,23--29,23--37,23--38,23--39,24--55,24--56,24--58,25--50,26--36,26--42,26--50,26--56,27--36,28--54,29--57,30--42,30--53,32--39,32--42,33--34,33--37,33--40,34--55,34--57,35--48,35--58,36--47,39--49,40--43,40--51,41--42,41--46,41--47,43--51,44--46,44--52,45--52,45--53,46--56,47--55,48--55,48--57,49--56,52--59
0--7,0--13,0--35,0--54,1--5,1--7,1--21,1--38,2--6,2--22,2--55,2--57,3--16,3--33,3--43,3--53,4--10,4--23,4--24,4--33,5--15,5--25,5--32,6--32,6--33,6--42,7--37,7--40,8--35,8--41,8--42,8--54,9--22,9--47,9--52,9--55,10--12,10--24,10--37,11--18,11--23,11--25,11--51,12--29,12--40,12--45,13--17,13--35,13--51,14--18,14--29,14--34,14--39,15--20,15--58,15--59,16--36,16--49,16--56,17--21,17--54,17--58,18--19,18--22,19--21,19--36,19--53,20--30,20--39,20--43,21--53,22--59,23--49,23--57,24--45,24--52,25--46,25--50,26--33,26--47,26--52,26--56,27--30,27--32,27--38,27--43,28--34,28--42,28--47,28--56,29--40,29--57,30--47,30--55,31--37,31--46,31--48,31--54,32--51,34--46,34--48,35--45,36--55,36--59,37--58,38--42,38--58,39--48,39--52,40--44,41--49,41--50,41--51,43--59,44--45,44--53,44--57,46--48,49--50,50--56
0--24,0--29,0--36,0--51,1--11,1--16,1--42,1--48,2--22,2--38,2--44,2--57,3--4,3--25,3--35,3--57,4--14,4--23,4--42,5--15,5--23,5--40,5--52,6--10,6--15,6--21,6--49,7--20,7--24,7--32,7--38,8--24,8--30,8--45,8--59,9--12,9--18,9--33,9--48,10--48,10--54,10--55,11--12,11--48,11--52,12--17,12--23,13--19,13--32,13--36,13--55,14--29,14--54,14--59,15--21,15--47,16--21,16--47,16--53,17--22,17--37,17--45,18--26,18--27,18--51,19--44,19--56,19--58,20--25,20--28,20--44,21--39,22--42,22--51,23--53,24--37,25--26,25--36,26--33,26--43,27--50,27--52,27--55,28--32,28--43,28--54,29--34,29--39,30--37,30--38,30--53,31--34,31--37,31--49,31--58,32--41,33--35,33--46,34--41,34--46,35--41,35--50,36--50,38--56,39--55,39--57,40--49,40--52,40--53,41--59,42--49,43--46,43--56,44--47,45--51,45--58,46--47,50--58,54--57,56--59
0--2,0--12,0--33,0--48,1--8,1--34,1--46,1--56,2--7,2--15,2--51,3--27,3--38,3--39,3--52,4--14,4--29,4--41,4--56,5--13,5--25,5--45,5--50,6--22,6--37,6--47,6--59,7--11,7--32,7--59,8--19,8--23,8--28,9--23,9--28,9--40,9--42,10--16,10--21,10--24,10--43,11--26,11--49,11--50,12--15,12--30,12--31,13--17,13--55,13--57,14--20,14--30,14--34,15--18,15--44,16--20,16--32,16--43,17--29,17--39,17--56,18--26,18--53,18--58,19--24,19--30,19--32,20--28,20--38,21--27,21--47,21--59,22--42,22--51,22--57,23--25,23--57,24--36,24--43,25--47,25--55,26--27,26--55,27--38,28--33,29--35,29--52,30--40,31--49,31--53,31--58,32--59,33--34,33--40,34--52,35--45,35--51,35--54,36--40,36--45,36--53,37--42,37--48,37--54,38--46,39--49,39--50,41--46,41--50,41--52,42--56,43--49,44--55,44--57,44--58,45--58,46--51,47--48,48--54,53--54
0--5,0--7,0--17,0--45,1--11,1--28,1--29,1--49,2--21,2--25,2--39,2--40,3--30,3--38,3--42,3--44,4--20,4--24,4--30,4--42,5--11,5--20,5--22,6--15,6--18,6--40,6--53,7--13,7--28,7--31,8--16,8--27,8--46,8--58,9--13,9--14,9--26,9--56,10--21,10--35,10--43,10--54,11--55,11--59,12--23,12--33,12--36,12--42,13--41,13--59,14--15,14--43,14--47,15--24,15--51,16--31,16--32,16--34,17--37,17--47,17--53,18--32,18--57,18--59,19--25,19--31,19--39,19--58,20--29,20--41,21--22,21--38,22--26,22--45,23--34,23--36,23--45,24--53,24--54,25--48,25--52,26--28,26--30,27--41,27--54,27--57,28--50,29--37,29--46,30--34,31--50,32--35,32--52,33--42,33--44,33--49,34--44,35--36,35--53,36--55,37--47,37--56,38--44,38--51,39--45,39--52,40--56,40--57,41--50,43--46,43--57,46--55,47--51,48--51,48--55,48--59,49--52,49--58,50--56,54--58
0--1,0--5,0--32,0--41,1--28,1--42,1--59,2--39,2--42,2--43,2--59,3--7,3--9,3--20,3--35,4--6,4--15,4--18,4--51,5--11,5--35,5--43,6--27,6--40,6--47,7--9,7--38,7--49,8--16,8--30,8--35,8--40,9--37,9--49,10--20,10--34,10--53,10--54,11--44,11--46,11--50,12--19,12--40,12--53,12--59,13--16,13--21,13--27,13--57,14--25,14--28,14--48,14--57,15--17,15--21,15--54,16--27,16--51,17--20,17--46,17--59,18--26,18--33,18--57,19--21,19--22,19--49,20--34,21--36,22--39,22--45,22--51,23--24,23--31,23--35,23--37,24--25,24--36,24--45,25--29,25--43,26--33,26--34,26--39,27--50,28--32,28--54,29--30,29--48,29--58,30--46,30--56,31--33,31--37,31--43,32--52,32--54,33--42,34--53,36--38,36--55,37--48,38--47,38--56,39--52,40--41,41--42,41--56,44--52,44--55,44--56,45--48,45--55,46--58,47--49,47--52,50--53,50--58,51--57,55--58
0--2,0--14,0--25,0--39,1--9,1--18,1--46,1--59,2--26,2--27,2--40,3--11,3--22,3--34,3--48,4--19,4--35,4--53,4--55,5--6,5--9,5--34,5--39,6--48,6--49,6--55,7--12,7--23,7--45,7--52,8--10,8--29,8--39,8--49,9--20,9--47,10--35,10--38,10--46,11--13,11--15,11--41,12--19,12--30,12--59,13--23,13--28,13--40,14--25,14--28,14--59,15--27,15--30,15--38,16--23,16--26,16--34,16--57,17--28,17--31,17--43,17--54,18--21,18--50,18--55,19--41,19--42,20--29,20--43,20--56,21--29,21--31,21--42,22--30,22--36,22--54,23--25,24--27,24--40,24--42,24--48,25--45,26--31,26--33,27--33,28--37,29--49,30--50,31--44,32--39,32--43,32--53,32--55,33--36,33--43,34--47,35--40,35--44,36--45,36--56,37--47,37--51,37--59,38--52,38--54,41--46,41--57,42--58,44--50,44--58,45--56,46--50,47--54,48--53,49--57,51--52,51--57,51--58,52--58,53--56
0--3,0--9,0--49,0--51,1--4,1--41,1--54,1--59,2--15,2--18,2--23,2--28,3--13,3--15,3--50,4--39,4--43,4--55,5--27,5--29,5--41,5--49,6--29,6--32,6--41,6--50,7--30,7--36,7--39,7--43,8--37,8--42,8--52,8--55,9--16,9--25,9--46,10--12,10--21,10--47,10--53,11--12,11--24,11--42,11--52,12--24,12--49,13--17,13--40,13--46,14--41,14--48,14--52,14--54,15--26,15--53,16--22,16--38,16--45,17--30,17--54,17--59,18--54,18--55,18--57,19--26,19--33,19--40,19--43,20--30,20--31,20--35,20--44,21--31,21--53,21--56,22--23,22--28,22--44,23--32,23--46,24--30,24--42,25--34,25--39,25--47,26--42,26--47,27--37,27--40,27--43,28--36,28--51,29--31,29--45,31--38,32--34,32--55,33--34,33--40,33--50,34--56,35--36,35--44,35--53,36--51,37--44,37--57,38--46,38--58,39--56,45--51,45--56,47--59,48--52,48--57,48--59,49--58,50--58,57--58
0--3,0--17,0--29,0--31,1--6,1--16,1--23,1--38,2--26,2--27,2--44,2--45,3--18,3--26,3--34,4--22,4--24,4--27,4--50,5--19,5--21,5--30,5--34,6--21,6--35,6--38,7--10,7--23,7--39,7--49,8--12,8--15,8--31,8--55,9--14,9--24,9--27,9--33,10--30,10--32,10--51,11--37,11--47,11--54,11--57,12--44,12--46,12--52,13--17,13--36,13--46,13--55,14--17,14--19,14--49,15--32,15--39,15--42,16--25,16--51,16--59,17--41,18--41,18--47,18--58,19--39,19--59,20--28,20--36,20--53,20--56,21--29,21--42,22--25,22--26,22--57,23--37,23--44,24--35,24--50,25--30,25--48,26--52,27--50,28--33,28--47,28--59,29--43,29--56,30--48,31--32,31--49,32--52,33--44,33--58,34--57,34--58,35--45,35--56,36--39,36--40,37--43,37--55,38--54,38--59,40--46,40--49,40--54,41--51,41--56,42--47,42--53,43--53,43--54,45--53,45--57,46--48,48--55,50--58,51--52
0--10,0--18,0--44,0--59,1--24,1--37,1--51,1--53,2--22,2--26,2--40,2--51,3--25,3--32,3--34,3--46,4--18,4--20,4--22,4--34,5--13,5--39,5--49,5--56,6--8,6--14,6--17,6--26,7--20,7--27,7--33,7--55,8--22,8--27,8--57,9--31,9--35,9--48,9--52,10--38,10--45,10--46,11--17,11--19,11--27,11--56,12--22,12--31,12--32,12--52,13--25,13--36,13--43,14--23,14--30,14--50,15--17,15--50,15--53,15--57,16--48,16--50,16--53,16--58,17--37,18--29,18--59,19--29,19--54,19--58,20--43,20--55,21--24,21--39,21--41,21--51,23--42,23--47,23--52,24--31,24--54,25--35,25--37,26--27,26--34,28--37,28--38,28--41,28--51,29--48,29--49,30--32,30--40,30--45,31--56,32--43,33--36,33--38,33--45,34--42,35--41,35--44,36--46,36--58,38--54,39--47,39--57,40--43,40--55,41--59,42--49,42--57,44--48,44--54,45--58,46--59,47--52,47--56,49--50,53--55
