0--18,0--22,0--28,0--35,1--16,1--33,1--40,1--47,2--4,2--31,2--33,2--47,3--6,3--19,3--26,3--46,4--9,4--12,4--24,5--29,5--30,5--42,5--49,6--25,6--28,6--44,7--15,7--23,7--34,7--36,8--14,8--21,8--31,8--48,9--19,9--26,9--46,10--20,10--33,10--38,10--47,11--21,11--22,11--42,11--46,12--13,12--18,12--45,13--17,13--39,13--41,14--24,14--43,14--44,15--41,15--42,15--48,16--30,16--31,16--39,17--30,17--38,17--43,18--24,18--28,19--32,19--35,20--28,20--32,20--49,21--44,21--48,22--29,22--34,23--26,23--44,23--45,24--46,25--31,25--33,25--34,26--27,27--37,27--38,27--42,29--36,29--49,30--47,32--35,32--39,34--36,35--40,36--45,37--39,37--41,37--49,38--48,40--41,40--43,43--45
0--3,0--8,0--10,0--45,1--10,1--29,1--34,1--36,2--30,2--40,2--41,2--43,3--18,3--37,3--41,4--17,4--25,4--39,4--47,5--11,5--20,5--38,5--42,6--14,6--21,6--38,6--40,7--8,7--29,7--35,7--37,8--32,8--48,9--15,9--31,9--32,9--39,10--11,10--36,11--28,11--32,12--14,12--34,12--35,12--42,13--17,13--19,13--23,13--24,14--29,14--34,15--18,15--25,15--33,16--19,16--20,16--33,16--38,17--30,17--36,18--37,18--46,19--37,19--49,20--46,20--47,21--38,21--48,21--49,22--23,22--35,22--45,22--48,23--26,23--44,24--26,24--31,24--40,25--33,25--42,26--27,26--42,27--28,27--44,27--49,28--43,28--47,29--35,30--32,30--48,31--33,31--39,34--43,36--45,39--46,40--41,41--46,43--44,44--47,45--49
0--3,0--20,0--23,0--41,1--6,1--23,1--33,1--37,2--15,2--32,2--44,2--46,3--16,3--17,3--48,4--6,4--32,4--45,4--48,5--10,5--24,5--25,5--26,6--22,6--29,7--9,7--12,7--15,7--44,8--11,8--40,8--42,8--45,9--14,9--21,9--23,10--14,10--21,10--45,11--36,11--41,11--43,12--17,12--42,12--49,13--19,13--25,13--27,13--47,14--29,14--46,15--26,15--35,16--34,16--39,16--43,17--18,17--31,18--24,18--32,18--35,19--26,19--29,19--31,20--25,20--35,20--40,21--27,21--31,22--37,22--40,22--47,23--42,24--39,24--48,25--47,26--35,27--33,27--48,28--30,28--32,28--40,28--47,29--39,30--33,30--36,30--46,31--44,33--49,34--37,34--38,34--49,36--41,36--46,37--42,38--41,38--44,38--49,39--43,43--45
0--19,0--22,0--36,0--46,1--8,1--15,1--40,1--46,2--6,2--10,2--33,2--41,3--19,3--22,3--23,3--44,4--15,4--33,4--36,4--45,5--11,5--12,5--37,5--41,6--20,6--35,6--44,7--11,7--12,7--23,7--31,8--10,8--21,8--39,9--17,9--23,9--25,9--32,10--32,10--41,11--38,11--49,12--40,12--42,13--16,13--29,13--38,13--49,14--17,14--28,14--35,14--40,15--30,15--36,16--46,16--48,16--49,17--36,17--42,18--28,18--29,18--37,18--45,19--35,19--47,20--28,20--34,20--48,21--24,21--37,21--47,22--24,22--29,23--39,24--27,24--43,25--26,25--31,25--39,26--32,26--35,26--37,27--31,27--33,27--48,28--30,29--45,30--44,30--47,31--49,32--45,33--34,34--42,34--47,38--40,38--43,39--43,41--42,43--46,44--48
0--7,0--12,0--39,0--41,1--18,1--30,1--46,1--49,2--3,2--15,2--26,2--41,3--5,3--29,3--37,4--24,4--34,4--40,4--41,5--7,5--14,5--23,6--8,6--34,6--35,6--40,7--21,7--38,8--13,8--17,8--24,9--16,9--19,9--31,9--32,10--12,10--36,10--37,10--42,11--12,11--33,11--44,11--47,12--21,13--14,13--44,13--47,14--15,14--45,15--38,15--42,16--25,16--26,16--40,17--28,17--30,17--36,18--37,18--42,18--49,19--27,19--44,19--48,20--32,20--34,20--45,20--47,21--22,21--29,22--26,22--34,22--40,23--30,23--35,23--47,24--33,24--49,25--31,25--41,25--43,26--45,27--29,27--39,27--49,28--30,28--38,28--39,29--31,31--33,32--36,32--43,33--46,35--42,35--43,36--48,37--45,38--48,39--43,44--46,46--48
0--4,0--5,0--19,0--30,1--10,1--18,1--32,1--47,2--15,2--20,2--35,2--36,3--9,3--18,3--27,3--40,4--18,4--19,4--38,5--31,5--44,5--48,6--30,6--41,6--45,6--47,7--18,7--26,7--41,7--43,8--24,8--34,8--39,8--49,9--25,9--26,9--34,10--17,10--27,10--35,11--12,11--16,11--29,11--32,12--23,12--32,12--49,13--20,13--28,13--31,13--33,14--19,14--23,14--25,14--36,15--31,15--40,15--48,16--19,16--36,16--37,17--32,17--35,17--46,20--28,20--33,21--22,21--29,21--41,21--46,22--38,22--43,22--44,23--24,23--36,24--46,24--49,25--37,25--45,26--34,26--48,27--43,27--47,28--34,28--38,29--33,29--43,30--44,30--47,31--42,33--42,35--39,37--40,37--49,38--39,39--46,40--45,41--42,42--48,44--45
0--16,0--23,0--25,0--35,1--11,1--15,1--31,1--33,2--3,2--4,2--33,2--41,3--27,3--32,3--42,4--17,4--36,4--47,5--11,5--24,5--29,5--37,6--18,6--21,6--48,6--49,7--12,7--15,7--43,7--45,8--13,8--24,8--40,8--48,9--14,9--20,9--31,9--34,10--13,10--17,10--37,10--45,11--28,11--44,12--36,12--38,12--39,13--42,13--49,14--21,14--37,14--47,15--27,15--49,16--35,16--36,16--46,17--19,17--21,18--22,18--26,18--39,19--28,19--43,19--47,20--24,20--25,20--32,21--26,22--26,22--39,22--40,23--29,23--33,23--41,24--34,25--44,25--45,26--32,27--40,27--48,28--38,28--46,29--34,29--46,30--31,30--41,30--48,30--49,31--47,32--44,33--38,34--36,35--44,35--46,37--43,38--40,39--41,42--43,42--45
0--8,0--40,0--41,0--43,1--10,1--24,1--32,1--49,2--4,2--6,2--26,2--45,3--17,3--21,3--34,3--48,4--5,4--8,4--46,5--11,5--21,5--47,6--10,6--33,6--46,7--19,7--25,7--31,7--42,8--11,8--36,9--11,9--18,9--33,9--40,10--15,10--36,11--17,12--16,12--18,12--23,12--43,13--29,13--31,13--34,13--39,14--19,14--27,14--42,14--44,15--28,15--31,15--46,16--24,16--38,16--48,17--36,17--41,18--20,18--22,19--28,19--49,20--23,20--36,20--41,21--23,21--24,22--28,22--35,22--40,23--30,24--43,25--37,25--39,25--43,26--33,26--34,26--39,27--38,27--44,27--45,28--30,29--35,29--37,29--44,30--48,30--49,31--47,32--34,32--35,32--42,33--38,35--49,37--41,37--47,38--47,39--46,40--48,42--45,44--45
0--1,0--2,0--21,0--34,1--7,1--8,1--16,2--13,2--27,2--28,3--15,3--16,3--17,3--45,4--11,4--14,4--23,4--27,5--9,5--11,5--23,5--49,6--7,6--24,6--28,6--31,7--32,7--49,8--22,8--39,8--43,9--12,9--35,9--44,10--32,10--42,10--45,10--46,11--17,11--31,12--21,12--31,12--41,13--15,13--26,13--49,14--18,14--19,14--22,15--44,15--47,16--35,16--38,17--29,17--42,18--25,18--36,18--37,19--35,19--45,19--47,20--22,20--30,20--34,20--49,21--24,21--44,22--42,23--38,23--47,24--40,24--44,25--33,25--47,25--48,26--34,26--36,26--37,27--42,27--45,28--29,28--46,29--32,29--33,30--38,30--40,30--43,31--33,32--48,33--43,34--40,35--48,36--41,36--48,37--39,37--46,38--43,39--41,39--46,40--41
0--7,0--23,0--31,0--49,1--5,1--9,1--30,1--31,2--8,2--10,2--41,2--49,3--15,3--20,3--34,3--40,4--28,4--29,4--38,4--40,5--22,5--26,5--39,6--8,6--13,6--35,6--42,7--20,7--23,7--45,8--32,8--47,9--10,9--22,9--32,10--17,10--27,11--17,11--21,11--27,11--45,12--19,12--26,12--36,12--38,13--38,13--43,13--47,14--16,14--24,14--25,14--45,15--24,15--30,15--33,16--40,16--46,16--48,17--20,17--21,18--19,18--26,18--29,18--40,19--39,19--41,20--37,21--33,21--47,22--27,22--44,23--42,23--43,24--41,24--49,25--30,25--35,25--37,26--34,27--45,28--37,28--39,28--46,29--35,29--38,30--48,31--44,31--49,32--39,32--41,33--37,33--43,34--46,34--48,35--42,36--43,36--44,36--46,42--47,44--48
0--7,0--14,0--32,0--42,1--24,1--33,1--42,1--44,2--29,2--32,2--33,2--46,3--28,3--38,3--47,3--48,4--16,4--24,4--40,4--45,5--27,5--29,5--34,5--47,6--22,6--29,6--48,6--49,7--14,7--18,7--26,8--36,8--42,8--43,8--48,9--22,9--23,9--36,9--42,10--13,10--27,10--35,10--47,11--14,11--16,11--32,11--34,12--13,12--17,12--25,12--28,13--21,13--28,14--15,15--22,15--35,15--49,16--20,16--39,17--27,17--31,17--37,18--39,18--41,18--45,19--23,19--25,19--44,19--45,20--34,20--40,20--48,21--30,21--34,21--43,22--40,23--37,23--41,24--25,24--30,25--46,26--29,26--35,26--46,27--39,28--30,30--38,31--33,31--38,31--47,32--46,33--35,36--38,36--49,37--41,37--49,39--43,40--41,43--44,44--45
0--9,0--34,0--41,0--44,1--13,1--15,1--29,1--31,2--17,2--20,2--23,2--42,3--6,3--11,3--23,3--32,4--12,4--33,4--40,4--43,5--11,5--30,5--32,5--38,6--8,6--12,6--20,7--13,7--22,7--31,7--44,8--11,8--40,8--47,9--14,9--17,9--46,10--23,10--25,10--26,10--27,11--49,12--33,12--39,13--15,13--48,14--33,14--36,14--38,15--36,15--44,16--17,16--21,16--38,16--45,17--18,18--28,18--31,18--46,19--22,19--39,19--42,19--45,20--41,20--44,21--30,21--32,21--47,22--31,22--45,23--30,24--28,24--35,24--46,24--47,25--35,25--36,25--37,26--34,26--36,26--48,27--29,27--34,27--41,28--38,28--46,29--32,29--43,30--49,33--37,34--43,35--37,35--42,37--48,39--40,39--43,40--49,41--42,45--47,48--49
0--21,0--36,0--41,0--46,1--5,1--33,1--38,1--39,2--19,2--37,2--38,2--48,3--9,3--29,3--33,3--42,4--6,4--28,4--45,4--48,5--13,5--20,5--48,6--8,6--16,6--43,7--10,7--27,7--32,7--36,8--16,8--22,8--35,9--23,9--26,9--42,10--12,10--13,10--17,11--12,11--19,11--31,11--40,12--37,12--44,13--19,13--49,14--29,14--36,14--39,14--47,15--24,15--31,15--38,15--47,16--22,16--23,17--20,17--30,17--46,18--21,18--30,18--37,18--45,19--22,20--21,20--43,21--31,22--27,23--40,23--47,24--25,24--29,24--40,25--26,25--38,25--41,26--43,26--46,27--34,27--48,28--34,28--35,28--49,29--41,30--34,30--45,31--32,32--35,32--49,33--41,33--44,34--43,35--39,36--49,37--42,39--44,40--44,42--45,46--47
0--3,0--8,0--13,0--37,1--27,1--28,1--32,1--39,2--21,2--31,2--36,2--41,3--16,3--22,3--49,4--14,4--33,4--38,4--40,5--18,5--21,5--36,5--49,6--8,6--26,6--45,6--48,7--10,7--34,7--39,7--48,8--19,8--30,9--21,9--29,9--46,9--47,10--11,10--25,10--28,11--13,11--35,11--47,12--33,12--41,12--44,12--47,13--17,13--22,14--27,14--28,14--40,15--21,15--30,15--34,15--42,16--25,16--44,16--49,17--23,17--30,17--34,18--19,18--38,18--46,19--40,19--43,20--22,20--27,20--28,20--43,22--43,23--31,23--32,23--45,24--25,24--26,24--45,24--46,25--48,26--31,26--36,27--33,29--30,29--37,29--39,31--49,32--35,32--46,33--42,34--38,35--47,35--48,36--42,37--41,37--42,38--44,39--40,41--43,44--45
0--18,0--31,0--39,0--46,1--8,1--25,1--34,1--40,2--7,2--10,2--11,2--28,3--13,3--33,3--47,3--48,4--5,4--15,4--28,4--47,5--21,5--23,5--35,6--15,6--16,6--26,6--35,7--15,7--24,7--49,8--13,8--17,8--40,9--25,9--36,9--40,9--47,10--14,10--18,10--19,11--30,11--44,11--46,12--15,12--23,12--43,12--45,13--26,13--33,14--41,14--42,14--46,16--29,16--33,16--42,17--19,17--31,17--34,18--19,18--37,19--38,20--25,20--36,20--45,20--48,21--24,21--30,21--43,22--23,22--34,22--36,22--38,23--25,24--27,24--39,26--43,26--44,27--33,27--37,27--48,28--46,28--49,29--30,29--34,29--40,30--49,31--44,31--48,32--35,32--37,32--41,32--43,35--45,36--41,37--38,38--41,39--42,39--44,42--49,45--47
0--26,0--29,0--34,0--39,1--9,1--14,1--43,1--45,2--8,2--23,2--40,2--49,3--21,3--24,3--36,3--39,4--11,4--17,4--29,4--47,5--10,5--19,5--42,5--44,6--20,6--31,6--33,6--44,7--14,7--19,7--34,7--42,8--22,8--23,8--36,9--15,9--18,9--40,10--15,10--41,10--46,11--18,11--23,11--44,12--14,12--21,12--36,12--41,13--26,13--31,13--32,13--34,14--42,15--21,15--25,16--25,16--28,16--37,16--41,17--28,17--38,17--41,18--23,18--49,19--25,19--40,20--27,20--30,20--31,21--28,22--27,22--45,22--47,24--30,24--44,24--45,25--49,26--35,26--47,27--35,27--46,28--38,29--32,29--46,30--34,30--39,31--37,32--38,32--39,33--37,33--42,33--47,35--46,35--48,36--43,37--38,40--48,43--48,43--49,45--48
0--8,0--14,0--43,0--49,1--12,1--15,1--40,1--48,2--27,2--37,2--38,2--43,3--5,3--7,3--33,3--38,4--15,4--19,4--32,4--44,5--16,5--23,5--32,6--20,6--29,6--40,6--47,7--11,7--13,7--20,8--9,8--18,8--32,9--17,9--23,9--46,10--13,10--23,10--44,10--47,11--17,11--41,11--46,12--17,12--22,12--34,13--45,13--47,14--26,14--31,14--45,15--21,15--36,16--28,16--38,16--39,17--26,18--27,18--30,18--31,19--27,19--35,19--41,20--37,20--39,21--23,21--24,21--43,22--29,22--36,22--44,24--25,24--33,24--35,25--26,25--29,25--34,26--41,27--39,28--31,28--34,28--42,29--45,30--37,30--47,30--49,31--39,32--44,33--34,33--37,35--46,35--48,36--40,36--42,38--49,40--42,41--45,42--48,43--46,48--49
0--8,0--16,0--26,0--49,1--12,1--22,1--28,1--31,2--4,2--8,2--11,2--13,3--24,3--36,3--47,3--48,4--15,4--23,4--28,5--27,5--28,5--30,5--42,6--18,6--19,6--21,6--36,7--8,7--24,7--41,7--46,8--29,9--29,9--30,9--35,9--49,10--37,10--38,10--43,10--46,11--14,11--24,11--42,12--34,12--38,12--41,13--36,13--41,13--42,14--17,14--24,14--37,15--31,15--46,15--48,16--18,16--23,16--26,17--21,17--25,17--39,18--20,18--44,19--20,19--37,19--39,20--30,20--35,21--25,21--38,22--35,22--45,22--48,23--34,23--40,25--32,25--33,26--34,26--43,27--33,27--34,27--49,28--47,29--31,29--47,30--46,31--32,32--35,32--45,33--40,33--48,36--47,37--49,38--40,39--44,39--45,40--44,41--42,43--44,43--45
0--10,0--25,0--35,0--48,1--7,1--14,1--28,1--37,2--16,2--18,2--31,2--38,3--27,3--31,3--36,3--45,4--27,4--30,4--37,4--45,5--7,5--23,5--38,5--42,6--27,6--31,6--35,6--48,7--43,7--46,8--11,8--22,8--28,8--34,9--29,9--30,9--33,9--37,10--23,10--24,10--39,11--19,11--40,11--41,12--15,12--32,12--34,12--40,13--25,13--39,13--44,13--47,14--21,14--28,14--47,15--22,15--23,15--31,16--17,16--19,16--43,17--34,17--36,17--49,18--20,18--24,18--36,19--33,19--48,20--21,20--42,20--43,21--32,21--39,22--24,22--26,23--46,24--30,25--29,25--48,26--37,26--41,26--46,27--28,29--36,29--41,30--34,32--42,32--44,33--46,33--47,35--40,35--44,38--41,38--44,39--45,40--43,42--49,45--49,47--49
0--1,0--7,0--34,0--46,1--10,1--18,1--43,2--6,2--11,2--15,2--49,3--5,3--30,3--33,3--36,4--8,4--21,4--35,4--43,5--9,5--17,5--19,6--22,6--31,6--34,7--14,7--40,7--41,8--20,8--23,8--34,9--25,9--35,9--38,10--16,10--32,10--39,11--21,11--36,11--37,12--13,12--22,12--25,12--33,13--30,13--44,13--49,14--18,14--27,14--43,15--29,15--33,15--35,16--20,16--28,16--40,17--26,17--39,17--40,18--29,18--47,19--31,19--38,19--47,20--30,20--42,21--22,21--39,22--48,23--27,23--38,23--46,24--25,24--32,24--46,24--48,25--45,26--27,26--42,26--48,27--28,28--29,28--36,29--46,30--48,31--44,31--47,32--44,32--47,33--42,34--43,35--39,36--41,37--41,37--42,37--45,38--45,40--44,41--49,45--49
0--6,0--10,0--23,0--35,1--3,1--25,1--28,1--34,2--13,2--23,2--27,2--41,3--8,3--31,3--49,4--7,4--26,4--27,4--33,5--11,5--29,5--41,5--45,6--11,6--20,6--43,7--16,7--26,7--47,8--22,8--34,8--44,9--13,9--26,9--31,9--43,10--21,10--25,10--46,11--13,11--27,12--16,12--18,12--22,12--48,13--48,14--18,14--20,14--34,14--48,15--18,15--20,15--25,15--38,16--36,16--46,17--30,17--34,17--37,17--40,18--41,19--24,19--39,19--40,19--46,20--28,21--31,21--35,21--36,22--29,22--49,23--32,23--42,24--30,24--36,24--44,25--33,26--37,27--39,28--44,28--45,29--39,29--47,30--36,30--49,31--49,32--35,32--38,32--41,33--35,33--40,37--45,37--47,38--42,38--47,39--42,40--42,43--45,43--48,44--46
0--1,0--2,0--13,0--28,1--6,1--11,1--23,2--3,2--27,2--46,3--34,3--37,3--44,4--5,4--10,4--33,4--35,5--15,5--18,5--44,6--10,6--15,6--22,7--16,7--21,7--41,7--49,8--11,8--19,8--25,8--33,9--12,9--17,9--18,9--22,10--29,10--47,11--14,11--22,12--20,12--30,12--34,13--23,13--25,13--40,14--16,14--37,14--48,15--16,15--46,16--27,17--25,17--26,17--35,18--31,18--44,19--30,19--43,19--48,20--24,20--28,20--39,21--22,21--39,21--40,23--30,23--37,24--31,24--45,24--46,25--42,26--36,26--40,26--42,27--36,27--47,28--33,28--41,29--32,29--38,29--48,30--38,31--40,31--43,32--36,32--38,32--49,33--35,34--41,34--44,35--49,36--42,37--39,38--45,39--48,41--45,42--47,43--46,43--47,45--49
0--27,0--37,0--43,0--49,1--8,1--20,1--40,1--44,2--9,2--13,2--28,2--46,3--7,3--16,3--26,3--40,4--10,4--20,4--23,4--45,5--13,5--17,5--33,5--41,6--8,6--41,6--42,6--47,7--9,7--21,7--26,8--27,8--37,9--29,9--32,10--17,10--24,10--32,11--24,11--28,11--30,11--46,12--35,12--36,12--37,12--48,13--36,13--44,14--26,14--30,14--34,14--40,15--20,15--21,15--22,15--32,16--29,16--36,16--38,17--41,17--47,18--25,18--29,18--32,18--49,19--25,19--35,19--43,19--49,20--22,21--25,21--45,22--42,22--48,23--25,23--27,23--39,24--38,24--40,26--49,27--44,28--29,28--42,30--31,30--33,31--36,31--43,31--48,33--35,33--38,34--35,34--44,34--48,37--47,38--42,39--41,39--46,39--47,43--45,45--46
0--8,0--9,0--12,0--21,1--20,1--31,1--33,1--49,2--11,2--22,2--35,2--47,3--5,3--12,3--28,3--30,4--30,4--34,4--40,4--44,5--20,5--34,5--39,6--9,6--40,6--41,6--42,7--16,7--36,7--37,7--44,8--27,8--29,8--36,9--22,9--26,10--11,10--14,10--18,10--28,11--42,11--49,12--29,12--34,13--17,13--26,13--27,13--34,14--15,14--43,14--45,15--23,15--42,15--47,16--24,16--40,16--43,17--19,17--23,17--30,18--32,18--46,18--49,19--30,19--46,19--48,20--35,20--41,21--23,21--33,21--38,22--33,22--48,23--40,24--25,24--32,24--44,25--36,25--41,25--48,26--38,26--47,27--41,27--49,28--38,28--46,29--37,29--47,31--35,31--36,31--48,32--38,32--45,33--45,35--37,37--43,39--43,39--45,39--46,42--44
0--7,0--13,0--16,0--25,1--14,1--24,1--31,1--36,2--17,2--19,2--29,2--49,3--23,3--25,3--33,3--42,4--18,4--35,4--37,4--44,5--8,5--18,5--45,5--49,6--10,6--13,6--17,6--18,7--10,7--44,7--48,8--11,8--23,8--39,9--19,9--34,9--39,9--41,10--11,10--26,11--21,11--32,12--32,12--34,12--38,12--47,13--25,13--26,14--19,14--22,14--30,15--37,15--40,15--42,15--45,16--28,16--31,16--41,17--46,17--49,18--37,19--43,20--31,20--33,20--38,20--40,21--23,21--26,21--43,22--26,22--34,22--35,23--30,24--29,24--32,24--46,25--42,27--36,27--44,27--46,27--49,28--33,28--38,28--48,29--43,29--47,30--35,30--38,31--35,32--47,33--34,36--39,36--44,37--45,39--48,40--41,40--43,41--46,42--45,47--48
0--15,0--18,0--19,0--48,1--12,1--18,1--20,1--36,2--9,2--24,2--30,2--33,3--5,3--9,3--23,3--41,4--14,4--39,4--46,4--49,5--25,5--29,5--39,6--20,6--24,6--25,6--46,7--37,7--40,7--45,7--47,8--16,8--21,8--31,8--38,9--16,9--29,10--13,10--30,10--32,10--44,11--14,11--21,11--27,11--29,12--26,12--28,12--34,13--15,13--23,13--49,14--22,14--44,15--27,15--41,16--25,16--47,17--35,17--36,17--39,17--43,18--28,18--35,19--23,19--37,19--41,20--32,20--48,21--24,21--31,22--38,22--43,22--47,23--37,24--49,25--42,26--27,26--33,26--43,27--45,28--31,28--44,29--41,30--32,30--37,31--34,32--38,33--34,33--38,34--49,35--44,35--46,36--40,36--42,39--48,40--42,40--43,42--48,45--46,45--47
0--8,0--11,0--42,0--48,1--2,1--5,1--26,1--34,2--33,2--43,2--45,3--4,3--11,3--37,3--44,4--19,4--28,4--44,5--17,5--20,5--23,6--13,6--18,6--20,6--31,7--12,7--19,7--41,7--47,8--14,8--20,8--35,9--13,9--28,9--36,9--39,10--15,10--26,10--29,10--39,11--16,11--37,12--18,12--22,12--32,13--23,13--38,14--27,14--43,14--46,15--31,15--32,15--38,16--36,16--41,16--48,17--31,17--33,17--35,18--28,18--42,19--23,19--25,20--48,21--22,21--31,21--39,21--42,22--28,22--34,23--30,24--38,24--39,24--40,24--46,25--40,25--41,25--49,26--44,26--49,27--33,27--36,27--47,29--32,29--45,29--49,30--34,30--38,30--48,32--47,33--40,34--35,35--45,36--41,37--46,37--47,40--42,43--45,43--46,44--49
0--2,0--6,0--32,0--49,1--11,1--27,1--30,1--36,2--4,2--21,2--28,3--10,3--23,3--27,3--34,4--28,4--33,4--47,5--11,5--17,5--19,5--41,6--14,6--15,6--35,7--25,7--29,7--37,7--41,8--12,8--24,8--44,8--46,9--11,9--30,9--40,9--42,10--22,10--36,10--45,11--34,12--16,12--33,12--44,13--22,13--29,13--31,13--38,14--41,14--42,14--46,15--34,15--36,15--46,16--43,16--46,16--48,17--23,17--25,17--27,18--19,18--21,18--28,18--42,19--31,19--39,20--26,20--32,20--35,20--40,21--25,21--40,22--35,22--37,23--33,23--45,24--26,24--29,24--33,25--43,26--37,26--39,27--45,28--45,29--35,30--31,30--39,31--44,32--43,32--49,34--38,36--38,37--39,38--47,40--48,41--42,43--48,44--49,47--48,47--49
0--8,0--11,0--41,0--46,1--33,1--38,1--47,1--48,2--13,2--24,2--29,2--32,3--6,3--19,3--23,3--26,4--12,4--22,4--34,4--42,5--8,5--14,5--24,5--26,6--19,6--31,6--36,7--19,7--21,7--32,7--42,8--12,8--35,9--18,9--23,9--30,9--31,10--12,10--31,10--34,10--46,11--29,11--44,11--49,12--16,13--14,13--23,13--27,14--35,14--39,15--36,15--41,15--45,15--49,16--34,16--37,16--47,17--20,17--24,17--31,17--47,18--20,18--26,18--40,19--36,20--27,20--28,21--29,21--42,21--43,22--40,22--42,22--44,23--30,24--35,25--28,25--39,25--40,25--46,26--46,27--30,27--37,28--39,28--43,29--30,32--36,32--45,33--35,33--39,33--49,34--48,37--44,37--45,38--44,38--45,38--48,40--49,41--43,41--47,43--48
0--9,0--29,0--38,0--44,1--24,1--33,1--37,1--46,2--5,2--6,2--15,2--24,3--6,3--27,3--36,3--43,4--35,4--37,4--39,4--41,5--17,5--34,5--47,6--16,6--21,7--23,7--28,7--32,7--38,8--11,8--18,8--24,8--34,9--17,9--38,9--39,10--12,10--14,10--18,10--40,11--13,11--33,11--41,12--15,12--16,12--48,13--31,13--35,13--46,14--25,14--34,14--45,15--22,15--29,16--19,16--30,17--22,17--30,18--36,18--42,19--21,19--22,19--46,20--25,20--27,20--44,20--45,21--23,21--43,22--23,23--47,24--31,25--34,25--37,26--39,26--41,26--48,26--49,27--35,27--45,28--30,28--33,28--41,29--48,29--49,30--40,31--42,31--43,32--42,32--43,32--46,33--47,35--47,36--38,36--40,37--42,39--49,40--44,44--48,45--49
0--14,0--18,0--38,0--44,1--9,1--12,1--30,1--43,2--15,2--31,2--36,2--46,3--16,3--20,3--28,3--34,4--6,4--21,4--25,4--48,5--7,5--17,5--29,5--41,6--7,6--32,6--34,7--40,7--47,8--15,8--28,8--42,8--43,9--13,9--27,9--28,10--14,10--23,10--41,10--48,11--19,11--33,11--41,11--42,12--32,12--44,12--45,13--20,13--36,13--46,14--24,14--26,15--37,15--40,16--26,16--30,16--33,17--23,17--26,17--43,18--27,18--44,18--45,19--20,19--21,19--49,20--32,21--37,21--49,22--40,22--44,22--45,22--47,23--28,23--30,24--29,24--43,24--46,25--26,25--27,25--36,27--40,29--33,29--34,30--32,31--37,31--39,31--47,33--39,34--35,35--41,35--42,35--49,36--39,37--38,38--42,38--48,39--49,45--48,46--47
0--6,0--34,0--43,0--49,1--8,1--9,1--35,1--43,2--9,2--39,2--46,2--47,3--12,3--19,3--39,3--42,4--17,4--23,4--46,4--48,5--12,5--20,5--33,5--48,6--10,6--14,6--31,7--17,7--21,7--22,7--31,8--16,8--23,8--26,9--32,9--37,10--20,10--27,10--44,11--15,11--18,11--36,11--42,12--43,12--45,13--28,13--36,13--37,13--40,14--27,14--44,14--45,15--19,15--22,15--24,16--25,16--33,16--36,17--20,17--47,18--23,18--24,18--30,19--26,19--27,20--29,21--31,21--35,21--38,22--42,22--46,23--34,24--40,24--49,25--30,25--43,25--45,26--29,26--38,27--44,28--37,28--45,28--49,29--38,29--48,30--32,30--34,31--49,32--40,32--41,33--38,33--39,34--41,35--46,35--47,36--41,37--44,39--40,41--42,47--48
0--1,0--7,0--19,0--46,1--10,1--28,1--39,2--8,2--39,2--43,2--46,3--4,3--20,3--21,3--30,4--14,4--19,4--32,5--7,5--35,5--43,5--46,6--16,6--36,6--44,6--49,7--20,7--28,8--9,8--11,8--19,9--21,9--30,9--40,10--14,10--18,10--29,11--24,11--26,11--45,12--16,12--18,12--32,12--49,13--15,13--23,13--35,13--40,14--40,14--45,15--23,15--31,15--47,16--26,16--39,17--32,17--44,17--45,17--48,18--24,18--41,19--20,20--22,21--25,21--49,22--41,22--43,22--48,23--27,23--41,24--30,24--42,25--34,25--36,25--44,26--31,26--48,27--28,27--34,27--38,28--38,29--33,29--42,29--47,30--42,31--34,31--43,32--34,33--38,33--42,33--47,35--36,35--49,36--45,37--38,37--41,37--44,37--47,39--48,40--46
0--1,0--17,0--19,0--44,1--25,1--27,1--48,2--5,2--12,2--41,2--42,3--10,3--14,3--21,3--34,4--12,4--17,4--26,4--40,5--34,5--43,5--46,6--10,6--22,6--33,6--42,7--15,7--19,7--31,7--33,8--10,8--23,8--24,8--43,9--16,9--26,9--37,9--39,10--31,11--15,11--20,11--30,11--46,12--25,12--31,13--29,13--34,13--36,13--48,14--15,14--20,14--37,15--27,16--33,16--42,16--45,17--42,17--49,18--28,18--38,18--45,18--49,19--47,19--48,20--28,20--38,21--23,21--26,21--38,22--24,22--33,22--40,23--32,23--38,24--36,24--49,25--30,25--32,26--35,27--32,27--39,28--30,28--41,29--31,29--45,29--47,30--44,32--37,34--35,35--39,35--49,36--40,36--44,37--46,39--47,40--48,41--43,41--46,43--44,45--47
0--9,0--19,0--30,0--34,1--10,1--18,1--29,1--34,2--5,2--16,2--29,2--37,3--15,3--21,3--31,3--40,4--5,4--17,4--21,4--38,5--8,5--32,6--27,6--35,6--40,6--42,7--15,7--23,7--30,7--41,8--28,8--31,8--34,9--25,9--33,9--38,10--14,10--22,10--43,11--13,11--43,11--46,11--47,12--20,12--27,12--28,12--48,13--33,13--38,13--45,14--20,14--21,14--48,15--36,15--44,16--25,16--28,16--36,17--18,17--44,17--45,18--22,18--32,19--26,19--27,19--32,20--41,20--42,21--36,22--41,22--46,23--29,23--32,23--41,24--25,24--38,24--46,24--49,25--39,26--29,26--31,26--39,27--37,28--49,30--46,30--49,31--36,33--34,33--45,35--39,35--43,35--48,37--42,37--47,39--47,40--44,40--49,42--43,44--48,45--47
