0--7,0--8,0--21,1--17,1--25,1--27,2--13,2--24,2--31,3--9,3--24,3--25,4--34,4--44,4--45,5--11,5--23,5--36,6--21,6--30,6--40,7--12,7--28,8--27,8--36,9--38,9--40,10--19,10--23,10--38,11--32,11--35,12--30,12--43,13--29,13--42,14--23,14--24,14--42,15--21,15--25,15--33,16--31,16--34,16--43,17--29,17--40,18--28,18--35,18--44,19--26,19--30,20--22,20--27,20--37,22--37,22--39,26--28,26--45,29--37,31--32,32--33,33--44,34--41,35--36,38--42,39--41,39--45,41--43
0--6,0--34,0--42,1--17,1--21,1--32,2--30,2--39,2--41,3--14,3--18,3--43,4--32,4--34,4--42,5--10,5--30,5--44,6--18,6--42,7--8,7--9,7--33,8--9,8--12,9--21,10--26,10--38,11--35,11--39,11--44,12--19,12--45,13--15,13--19,13--28,14--18,14--31,15--22,15--33,16--20,16--36,16--40,17--23,17--26,19--31,20--28,20--38,21--30,22--23,22--37,23--37,24--29,24--32,24--38,25--27,25--36,25--40,26--41,27--36,27--41,28--43,29--37,29--44,31--34,33--35,35--39,40--45,43--45
0--5,0--8,0--10,1--12,1--13,1--21,2--5,2--23,2--38,3--6,3--37,3--41,4--16,4--27,4--30,5--38,6--11,6--40,7--22,7--23,7--42,8--40,8--42,9--27,9--31,9--45,10--26,10--41,11--20,11--45,12--24,12--37,13--17,13--40,14--18,14--28,14--34,15--20,15--39,15--45,16--17,16--21,17--26,18--28,18--41,19--20,19--29,19--42,21--39,22--30,22--43,23--25,24--27,24--43,25--33,25--44,26--44,28--36,29--32,29--38,30--31,31--35,32--36,32--44,33--35,33--36,34--37,34--43,35--39
0--2,0--32,0--37,1--16,1--27,1--29,2--5,2--25,3--20,3--23,3--43,4--19,4--21,4--32,5--7,5--32,6--16,6--31,6--37,7--25,7--27,8--34,8--37,8--41,9--21,9--24,9--29,10--12,10--38,10--39,11--14,11--33,11--41,12--36,12--38,13--31,13--40,13--45,14--30,14--41,15--24,15--29,15--40,16--33,17--23,17--28,17--44,18--24,18--35,18--42,19--25,19--45,20--21,20--22,22--27,22--34,23--30,26--28,26--36,26--45,28--33,30--34,31--39,35--36,35--40,38--39,42--43,42--44,43--44
0--2,0--7,0--35,1--21,1--29,1--36,2--5,2--30,3--15,3--33,3--43,4--5,4--20,4--36,5--8,6--13,6--32,6--36,7--16,7--28,8--41,8--43,9--11,9--13,9--18,10--32,10--37,10--44,11--23,11--34,12--18,12--22,12--27,13--45,14--25,14--29,14--30,15--21,15--40,16--24,16--41,17--19,17--42,17--45,18--33,19--28,19--35,20--22,20--39,21--22,23--24,23--38,24--28,25--26,25--44,26--35,26--42,27--31,27--33,29--34,30--37,31--38,31--40,32--42,34--43,37--40,38--39,39--44,41--45
0--9,0--14,0--16,1--14,1--17,1--41,2--8,2--30,2--45,3--4,3--18,3--26,4--20,4--25,5--6,5--16,5--43,6--21,6--33,7--11,7--22,7--31,8--17,8--29,9--15,9--28,10--21,10--22,10--29,11--15,11--31,12--32,12--35,12--44,13--18,13--19,13--42,14--44,15--37,16--24,17--40,18--41,19--23,19--43,20--26,20--36,21--30,22--39,23--24,23--37,24--38,25--29,25--38,26--27,27--33,27--40,28--30,28--45,31--32,32--35,33--39,34--40,34--42,34--45,35--38,36--42,36--43,37--44,39--41
0--1,0--23,0--37,1--24,1--40,2--23,2--34,2--45,3--19,3--44,3--45,4--20,4--22,4--38,5--31,5--33,5--41,6--14,6--21,6--30,7--26,7--36,7--38,8--19,8--24,8--28,9--16,9--25,9--29,10--12,10--31,10--43,11--18,11--29,11--43,12--16,12--36,13--17,13--34,13--35,14--17,14--20,15--29,15--32,15--38,16--35,17--19,18--37,18--43,20--25,21--25,21--40,22--30,22--39,23--44,24--32,26--33,26--36,27--28,27--30,27--42,28--39,31--44,32--42,33--42,34--35,37--39,40--41,41--45
0--3,0--21,0--37,1--10,1--17,1--31,2--22,2--23,2--45,3--33,3--44,4--10,4--23,4--39,5--6,5--9,5--19,6--16,6--18,7--32,7--41,7--45,8--37,8--40,8--41,9--20,9--32,10--24,11--20,11--34,11--42,12--28,12--29,12--36,13--30,13--34,13--38,14--38,14--39,14--43,15--32,15--36,15--37,16--25,16--44,17--35,17--38,18--21,18--27,19--40,19--41,20--44,21--29,22--27,22--34,23--30,24--26,24--31,25--43,25--45,26--27,26--35,28--29,28--40,30--33,31--42,33--39,35--36,42--43
0--11,0--19,0--34,1--20,1--24,1--33,2--11,2--14,2--28,3--27,3--38,3--45,4--7,4--26,4--28,5--24,5--35,5--44,6--12,6--23,6--30,7--10,7--36,8--9,8--16,8--27,9--23,9--31,10--18,10--22,11--13,12--34,12--43,13--15,13--39,14--33,14--35,15--19,15--38,16--18,16--29,17--21,17--29,17--40,18--38,19--30,20--22,20--31,21--24,21--34,22--32,23--29,25--26,25--37,25--42,26--39,27--43,28--32,30--33,31--42,32--37,35--41,36--39,36--41,37--40,40--44,41--43,42--45,44--45
0--2,0--9,0--27,1--10,1--28,1--39,2--5,2--45,3--4,3--29,3--43,4--22,4--35,5--18,5--23,6--7,6--12,6--15,7--29,7--34,8--14,8--32,8--37,9--23,9--41,10--22,10--40,11--31,11--38,11--41,12--16,12--36,13--20,13--24,13--35,14--43,14--44,15--37,15--40,16--24,16--39,17--26,17--27,17--37,18--34,18--41,19--25,19--29,19--38,20--23,20--24,21--25,21--34,21--35,22--26,25--45,26--33,27--44,28--30,28--42,30--42,30--43,31--36,31--45,32--33,32--40,33--39,36--42,38--44
0--2,0--8,0--38,1--2,1--6,1--43,2--36,3--5,3--16,3--30,4--5,4--10,4--44,5--20,6--15,6--45,7--21,7--25,7--42,8--34,8--45,9--23,9--39,9--45,10--14,10--29,11--17,11--19,11--44,12--39,12--40,12--42,13--21,13--37,13--44,14--15,14--34,15--17,16--35,16--43,17--42,18--27,18--29,18--32,19--22,19--26,20--22,20--32,21--27,22--32,23--31,23--33,24--28,24--35,24--37,25--27,25--41,26--31,26--38,28--34,28--43,29--40,30--38,30--41,31--37,33--35,33--36,36--39,40--41
0--16,0--17,0--32,1--20,1--24,1--37,2--6,2--24,2--34,3--9,3--38,3--42,4--13,4--27,4--38,5--8,5--15,5--18,6--15,6--37,7--16,7--22,7--30,8--29,8--38,9--22,9--31,10--23,10--30,10--39,11--23,11--26,11--28,12--33,12--40,12--44,13--23,13--32,14--34,14--35,14--41,15--39,16--20,17--21,17--45,18--33,18--43,19--20,19--29,19--45,21--39,21--42,22--35,24--36,25--36,25--40,25--44,26--34,26--37,27--40,27--43,28--32,28--33,29--30,31--35,31--41,36--42,41--43,44--45
0--15,0--29,0--45,1--3,1--6,1--29,2--19,2--25,2--33,3--23,3--34,4--30,4--32,4--43,5--20,5--38,5--41,6--8,6--45,7--20,7--24,7--36,8--27,8--31,9--31,9--37,9--39,10--13,10--16,10--25,11--14,11--23,11--34,12--18,12--25,12--35,13--14,13--23,14--42,15--36,15--41,16--33,16--38,17--22,17--26,17--37,18--26,18--30,19--21,19--24,20--28,21--37,21--44,22--32,22--40,24--40,26--35,27--28,27--31,28--34,29--35,30--42,32--42,33--41,36--43,38--39,39--40,43--44,44--45
0--25,0--43,0--45,1--23,1--35,1--42,2--30,2--32,2--42,3--26,3--40,3--43,4--6,4--12,4--14,5--9,5--11,5--33,6--15,6--36,7--15,7--18,7--38,8--10,8--33,8--34,9--33,9--35,10--27,10--31,11--38,11--44,12--17,12--21,13--21,13--27,13--43,14--16,14--24,15--41,16--31,16--39,17--37,17--39,18--20,18--26,19--22,19--23,19--34,20--29,20--39,21--31,22--32,22--41,23--45,24--30,24--44,25--29,25--37,26--36,27--32,28--30,28--40,28--45,29--41,34--37,35--40,36--38,42--44
0--5,0--35,0--38,1--15,1--17,1--27,2--8,2--21,2--38,3--20,3--32,3--33,4--13,4--32,4--34,5--14,5--41,6--33,6--37,6--42,7--26,7--35,7--40,8--23,8--45,9--18,9--24,9--32,10--23,10--25,10--44,11--24,11--30,11--31,12--22,12--27,12--29,13--30,13--31,14--18,14--31,15--16,15--24,16--29,16--35,17--27,17--43,18--36,19--23,19--34,19--41,20--37,20--39,21--34,21--44,22--26,22--39,25--39,25--40,26--43,28--29,28--42,28--45,30--36,33--41,36--42,37--40,38--43,44--45
0--12,0--14,0--35,1--16,1--32,1--38,2--6,2--32,2--43,3--7,3--21,3--37,4--15,4--26,4--29,5--25,5--32,5--34,6--20,6--45,7--21,7--34,8--18,8--28,8--42,9--22,9--24,9--45,10--11,10--23,10--28,11--14,11--35,12--19,12--33,13--15,13--36,13--42,14--33,15--44,16--19,16--20,17--18,17--29,17--37,18--27,19--43,20--39,21--30,22--38,22--44,23--34,23--40,24--31,24--42,25--29,25--39,26--27,26--40,27--31,28--40,30--35,30--36,31--39,33--41,36--45,37--44,38--41,41--43
0--32,0--41,0--42,1--4,1--14,1--45,2--6,2--19,2--25,3--16,3--23,3--30,4--40,4--42,5--6,5--7,5--11,6--40,7--21,7--22,8--27,8--29,8--36,9--23,9--24,9--35,10--22,10--31,10--40,11--13,11--45,12--16,12--25,12--30,13--26,13--33,14--28,14--34,15--25,15--27,15--31,16--30,17--24,17--36,17--41,18--20,18--31,18--43,19--34,19--43,20--29,20--42,21--36,21--39,22--44,23--38,24--29,26--28,26--32,27--45,28--34,32--39,33--37,33--43,35--37,35--38,37--41,38--44,39--44
0--8,0--29,0--40,1--18,1--23,1--35,2--11,2--16,2--33,3--6,3--19,3--27,4--9,4--23,4--39,5--15,5--43,5--45,6--27,6--43,7--17,7--18,7--33,8--30,8--36,9--15,9--17,10--21,10--31,10--38,11--24,11--28,12--13,12--26,12--28,13--41,13--44,14--20,14--22,14--39,15--28,16--23,16--26,17--36,18--24,19--33,19--40,20--25,20--27,21--29,21--30,22--29,22--45,24--43,25--34,25--37,26--32,30--41,31--34,31--36,32--38,32--41,34--39,35--37,35--40,37--42,38--44,42--44,42--45
0--15,0--33,0--45,1--4,1--25,1--30,2--22,2--31,2--39,3--17,3--34,3--44,4--11,4--43,5--6,5--19,5--20,6--9,6--39,7--9,7--20,7--33,8--21,8--35,8--43,9--41,10--26,10--27,10--33,11--16,11--44,12--20,12--41,12--45,13--18,13--23,13--31,14--24,14--34,14--36,15--19,15--40,16--17,16--32,17--18,18--28,19--35,21--39,21--41,22--25,22--26,23--42,23--45,24--29,24--38,25--35,26--37,27--28,27--29,28--30,29--38,30--42,31--37,32--34,32--38,36--40,36--43,37--44,40--42
0--4,0--6,0--15,1--11,1--28,1--42,2--7,2--16,2--43,3--12,3--17,3--45,4--15,4--43,5--18,5--24,5--33,6--14,6--40,7--9,7--16,8--22,8--24,8--25,9--16,9--38,10--29,10--34,10--35,11--42,11--44,12--27,12--31,13--14,13--32,13--38,14--38,15--27,17--27,17--40,18--33,18--37,19--21,19--22,19--23,20--39,20--41,20--45,21--28,21--34,22--44,23--30,23--37,24--40,25--29,25--30,26--32,26--36,26--44,28--41,29--43,30--31,31--34,32--39,33--36,35--36,35--41,37--39,42--45
0--10,0--19,0--31,1--20,1--40,1--42,2--13,2--33,2--36,3--6,3--21,3--25,4--11,4--21,4--40,5--20,5--32,5--37,6--43,6--45,7--8,7--26,7--36,8--11,8--33,9--12,9--42,9--43,10--28,10--38,11--26,12--36,12--44,13--14,13--17,14--24,14--40,15--18,15--22,15--42,16--25,16--30,16--33,17--35,17--45,18--27,18--38,19--39,19--44,20--24,21--26,22--31,22--41,23--25,23--27,23--39,24--39,27--34,28--30,28--37,29--30,29--43,29--44,31--32,32--34,34--37,35--41,35--45,38--41
0--24,0--29,0--41,1--12,1--35,1--38,2--10,2--36,2--37,3--19,3--40,3--45,4--6,4--22,4--27,5--15,5--20,5--34,6--22,6--29,7--18,7--26,7--44,8--10,8--24,8--45,9--39,9--42,9--43,10--12,11--21,11--33,11--40,12--14,13--28,13--34,13--42,14--16,14--36,15--23,15--30,16--27,16--44,17--22,17--33,17--40,18--25,18--41,19--27,19--28,20--28,20--31,21--37,21--43,23--32,23--38,24--30,25--36,25--41,26--38,26--42,29--35,30--33,31--32,31--37,32--45,34--43,35--39,39--44
0--7,0--38,0--41,1--13,1--17,1--45,2--6,2--14,2--22,3--20,3--35,3--38,4--12,4--17,4--36,5--18,5--37,5--45,6--35,6--42,7--27,7--28,8--15,8--33,8--44,9--13,9--14,9--31,10--17,10--23,10--31,11--20,11--28,11--30,12--22,12--44,13--36,14--22,15--19,15--39,16--26,16--29,16--44,18--21,18--41,19--32,19--39,20--30,21--33,21--41,23--24,23--32,24--26,24--33,25--27,25--39,25--40,26--34,27--29,28--40,29--34,30--43,31--45,32--36,34--37,35--37,38--43,40--42,42--43
0--31,0--38,0--44,1--18,1--27,1--35,2--3,2--8,2--29,3--26,3--30,4--6,4--19,4--31,5--20,5--24,5--37,6--29,6--39,7--20,7--28,7--39,8--22,8--32,9--11,9--28,9--32,10--16,10--24,10--36,11--36,11--40,12--24,12--29,12--30,13--17,13--22,13--43,14--17,14--18,14--44,15--26,15--31,15--44,16--33,16--38,17--41,18--23,19--42,19--45,20--40,21--33,21--34,21--37,22--39,23--34,23--41,25--27,25--41,25--45,26--32,27--43,28--35,30--37,33--43,34--42,35--36,38--40,42--45
0--15,0--22,0--30,1--5,1--18,1--28,2--19,2--29,2--33,3--7,3--26,3--33,4--10,4--14,4--21,5--11,5--24,6--17,6--41,6--43,7--9,7--39,8--25,8--33,8--40,9--12,9--20,10--28,10--45,11--12,11--26,12--40,13--26,13--34,13--43,14--17,14--21,15--21,15--35,16--18,16--23,16--29,17--42,18--38,19--39,19--44,20--32,20--35,22--28,22--31,23--32,23--43,24--27,24--41,25--27,25--39,27--32,29--44,30--37,30--41,31--36,31--37,34--35,34--37,36--42,36--45,38--42,38--45,40--44
0--1,0--7,0--39,1--19,1--34,2--3,2--23,2--40,3--10,3--29,4--12,4--15,4--26,5--43,5--44,5--45,6--12,6--18,6--29,7--18,7--20,8--19,8--28,8--31,9--10,9--13,9--44,10--41,11--22,11--34,11--44,12--43,13--30,13--33,14--24,14--34,14--45,15--16,15--33,16--24,16--26,17--25,17--35,17--37,18--39,19--25,20--35,20--38,21--29,21--32,21--36,22--42,22--45,23--32,23--37,24--38,25--26,27--30,27--33,27--39,28--30,28--36,31--41,31--42,32--40,35--43,36--37,38--42,40--41
0--7,0--8,0--10,1--4,1--33,1--39,2--10,2--20,2--28,3--20,3--22,3--39,4--40,4--44,5--14,5--18,5--43,6--14,6--15,6--28,7--31,7--42,8--33,8--34,9--16,9--18,9--26,10--43,11--19,11--21,11--32,12--13,12--16,12--31,13--16,13--32,14--23,15--24,15--38,17--25,17--28,17--30,18--27,19--36,19--39,20--24,21--34,21--36,22--42,22--44,23--33,23--37,24--35,25--30,25--38,26--40,26--45,27--29,27--41,29--37,29--43,30--34,31--45,32--37,35--41,35--45,36--42,38--41,40--44
0--14,0--26,0--34,1--6,1--9,1--14,2--17,2--28,2--40,3--23,3--29,3--42,4--9,4--16,4--42,5--10,5--24,5--40,6--19,6--38,7--18,7--23,7--28,8--18,8--33,8--37,9--34,10--20,10--37,11--33,11--34,11--44,12--35,12--40,12--45,13--26,13--44,13--45,14--27,15--26,15--35,15--38,16--28,16--30,17--32,17--39,18--27,19--24,19--43,20--33,20--36,21--29,21--30,21--32,22--25,22--39,22--41,23--31,24--44,25--36,25--42,27--43,29--31,30--32,31--38,35--45,36--37,39--41,41--43
0--16,0--20,0--34,1--22,1--33,1--35,2--3,2--9,2--39,3--13,3--32,4--7,4--9,4--41,5--18,5--27,5--38,6--11,6--28,6--45,7--11,7--28,8--14,8--19,8--33,9--14,10--13,10--19,10--45,11--15,12--15,12--31,12--43,13--40,14--20,15--42,16--18,16--36,17--23,17--30,17--42,18--26,19--37,20--33,21--26,21--36,21--41,22--42,22--44,23--24,23--35,24--27,24--31,25--26,25--29,25--43,27--34,28--30,29--32,29--36,30--44,31--44,32--38,34--39,35--40,37--39,37--41,38--43,40--45
0--4,0--30,0--31,1--21,1--31,1--32,2--7,2--44,2--45,3--14,3--23,3--28,4--33,4--34,5--28,5--30,5--45,6--34,6--38,6--40,7--10,7--33,8--12,8--26,8--38,9--37,9--39,9--44,10--11,10--23,11--20,11--36,12--26,12--30,13--15,13--29,13--42,14--41,14--43,15--19,15--29,16--21,16--27,16--36,17--22,17--25,17--43,18--24,18--35,18--41,19--24,19--36,20--29,20--33,21--42,22--24,22--40,23--43,25--42,25--44,26--34,27--39,27--45,28--35,31--32,32--41,35--38,37--39,37--40
0--2,0--23,0--40,1--8,1--33,1--35,2--7,2--45,3--21,3--29,3--39,4--10,4--11,4--32,5--16,5--22,5--30,6--11,6--24,6--39,7--16,7--30,8--35,8--41,9--15,9--21,9--44,10--29,10--42,11--34,12--13,12--16,12--19,13--15,13--45,14--17,14--19,14--41,15--28,17--30,17--40,18--26,18--33,18--38,19--36,20--22,20--24,20--29,21--37,22--45,23--24,23--44,25--27,25--32,25--33,26--34,26--43,27--31,27--42,28--40,28--41,31--37,31--38,32--43,34--36,35--36,37--44,38--39,42--43
0--1,0--29,0--41,1--12,1--35,2--4,2--19,2--27,3--15,3--26,3--43,4--5,4--24,5--10,5--20,6--28,6--32,6--44,7--14,7--15,7--45,8--13,8--21,8--24,9--33,9--37,9--38,10--39,10--43,11--16,11--26,11--27,12--21,12--45,13--32,13--42,14--39,14--44,15--40,16--33,16--41,17--25,17--36,17--40,18--20,18--31,18--34,19--23,19--27,20--32,21--25,22--34,22--39,22--41,23--24,23--31,25--31,26--38,28--36,28--43,29--44,29--45,30--35,30--36,30--38,33--37,34--35,37--42,40--42
0--11,0--26,0--27,1--31,1--44,1--45,2--3,2--25,2--44,3--10,3--28,4--10,4--37,4--39,5--31,5--32,5--36,6--22,6--26,6--38,7--9,7--15,7--34,8--17,8--24,8--34,9--12,9--42,10--36,11--16,11--33,12--23,12--38,13--15,13--17,13--24,14--19,14--22,14--36,15--33,16--20,16--40,17--25,18--30,18--32,18--41,19--30,19--45,20--26,20--33,21--28,21--35,21--41,22--42,23--24,23--43,25--39,27--31,27--38,28--29,29--42,29--44,30--39,32--37,34--45,35--40,35--41,37--43,40--43
0--17,0--20,0--30,1--22,1--32,1--36,2--5,2--23,2--41,3--24,3--26,3--38,4--9,4--11,4--34,5--33,5--45,6--21,6--26,6--29,7--19,7--40,7--44,8--19,8--22,8--28,9--13,9--34,10--13,10--14,10--24,11--20,11--39,12--17,12--29,12--31,13--37,14--27,14--36,15--16,15--18,15--40,16--21,16--29,17--41,18--32,18--35,19--30,20--28,21--45,22--38,23--30,23--31,24--34,25--37,25--42,25--43,26--44,27--32,27--39,28--33,31--33,35--37,35--42,36--43,38--40,39--43,41--42,44--45
0--12,0--29,0--42,1--9,1--20,1--23,2--7,2--21,2--24,3--17,3--18,3--23,4--12,4--35,4--39,5--7,5--15,5--25,6--13,6--25,6--36,7--12,8--14,8--16,8--27,9--26,9--45,10--20,10--26,10--37,11--14,11--17,11--42,13--33,13--39,14--31,15--30,15--36,16--18,16--44,17--30,18--22,19--28,19--34,19--43,20--37,21--22,21--40,22--34,23--33,24--29,24--41,25--45,26--27,27--34,28--42,28--43,29--40,30--40,31--35,31--41,32--37,32--38,32--44,33--38,35--44,36--41,38--45,39--43
0--6,0--40,0--45,1--3,1--8,1--11,2--30,2--31,2--33,3--27,3--44,4--5,4--7,4--36,5--17,5--29,6--18,6--30,7--26,7--35,8--27,8--39,9--18,9--34,9--39,10--20,10--28,10--40,11--19,11--21,12--17,12--29,12--36,13--18,13--31,13--37,14--24,14--27,14--41,15--35,15--41,15--42,16--19,16--22,16--43,17--42,19--44,20--25,20--32,21--26,21--36,22--37,22--41,23--25,23--28,23--37,24--28,24--33,25--43,26--32,29--32,30--40,31--45,33--45,34--38,34--43,35--38,38--44,39--42
0--11,0--12,0--20,1--4,1--6,1--25,2--13,2--14,2--41,3--16,3--26,3--44,4--22,4--36,5--33,5--38,5--42,6--23,6--37,7--17,7--18,7--28,8--13,8--14,8--24,9--19,9--31,9--38,10--29,10--32,10--43,11--43,11--44,12--15,12--16,13--39,14--30,15--34,15--40,16--45,17--33,17--34,18--19,18--31,19--23,20--27,20--40,21--35,21--43,21--45,22--35,22--38,23--26,24--27,24--28,25--31,25--39,26--34,27--41,28--42,29--36,29--37,30--32,30--41,32--39,33--37,35--44,36--40,42--45
0--2,0--15,0--44,1--23,1--26,1--33,2--17,2--20,3--5,3--18,3--20,4--22,4--25,4--42,5--30,5--41,6--12,6--28,6--30,7--14,7--20,7--31,8--23,8--40,8--45,9--13,9--21,9--35,10--18,10--29,10--33,11--31,11--33,11--43,12--24,12--44,13--22,13--27,14--21,14--32,15--35,15--41,16--22,16--29,16--39,17--28,17--38,18--24,19--34,19--39,19--43,21--26,23--39,24--43,25--32,25--42,26--40,27--36,27--41,28--35,29--45,30--37,31--36,32--44,34--36,34--38,37--38,37--40,42--45
0--12,0--28,0--30,1--4,1--29,1--43,2--7,2--10,2--42,3--5,3--35,3--40,4--11,4--34,5--11,5--21,6--34,6--42,6--44,7--12,7--31,8--15,8--16,8--45,9--19,9--33,9--37,10--26,10--39,11--29,12--28,13--21,13--33,13--37,14--17,14--18,14--35,15--18,15--25,16--31,16--44,17--19,17--41,18--20,19--23,20--40,20--45,21--41,22--30,22--31,22--38,23--30,23--32,24--32,24--37,24--43,25--36,25--43,26--29,26--39,27--38,27--40,27--42,28--36,32--39,33--34,35--45,36--41,38--44
0--3,0--5,0--38,1--7,1--11,1--18,2--17,2--35,2--40,3--26,3--44,4--24,4--32,4--41,5--7,5--34,6--21,6--34,6--41,7--11,8--14,8--22,8--32,9--17,9--28,9--40,10--21,10--25,10--45,11--25,12--13,12--15,12--22,13--22,13--29,14--18,14--39,15--16,15--23,16--35,16--36,17--20,18--20,19--20,19--30,19--36,21--43,23--31,23--33,24--36,24--39,25--27,26--28,26--31,27--35,27--44,28--33,29--34,29--40,30--42,30--44,31--37,32--39,33--45,37--42,37--45,38--42,38--43,41--43
0--3,0--14,0--41,1--19,1--27,1--43,2--25,2--35,2--45,3--8,3--45,4--11,4--31,4--33,5--17,5--26,5--28,6--16,6--24,6--43,7--37,7--38,7--42,8--14,8--29,9--23,9--28,9--30,10--25,10--29,10--30,11--29,11--40,12--17,12--18,12--30,13--25,13--31,13--32,14--22,15--27,15--38,15--40,16--22,16--33,17--32,18--20,18--35,19--22,19--34,20--31,20--42,21--26,21--39,21--41,23--42,23--44,24--36,24--37,26--36,27--44,28--37,32--45,33--34,34--36,35--40,38--41,39--43,39--44
0--13,0--25,0--32,1--19,1--21,1--36,2--23,2--30,2--39,3--5,3--25,3--31,4--11,4--18,4--43,5--38,5--45,6--18,6--21,6--41,7--9,7--10,7--42,8--15,8--23,8--27,9--10,9--41,10--22,11--29,11--45,12--20,12--22,12--24,13--18,13--31,14--15,14--24,14--37,15--43,16--20,16--37,16--44,17--19,17--26,17--41,19--33,20--33,21--34,22--36,23--29,24--35,25--34,26--27,26--30,27--44,28--31,28--36,28--45,29--40,30--39,32--33,32--34,35--42,35--43,37--38,38--44,39--40,40--42
0--4,0--23,0--40,1--15,1--22,1--27,2--31,2--36,2--42,3--15,3--28,3--37,4--34,4--35,5--7,5--31,5--37,6--8,6--19,6--38,7--20,7--24,8--10,8--26,9--10,9--29,9--43,10--29,11--36,11--41,11--43,12--14,12--32,12--34,13--16,13--18,13--44,14--37,14--43,15--22,16--27,16--30,17--23,17--25,17--42,18--21,18--39,19--32,19--40,20--26,20--35,21--30,21--38,22--23,24--27,24--33,25--30,25--32,26--33,28--36,28--41,29--34,31--39,33--45,35--39,38--41,40--44,42--45,44--45
0--27,0--30,0--32,1--19,1--21,1--35,2--19,2--27,2--28,3--17,3--42,3--45,4--5,4--14,4--30,5--25,5--33,6--11,6--18,6--41,7--15,7--25,7--39,8--12,8--43,8--45,9--18,9--21,9--29,10--20,10--37,10--38,11--26,11--37,12--18,12--41,13--24,13--30,13--39,14--33,14--36,15--24,15--43,16--22,16--41,16--45,17--40,17--42,19--28,20--37,20--40,21--40,22--33,22--38,23--27,23--29,23--36,24--34,25--42,26--29,26--31,28--43,31--34,31--35,32--39,32--44,34--44,35--44,36--38
0--15,0--26,0--30,1--8,1--39,1--44,2--7,2--13,2--33,3--29,3--35,3--41,4--14,4--19,4--29,5--8,5--10,5--38,6--33,6--36,6--40,7--16,7--18,8--12,9--34,9--35,9--37,10--20,10--36,11--13,11--21,11--27,12--31,12--40,13--34,14--15,14--42,15--25,16--43,16--44,17--23,17--24,17--39,18--23,18--45,19--31,19--44,20--36,20--41,21--28,21--30,22--26,22--34,22--42,23--45,24--32,24--45,25--26,25--39,27--28,27--35,28--32,29--37,30--41,31--43,32--38,33--40,37--43,38--42
0--21,0--31,0--42,1--13,1--20,1--37,2--12,2--16,2--34,3--6,3--18,3--40,4--10,4--16,4--33,5--19,5--21,5--26,6--17,6--41,7--9,7--32,7--36,8--10,8--30,8--32,9--24,9--32,10--11,11--34,11--43,12--15,12--25,13--28,13--42,14--41,14--42,14--44,15--37,15--45,16--30,17--19,17--31,18--27,18--40,19--22,20--39,20--41,21--37,22--23,22--43,23--28,23--29,24--38,24--44,25--36,25--38,26--29,26--38,27--43,27--45,28--29,30--36,31--35,33--35,33--45,34--39,35--44,39--40
0--17,0--21,0--44,1--21,1--35,1--42,2--19,2--24,2--45,3--18,3--27,3--35,4--25,4--29,4--40,5--6,5--7,5--18,6--17,6--29,7--11,7--34,8--9,8--19,8--21,9--12,9--13,10--13,10--22,10--28,11--29,11--32,12--27,12--41,13--22,14--32,14--41,14--43,15--16,15--30,15--45,16--20,16--35,17--25,18--42,19--39,20--26,20--43,22--38,23--31,23--36,23--44,24--25,24--32,26--31,26--36,27--31,28--33,28--38,30--34,30--40,33--37,33--42,34--39,36--45,37--40,37--41,38--44,39--43
0--17,0--25,0--45,1--19,1--21,1--37,2--10,2--14,2--29,3--10,3--13,3--23,4--12,4--23,4--32,5--12,5--16,5--39,6--7,6--34,6--44,7--13,7--30,8--11,8--14,8--28,9--31,9--38,9--44,10--27,11--20,11--36,12--28,13--24,14--38,15--29,15--33,15--37,16--18,16--26,17--33,17--34,18--22,18--42,19--23,19--30,20--30,20--32,21--35,21--40,22--35,22--36,24--39,24--41,25--26,25--29,26--27,27--31,28--36,31--44,32--40,33--42,34--43,35--43,37--45,38--43,39--45,40--41,41--42
0--11,0--25,0--31,1--24,1--29,1--44,2--7,2--35,2--36,3--7,3--28,3--32,4--26,4--39,4--45,5--17,5--27,5--42,6--24,6--36,6--38,7--34,8--17,8--22,8--28,9--15,9--23,9--40,10--14,10--21,10--33,11--18,11--22,12--18,12--37,12--42,13--19,13--42,13--44,14--15,14--44,15--19,16--25,16--30,16--43,17--34,18--23,19--41,20--27,20--29,20--30,21--23,21--40,22--37,24--33,25--45,26--31,26--43,27--38,28--31,29--40,30--35,32--35,32--37,33--34,36--39,38--43,39--41,41--45
0--1,0--13,0--40,1--23,1--43,2--20,2--44,2--45,3--7,3--28,3--35,4--20,4--23,4--40,5--10,5--15,5--27,6--34,6--36,6--45,7--24,7--26,8--14,8--16,8--29,9--11,9--15,9--30,10--12,10--15,11--20,11--24,12--30,12--33,13--17,13--29,14--32,14--33,16--26,16--27,17--22,17--31,18--21,18--34,18--44,19--41,19--44,19--45,21--39,21--42,22--27,22--32,23--36,24--31,25--34,25--40,25--43,26--33,28--35,28--39,29--42,30--31,32--35,36--37,37--38,37--42,38--39,38--41,41--43
