0--11,0--37,0--47,1--19,1--24,1--37,2--14,2--44,2--51,3--20,3--36,3--50,4--18,4--23,4--53,5--17,5--47,5--51,6--8,6--16,6--30,7--10,7--26,7--52,8--13,8--17,9--18,9--38,9--44,10--15,10--48,11--27,11--44,12--13,12--38,12--40,13--50,14--22,14--36,15--28,15--52,16--32,16--41,17--36,18--33,19--40,19--42,20--21,20--49,21--33,21--35,22--29,22--48,23--30,23--42,24--38,24--49,25--26,25--31,25--34,26--31,27--28,27--52,28--42,29--41,29--45,30--46,31--43,32--35,32--53,33--49,34--45,34--46,35--48,37--39,39--46,39--53,40--41,43--47,43--50,45--51
0--10,0--31,0--43,1--12,1--22,1--53,2--11,2--35,2--40,3--20,3--34,3--48,4--14,4--31,4--45,5--6,5--21,5--42,6--24,6--47,7--11,7--18,7--49,8--12,8--13,8--38,9--19,9--29,9--50,10--25,10--42,11--45,12--24,13--42,13--45,14--43,14--51,15--21,15--27,15--44,16--28,16--29,16--37,17--22,17--28,17--29,18--20,18--33,19--36,19--39,20--46,21--35,22--46,23--25,23--26,23--35,24--50,25--43,26--44,26--48,27--36,27--37,28--32,30--34,30--39,30--46,31--52,32--37,32--49,33--51,33--53,34--52,36--38,38--41,39--52,40--41,40--48,41--49,44--51,47--50,47--53
0--24,0--31,0--48,1--33,1--43,1--44,2--8,2--29,2--53,3--4,3--47,3--52,4--27,4--41,5--12,5--15,5--49,6--13,6--22,6--40,7--28,7--38,7--49,8--19,8--39,9--11,9--12,9--46,10--12,10--36,10--47,11--36,11--42,13--17,13--53,14--19,14--32,14--47,15--40,15--42,16--18,16--37,16--40,17--20,17--22,18--29,18--50,19--27,20--23,20--41,21--25,21--36,21--42,22--32,23--35,23--48,24--30,24--52,25--29,25--34,26--28,26--39,26--51,27--37,28--53,30--32,30--50,31--45,31--50,33--41,33--44,34--38,34--39,35--46,35--51,37--45,38--43,43--52,44--51,45--49,46--48
0--29,0--48,0--52,1--7,1--19,1--34,2--8,2--10,2--17,3--27,3--28,3--46,4--7,4--17,4--40,5--27,5--37,5--38,6--30,6--42,6--44,7--29,8--28,8--29,9--10,9--43,9--51,10--50,11--22,11--23,11--33,12--38,12--49,12--50,13--17,13--31,13--49,14--24,14--43,14--50,15--18,15--32,15--46,16--36,16--40,16--44,18--39,18--46,19--37,19--47,20--33,20--39,20--51,21--42,21--43,21--49,22--41,22--52,23--24,23--32,24--48,25--26,25--30,25--42,26--32,26--36,27--34,28--35,30--38,31--35,31--44,33--35,34--45,36--53,37--40,39--47,41--45,41--52,45--53,47--53,48--51
0--7,0--36,0--52,1--8,1--9,1--29,2--13,2--17,2--34,3--17,3--35,3--44,4--24,4--28,4--41,5--7,5--32,5--36,6--21,6--31,6--49,7--53,8--30,8--39,9--12,9--33,10--16,10--18,10--31,11--27,11--35,11--44,12--22,12--25,13--18,13--42,14--21,14--37,14--47,15--38,15--46,15--48,16--25,16--29,17--53,18--42,19--24,19--40,19--45,20--25,20--33,20--34,21--50,22--45,22--51,23--28,23--40,23--44,24--30,26--35,26--38,26--40,27--39,27--45,28--51,29--49,30--37,31--32,32--52,33--43,34--39,36--53,37--41,38--43,41--47,42--50,43--48,46--50,46--52,47--48,49--51
0--11,0--17,0--24,1--5,1--25,1--36,2--12,2--41,2--43,3--30,3--33,3--37,4--16,4--22,4--47,5--15,5--43,6--23,6--24,6--51,7--20,7--29,7--46,8--22,8--43,8--44,9--14,9--21,9--50,10--22,10--28,10--53,11--31,11--51,12--13,12--38,13--28,13--34,14--26,14--44,15--33,15--51,16--38,16--42,17--29,17--36,18--42,18--49,18--52,19--23,19--32,19--39,20--34,20--53,21--37,21--47,23--26,24--37,25--31,25--39,26--48,27--35,27--40,27--44,28--48,29--45,30--34,30--49,31--49,32--36,32--40,33--45,35--41,35--45,38--50,39--48,40--46,41--52,42--46,47--52,50--53
0--1,0--28,0--52,1--24,1--48,2--14,2--21,2--52,3--9,3--13,3--24,4--29,4--43,4--51,5--13,5--30,5--44,6--31,6--39,6--40,7--11,7--24,7--34,8--20,8--26,8--50,9--10,9--49,10--12,10--28,11--25,11--26,12--38,12--43,13--15,14--16,14--37,15--44,15--53,16--27,16--42,17--33,17--34,17--36,18--40,18--45,18--53,19--31,19--33,19--49,20--23,20--45,21--41,21--53,22--29,22--35,22--50,23--25,23--33,25--47,26--30,27--34,27--42,28--42,29--40,30--37,31--46,32--38,32--41,32--51,35--43,35--51,36--39,36--50,37--48,38--49,39--47,41--47,44--46,45--52,46--48
0--24,0--26,0--36,1--22,1--35,1--43,2--23,2--51,2--53,3--4,3--46,3--49,4--19,4--50,5--33,5--36,5--51,6--34,6--38,6--40,7--18,7--31,7--39,8--16,8--42,8--53,9--17,9--51,9--52,10--12,10--37,10--41,11--18,11--28,11--29,12--26,12--45,13--27,13--45,13--50,14--31,14--44,14--45,15--17,15--23,15--42,16--23,16--48,17--25,18--39,19--33,19--35,20--29,20--50,20--53,21--29,21--32,21--43,22--44,22--47,24--30,24--31,25--26,25--28,27--32,27--39,28--33,30--36,30--41,32--49,34--40,34--41,35--42,37--46,37--52,38--43,38--48,40--47,44--46,47--49,48--52
0--5,0--7,0--39,1--8,1--23,1--31,2--3,2--35,2--47,3--5,3--9,4--21,4--32,4--47,5--19,6--27,6--28,6--53,7--14,7--46,8--29,8--47,9--36,9--52,10--25,10--39,10--40,11--12,11--38,11--43,12--30,12--35,13--18,13--20,13--38,14--33,14--44,15--16,15--43,15--48,16--37,16--46,17--26,17--35,17--41,18--37,18--53,19--25,19--37,20--29,20--44,21--28,21--42,22--27,22--49,22--50,23--40,23--42,24--34,24--45,24--48,25--45,26--32,26--33,27--30,28--51,29--45,30--44,31--39,31--49,32--53,33--51,34--40,34--50,36--42,36--51,38--41,41--52,43--48,46--52,49--50
0--3,0--8,0--44,1--18,1--50,1--52,2--30,2--32,2--40,3--51,3--53,4--7,4--12,4--26,5--10,5--25,5--53,6--16,6--23,6--36,7--26,7--41,8--29,8--33,9--17,9--43,9--47,10--39,10--51,11--20,11--28,11--48,12--13,12--47,13--36,13--46,14--20,14--23,14--38,15--17,15--25,15--51,16--28,16--43,17--39,18--35,18--41,19--29,19--30,19--40,20--50,21--32,21--46,21--47,22--34,22--45,22--52,23--37,24--31,24--42,24--44,25--35,26--45,27--34,27--38,27--42,28--38,29--49,30--49,31--36,31--39,32--49,33--43,33--48,34--45,35--50,37--41,37--52,40--42,44--48,46--53
0--5,0--32,0--39,1--16,1--39,1--50,2--13,2--17,2--31,3--10,3--25,3--30,4--43,4--46,4--49,5--9,5--47,6--33,6--47,6--51,7--24,7--41,7--48,8--10,8--25,8--39,9--36,9--43,10--19,11--14,11--24,11--37,12--35,12--43,12--45,13--16,13--53,14--16,14--17,15--23,15--28,15--34,17--41,18--21,18--25,18--38,19--22,19--35,20--21,20--29,20--44,21--53,22--30,22--40,23--26,23--28,24--51,26--38,26--48,27--29,27--31,27--49,28--42,29--44,30--52,31--52,32--33,32--46,33--44,34--40,34--53,35--38,36--42,36--51,37--46,37--50,40--49,41--47,42--45,45--48,50--52
0--1,0--2,0--28,1--17,1--48,2--24,2--37,3--8,3--31,3--52,4--15,4--32,4--46,5--14,5--23,5--42,6--26,6--41,6--51,7--17,7--28,7--46,8--30,8--40,9--35,9--42,9--49,10--21,10--27,10--52,11--20,11--28,11--35,12--18,12--36,12--40,13--19,13--37,13--39,14--19,14--37,15--34,15--45,16--17,16--31,16--33,18--38,18--44,19--51,20--41,20--50,21--26,21--47,22--27,22--30,22--47,23--34,23--38,24--36,24--48,25--33,25--45,25--50,26--50,27--53,29--39,29--40,29--46,30--38,31--42,32--33,32--49,34--49,35--43,36--43,39--51,41--53,43--44,44--53,45--47,48--52
0--37,0--48,0--53,1--3,1--5,1--49,2--4,2--5,2--50,3--9,3--17,4--17,4--18,5--39,6--14,6--41,6--47,7--8,7--33,7--49,8--39,8--45,9--14,9--40,10--16,10--37,10--52,11--16,11--35,11--51,12--16,12--28,12--38,13--15,13--25,13--26,14--29,15--27,15--42,17--19,18--34,18--44,19--25,19--37,20--23,20--44,20--49,21--27,21--35,21--36,22--27,22--29,22--51,23--34,23--38,24--31,24--40,24--50,25--26,26--30,28--46,28--52,29--40,30--33,30--35,31--43,31--52,32--36,32--39,32--41,33--45,34--48,36--42,38--41,42--46,43--44,43--53,45--50,46--51,47--48,47--53
0--2,0--9,0--42,1--16,1--28,1--52,2--25,2--31,3--19,3--35,3--41,4--5,4--25,4--48,5--21,5--44,6--26,6--47,6--49,7--20,7--31,7--53,8--15,8--27,8--30,9--13,9--17,10--12,10--17,10--19,11--12,11--43,11--46,12--28,13--44,13--46,14--32,14--40,14--45,15--22,15--49,16--26,16--37,17--39,18--21,18--25,18--30,19--51,20--22,20--42,21--40,22--27,23--37,23--51,23--52,24--29,24--44,24--46,26--28,27--39,29--33,29--35,30--47,31--47,32--35,32--41,33--34,33--36,34--38,34--39,36--38,36--53,37--41,38--45,40--48,42--51,43--50,43--53,45--50,48--50,49--52
0--11,0--35,0--37,1--2,1--15,1--50,2--25,2--33,3--4,3--25,3--43,4--13,4--16,5--15,5--17,5--40,6--23,6--33,6--35,7--11,7--46,7--50,8--16,8--47,8--51,9--28,9--46,9--47,10--16,10--24,10--31,11--17,12--27,12--30,12--49,13--34,13--47,14--20,14--35,14--37,15--19,17--38,18--19,18--21,18--51,19--42,20--38,20--41,21--39,21--40,22--26,22--36,22--43,23--33,23--36,24--28,24--52,25--39,26--32,26--53,27--28,27--53,29--40,29--41,29--52,30--41,30--42,31--34,31--48,32--36,32--49,34--48,37--38,39--52,42--53,43--45,44--45,44--46,44--51,45--49,48--50
0--10,0--41,0--52,1--11,1--23,1--32,2--9,2--18,2--43,3--28,3--45,3--48,4--22,4--36,4--45,5--16,5--24,5--29,6--24,6--31,6--48,7--8,7--36,7--46,8--12,8--37,9--23,9--33,10--22,10--32,11--19,11--29,12--26,12--47,13--27,13--31,13--33,14--17,14--27,14--29,15--30,15--51,15--53,16--25,16--52,17--20,17--46,18--34,18--44,19--50,19--51,20--30,20--39,21--25,21--37,21--40,22--23,24--34,25--34,26--28,26--48,27--43,28--50,30--49,31--36,32--44,33--50,35--42,35--47,35--49,37--53,38--44,38--49,38--52,39--40,39--51,40--41,41--42,42--46,43--47,45--53
0--27,0--36,0--39,1--14,1--42,1--45,2--8,2--21,2--40,3--30,3--32,3--33,4--7,4--21,4--38,5--8,5--49,5--52,6--17,6--41,6--43,7--15,7--46,8--44,9--32,9--44,9--48,10--23,10--33,10--51,11--48,11--50,11--51,12--25,12--35,12--53,13--16,13--25,13--47,14--20,14--50,15--24,15--53,16--17,16--53,17--36,18--27,18--39,18--42,19--26,19--28,19--47,20--29,20--32,21--30,22--24,22--31,22--39,23--46,23--47,24--34,25--30,26--40,26--46,27--50,28--35,28--51,29--34,29--37,31--37,31--44,33--36,34--48,35--49,37--40,38--43,38--52,41--43,41--45,42--45,49--52
0--10,0--20,0--29,1--25,1--39,1--42,2--17,2--24,2--47,3--28,3--39,3--43,4--27,4--31,4--41,5--19,5--22,5--26,6--25,6--33,6--34,7--19,7--36,7--45,8--24,8--45,8--53,9--13,9--24,9--36,10--14,10--37,11--13,11--30,11--46,12--15,12--43,12--49,13--23,14--22,14--30,15--37,15--42,16--29,16--48,16--52,17--44,17--47,18--21,18--44,18--48,19--46,20--23,20--34,21--35,21--50,22--31,23--49,25--27,26--28,26--40,27--50,28--42,29--38,30--41,31--36,32--40,32--52,32--53,33--48,33--49,34--51,35--51,35--53,37--44,38--45,38--52,39--40,41--47,43--46,50--51
0--18,0--29,0--39,1--9,1--27,1--37,2--33,2--36,2--44,3--5,3--32,3--34,4--22,4--40,4--47,5--28,5--48,6--27,6--38,6--53,7--13,7--31,7--41,8--29,8--36,8--45,9--18,9--41,10--17,10--45,10--47,11--25,11--38,11--53,12--23,12--38,12--44,13--16,13--30,14--37,14--43,14--44,15--16,15--42,15--46,16--24,17--24,17--35,18--20,19--30,19--42,19--49,20--23,20--50,21--24,21--26,21--53,22--49,22--51,23--33,25--40,25--41,26--32,26--33,27--36,28--43,28--51,29--52,30--45,31--34,31--39,32--39,34--50,35--47,35--52,37--50,40--46,42--46,43--52,48--49,48--51
0--3,0--21,0--29,1--5,1--32,1--43,2--12,2--38,2--41,3--28,3--33,4--7,4--23,4--35,5--7,5--14,6--16,6--21,6--30,7--42,8--21,8--50,8--53,9--15,9--30,9--35,10--28,10--45,10--50,11--19,11--25,11--31,12--14,12--22,13--36,13--40,13--44,14--46,15--20,15--34,16--22,16--36,17--32,17--45,17--53,18--25,18--38,18--42,19--48,19--52,20--44,20--51,22--52,23--27,23--49,24--39,24--43,24--46,25--37,26--27,26--41,26--47,27--47,28--33,29--46,29--53,30--44,31--33,31--41,32--35,34--49,34--51,36--43,37--39,37--48,38--51,39--49,40--50,40--52,42--48,45--47
0--18,0--25,0--39,1--33,1--40,1--52,2--10,2--43,2--47,3--43,3--46,3--49,4--14,4--16,4--51,5--11,5--33,5--40,6--28,6--29,6--38,7--36,7--38,7--50,8--31,8--45,8--53,9--35,9--41,9--42,10--19,10--47,11--34,11--50,12--16,12--24,12--31,13--22,13--28,13--45,14--32,14--52,15--22,15--42,15--44,16--48,17--24,17--32,17--49,18--37,18--42,19--37,19--50,20--25,20--33,20--48,21--28,21--32,21--47,22--53,23--27,23--35,23--44,24--29,25--26,26--46,26--51,27--34,27--52,29--45,30--34,30--40,30--41,31--36,35--48,36--53,37--38,39--46,39--49,41--51,43--44
0--10,0--12,0--53,1--17,1--39,1--51,2--7,2--8,2--12,3--6,3--13,3--51,4--19,4--21,4--41,5--8,5--28,5--46,6--15,6--37,7--25,7--30,8--20,9--32,9--34,9--50,10--22,10--53,11--24,11--32,11--42,12--27,13--15,13--26,14--24,14--28,14--48,15--44,16--43,16--46,16--47,17--22,17--23,18--21,18--27,18--49,19--44,19--48,20--23,20--41,21--26,22--36,23--24,25--34,25--48,26--38,27--39,28--50,29--45,29--49,29--53,30--44,30--51,31--35,31--36,31--52,32--40,33--45,33--47,33--49,34--46,35--37,35--52,36--42,37--42,38--40,38--43,39--50,40--47,41--52,43--45
0--3,0--38,0--43,1--15,1--23,1--30,2--3,2--8,2--20,3--28,4--25,4--30,4--46,5--15,5--52,5--53,6--9,6--18,6--34,7--26,7--52,7--53,8--11,8--29,9--21,9--38,10--17,10--28,10--32,11--32,11--47,12--22,12--27,12--41,13--39,13--40,13--45,14--18,14--27,14--46,15--49,16--22,16--24,16--41,17--20,17--35,18--29,19--34,19--45,19--48,20--45,21--37,21--40,22--49,23--36,23--52,24--36,24--53,25--36,25--51,26--35,26--44,27--31,28--35,29--37,30--42,31--41,31--48,32--33,33--42,33--50,34--43,37--50,38--47,39--40,39--48,42--44,43--50,44--51,46--47,49--51
0--3,0--35,0--37,1--16,1--36,1--44,2--19,2--40,2--49,3--30,3--32,4--8,4--32,4--39,5--11,5--33,5--36,6--9,6--13,6--32,7--13,7--14,7--49,8--10,8--43,9--42,9--52,10--19,10--46,11--26,11--39,12--29,12--30,12--50,13--46,14--28,14--34,15--24,15--35,15--50,16--37,16--47,17--37,17--43,17--44,18--21,18--23,18--45,19--31,20--30,20--40,20--48,21--25,21--51,22--23,22--46,22--48,23--45,24--40,24--49,25--33,25--39,26--38,26--41,27--42,27--51,27--53,28--35,28--52,29--31,29--36,31--43,33--41,34--45,34--47,38--48,38--52,41--47,42--53,44--51,50--53
0--19,0--21,0--51,1--6,1--14,1--30,2--19,2--47,2--50,3--6,3--33,3--44,4--24,4--27,4--37,5--33,5--39,5--41,6--9,7--19,7--43,7--48,8--31,8--40,8--44,9--20,9--26,10--13,10--24,10--39,11--29,11--35,11--52,12--30,12--38,12--51,13--14,13--28,14--29,15--22,15--23,15--42,16--31,16--33,16--39,17--26,17--34,17--46,18--38,18--42,18--49,20--28,20--48,21--29,21--41,22--23,22--36,23--32,24--41,25--28,25--40,25--47,26--30,27--38,27--50,31--35,32--35,32--37,34--44,34--50,36--42,36--46,37--48,40--53,43--46,43--52,45--49,45--51,45--53,47--49,52--53
0--19,0--30,0--31,1--6,1--24,1--39,2--3,2--31,2--37,3--23,3--42,4--20,4--33,4--45,5--25,5--30,5--33,6--7,6--44,7--9,7--13,8--14,8--40,8--51,9--27,9--42,10--13,10--19,10--48,11--12,11--13,11--14,12--39,12--42,14--46,15--24,15--27,15--37,16--23,16--34,16--36,17--25,17--38,17--50,18--38,18--50,18--52,19--20,20--36,21--25,21--49,21--50,22--27,22--29,22--34,23--41,24--49,26--30,26--31,26--34,28--32,28--43,28--48,29--40,29--43,32--45,32--46,33--51,35--40,35--41,35--53,36--47,37--44,38--45,39--52,41--53,43--46,44--47,47--48,49--53,51--52
0--7,0--16,0--21,1--5,1--9,1--24,2--7,2--20,2--47,3--13,3--35,3--39,4--22,4--33,4--43,5--6,5--25,6--23,6--28,7--36,8--11,8--44,8--49,9--47,9--53,10--17,10--37,10--40,11--39,11--45,12--41,12--42,12--52,13--16,13--32,14--19,14--33,14--48,15--19,15--32,15--38,16--20,17--44,17--49,18--27,18--40,18--47,19--26,20--22,21--23,21--43,22--46,23--33,24--50,24--51,25--31,25--46,26--34,26--39,27--30,27--51,28--40,28--42,29--36,29--42,29--46,30--34,30--50,31--35,31--50,32--38,34--53,35--52,36--37,37--49,38--53,41--44,41--48,43--48,45--51,45--52
0--22,0--28,0--52,1--11,1--37,1--46,2--7,2--19,2--23,3--25,3--31,3--38,4--8,4--9,4--14,5--9,5--16,5--19,6--7,6--17,6--20,7--8,8--20,9--17,10--13,10--23,10--53,11--39,11--45,12--29,12--37,12--49,13--33,13--40,14--19,14--27,15--25,15--36,15--44,16--37,16--47,17--32,18--23,18--30,18--33,20--24,21--30,21--31,21--32,22--31,22--46,24--29,24--33,25--48,26--41,26--42,26--43,27--34,27--42,28--38,28--52,29--34,30--36,32--44,34--41,35--45,35--49,35--51,36--49,38--50,39--40,39--52,40--45,41--50,42--43,43--47,44--48,46--51,47--53,48--51,50--53
0--30,0--50,0--52,1--37,1--41,1--45,2--17,2--30,2--39,3--19,3--31,3--49,4--18,4--34,4--51,5--6,5--42,5--47,6--7,6--47,7--20,7--25,8--26,8--37,8--50,9--29,9--36,9--43,10--13,10--44,10--46,11--40,11--50,11--53,12--37,12--51,12--53,13--26,13--43,14--27,14--29,14--48,15--32,15--33,15--38,16--18,16--28,16--44,17--31,17--32,18--52,19--23,19--36,20--25,20--52,21--31,21--44,21--46,22--27,22--41,22--51,23--28,23--39,24--34,24--43,24--48,25--38,26--35,27--42,28--53,29--40,30--49,32--49,33--39,33--46,34--41,35--42,35--45,36--48,38--40,45--47
0--10,0--15,0--40,1--3,1--38,1--48,2--7,2--31,2--53,3--43,3--52,4--12,4--21,4--50,5--16,5--28,5--30,6--18,6--26,6--36,7--42,7--43,8--22,8--45,8--47,9--10,9--11,9--27,10--14,11--39,11--52,12--38,12--44,13--24,13--49,13--52,14--31,14--40,15--25,15--51,16--41,16--44,17--23,17--33,17--49,18--41,18--47,19--22,19--23,19--28,20--24,20--26,20--34,21--22,21--38,23--45,24--35,25--33,25--53,26--27,27--31,28--29,29--37,29--40,30--44,30--50,32--39,32--48,32--53,33--34,34--36,35--41,35--47,36--51,37--46,37--48,39--43,42--45,42--46,46--49,50--51
0--6,0--49,0--52,1--13,1--16,1--36,2--10,2--16,2--42,3--22,3--36,3--50,4--9,4--23,4--28,5--7,5--29,5--40,6--31,6--48,7--24,7--30,8--40,8--41,8--43,9--38,9--44,10--18,10--42,11--17,11--25,11--39,12--18,12--25,12--31,13--38,13--52,14--24,14--48,14--53,15--20,15--38,15--40,16--25,17--35,17--46,18--29,19--22,19--23,19--46,20--26,20--32,21--34,21--47,21--53,22--37,23--48,24--29,26--31,26--49,27--41,27--44,27--49,28--43,28--50,30--39,30--47,32--35,32--45,33--34,33--35,33--45,34--52,36--51,37--42,37--47,39--45,41--51,43--46,44--51,50--53
0--15,0--16,0--49,1--25,1--32,1--51,2--4,2--7,2--12,3--8,3--33,3--38,4--47,4--53,5--12,5--40,5--47,6--31,6--50,6--51,7--45,7--53,8--14,8--49,9--18,9--32,9--40,10--16,10--23,10--51,11--37,11--46,11--50,12--28,13--18,13--22,13--31,14--41,14--52,15--23,15--38,16--33,17--24,17--33,17--45,18--34,19--21,19--30,19--50,20--27,20--43,20--52,21--28,21--39,22--42,22--45,23--34,24--47,24--48,25--27,25--53,26--37,26--42,26--43,27--43,28--30,29--36,29--37,29--49,30--48,31--52,32--42,34--35,35--41,35--44,36--39,36--46,38--44,39--41,40--48,44--46
0--19,0--22,0--45,1--11,1--22,1--33,2--6,2--20,2--38,3--9,3--32,3--45,4--8,4--40,4--51,5--7,5--31,5--38,6--25,6--53,7--14,7--40,8--36,8--44,9--14,9--27,10--33,10--46,10--49,11--16,11--41,12--26,12--28,12--43,13--19,13--21,13--42,14--35,15--17,15--21,15--25,16--47,16--53,17--28,17--52,18--29,18--41,18--45,19--23,20--28,20--41,21--44,22--31,23--32,23--52,24--27,24--49,24--50,25--31,26--36,26--49,27--36,29--34,29--37,30--37,30--39,30--43,32--42,33--35,34--42,34--48,35--38,37--43,39--47,39--48,40--46,44--46,47--52,48--50,50--51,51--53
0--7,0--13,0--30,1--11,1--31,1--44,2--8,2--26,2--53,3--4,3--19,3--38,4--17,4--22,5--15,5--32,5--35,6--20,6--24,6--33,7--11,7--45,8--12,8--38,9--39,9--48,9--51,10--14,10--27,10--31,11--34,12--25,12--38,13--20,13--46,14--15,14--32,15--50,16--28,16--29,16--35,17--41,17--52,18--32,18--49,18--53,19--22,19--43,20--39,21--28,21--29,21--47,22--42,23--25,23--27,23--34,24--37,24--48,25--51,26--36,26--49,27--40,28--40,29--33,30--46,30--49,31--33,34--52,35--44,36--43,36--50,37--43,37--48,39--45,40--41,41--50,42--44,42--53,45--51,46--47,47--52
0--23,0--29,0--31,1--11,1--13,1--30,2--20,2--34,2--43,3--25,3--32,3--36,4--18,4--28,4--53,5--9,5--29,5--49,6--17,6--25,6--28,7--20,7--23,7--45,8--10,8--43,8--50,9--27,9--30,10--21,10--25,11--16,11--40,12--16,12--45,12--51,13--33,13--39,14--15,14--18,14--35,15--17,15--35,16--20,17--44,18--52,19--23,19--34,19--52,21--24,21--27,22--32,22--38,22--45,24--40,24--48,26--37,26--46,26--48,27--47,28--34,29--38,30--47,31--38,31--44,32--46,33--37,33--39,35--41,36--47,36--53,37--46,39--44,40--51,41--42,41--49,42--43,42--48,49--50,50--53,51--52
0--6,0--38,0--40,1--23,1--42,1--51,2--37,2--41,2--50,3--6,3--9,3--19,4--16,4--29,4--48,5--11,5--12,5--32,6--9,7--13,7--17,7--21,8--31,8--44,8--47,9--52,10--21,10--22,10--52,11--13,11--16,12--27,12--53,13--15,14--35,14--40,14--49,15--32,15--34,16--42,17--22,17--36,18--26,18--29,18--44,19--38,19--46,20--21,20--31,20--32,22--45,23--24,23--45,24--26,24--28,25--41,25--43,25--48,26--35,27--33,27--46,28--30,28--49,29--30,30--39,31--43,33--41,33--50,34--47,34--50,35--42,36--44,36--48,37--45,37--51,38--43,39--49,39--53,40--53,46--47,51--52
0--1,0--30,0--43,1--21,1--32,2--24,2--28,2--46,3--9,3--21,3--32,4--30,4--34,4--44,5--13,5--29,5--40,6--18,6--20,6--43,7--17,7--19,7--25,8--35,8--42,8--52,9--38,9--46,10--41,10--49,10--51,11--26,11--36,11--42,12--15,12--20,12--37,13--14,13--49,14--40,14--45,15--30,15--33,16--37,16--42,16--51,17--22,17--25,18--40,18--46,19--26,19--50,20--23,21--49,22--41,22--47,23--34,23--36,24--39,24--53,25--35,26--27,27--41,27--47,28--32,28--50,29--33,29--48,31--39,31--52,31--53,33--34,35--50,36--44,37--38,38--47,39--44,43--48,45--51,45--52,48--53
0--1,0--3,0--6,1--30,1--35,2--17,2--24,2--26,3--22,3--40,4--30,4--34,4--53,5--7,5--37,5--45,6--24,6--31,7--16,7--30,8--15,8--26,8--47,9--12,9--36,9--42,10--13,10--23,10--35,11--28,11--29,11--48,12--17,12--20,13--22,13--45,14--16,14--46,14--52,15--28,15--33,16--17,18--49,18--50,18--51,19--32,19--34,19--49,20--39,20--50,21--22,21--41,21--42,23--26,23--38,24--36,25--39,25--41,25--44,27--31,27--49,27--51,28--52,29--38,29--42,31--44,32--36,32--39,33--40,33--53,34--46,35--47,37--43,37--46,38--45,40--43,41--47,43--48,44--51,48--52,50--53
0--15,0--38,0--44,1--2,1--26,1--32,2--17,2--46,3--13,3--28,3--41,4--20,4--30,4--42,5--23,5--47,5--48,6--21,6--35,6--48,7--21,7--24,7--39,8--9,8--20,8--47,9--24,9--40,10--14,10--15,10--25,11--27,11--39,11--43,12--50,12--52,12--53,13--35,13--42,14--37,14--47,15--19,16--18,16--31,16--44,17--41,17--53,18--24,18--45,19--25,19--26,20--46,21--29,22--37,22--38,22--43,23--28,23--36,25--26,27--41,27--49,28--40,29--35,29--49,30--42,30--45,31--34,31--49,32--45,32--51,33--39,33--40,33--52,34--38,34--51,36--43,36--52,37--48,44--50,46--50,51--53
0--7,0--36,0--43,1--15,1--47,1--51,2--17,2--35,2--50,3--32,3--39,3--47,4--22,4--36,4--42,5--10,5--34,5--41,6--14,6--19,6--53,7--29,7--35,8--16,8--20,8--28,9--13,9--27,9--46,10--25,10--53,11--14,11--44,11--48,12--13,12--22,12--34,13--16,14--34,15--33,15--49,16--41,17--27,17--49,18--39,18--40,18--46,19--27,19--29,20--23,20--40,21--37,21--43,21--52,22--44,23--36,23--51,24--31,24--48,24--49,25--47,25--53,26--28,26--39,26--42,28--42,29--50,30--33,30--35,30--51,31--43,31--48,32--33,32--38,37--38,37--52,38--45,40--46,41--45,44--52,45--50
0--36,0--47,0--52,1--14,1--42,1--44,2--8,2--12,2--34,3--16,3--26,3--52,4--9,4--10,4--20,5--8,5--27,5--38,6--22,6--33,6--44,7--43,7--47,7--49,8--44,9--40,9--45,10--31,10--39,11--25,11--34,11--51,12--37,12--48,13--16,13--29,13--33,14--20,14--31,15--18,15--20,15--35,16--33,17--30,17--32,17--51,18--32,18--53,19--22,19--25,19--40,21--26,21--28,21--48,22--37,23--28,23--46,23--49,24--38,24--41,24--43,25--46,26--45,27--41,27--51,28--49,29--30,29--31,30--50,32--48,34--39,35--41,35--47,36--37,36--45,38--46,39--42,40--43,42--50,50--53,52--53
0--10,0--28,0--36,1--16,1--18,1--27,2--11,2--18,2--43,3--33,3--36,3--39,4--21,4--23,4--34,5--39,5--40,5--47,6--8,6--19,6--32,7--26,7--37,7--38,8--21,8--26,9--12,9--35,9--44,10--38,10--50,11--22,11--23,12--30,12--52,13--29,13--42,13--43,14--34,14--41,14--49,15--17,15--25,15--39,16--33,16--41,17--46,17--53,18--30,19--38,19--45,20--31,20--32,20--47,21--32,22--24,22--43,23--34,24--35,24--40,25--27,25--40,26--42,27--51,28--44,28--46,29--41,29--51,30--37,31--45,31--49,33--36,35--47,37--52,42--52,44--48,45--48,46--53,48--49,50--51,50--53
0--15,0--26,0--44,1--17,1--21,1--36,2--17,2--39,2--43,3--7,3--24,3--52,4--14,4--20,4--38,5--17,5--18,5--19,6--23,6--43,6--52,7--21,7--50,8--12,8--13,8--41,9--25,9--30,9--34,10--20,10--46,10--48,11--22,11--26,11--28,12--21,12--28,13--27,13--29,14--41,14--48,15--33,15--36,16--32,16--37,16--47,18--29,18--33,19--20,19--24,22--35,22--39,23--39,23--52,24--40,25--36,25--44,26--42,27--42,27--53,28--32,29--43,30--45,30--50,31--33,31--40,31--49,32--49,34--38,34--45,35--44,35--51,37--42,37--51,38--50,40--53,41--49,45--46,46--47,47--53,48--51
