0--19,0--40,0--41,0--42,1--6,1--16,1--41,1--43,2--3,2--11,2--28,2--52,3--17,3--26,3--49,4--8,4--11,4--22,4--38,5--17,5--44,5--47,5--50,6--20,6--43,6--45,7--11,7--22,7--25,7--30,8--31,8--42,8--45,9--34,9--44,9--46,9--50,10--15,10--16,10--29,10--32,11--48,12--16,12--24,12--45,12--51,13--14,13--38,13--40,13--50,14--20,14--26,14--29,15--23,15--30,15--47,16--51,17--46,17--53,18--22,18--35,18--37,18--45,19--31,19--36,19--53,20--23,20--41,21--33,21--35,21--49,21--51,22--23,23--32,24--28,24--38,24--41,25--26,25--27,25--44,26--36,27--33,27--46,27--52,28--35,28--48,29--30,29--49,30--37,31--33,31--42,32--35,32--53,33--52,34--36,34--40,34--53,36--50,37--44,37--48,38--39,39--40,39--46,39--47,42--49,43--51,43--52,47--48
0--17,0--27,0--42,0--45,1--10,1--12,1--13,1--46,2--3,2--9,2--18,2--52,3--16,3--33,3--45,4--8,4--15,4--28,4--44,5--15,5--24,5--29,5--49,6--7,6--11,6--14,6--37,7--40,7--43,7--47,8--13,8--43,8--50,9--36,9--39,9--48,10--27,10--42,10--49,11--12,11--15,11--29,12--33,12--34,13--41,13--47,14--19,14--47,14--53,15--26,16--20,16--46,16--50,17--35,17--36,17--52,18--21,18--31,18--32,19--28,19--31,19--38,20--25,20--35,20--53,21--45,21--48,21--53,22--27,22--34,22--38,22--50,23--29,23--46,23--47,23--48,24--35,24--36,24--52,25--30,25--40,25--41,26--35,26--37,26--39,27--40,28--32,28--51,29--31,30--34,30--39,30--41,31--52,32--36,32--51,33--42,33--51,34--37,37--44,38--43,38--44,39--51,40--43,41--49,42--53,44--49,45--50,46--48
0--19,0--36,0--46,0--52,1--15,1--17,1--26,1--49,2--7,2--17,2--41,2--48,3--8,3--23,3--38,3--47,4--21,4--22,4--23,4--38,5--12,5--14,5--23,5--29,6--9,6--18,6--27,6--40,7--24,7--28,7--53,8--13,8--26,8--34,9--20,9--28,9--50,10--14,10--39,10--42,10--45,11--30,11--33,11--37,11--53,12--33,12--37,12--39,13--24,13--38,13--49,14--34,14--44,15--21,15--35,15--42,16--26,16--39,16--40,16--50,17--28,17--48,18--20,18--25,18--35,19--22,19--43,19--53,20--21,20--32,21--39,22--25,22--46,23--31,24--36,24--45,25--32,25--45,26--44,27--40,27--49,27--51,28--43,29--31,29--43,29--44,30--34,30--42,30--52,31--51,31--52,32--37,32--48,33--47,33--51,34--53,35--41,35--47,36--37,36--46,38--48,40--46,41--42,41--43,44--45,47--50,49--50,51--52
0--5,0--6,0--23,0--25,1--8,1--11,1--14,1--45,2--5,2--36,2--45,2--46,3--15,3--31,3--45,3--50,4--8,4--16,4--18,4--47,5--9,5--25,6--15,6--21,6--34,7--13,7--44,7--46,7--52,8--43,8--53,9--15,9--26,9--30,10--21,10--30,10--37,10--43,11--24,11--46,11--51,12--14,12--27,12--36,12--49,13--22,13--26,13--38,14--27,14--29,15--26,16--31,16--44,16--49,17--20,17--30,17--33,17--42,18--39,18--42,18--53,19--24,19--36,19--37,19--46,20--48,20--50,20--52,21--43,21--49,22--27,22--38,22--39,23--25,23--27,23--32,24--47,24--48,25--51,26--34,28--35,28--39,28--41,28--51,29--40,29--45,29--53,30--38,31--32,31--41,32--51,32--53,33--38,33--42,33--52,34--42,34--47,35--37,35--48,35--50,36--50,37--49,39--43,40--41,40--44,40--48,41--52,44--47
0--3,0--22,0--26,0--49,1--4,1--5,1--9,1--21,2--15,2--34,2--43,2--45,3--30,3--33,3--41,4--5,4--15,4--50,5--22,5--36,6--8,6--12,6--33,6--50,7--12,7--21,7--37,7--39,8--18,8--42,8--46,9--25,9--26,9--31,10--19,10--33,10--37,10--42,11--13,11--14,11--23,11--24,12--22,12--27,13--43,13--45,13--51,14--20,14--38,14--51,15--27,15--30,16--17,16--36,16--41,16--47,17--20,17--40,17--42,18--23,18--31,18--38,19--20,19--29,19--35,20--39,21--44,21--49,22--51,23--40,23--53,24--27,24--28,24--38,25--35,25--50,25--51,26--32,26--37,27--29,28--42,28--45,28--52,29--38,29--52,30--39,30--47,31--33,31--46,32--34,32--35,32--45,34--47,34--48,35--40,36--43,36--53,37--44,39--43,40--50,41--44,41--46,44--52,46--49,47--48,48--52,48--53,49--53
0--12,0--28,0--35,0--36,1--3,1--17,1--45,1--46,2--31,2--33,2--40,2--43,3--17,3--27,3--37,4--13,4--26,4--30,4--42,5--21,5--22,5--32,5--43,6--23,6--29,6--31,6--40,7--27,7--35,7--49,7--51,8--9,8--33,8--34,8--39,9--14,9--20,9--44,10--14,10--31,10--51,10--53,11--15,11--18,11--25,11--38,12--23,12--30,12--53,13--16,13--27,13--35,14--16,14--46,15--17,15--22,15--41,16--18,16--20,17--50,18--21,18--37,19--29,19--30,19--44,19--47,20--32,20--50,21--47,21--48,22--33,22--40,23--25,23--53,24--28,24--34,24--47,24--53,25--26,25--41,26--35,26--50,27--39,28--38,28--49,29--32,29--48,30--39,31--43,32--37,33--48,34--46,34--51,36--46,36--48,36--50,37--52,38--42,38--44,39--49,40--41,41--52,42--43,42--49,44--45,45--47,45--52,51--52
0--3,0--5,0--9,0--37,1--6,1--16,1--46,1--52,2--16,2--17,2--27,2--48,3--12,3--23,3--43,4--8,4--21,4--28,4--39,5--14,5--48,5--50,6--34,6--43,6--49,7--13,7--17,7--29,7--43,8--10,8--42,8--53,9--24,9--37,9--50,10--19,10--26,10--47,11--12,11--16,11--31,11--40,12--23,12--39,13--40,13--44,13--51,14--15,14--18,14--22,15--20,15--25,15--46,16--27,17--18,17--32,18--37,18--50,19--22,19--33,19--35,20--23,20--31,20--36,21--30,21--34,21--51,22--26,22--28,23--29,24--27,24--32,24--33,25--36,25--38,25--41,26--34,26--37,27--45,28--35,28--38,29--35,29--45,30--39,30--42,30--47,31--40,31--41,32--50,32--53,33--36,33--41,34--44,35--49,36--51,38--40,38--48,39--52,41--52,42--44,42--52,43--47,44--49,45--46,45--53,46--48,47--53,49--51
0--1,0--16,0--22,0--25,1--11,1--21,1--29,2--27,2--30,2--31,2--41,3--13,3--17,3--32,3--43,4--19,4--33,4--34,4--45,5--36,5--37,5--39,5--47,6--27,6--28,6--31,6--49,7--23,7--31,7--32,7--35,8--10,8--16,8--47,8--52,9--14,9--15,9--44,9--46,10--14,10--31,10--36,11--19,11--29,11--53,12--20,12--24,12--51,12--52,13--27,13--42,13--49,14--36,14--38,15--28,15--35,15--47,16--23,16--26,17--25,17--39,17--40,18--22,18--28,18--29,18--42,19--27,19--41,20--38,20--42,20--53,21--30,21--37,21--50,22--38,22--53,23--48,23--51,24--36,24--45,24--46,25--43,25--52,26--28,26--37,26--38,29--51,30--40,30--50,32--40,32--48,33--35,33--43,33--50,34--41,34--45,34--52,35--53,37--49,39--46,39--51,40--44,41--49,42--46,43--45,44--48,44--50,47--48
0--2,0--6,0--7,0--17,1--5,1--8,1--50,1--53,2--21,2--38,2--45,3--14,3--16,3--27,3--46,4--12,4--23,4--36,4--50,5--13,5--16,5--43,6--14,6--24,6--36,7--28,7--37,7--39,8--18,8--20,8--41,9--20,9--26,9--32,9--38,10--20,10--24,10--30,10--33,11--17,11--19,11--40,11--42,12--15,12--32,12--47,13--26,13--27,13--52,14--22,14--51,15--28,15--30,15--49,16--34,16--46,17--21,17--37,18--29,18--39,18--47,19--38,19--45,19--49,20--25,21--22,21--40,22--41,22--50,23--33,23--43,23--44,24--29,24--34,25--33,25--42,25--48,26--35,26--40,27--42,27--48,28--32,28--39,29--35,29--51,30--35,30--46,31--34,31--45,31--49,31--52,32--53,33--35,34--40,36--44,36--47,37--44,37--48,38--52,39--41,41--53,42--47,43--50,43--53,44--51,45--52,46--49,48--51
0--3,0--12,0--35,0--49,1--9,1--15,1--25,1--34,2--3,2--17,2--42,2--50,3--9,3--50,4--14,4--24,4--44,4--51,5--8,5--26,5--42,5--53,6--19,6--20,6--23,6--29,7--16,7--23,7--43,7--51,8--28,8--33,8--44,9--30,9--40,10--14,10--15,10--27,10--49,11--12,11--19,11--27,11--35,12--31,12--39,13--19,13--35,13--49,13--53,14--45,14--46,15--18,15--43,16--23,16--28,16--45,17--30,17--33,17--34,18--28,18--36,18--41,19--21,20--26,20--44,20--50,21--23,21--40,21--46,22--27,22--38,22--48,22--52,24--34,24--43,24--47,25--33,25--36,25--53,26--42,26--52,27--37,28--37,29--32,29--52,29--53,30--41,30--49,31--32,31--37,31--47,32--33,32--40,34--36,35--47,36--42,37--52,38--39,38--41,38--45,39--47,39--51,40--48,41--48,43--45,44--46,46--51,48--50
0--6,0--16,0--22,0--31,1--28,1--39,1--43,1--51,2--19,2--25,2--43,2--49,3--13,3--33,3--41,3--48,4--32,4--38,4--47,4--51,5--32,5--35,5--42,5--46,6--17,6--20,6--26,7--28,7--33,7--43,7--53,8--12,8--19,8--23,8--36,9--25,9--26,9--32,9--35,10--25,10--30,10--33,10--50,11--18,11--22,11--24,11--37,12--18,12--46,12--48,13--27,13--39,13--40,14--19,14--23,14--34,14--41,15--16,15--23,15--39,15--48,16--29,16--36,17--28,17--29,17--45,18--38,18--52,19--44,20--31,20--35,20--37,21--25,21--31,21--34,21--44,22--23,22--27,24--32,24--35,24--52,26--28,26--42,27--29,27--53,29--34,30--34,30--40,30--50,31--38,33--48,36--43,36--46,37--42,37--49,38--40,39--51,40--49,41--49,41--53,42--45,44--46,44--50,45--47,45--51,47--50,47--52,52--53
0--3,0--24,0--25,0--46,1--4,1--7,1--13,1--27,2--10,2--34,2--40,2--53,3--8,3--39,3--52,4--38,4--42,4--43,5--9,5--28,5--34,5--42,6--11,6--21,6--35,6--47,7--11,7--13,7--26,8--14,8--30,8--46,9--26,9--27,9--49,10--23,10--28,10--30,11--32,11--38,12--32,12--41,12--44,12--45,13--23,13--38,14--25,14--27,14--37,15--25,15--35,15--39,15--40,16--19,16--22,16--25,16--48,17--29,17--33,17--36,17--44,18--19,18--34,18--39,18--47,19--37,19--44,20--31,20--40,20--47,20--51,21--22,21--29,21--33,22--36,22--39,23--24,23--48,24--33,24--42,26--33,26--38,27--43,28--48,28--53,29--46,29--52,30--49,30--51,31--36,31--50,31--51,32--34,32--52,35--46,35--49,36--47,37--45,37--50,40--52,41--43,41--44,41--49,42--50,43--45,45--53,48--51,50--53
0--1,0--8,0--17,0--30,1--27,1--28,1--53,2--19,2--34,2--38,2--41,3--8,3--13,3--36,3--47,4--10,4--23,4--32,4--45,5--7,5--22,5--25,5--48,6--10,6--32,6--34,6--40,7--12,7--35,7--52,8--11,8--51,9--14,9--29,9--47,9--52,10--40,10--50,11--24,11--29,11--48,12--36,12--39,12--40,13--37,13--42,13--51,14--20,14--24,14--30,15--23,15--31,15--43,15--52,16--25,16--26,16--38,16--46,17--23,17--27,17--28,18--25,18--40,18--43,18--46,19--21,19--30,19--35,20--29,20--30,20--53,21--27,21--44,21--53,22--24,22--31,22--42,23--35,24--49,25--26,26--41,26--49,27--47,28--41,28--44,29--41,31--37,31--51,32--39,32--42,33--35,33--46,33--50,33--51,34--36,34--48,36--38,37--43,37--44,38--53,39--43,39--50,42--45,44--45,45--46,47--52,48--49,49--50
0--1,0--16,0--40,0--51,1--5,1--9,1--21,2--34,2--39,2--42,2--45,3--11,3--12,3--17,3--30,4--9,4--14,4--21,4--29,5--22,5--44,5--45,6--20,6--24,6--31,6--32,7--22,7--29,7--37,7--48,8--17,8--24,8--33,8--36,9--26,9--38,10--16,10--30,10--34,10--49,11--38,11--39,11--53,12--26,12--45,12--48,13--15,13--32,13--40,13--51,14--25,14--38,14--50,15--16,15--27,15--38,16--22,17--19,17--24,18--20,18--27,18--36,18--43,19--20,19--50,19--52,20--27,21--24,21--25,22--53,23--40,23--41,23--47,23--49,25--28,25--41,26--42,26--52,27--41,28--32,28--47,28--49,29--35,29--47,30--35,30--46,31--36,31--48,31--52,32--51,33--39,33--47,33--52,34--35,34--43,35--45,36--37,37--42,37--43,39--49,40--41,42--46,43--44,44--46,44--48,46--53,50--51,50--53
0--18,0--30,0--39,0--43,1--7,1--13,1--25,1--42,2--10,2--15,2--35,2--46,3--9,3--12,3--25,3--39,4--8,4--22,4--48,4--49,5--24,5--36,5--37,5--50,6--9,6--13,6--19,6--44,7--8,7--11,7--12,8--11,8--25,9--28,9--52,10--17,10--33,10--45,11--21,11--23,12--32,12--49,13--44,13--53,14--20,14--26,14--28,14--48,15--31,15--46,15--48,16--30,16--34,16--50,16--51,17--24,17--26,17--31,18--19,18--21,18--51,19--27,19--33,20--21,20--37,20--47,21--53,22--24,22--28,22--52,23--35,23--39,23--49,24--32,25--43,26--29,26--32,27--40,27--41,27--51,28--40,29--41,29--44,29--45,30--38,30--48,31--43,31--44,32--53,33--45,33--46,34--35,34--36,34--38,35--47,36--50,36--51,37--41,37--46,38--42,38--50,39--53,40--43,40--47,41--42,42--45,47--52,49--52
0--11,0--21,0--35,0--53,1--32,1--34,1--38,1--39,2--28,2--35,2--39,2--51,3--33,3--42,3--45,3--51,4--10,4--20,4--23,4--48,5--17,5--28,5--31,5--46,6--33,6--35,6--45,6--48,7--19,7--22,7--42,7--47,8--16,8--25,8--27,8--51,9--18,9--30,9--32,9--44,10--14,10--27,10--43,11--13,11--18,11--48,12--30,12--47,12--49,12--51,13--19,13--36,13--40,14--20,14--26,14--53,15--24,15--36,15--37,15--52,16--26,16--45,16--53,17--33,17--41,17--49,18--23,18--28,19--36,19--38,20--24,20--29,21--26,21--41,21--48,22--29,22--31,22--44,23--37,23--52,24--28,24--43,25--37,25--40,25--42,26--34,27--43,27--47,29--30,29--36,30--53,31--33,31--43,32--46,32--50,34--35,34--46,37--40,38--40,38--44,39--49,39--50,41--46,41--50,42--44,45--50,47--52,49--52
0--19,0--30,0--31,0--48,1--11,1--24,1--46,1--47,2--10,2--14,2--35,2--47,3--4,3--22,3--36,3--43,4--6,4--9,4--25,5--27,5--31,5--37,5--38,6--25,6--33,6--47,7--19,7--22,7--24,7--37,8--12,8--34,8--49,8--50,9--19,9--23,9--31,10--13,10--44,10--52,11--36,11--40,11--48,12--13,12--20,12--21,13--26,13--36,14--18,14--21,14--49,15--16,15--17,15--25,15--31,16--20,16--25,16--43,17--26,17--40,17--46,18--36,18--45,18--51,19--23,20--42,20--53,21--26,21--27,22--23,22--48,23--51,24--37,24--43,26--28,27--39,27--51,28--29,28--32,28--44,29--34,29--38,29--46,30--38,30--42,30--44,32--39,32--41,32--42,33--41,33--45,33--52,34--41,34--53,35--42,35--47,35--50,37--39,38--39,40--49,40--52,41--50,43--53,44--53,45--48,45--49,46--52,50--51
0--12,0--26,0--45,0--52,1--2,1--19,1--21,1--46,2--14,2--39,2--49,3--15,3--21,3--29,3--38,4--17,4--37,4--43,4--44,5--6,5--11,5--42,5--53,6--23,6--39,6--50,7--13,7--20,7--23,7--47,8--22,8--36,8--41,8--51,9--10,9--29,9--41,9--46,10--12,10--16,10--18,11--27,11--32,11--33,12--43,12--44,13--16,13--17,13--51,14--25,14--33,14--45,15--32,15--37,15--53,16--28,16--29,17--20,17--34,18--38,18--39,18--53,19--30,19--32,19--33,20--36,20--45,21--26,21--31,22--40,22--48,22--50,23--26,23--46,24--25,24--41,24--48,24--49,25--38,25--53,26--37,27--34,27--42,27--51,28--33,28--47,28--49,29--52,30--31,30--49,30--50,31--47,31--52,32--41,34--40,34--46,35--37,35--44,35--48,35--50,36--38,36--42,39--42,40--43,40--44,43--45,47--48,51--52
0--2,0--17,0--43,0--47,1--3,1--10,1--44,1--48,2--35,2--49,2--53,3--29,3--30,3--52,4--15,4--16,4--33,4--53,5--12,5--23,5--33,5--38,6--14,6--22,6--29,6--48,7--9,7--12,7--34,7--36,8--21,8--24,8--42,8--50,9--15,9--23,9--30,10--16,10--35,10--45,11--18,11--31,11--38,11--46,12--32,12--40,13--27,13--31,13--45,13--47,14--50,14--51,14--52,15--26,15--32,16--24,16--39,17--24,17--48,17--49,18--27,18--41,18--43,19--25,19--28,19--30,19--51,20--26,20--34,20--38,20--52,21--26,21--45,21--46,22--27,22--39,22--47,23--37,23--53,24--53,25--37,25--48,25--51,26--38,27--32,28--30,28--41,28--44,29--37,29--42,31--40,31--51,32--37,33--35,33--42,34--41,34--50,35--44,36--41,36--46,36--49,39--43,39--50,40--42,40--49,43--46,44--52,45--47
0--7,0--23,0--42,0--52,1--3,1--9,1--35,1--46,2--8,2--19,2--25,2--53,3--4,3--19,3--50,4--12,4--34,4--45,5--23,5--26,5--32,5--53,6--15,6--29,6--36,6--41,7--24,7--45,7--47,8--39,8--41,8--45,9--20,9--24,9--28,10--13,10--17,10--37,10--42,11--16,11--24,11--36,11--41,12--16,12--43,12--51,13--21,13--35,13--39,14--20,14--22,14--48,14--52,15--18,15--37,15--40,16--20,16--28,17--21,17--26,17--29,18--25,18--36,18--42,19--32,19--44,20--45,21--40,21--49,22--27,22--29,22--34,23--31,23--40,24--53,25--33,25--34,26--39,26--43,27--30,27--50,27--51,28--33,28--36,29--37,30--35,30--42,30--50,31--47,31--49,31--51,32--33,32--49,33--48,34--38,35--49,37--43,38--47,38--48,38--53,39--44,40--44,41--52,43--47,44--46,46--51,46--52,48--50
0--20,0--30,0--42,0--48,1--6,1--22,1--38,1--42,2--9,2--24,2--35,2--40,3--27,3--31,3--34,3--44,4--15,4--36,4--41,4--50,5--17,5--19,5--34,5--46,6--7,6--14,6--29,7--17,7--31,7--42,8--23,8--30,8--35,8--49,9--20,9--27,9--53,10--12,10--14,10--25,10--40,11--13,11--30,11--34,11--48,12--16,12--27,12--38,13--19,13--24,13--45,14--18,14--25,15--27,15--47,15--49,16--39,16--43,16--52,17--33,17--41,18--19,18--33,18--44,19--21,20--22,20--32,21--24,21--28,21--29,22--51,22--53,23--31,23--50,23--51,24--47,25--39,25--50,26--37,26--40,26--42,26--46,28--36,28--46,28--49,29--37,29--53,30--45,31--44,32--38,32--39,32--52,33--36,33--41,34--43,35--39,35--47,36--47,37--38,37--43,40--48,41--43,44--52,45--48,45--51,46--49,50--53,51--52
0--5,0--10,0--38,0--51,1--6,1--21,1--28,1--37,2--8,2--12,2--25,2--36,3--14,3--29,3--38,3--52,4--5,4--9,4--23,4--26,5--44,5--49,6--33,6--34,6--50,7--21,7--40,7--48,7--50,8--16,8--39,8--50,9--40,9--44,9--46,10--26,10--48,10--53,11--12,11--18,11--37,11--41,12--13,12--40,13--32,13--38,13--45,14--33,14--35,14--46,15--36,15--41,15--49,15--53,16--17,16--19,16--47,17--22,17--35,17--38,18--44,18--46,18--48,19--26,19--39,19--42,20--26,20--27,20--31,20--37,21--27,21--31,22--30,22--42,22--47,23--33,23--48,23--52,24--25,24--29,24--34,24--51,25--43,25--49,27--28,27--32,28--32,28--53,29--39,29--49,30--40,30--43,30--50,31--35,31--42,32--43,33--44,34--46,34--47,35--41,36--47,36--51,37--45,39--53,41--43,42--52,45--51,45--52
0--24,0--29,0--33,0--47,1--13,1--16,1--21,1--41,2--14,2--19,2--22,2--24,3--29,3--30,3--36,3--41,4--23,4--26,4--32,4--40,5--15,5--37,5--42,5--48,6--33,6--35,6--38,6--46,7--13,7--41,7--43,7--52,8--17,8--28,8--48,8--49,9--16,9--31,9--36,9--46,10--19,10--31,10--38,10--53,11--20,11--40,11--50,11--52,12--17,12--27,12--30,12--35,13--45,13--53,14--23,14--28,14--49,15--40,15--45,15--53,16--35,16--37,17--32,17--45,18--19,18--24,18--27,18--44,19--29,20--31,20--37,20--39,21--44,21--51,21--52,22--26,22--28,22--39,23--43,23--52,24--38,25--36,25--44,25--46,25--49,26--30,26--35,27--31,27--47,28--42,29--38,30--50,32--34,32--50,33--43,33--46,34--36,34--40,34--51,37--47,39--42,39--51,41--48,42--48,43--49,44--47,45--53,50--51
0--31,0--34,0--38,0--40,1--8,1--44,1--46,1--50,2--25,2--31,2--33,2--37,3--13,3--22,3--25,3--27,4--10,4--15,4--35,4--49,5--8,5--9,5--14,5--20,6--24,6--27,6--47,6--48,7--12,7--21,7--30,7--51,8--39,8--53,9--26,9--45,9--49,10--18,10--23,10--37,11--14,11--17,11--19,11--38,12--39,12--40,12--42,13--24,13--43,13--48,14--37,14--51,15--30,15--45,15--53,16--35,16--41,16--42,16--52,17--29,17--30,17--51,18--23,18--44,18--49,19--21,19--26,19--44,20--24,20--28,20--36,21--47,21--49,22--31,22--40,22--43,23--25,23--53,24--50,25--38,26--34,26--52,27--35,27--50,28--32,28--37,28--45,29--35,29--44,29--52,30--46,31--32,32--41,32--48,33--38,33--40,33--43,34--36,34--51,36--41,36--46,39--48,39--50,41--43,42--47,42--52,45--46,47--53
0--10,0--16,0--46,0--47,1--27,1--40,1--51,1--52,2--4,2--46,2--50,2--53,3--12,3--18,3--31,3--41,4--6,4--8,4--11,5--14,5--23,5--38,5--43,6--12,6--30,6--36,7--16,7--36,7--39,7--41,8--19,8--29,8--40,9--26,9--38,9--45,9--51,10--42,10--45,10--53,11--20,11--43,11--51,12--13,12--31,13--27,13--29,13--48,14--17,14--19,14--20,15--17,15--22,15--24,15--34,16--25,16--29,17--24,17--32,18--21,18--37,18--47,19--22,19--52,20--39,20--49,21--31,21--33,21--52,22--39,22--49,23--27,23--28,23--41,24--35,24--48,25--26,25--34,25--35,26--30,26--38,27--38,28--30,28--32,28--36,29--48,30--37,31--37,32--33,32--44,33--50,33--53,34--39,34--45,35--37,35--41,36--43,40--42,40--46,42--44,42--47,43--48,44--50,44--52,45--53,46--49,47--49,50--51
0--10,0--19,0--25,0--35,1--2,1--9,1--10,1--33,2--9,2--14,2--27,3--24,3--34,3--40,3--51,4--6,4--17,4--33,4--36,5--26,5--47,5--48,5--53,6--7,6--38,6--48,7--31,7--39,7--43,8--19,8--20,8--36,8--46,9--16,9--42,10--25,10--37,11--14,11--24,11--28,11--49,12--26,12--30,12--46,12--47,13--29,13--30,13--38,13--50,14--15,14--18,15--28,15--37,15--41,16--18,16--21,16--42,17--23,17--35,17--48,18--30,18--50,19--37,19--43,20--22,20--28,20--45,21--42,21--45,21--49,22--31,22--41,22--44,23--27,23--39,23--53,24--49,24--51,25--29,25--45,26--37,26--47,27--33,27--35,28--47,29--33,29--52,30--52,31--46,31--50,32--34,32--42,32--52,32--53,34--40,34--45,35--51,36--41,36--48,38--43,38--49,39--40,39--44,40--44,41--44,43--50,46--51,52--53
0--7,0--10,0--19,0--20,1--13,1--24,1--34,1--49,2--32,2--39,2--44,2--53,3--4,3--15,3--45,3--48,4--23,4--37,4--51,5--8,5--11,5--20,5--43,6--8,6--21,6--43,6--45,7--22,7--24,7--33,8--17,8--40,9--16,9--29,9--31,9--49,10--11,10--17,10--44,11--18,11--48,12--19,12--27,12--30,12--34,13--15,13--36,13--41,14--16,14--30,14--47,14--50,15--16,15--43,16--18,17--22,17--29,18--34,18--39,19--31,19--52,20--40,20--49,21--22,21--38,21--52,22--30,23--26,23--32,23--51,24--40,24--42,25--27,25--31,25--32,25--47,26--28,26--36,26--48,27--45,27--48,28--33,28--42,28--50,29--33,29--50,30--32,31--40,33--37,34--45,35--41,35--42,35--51,35--53,36--39,36--46,37--38,37--47,38--47,38--52,39--43,41--44,41--52,42--46,44--49,46--50,46--53,51--53
0--2,0--15,0--35,0--37,1--5,1--10,1--28,1--43,2--7,2--13,2--25,3--25,3--32,3--46,3--51,4--17,4--45,4--46,4--53,5--6,5--28,5--42,6--20,6--25,6--27,7--8,7--44,7--48,8--11,8--14,8--21,9--31,9--39,9--43,9--52,10--15,10--34,10--48,11--30,11--42,11--52,12--18,12--25,12--42,12--47,13--35,13--47,13--52,14--23,14--37,14--39,15--19,15--36,16--18,16--31,16--33,16--41,17--44,17--49,17--53,18--38,18--40,19--28,19--33,19--44,20--33,20--46,20--52,21--32,21--36,21--50,22--24,22--44,22--45,22--53,23--24,23--41,23--49,24--37,24--40,26--27,26--31,26--32,26--33,27--32,27--43,28--51,29--30,29--35,29--37,29--40,30--36,30--38,31--42,34--39,34--41,34--48,35--48,36--38,38--45,39--49,40--51,41--50,43--51,45--46,47--49,47--50,50--53
0--20,0--41,0--43,0--50,1--6,1--18,1--31,1--53,2--14,2--24,2--34,2--38,3--13,3--39,3--41,3--52,4--25,4--31,4--38,4--43,5--10,5--14,5--17,5--35,6--13,6--24,6--50,7--33,7--44,7--45,7--51,8--18,8--20,8--24,8--27,9--12,9--19,9--28,9--38,10--38,10--49,10--53,11--16,11--18,11--37,11--45,12--23,12--30,12--36,13--22,13--51,14--44,14--45,15--22,15--30,15--35,15--39,16--26,16--33,16--48,17--28,17--32,17--50,18--29,19--30,19--39,19--46,20--27,20--43,21--23,21--29,21--33,21--35,22--34,22--52,23--36,23--47,24--53,25--27,25--43,25--44,26--46,26--49,26--51,27--47,28--31,28--37,29--42,29--52,30--34,31--48,32--40,32--42,32--52,33--47,34--48,35--36,36--42,37--40,37--47,39--46,40--49,40--50,41--46,41--53,42--44,45--49,48--51
0--2,0--17,0--30,0--52,1--7,1--28,1--33,1--51,2--15,2--28,2--30,3--21,3--36,3--40,3--47,4--22,4--25,4--35,4--37,5--9,5--18,5--30,5--39,6--9,6--20,6--24,6--27,7--11,7--13,7--53,8--13,8--23,8--46,8--47,9--23,9--27,10--32,10--33,10--41,10--48,11--22,11--29,11--38,12--21,12--34,12--42,12--45,13--34,13--51,14--16,14--36,14--42,14--43,15--35,15--40,15--46,16--23,16--43,16--49,17--26,17--27,17--44,18--19,18--39,18--48,19--24,19--25,19--31,20--27,20--43,20--47,21--31,21--46,22--37,22--39,23--50,24--37,24--49,25--36,25--51,26--29,26--35,26--44,28--39,28--46,29--42,29--50,30--34,31--33,31--48,32--40,32--50,32--52,33--45,34--49,35--53,36--41,37--45,38--44,38--45,38--53,40--47,41--42,41--52,43--48,44--51,49--53,50--52
0--7,0--31,0--33,0--46,1--23,1--28,1--40,1--43,2--6,2--38,2--40,2--43,3--11,3--24,3--29,3--41,4--20,4--33,4--34,4--48,5--15,5--26,5--40,5--51,6--15,6--16,6--24,7--10,7--25,7--51,8--24,8--36,8--41,8--44,9--25,9--41,9--42,9--49,10--17,10--44,10--53,11--37,11--38,11--43,12--22,12--27,12--28,12--50,13--20,13--21,13--26,13--48,14--17,14--27,14--46,14--53,15--39,15--49,16--28,16--33,16--50,17--28,17--38,18--29,18--32,18--40,18--42,19--21,19--26,19--33,19--47,20--22,20--37,21--48,21--50,22--32,22--47,23--29,23--47,23--49,24--47,25--32,25--46,26--32,27--39,27--49,29--36,30--36,30--39,30--45,30--52,31--34,31--41,31--46,34--44,34--52,35--42,35--44,35--45,35--52,36--39,37--48,37--51,38--51,42--53,43--45,45--50,52--53
0--2,0--7,0--27,0--51,1--15,1--27,1--33,1--49,2--44,2--49,2--52,3--7,3--10,3--30,3--40,4--15,4--31,4--36,4--41,5--16,5--20,5--36,5--51,6--9,6--12,6--26,6--49,7--12,7--43,8--29,8--30,8--33,8--53,9--17,9--28,9--35,10--13,10--23,10--48,11--16,11--18,11--19,11--51,12--15,12--48,13--21,13--31,13--35,14--17,14--20,14--47,14--51,15--31,16--41,16--42,17--32,17--33,18--30,18--47,18--53,19--37,19--40,19--44,20--37,20--46,21--23,21--24,21--40,22--32,22--41,22--46,22--47,23--25,23--43,24--29,24--43,24--52,25--37,25--38,25--47,26--34,26--35,26--38,27--39,27--40,28--38,28--48,28--53,29--39,29--42,30--45,31--50,32--34,32--36,33--53,34--39,34--45,35--36,37--38,39--46,41--44,42--45,42--49,43--50,44--50,45--48,46--52,50--52
