0--2,0--28,0--30,1--20,1--28,1--32,2--27,2--32,3--4,3--12,3--13,4--29,4--30,5--9,5--18,5--19,6--10,6--14,6--33,7--17,7--19,7--29,8--23,8--28,8--31,9--17,9--27,10--21,10--23,11--16,11--17,11--18,12--21,12--31,13--22,13--31,14--25,14--27,15--19,15--25,15--33,16--25,16--26,18--22,20--29,20--32,21--24,22--33,23--24,24--26,26--30
0--14,0--18,0--33,1--10,1--12,1--30,2--5,2--11,2--24,3--4,3--6,3--12,4--5,4--26,5--28,6--23,6--28,7--8,7--9,7--21,8--29,8--32,9--16,9--23,10--29,10--30,11--16,11--18,12--29,13--20,13--26,13--31,14--25,14--32,15--17,15--19,15--33,16--20,17--25,17--27,18--19,19--24,20--32,21--22,21--27,22--23,22--30,24--26,25--31,27--33,28--31
0--7,0--29,0--32,1--4,1--10,1--18,2--5,2--17,2--21,3--12,3--19,3--27,4--9,4--20,5--19,5--31,6--7,6--22,6--33,7--28,8--13,8--17,8--31,9--19,9--28,10--26,10--29,11--15,11--18,11--24,12--27,12--32,13--25,13--30,14--20,14--21,14--30,15--30,15--32,16--23,16--24,16--25,17--27,18--29,20--31,21--26,22--23,22--28,23--26,24--33,25--33
0--7,0--21,0--22,1--8,1--20,1--23,2--10,2--21,2--33,3--9,3--14,3--30,4--11,4--20,4--26,5--17,5--26,5--31,6--16,6--22,6--33,7--8,7--19,8--25,9--11,9--18,10--13,10--27,11--32,12--13,12--17,12--28,13--21,14--30,14--33,15--16,15--19,15--24,16--27,17--29,18--23,18--29,19--24,20--24,22--29,23--26,25--27,25--28,28--32,30--31,31--32
0--12,0--18,0--22,1--3,1--4,1--19,2--10,2--25,2--28,3--4,3--20,4--12,5--8,5--19,5--33,6--7,6--14,6--24,7--18,7--32,8--26,8--27,9--16,9--18,9--21,10--27,10--32,11--12,11--24,11--26,13--15,13--29,13--33,14--17,14--22,15--25,15--30,16--17,16--31,17--23,19--29,20--24,20--32,21--25,21--31,22--29,23--28,23--33,26--30,27--31,28--30
0--9,0--27,0--28,1--2,1--8,1--33,2--14,2--30,3--12,3--16,3--29,4--26,4--31,4--32,5--11,5--14,5--15,6--13,6--23,6--25,7--25,7--26,7--33,8--11,8--13,9--27,9--33,10--19,10--24,10--29,11--27,12--22,12--30,13--28,14--15,15--25,16--18,16--21,17--19,17--30,17--32,18--22,18--31,19--32,20--21,20--22,20--23,21--24,23--26,24--31,28--29
0--3,0--16,0--19,1--5,1--18,1--20,2--20,2--27,2--31,3--6,3--17,4--6,4--10,4--29,5--10,5--25,6--8,7--8,7--26,7--32,8--9,9--15,9--23,10--30,11--23,11--28,11--33,12--14,12--17,12--19,13--17,13--26,13--29,14--15,14--33,15--31,16--19,16--30,18--20,18--23,21--22,21--25,21--27,22--24,22--32,24--28,24--30,25--29,26--32,27--28,31--33
0--8,0--17,0--25,1--9,1--18,1--19,2--16,2--26,2--28,3--9,3--15,3--32,4--7,4--20,4--26,5--20,5--25,5--30,6--11,6--25,6--31,7--23,7--31,8--13,8--33,9--17,10--12,10--15,10--24,11--19,11--22,12--29,12--31,13--15,13--23,14--18,14--30,14--32,16--20,16--30,17--22,18--22,19--21,21--27,21--33,23--24,24--27,26--29,27--32,28--29,28--33
0--4,0--8,0--12,1--16,1--24,1--27,2--13,2--16,2--22,3--9,3--17,3--18,4--9,4--18,5--9,5--23,5--32,6--7,6--21,6--25,7--17,7--22,8--19,8--28,10--11,10--18,10--20,11--19,11--26,12--30,12--31,13--19,13--21,14--20,14--27,14--33,15--16,15--23,15--26,17--27,20--22,21--30,23--25,24--32,24--33,25--26,28--29,28--31,29--32,29--33,30--31
0--10,0--14,0--26,1--4,1--14,1--19,2--10,2--11,2--25,3--9,3--20,3--33,4--17,4--22,5--7,5--24,5--26,6--22,6--23,6--30,7--18,7--30,8--9,8--17,8--29,9--30,10--29,11--14,11--24,12--16,12--20,12--28,13--21,13--23,13--31,15--21,15--25,15--27,16--25,16--33,17--26,18--28,18--32,19--23,19--32,20--21,22--33,24--27,27--31,28--29,31--32
0--3,0--4,0--20,1--10,1--18,1--26,2--9,2--15,2--17,3--5,3--29,4--6,4--11,5--9,5--23,6--20,6--21,7--13,7--25,7--33,8--15,8--23,8--29,9--19,10--22,10--24,11--22,11--33,12--13,12--16,12--27,13--14,14--15,14--28,16--19,16--28,17--21,17--25,18--21,18--32,19--32,20--32,22--25,23--26,24--30,24--31,26--31,27--30,27--33,28--30,29--31
0--3,0--9,0--26,1--2,1--20,1--30,2--12,2--28,3--13,3--22,4--15,4--17,4--33,5--14,5--23,5--32,6--13,6--16,6--21,7--27,7--29,7--31,8--23,8--25,8--31,9--19,9--22,10--18,10--21,10--26,11--16,11--26,11--33,12--17,12--31,13--18,14--21,14--29,15--27,15--28,16--19,17--24,18--22,19--24,20--24,20--32,23--28,25--27,25--29,30--32,30--33
0--16,0--24,0--30,1--7,1--10,1--18,2--12,2--29,2--30,3--8,3--11,3--18,4--21,4--22,4--27,5--16,5--29,5--33,6--10,6--23,6--28,7--13,7--17,8--24,8--26,9--22,9--26,9--33,10--30,11--19,11--28,12--20,12--26,13--14,13--32,14--20,14--31,15--19,15--27,15--32,16--23,17--25,17--33,18--28,19--22,20--25,21--29,21--31,23--31,24--27,25--32
0--7,0--10,0--24,1--9,1--11,1--28,2--6,2--16,2--23,3--15,3--17,3--33,4--20,4--27,4--29,5--14,5--26,5--33,6--16,6--23,7--8,7--27,8--22,8--28,9--10,9--12,10--21,11--15,11--31,12--16,12--29,13--17,13--19,13--32,14--22,14--27,15--32,17--30,18--20,18--22,18--24,19--21,19--25,20--21,23--32,24--31,25--26,25--33,26--30,28--31,29--30
0--7,0--18,0--29,1--15,1--27,1--30,2--5,2--22,2--32,3--14,3--15,3--19,4--20,4--21,4--26,5--12,5--20,6--21,6--23,6--25,7--12,7--14,8--10,8--19,8--33,9--21,9--22,9--32,10--16,10--28,11--24,11--25,11--30,12--31,13--22,13--23,13--31,14--16,15--30,16--17,17--24,17--33,18--24,18--28,19--27,20--26,23--33,25--32,26--29,27--29,28--31
0--1,0--12,0--17,1--12,1--28,2--4,2--18,2--30,3--15,3--20,3--33,4--20,4--31,5--13,5--18,5--19,6--21,6--27,6--32,7--8,7--16,7--24,8--26,8--32,9--10,9--18,9--24,10--12,10--30,11--21,11--28,11--29,13--16,13--26,14--22,14--24,14--26,15--22,15--25,16--25,17--25,17--31,19--23,19--33,20--21,22--29,23--27,23--29,27--32,28--31,30--33
0--8,0--12,0--14,1--5,1--10,1--18,2--11,2--13,2--20,3--6,3--11,3--23,4--27,4--31,4--32,5--7,5--29,6--17,6--27,7--8,7--27,8--20,9--18,9--25,9--26,10--21,10--25,11--30,12--24,12--28,13--25,13--33,14--15,14--32,15--22,15--28,16--17,16--19,16--29,17--33,18--26,19--29,19--31,20--30,21--22,21--30,22--33,23--24,23--31,24--28,26--32
0--1,0--16,0--17,1--7,1--21,2--5,2--10,2--13,3--5,3--6,3--18,4--12,4--14,4--27,5--11,6--7,6--31,7--13,8--21,8--26,8--29,9--16,9--20,9--30,10--22,10--30,11--15,11--22,12--20,12--25,13--33,14--15,14--31,15--33,16--19,17--22,17--30,18--20,18--26,19--24,19--27,21--25,23--24,23--25,23--32,24--32,26--29,27--28,28--29,28--31,32--33
0--8,0--10,0--21,1--14,1--25,1--27,2--8,2--15,2--26,3--4,3--16,3--23,4--17,4--21,5--7,5--23,5--25,6--9,6--13,6--29,7--18,7--30,8--23,9--20,9--33,10--15,10--28,11--27,11--30,11--32,12--16,12--18,12--32,13--14,13--31,14--16,15--27,17--28,17--31,18--22,19--24,19--26,19--30,20--32,20--33,21--26,22--29,22--33,24--25,24--29,28--31
0--11,0--17,0--24,1--6,1--9,1--12,2--8,2--9,2--10,3--4,3--13,3--19,4--16,4--21,5--13,5--25,5--26,6--26,6--31,7--26,7--29,7--32,8--18,8--31,9--12,10--18,10--33,11--16,11--19,12--15,13--22,14--24,14--27,14--28,15--20,15--25,16--28,17--20,17--32,18--30,19--29,20--23,21--32,21--33,22--27,22--33,23--27,23--29,24--30,25--30,28--31
0--7,0--11,0--24,1--13,1--14,1--18,2--11,2--20,2--23,3--6,3--12,3--31,4--15,4--25,4--33,5--15,5--19,5--32,6--18,6--26,7--30,7--31,8--13,8--17,8--22,9--12,9--18,9--27,10--11,10--22,10--32,12--28,13--26,14--17,14--24,15--33,16--20,16--21,16--26,17--28,19--23,19--24,20--33,21--27,21--32,22--27,23--25,25--29,28--29,29--30,30--31
0--25,0--26,0--32,1--16,1--17,1--18,2--19,2--20,2--26,3--10,3--25,3--27,4--9,4--10,4--21,5--22,5--23,5--28,6--15,6--27,6--28,7--13,7--16,7--17,8--12,8--18,8--20,9--16,9--27,10--14,11--14,11--21,11--23,12--29,12--33,13--22,13--33,14--32,15--24,15--31,17--26,18--32,19--24,19--31,20--30,21--33,22--30,23--24,25--29,28--29,30--31
0--5,0--19,0--29,1--5,1--11,1--20,2--10,2--13,2--14,3--21,3--24,3--25,4--9,4--16,4--33,5--19,6--23,6--25,6--30,7--13,7--26,7--28,8--12,8--20,8--24,9--21,9--22,10--15,10--21,11--26,11--29,12--15,12--31,13--27,14--16,14--26,15--27,16--29,17--18,17--31,17--32,18--22,18--24,19--31,20--22,23--32,23--33,25--30,27--33,28--30,28--32
0--26,0--29,0--31,1--8,1--18,1--21,2--12,2--25,2--31,3--6,3--9,3--21,4--19,4--20,4--29,5--6,5--12,5--33,6--14,7--9,7--18,7--19,8--14,8--24,9--28,10--14,10--15,10--26,11--19,11--27,11--32,12--17,13--16,13--24,13--27,15--22,15--30,16--24,16--33,17--23,17--32,18--20,20--21,22--29,22--33,23--28,23--30,25--26,25--31,27--30,28--32
0--1,0--20,0--33,1--12,1--26,2--18,2--21,2--23,3--10,3--19,3--31,4--8,4--15,4--30,5--8,5--17,5--28,6--8,6--18,6--30,7--14,7--21,7--29,9--10,9--32,9--33,10--27,11--12,11--22,11--25,12--31,13--19,13--25,13--32,14--27,14--30,15--17,15--26,16--21,16--22,16--31,17--22,18--19,20--26,20--33,23--28,23--29,24--25,24--27,24--29,28--32
0--3,0--20,0--31,1--2,1--13,1--18,2--13,2--32,3--8,3--11,4--15,4--19,4--24,5--6,5--10,5--33,6--22,6--24,7--20,7--24,7--30,8--16,8--29,9--26,9--28,9--32,10--17,10--26,11--14,11--15,12--16,12--21,12--23,13--29,14--22,14--25,15--19,16--33,17--19,17--23,18--28,18--30,20--27,21--29,21--31,22--33,23--32,25--27,25--30,26--28,27--31
0--4,0--11,0--19,1--8,1--18,1--30,2--10,2--24,2--32,3--5,3--16,3--25,4--9,4--31,5--27,5--31,6--16,6--17,6--21,7--9,7--17,7--28,8--22,8--24,9--32,10--12,10--27,11--12,11--18,12--33,13--14,13--15,13--29,14--20,14--29,15--24,15--28,16--26,17--30,18--29,19--27,19--32,20--22,20--26,21--23,21--33,22--28,23--25,23--33,25--31,26--30
0--1,0--7,0--22,1--16,1--29,2--13,2--27,2--30,3--13,3--21,3--24,4--8,4--10,4--21,5--8,5--9,5--29,6--11,6--13,6--23,7--24,7--28,8--25,9--16,9--30,10--12,10--16,11--19,11--33,12--17,12--30,14--20,14--24,14--25,15--21,15--32,15--33,17--27,17--31,18--19,18--26,18--29,19--32,20--25,20--31,22--23,22--26,23--26,27--28,28--31,32--33
0--2,0--10,0--23,1--12,1--27,1--32,2--19,2--25,3--23,3--28,3--33,4--6,4--20,4--30,5--20,5--26,5--27,6--14,6--24,7--10,7--11,7--25,8--9,8--21,8--30,9--12,9--31,10--14,11--17,11--22,12--30,13--18,13--21,13--22,14--16,15--16,15--22,15--29,16--23,17--18,17--24,18--29,19--26,19--32,20--33,21--32,24--25,26--31,27--28,28--29,31--33
0--8,0--27,0--32,1--11,1--21,1--28,2--6,2--22,2--25,3--4,3--5,3--12,4--14,4--30,5--17,5--23,6--14,6--29,7--14,7--18,7--32,8--10,8--16,9--19,9--28,9--30,10--15,10--25,11--27,11--31,12--13,12--16,13--19,13--24,15--20,15--24,16--30,17--22,17--33,18--20,18--33,19--29,20--24,21--22,21--33,23--26,23--27,25--26,26--29,28--31,31--32
0--16,0--17,0--19,1--4,1--11,1--23,2--11,2--12,2--13,3--4,3--10,3--22,4--8,5--17,5--20,5--25,6--21,6--30,6--32,7--8,7--11,7--32,8--32,9--12,9--18,9--33,10--28,10--33,12--29,13--23,13--27,14--15,14--18,14--29,15--25,15--31,16--24,16--26,17--28,18--33,19--28,19--31,20--22,20--24,21--23,21--30,22--26,24--25,26--27,27--30,29--31
0--5,0--19,0--30,1--12,1--25,1--32,2--7,2--11,2--22,3--10,3--24,3--31,4--7,4--20,4--31,5--13,5--27,6--21,6--22,6--23,7--24,8--13,8--28,8--31,9--16,9--17,9--32,10--11,10--16,11--22,12--15,12--19,13--21,14--17,14--23,14--30,15--26,15--33,16--27,17--20,18--19,18--23,18--28,20--21,24--25,25--28,26--29,26--33,27--33,29--30,29--32
