0--7,0--26,0--32,1--4,1--7,1--23,2--26,2--30,2--31,3--8,3--10,3--35,4--5,4--11,5--26,5--31,6--11,6--15,6--17,7--23,8--12,8--16,9--16,9--17,9--34,10--28,10--37,11--36,12--21,12--29,13--14,13--35,13--36,14--32,14--33,15--22,15--25,16--24,17--30,18--19,18--27,18--35,19--24,19--25,20--21,20--30,20--33,21--27,22--25,22--34,23--28,24--27,28--29,29--36,31--32,33--37,34--37
0--5,0--8,0--36,1--9,1--13,1--20,2--27,2--29,2--32,3--26,3--30,3--35,4--11,4--24,4--31,5--16,5--17,6--26,6--33,6--34,7--18,7--30,7--37,8--17,8--21,9--11,9--16,10--12,10--22,10--24,11--37,12--21,12--36,13--22,13--25,14--18,14--23,14--26,15--20,15--27,15--36,16--32,17--28,18--19,19--22,19--31,20--37,21--24,23--27,23--28,25--30,25--34,28--29,29--33,31--35,32--35,33--34
0--5,0--13,0--18,1--3,1--11,1--35,2--8,2--16,2--19,3--15,3--23,4--18,4--28,4--37,5--16,5--32,6--8,6--24,6--25,7--14,7--15,7--31,8--36,9--25,9--29,9--33,10--14,10--21,10--26,11--18,11--35,12--14,12--28,12--33,13--16,13--23,15--24,17--27,17--32,17--37,19--20,19--31,20--34,20--35,21--30,21--32,22--25,22--29,22--36,23--26,24--30,26--29,27--33,27--37,28--34,30--36,31--34
0--2,0--6,0--23,1--2,1--14,1--24,2--27,3--12,3--13,3--32,4--11,4--12,4--17,5--14,5--16,5--28,6--19,6--29,7--20,7--30,7--37,8--11,8--29,8--35,9--16,9--33,9--37,10--21,10--36,10--37,11--30,12--15,13--17,13--22,14--21,15--25,15--26,16--34,17--34,18--26,18--28,18--36,19--25,19--27,20--33,20--35,21--22,22--29,23--24,23--32,24--33,25--35,26--32,27--31,28--31,30--36,31--34
0--14,0--22,0--29,1--22,1--26,1--36,2--3,2--12,2--27,3--27,3--36,4--15,4--17,4--35,5--10,5--29,5--32,6--17,6--32,6--34,7--9,7--18,7--31,8--13,8--20,8--25,9--13,9--27,10--17,10--20,11--15,11--19,11--21,12--21,12--35,13--14,14--23,15--26,16--18,16--25,16--36,18--37,19--30,19--35,20--31,21--28,22--33,23--32,23--37,24--25,24--28,24--33,26--28,29--31,30--33,30--34,34--37
0--11,0--13,0--36,1--8,1--29,1--32,2--33,2--35,2--36,3--28,3--34,3--37,4--9,4--19,4--20,5--6,5--17,5--31,6--21,6--32,7--21,7--22,7--34,8--16,8--26,9--12,9--30,10--12,10--29,10--35,11--22,11--26,12--15,13--24,13--25,14--15,14--28,14--33,15--37,16--18,16--28,17--27,17--33,18--25,18--30,19--24,19--27,20--22,20--36,21--23,23--31,23--32,24--25,26--30,27--31,29--34,35--37
0--18,0--23,0--34,1--21,1--31,1--34,2--10,2--12,2--28,3--7,3--14,3--15,4--5,4--19,4--35,5--9,5--12,6--16,6--21,6--32,7--15,7--33,8--21,8--24,8--33,9--13,9--26,10--30,10--36,11--25,11--27,11--32,12--16,13--28,13--30,14--20,14--22,15--37,16--29,17--31,17--33,17--37,18--20,18--35,19--23,19--34,20--26,22--29,22--31,23--30,24--26,24--36,25--32,25--36,27--28,27--29,35--37
0--17,0--34,0--35,1--6,1--32,1--35,2--25,2--26,2--28,3--13,3--22,3--30,4--14,4--22,4--36,5--18,5--24,5--25,6--10,6--26,7--18,7--20,7--37,8--12,8--27,8--32,9--12,9--17,9--21,10--21,10--29,11--19,11--34,11--37,12--23,13--16,13--18,14--15,14--19,15--19,15--20,16--23,16--36,17--34,20--28,21--33,22--25,23--30,24--28,24--33,26--32,27--35,27--37,29--30,29--31,31--33,31--36
0--3,0--5,0--24,1--2,1--10,1--14,2--27,2--31,3--16,3--23,4--6,4--7,4--35,5--9,5--17,6--30,6--31,7--13,7--30,8--11,8--15,8--28,9--29,9--36,10--12,10--25,11--17,11--19,12--24,12--37,13--25,13--29,14--17,14--18,15--20,15--26,16--35,16--36,18--23,18--28,19--22,19--34,20--27,20--30,21--25,21--29,21--33,22--23,22--35,24--32,26--31,26--33,27--36,28--32,32--34,33--37,34--37
0--22,0--25,0--29,1--8,1--26,1--31,2--9,2--12,2--34,3--9,3--23,3--33,4--5,4--14,4--35,5--12,5--19,6--7,6--22,6--32,7--15,7--35,8--11,8--24,9--11,10--19,10--36,10--37,11--23,12--14,13--21,13--27,13--28,14--18,15--30,15--34,16--20,16--27,16--35,17--19,17--28,17--31,18--26,18--32,20--21,20--25,21--31,22--29,23--37,24--25,24--37,26--30,27--30,28--29,32--33,33--36,34--36
0--28,0--29,0--32,1--29,1--30,1--34,2--4,2--12,2--23,3--14,3--15,3--28,4--16,4--25,5--13,5--24,5--35,6--15,6--19,6--28,7--9,7--13,7--14,8--10,8--24,8--37,9--14,9--20,10--20,10--22,11--22,11--23,11--27,12--29,12--32,13--22,15--21,16--21,16--35,17--31,17--33,17--36,18--23,18--32,18--35,19--26,19--31,20--37,21--25,24--27,25--26,26--30,27--36,30--33,31--33,34--36,34--37
0--17,0--30,0--35,1--12,1--31,1--36,2--5,2--6,2--10,3--7,3--29,3--31,4--8,4--14,4--36,5--14,5--19,6--21,6--26,7--28,7--30,8--10,8--27,9--20,9--21,9--24,10--21,11--20,11--24,11--26,12--25,12--37,13--28,13--33,13--34,14--23,15--18,15--22,15--29,16--17,16--24,16--34,17--22,18--27,18--32,19--33,19--37,20--32,22--28,23--32,23--35,25--26,25--37,27--33,29--35,30--31,34--36
0--20,0--22,0--28,1--21,1--26,1--33,2--10,2--15,2--19,3--14,3--26,3--31,4--6,4--12,4--36,5--11,5--12,5--18,6--18,6--21,7--21,7--22,7--34,8--13,8--16,8--35,9--12,9--28,9--29,10--27,10--36,11--16,11--30,13--14,13--20,14--36,15--19,15--31,16--24,17--20,17--25,17--27,18--37,19--22,23--24,23--29,23--37,24--27,25--34,25--35,26--32,28--30,29--30,31--34,32--33,32--35,33--37
0--6,0--18,0--19,1--4,1--13,1--32,2--9,2--36,2--37,3--11,3--16,3--37,4--8,4--25,5--12,5--15,5--27,6--22,6--37,7--13,7--23,7--24,8--24,8--33,9--18,9--35,10--23,10--32,10--36,11--13,11--16,12--26,12--36,14--19,14--28,14--29,15--19,15--31,16--35,17--25,17--30,17--33,18--31,20--27,20--34,20--35,21--26,21--29,21--30,22--29,22--32,23--27,24--34,25--30,26--34,28--31,28--33
0--17,0--27,0--35,1--4,1--20,1--26,2--6,2--22,2--25,3--13,3--19,3--27,4--12,4--34,5--14,5--26,5--31,6--9,6--25,7--29,7--33,7--36,8--10,8--18,8--27,9--21,9--24,10--23,10--32,11--16,11--18,11--24,12--28,12--35,13--24,13--28,14--15,14--16,15--25,15--31,16--20,17--21,17--23,18--37,19--20,19--36,21--32,22--23,22--37,26--30,28--35,29--33,29--34,30--31,30--36,32--34,33--37
0--3,0--22,0--25,1--12,1--18,1--23,2--9,2--13,2--25,3--15,3--19,4--10,4--16,4--31,5--15,5--22,5--30,6--17,6--25,6--37,7--14,7--18,7--20,8--11,8--29,8--36,9--11,9--17,10--33,10--34,11--30,12--19,12--27,13--28,13--37,14--16,14--36,15--26,16--35,17--20,18--34,19--23,20--21,21--24,21--36,22--27,23--29,24--31,24--33,26--29,26--32,27--37,28--31,28--34,30--32,32--35,33--35
0--19,0--30,0--33,1--6,1--25,1--37,2--8,2--15,2--26,3--22,3--33,3--36,4--8,4--18,4--23,5--18,5--22,5--26,6--32,6--33,7--11,7--34,7--35,8--23,9--15,9--22,9--24,10--14,10--16,10--29,11--19,11--28,12--29,12--34,12--36,13--17,13--26,13--35,14--18,14--37,15--17,16--28,16--31,17--20,19--29,20--21,20--25,21--27,21--34,23--27,24--25,24--35,27--30,28--32,30--32,31--36,31--37
0--1,0--19,0--27,1--19,1--21,2--13,2--19,2--36,3--5,3--8,3--20,4--11,4--15,4--18,5--7,5--16,6--15,6--16,6--35,7--20,7--29,8--11,8--26,9--12,9--14,9--17,10--27,10--31,10--36,11--22,12--24,12--34,13--28,13--30,14--30,14--31,15--22,16--24,17--33,17--37,18--20,18--21,21--37,22--25,23--26,23--34,23--35,24--32,25--30,25--33,26--32,27--35,28--29,28--37,29--33,31--32,34--36
0--11,0--12,0--32,1--11,1--20,1--23,2--8,2--15,2--17,3--4,3--36,3--37,4--13,4--19,5--9,5--29,5--33,6--21,6--24,6--36,7--13,7--15,7--31,8--28,8--30,9--13,9--26,10--16,10--30,10--33,11--25,12--14,12--23,14--27,14--35,15--34,16--22,16--25,17--26,17--27,18--20,18--31,18--35,19--30,19--34,20--21,21--32,22--28,22--32,23--28,24--25,24--37,26--34,27--35,29--31,29--37,33--36
0--22,0--25,0--37,1--20,1--24,1--27,2--3,2--5,2--16,3--6,3--36,4--27,4--28,4--36,5--11,5--22,6--24,6--30,7--18,7--28,7--35,8--11,8--21,8--30,9--13,9--15,9--29,10--13,10--23,10--25,11--20,12--16,12--33,12--35,13--26,14--25,14--29,14--32,15--21,15--35,16--26,17--22,17--31,17--37,18--23,18--37,19--31,19--33,19--34,20--21,23--28,24--29,26--32,27--34,30--34,31--32,33--36
0--22,0--33,0--35,1--4,1--17,1--26,2--7,2--8,2--24,3--5,3--10,3--34,4--7,4--31,5--16,5--21,6--18,6--30,6--35,7--21,8--11,8--36,9--11,9--13,9--14,10--17,10--32,11--25,12--27,12--33,12--35,13--24,13--36,14--16,14--29,15--18,15--21,15--34,16--28,17--22,18--28,19--20,19--31,19--32,20--23,20--26,22--23,23--30,24--37,25--27,25--33,26--32,27--30,28--37,29--34,29--36,31--37
0--20,0--33,0--37,1--8,1--27,1--28,2--10,2--11,2--13,3--8,3--15,3--26,4--19,4--21,4--34,5--23,5--26,5--32,6--15,6--19,6--27,7--10,7--14,7--28,8--13,9--22,9--23,9--24,10--18,11--16,11--19,12--26,12--30,12--35,13--37,14--22,14--37,15--17,16--23,16--24,17--21,17--35,18--33,18--36,20--29,20--31,21--24,22--25,25--30,25--36,27--33,28--29,29--30,31--34,31--35,32--34,32--36
0--22,0--24,0--30,1--9,1--10,1--34,2--20,2--23,2--33,3--7,3--12,3--28,4--8,4--9,4--36,5--12,5--16,5--23,6--10,6--29,6--31,7--20,7--32,8--13,8--30,9--11,10--18,11--35,11--36,12--19,13--17,13--25,14--16,14--20,14--21,15--16,15--18,15--28,17--22,17--25,18--37,19--24,19--29,21--26,21--34,22--24,23--26,25--29,26--37,27--32,27--33,27--36,28--31,30--35,31--32,33--35,34--37
0--4,0--31,0--37,1--5,1--16,1--21,2--17,2--25,2--36,3--10,3--28,3--29,4--7,4--25,5--10,5--15,6--8,6--22,6--27,7--26,7--30,8--20,8--29,9--24,9--31,9--32,10--35,11--16,11--26,11--33,12--29,12--32,12--35,13--14,13--15,13--27,14--34,14--36,15--30,16--22,17--20,17--37,18--23,18--24,18--27,19--22,19--28,19--32,20--23,21--26,21--37,23--34,24--30,25--34,28--31,33--35,33--36
0--19,0--25,0--37,1--20,1--22,1--35,2--5,2--26,2--27,3--21,3--23,3--24,4--14,4--23,4--30,5--6,5--20,6--16,6--17,7--19,7--28,7--37,8--22,8--26,8--29,9--18,9--19,9--36,10--11,10--17,10--29,11--18,11--37,12--13,12--16,12--29,13--20,13--33,14--25,14--27,15--23,15--32,15--34,16--31,17--24,18--34,21--32,21--36,22--28,24--31,25--26,27--35,28--33,30--31,30--34,32--33,35--36
0--17,0--27,0--32,1--2,1--21,1--28,2--9,2--30,3--16,3--35,3--36,4--10,4--12,4--17,5--14,5--18,5--37,6--8,6--36,6--37,7--18,7--32,7--36,8--12,8--34,9--10,9--11,10--33,11--14,11--25,12--25,13--16,13--26,13--35,14--19,15--23,15--33,15--37,16--19,17--19,18--21,20--27,20--28,20--30,21--22,22--29,22--31,23--31,23--34,24--25,24--27,24--29,26--29,26--33,28--32,30--34,31--35
0--1,0--13,0--16,1--2,1--9,2--4,2--34,3--10,3--23,3--31,4--6,4--24,5--8,5--14,5--24,6--15,6--17,7--10,7--27,7--33,8--13,8--18,9--25,9--27,10--26,11--25,11--26,11--35,12--19,12--20,12--33,13--25,14--23,14--35,15--30,15--32,16--19,16--34,17--23,17--37,18--28,18--37,19--28,20--24,20--36,21--27,21--30,21--31,22--32,22--33,22--34,26--36,28--29,29--31,29--35,30--32,36--37
0--4,0--11,0--17,1--4,1--16,1--36,2--5,2--7,2--11,3--20,3--26,3--35,4--28,5--12,5--13,6--18,6--25,6--30,7--10,7--34,8--14,8--27,8--29,9--12,9--20,9--24,10--19,10--32,11--35,12--19,13--25,13--34,14--15,14--19,15--18,15--30,16--24,16--29,17--33,17--36,18--34,20--30,21--22,21--26,21--29,22--27,22--32,23--26,23--28,23--37,24--35,25--31,27--31,28--33,31--37,32--36,33--37
0--2,0--8,0--26,1--13,1--28,1--33,2--8,2--9,3--13,3--16,3--30,4--5,4--34,4--36,5--11,5--20,6--7,6--16,6--36,7--17,7--24,8--36,9--24,9--28,10--12,10--15,10--27,11--19,11--26,12--25,12--35,13--20,14--18,14--22,14--29,15--21,15--28,16--33,17--18,17--23,18--26,19--33,19--37,20--35,21--24,21--30,22--31,22--34,23--32,23--34,25--30,25--32,27--32,27--37,29--31,29--35,31--37
0--12,0--29,0--31,1--4,1--7,1--21,2--12,2--18,2--24,3--17,3--24,3--37,4--25,4--36,5--19,5--25,5--36,6--7,6--17,6--28,7--33,8--19,8--23,8--36,9--13,9--16,9--18,10--21,10--31,10--37,11--12,11--19,11--23,13--22,13--28,14--30,14--32,14--35,15--18,15--23,15--34,16--22,16--30,17--24,20--27,20--28,20--32,21--35,22--25,26--31,26--34,26--35,27--32,27--34,29--30,29--33,33--37
0--5,0--10,0--31,1--19,1--20,1--35,2--12,2--14,2--31,3--8,3--20,3--27,4--10,4--19,4--26,5--13,5--23,6--16,6--24,6--36,7--15,7--24,7--33,8--11,8--22,9--18,9--28,9--34,10--22,11--18,11--32,12--24,12--32,13--14,13--23,14--34,15--17,15--29,16--29,16--35,17--20,17--21,18--32,19--30,21--30,21--37,22--30,23--28,25--26,25--33,25--37,26--33,27--31,27--36,28--34,29--35,36--37
0--15,0--26,0--34,1--4,1--5,1--21,2--26,2--28,2--35,3--7,3--9,3--19,4--6,4--11,5--20,5--35,6--24,6--28,7--12,7--29,8--14,8--24,8--30,9--15,9--16,10--13,10--18,10--20,11--22,11--32,12--18,12--19,13--22,13--27,14--23,14--33,15--22,16--18,16--34,17--21,17--25,17--30,19--36,20--27,21--31,23--32,23--37,24--35,25--32,25--33,26--37,27--31,28--33,29--30,29--34,31--36,36--37
0--7,0--9,0--29,1--16,1--23,1--35,2--10,2--13,2--34,3--7,3--8,3--28,4--11,4--14,4--24,5--20,5--24,5--27,6--11,6--35,6--37,7--12,8--22,8--33,9--25,9--32,10--19,10--31,11--14,12--13,12--28,13--24,14--23,15--26,15--27,15--35,16--26,16--36,17--19,17--21,17--37,18--28,18--31,18--34,19--20,20--30,21--25,21--26,22--23,22--25,27--32,29--31,29--36,30--32,30--33,33--37,34--36
0--10,0--18,0--20,1--19,1--26,1--36,2--3,2--23,2--25,3--9,3--12,4--5,4--9,4--17,5--22,5--26,6--9,6--18,6--24,7--28,7--32,7--37,8--19,8--21,8--31,10--26,10--29,11--12,11--21,11--30,12--33,13--17,13--19,13--33,14--16,14--29,14--35,15--20,15--24,15--35,16--25,16--32,17--30,18--36,20--27,21--32,22--34,22--36,23--35,23--37,24--33,25--34,27--28,27--37,28--31,29--31,30--34
0--8,0--17,0--31,1--9,1--16,1--32,2--10,2--13,2--27,3--4,3--9,3--20,4--22,4--35,5--13,5--15,5--19,6--21,6--23,6--27,7--18,7--29,7--33,8--24,8--26,9--22,10--11,10--28,11--13,11--36,12--17,12--19,12--25,14--20,14--25,14--35,15--28,15--32,16--29,16--30,17--37,18--26,18--32,19--22,20--34,21--26,21--34,23--24,23--33,24--30,25--34,27--33,28--31,29--36,30--37,31--36,35--37
0--11,0--21,0--33,1--10,1--20,1--22,2--23,2--25,2--34,3--12,3--15,3--25,4--26,4--30,4--33,5--8,5--9,5--32,6--33,6--36,6--37,7--19,7--30,7--32,8--18,8--27,9--14,9--26,10--17,10--27,11--12,11--35,12--16,13--22,13--24,13--35,14--26,14--28,15--23,15--34,16--19,16--30,17--29,17--35,18--24,18--37,19--34,20--31,20--36,21--23,21--29,22--31,24--27,25--28,28--31,29--32,36--37
0--27,0--31,0--33,1--3,1--22,1--26,2--11,2--13,2--32,3--23,3--32,4--9,4--19,4--22,5--21,5--30,5--37,6--12,6--18,6--34,7--9,7--12,7--20,8--16,8--25,8--35,9--11,10--25,10--27,10--36,11--16,12--37,13--24,13--28,14--16,14--26,14--27,15--18,15--24,15--26,17--21,17--28,17--29,18--24,19--29,19--36,20--21,20--34,22--30,23--31,23--37,25--30,28--35,29--33,31--32,33--34,35--36
0--14,0--26,0--29,1--10,1--15,1--20,2--17,2--30,2--32,3--7,3--12,3--22,4--9,4--12,4--28,5--8,5--23,5--31,6--10,6--13,6--33,7--22,7--35,8--13,8--15,9--28,9--37,10--37,11--24,11--26,11--32,12--33,13--24,14--16,14--17,15--20,16--27,16--35,17--23,18--22,18--31,18--34,19--28,19--31,19--36,20--29,21--29,21--30,21--32,23--24,25--34,25--35,25--36,26--27,27--34,30--36,33--37
0--1,0--19,0--30,1--8,1--37,2--10,2--23,2--25,3--18,3--22,3--30,4--7,4--17,4--37,5--7,5--9,5--16,6--9,6--12,6--36,7--37,8--20,8--34,9--33,10--19,10--27,11--27,11--32,11--33,12--22,12--36,13--14,13--23,13--24,14--17,14--35,15--26,15--35,15--36,16--25,16--28,17--28,18--20,18--26,19--24,20--27,21--24,21--30,21--31,22--23,25--29,26--32,28--29,29--31,31--32,33--34,34--35
