0--9,0--18,0--27,0--28,1--15,1--24,1--29,1--32,2--16,2--17,2--18,2--26,3--5,3--10,3--13,3--19,4--6,4--10,4--12,4--31,5--20,5--28,5--32,6--17,6--23,6--31,7--24,7--25,7--32,7--33,8--12,8--15,8--30,8--33,9--20,9--22,9--30,10--19,10--21,11--15,11--23,11--25,11--29,12--21,12--25,13--14,13--26,13--32,14--19,14--21,14--26,15--29,16--20,16--27,16--33,17--19,17--23,18--20,18--29,21--25,22--23,22--26,22--33,24--28,24--30,27--28,27--31,30--31
0--2,0--7,0--26,0--29,1--6,1--9,1--14,1--27,2--12,2--17,2--21,3--7,3--8,3--9,3--30,4--5,4--21,4--25,4--32,5--11,5--16,5--19,6--13,6--18,6--28,7--20,7--24,8--13,8--18,8--33,9--20,9--24,10--20,10--22,10--28,10--33,11--13,11--30,11--32,12--24,12--25,12--30,13--16,14--16,14--21,14--23,15--17,15--19,15--31,15--33,16--22,17--29,17--33,18--23,18--25,19--27,19--31,20--32,21--26,22--28,22--31,23--29,23--32,24--28,25--27,26--27,26--30,29--31
0--3,0--7,0--27,0--32,1--6,1--22,1--29,1--32,2--3,2--16,2--27,2--31,3--4,3--19,4--7,4--12,4--21,5--13,5--14,5--18,5--19,6--13,6--20,6--29,7--13,7--30,8--12,8--25,8--27,8--33,9--11,9--17,9--23,9--31,10--12,10--13,10--21,10--30,11--17,11--24,11--30,12--14,14--19,14--23,15--16,15--18,15--26,15--33,16--24,16--27,17--24,17--28,18--22,18--28,19--29,20--23,20--25,20--31,21--26,21--28,22--30,22--32,23--29,24--26,25--26,25--33,28--31,32--33
0--5,0--17,0--22,0--33,1--8,1--14,1--16,1--27,2--6,2--10,2--16,2--19,3--12,3--23,3--24,3--30,4--21,4--24,4--26,4--32,5--9,5--11,5--18,6--10,6--27,6--30,7--8,7--19,7--25,7--33,8--14,8--25,9--21,9--24,9--32,10--15,10--29,11--16,11--20,11--22,12--18,12--27,12--31,13--14,13--22,13--30,13--32,14--29,15--20,15--31,15--32,16--28,17--19,17--21,17--26,18--25,18--26,19--26,20--23,20--28,21--31,22--29,23--28,23--33,24--29,25--33,27--30,28--31
0--5,0--10,0--12,0--16,1--3,1--21,1--26,1--31,2--9,2--15,2--28,2--30,3--6,3--7,3--28,4--6,4--18,4--31,4--33,5--12,5--19,5--23,6--8,6--25,7--15,7--20,7--30,8--14,8--22,8--29,9--10,9--17,9--18,10--18,10--20,11--13,11--17,11--19,11--24,12--22,12--28,13--15,13--26,13--29,14--15,14--23,14--30,16--17,16--24,16--33,17--32,18--25,19--23,19--27,20--21,20--33,21--24,21--27,22--25,22--33,23--27,24--31,25--27,26--29,26--30,28--32,29--32,31--32
0--4,0--9,0--10,0--14,1--5,1--13,1--25,1--33,2--15,2--16,2--18,2--29,3--7,3--8,3--17,3--33,4--18,4--21,4--31,5--13,5--16,5--24,6--13,6--23,6--25,6--26,7--13,7--17,7--22,8--9,8--24,8--33,9--12,9--29,10--15,10--19,10--20,11--14,11--15,11--17,11--28,12--18,12--30,12--32,14--20,14--31,15--32,16--21,16--33,17--26,18--27,19--27,19--28,19--30,20--27,20--31,21--22,21--28,22--26,22--30,23--24,23--29,23--32,24--25,25--30,26--31,27--29,28--32
0--4,0--18,0--19,0--23,1--2,1--25,1--26,1--32,2--4,2--22,2--31,3--13,3--17,3--20,3--31,4--11,4--28,5--28,5--29,5--31,5--33,6--9,6--12,6--14,6--15,7--8,7--16,7--26,7--27,8--14,8--16,8--30,9--12,9--16,9--30,10--18,10--22,10--24,10--27,11--18,11--19,11--22,12--17,12--28,13--18,13--31,13--32,14--21,14--29,15--23,15--30,15--33,16--17,17--19,19--26,20--21,20--24,20--26,21--25,21--27,22--25,23--24,23--32,24--33,25--33,27--29,28--30,29--32
0--16,0--19,0--22,0--23,1--4,1--6,1--9,1--19,2--7,2--20,2--22,2--33,3--18,3--19,3--25,3--30,4--8,4--18,4--27,5--10,5--13,5--16,5--26,6--9,6--26,6--30,7--18,7--24,7--28,8--10,8--13,8--30,9--11,9--20,10--11,10--20,11--19,11--28,12--23,12--25,12--27,12--29,13--14,13--24,14--17,14--25,14--32,15--16,15--21,15--23,15--30,16--28,17--28,17--31,17--33,18--29,20--32,21--23,21--26,21--27,22--24,22--31,24--29,25--32,26--27,29--31,31--33,32--33
0--5,0--9,0--13,0--21,1--7,1--16,1--25,1--30,2--13,2--14,2--20,2--25,3--10,3--24,3--27,3--32,4--8,4--21,4--23,4--27,5--19,5--20,5--26,6--7,6--17,6--20,6--23,7--21,7--24,8--19,8--26,8--30,9--12,9--13,9--33,10--29,10--31,10--33,11--14,11--16,11--18,11--26,12--19,12--28,12--32,13--24,14--17,14--23,15--17,15--22,15--23,15--30,16--18,16--32,17--31,18--22,18--32,19--29,20--22,21--28,22--29,24--28,25--27,25--33,26--28,27--31,29--30,31--33
0--5,0--7,0--14,0--28,1--23,1--26,1--30,1--32,2--5,2--16,2--18,2--19,3--7,3--15,3--27,3--29,4--24,4--27,4--30,4--33,5--6,5--22,6--10,6--13,6--15,7--9,7--31,8--9,8--16,8--25,8--33,9--16,9--31,10--20,10--25,10--30,11--15,11--22,11--28,11--32,12--18,12--19,12--31,12--32,13--14,13--18,13--20,14--25,14--33,15--16,17--21,17--26,17--29,17--31,18--26,19--23,19--24,20--21,20--23,21--23,21--32,22--26,22--27,24--25,24--29,27--28,28--29,30--33
0--2,0--3,0--19,0--22,1--10,1--12,1--16,1--30,2--6,2--21,2--29,3--7,3--14,3--25,4--6,4--9,4--16,4--25,5--8,5--11,5--18,5--20,6--19,6--23,7--8,7--27,7--28,8--29,8--33,9--16,9--22,9--28,10--11,10--28,10--32,11--12,11--13,12--19,12--23,13--15,13--26,13--31,14--15,14--18,14--30,15--24,15--32,16--20,17--18,17--20,17--28,17--33,18--24,19--26,20--21,21--25,21--29,22--30,22--31,23--25,23--32,24--30,24--33,26--27,26--31,27--31,27--33,29--32
0--14,0--23,0--29,0--32,1--8,1--21,1--27,1--28,2--13,2--20,2--27,2--30,3--11,3--13,3--19,3--30,4--6,4--16,4--26,4--27,5--9,5--16,5--23,5--31,6--7,6--11,6--12,7--9,7--10,7--18,8--16,8--23,8--24,9--20,9--24,10--25,10--32,10--33,11--12,11--32,12--20,12--26,13--21,13--33,14--15,14--22,14--23,15--26,15--29,15--31,16--27,17--19,17--24,17--30,17--33,18--22,18--28,18--29,19--25,19--31,20--30,21--26,21--31,22--25,22--32,24--28,25--29,28--33
0--8,0--18,0--19,0--32,1--6,1--7,1--18,1--29,2--10,2--12,2--21,2--31,3--10,3--28,3--29,3--32,4--5,4--13,4--15,4--23,5--6,5--26,5--29,6--16,6--33,7--17,7--21,7--26,8--16,8--25,8--26,9--12,9--18,9--23,9--33,10--24,10--29,11--14,11--15,11--28,11--33,12--13,12--24,13--14,13--27,14--17,14--20,15--20,15--22,16--22,16--31,17--23,17--30,18--19,19--24,19--30,20--21,20--25,21--22,22--31,23--26,24--27,25--32,25--33,27--28,27--32,28--30,30--31
0--22,0--23,0--25,0--27,1--2,1--13,1--28,1--32,2--8,2--23,2--31,3--9,3--14,3--23,3--24,4--8,4--16,4--23,4--28,5--6,5--12,5--15,5--21,6--9,6--21,6--24,7--15,7--19,7--27,7--30,8--30,8--32,9--11,9--22,10--13,10--18,10--22,10--29,11--16,11--19,11--32,12--17,12--25,12--26,13--20,13--30,14--17,14--21,14--31,15--19,15--31,16--20,16--28,17--25,17--33,18--22,18--26,18--29,19--29,20--21,20--33,24--26,24--30,25--31,26--29,27--32,27--33,28--33
0--11,0--16,0--31,0--32,1--5,1--14,1--19,1--32,2--5,2--8,2--16,2--19,3--8,3--17,3--24,3--25,4--12,4--20,4--22,4--30,5--9,5--19,6--11,6--14,6--18,6--23,7--9,7--25,7--26,7--30,8--10,8--27,9--29,9--33,10--22,10--26,10--33,11--26,11--29,12--13,12--18,12--21,13--17,13--19,13--23,14--29,14--32,15--20,15--22,15--31,15--33,16--25,16--31,17--30,17--31,18--25,18--26,20--21,20--28,21--24,21--27,22--28,23--24,23--32,24--30,27--28,27--33,28--29
0--5,0--12,0--21,0--22,1--2,1--12,1--32,1--33,2--8,2--19,2--23,3--4,3--8,3--15,3--19,4--10,4--29,4--31,5--24,5--27,5--30,6--16,6--18,6--20,6--31,7--12,7--13,7--17,7--28,8--9,8--33,9--16,9--21,9--27,10--11,10--13,10--23,11--16,11--18,11--22,12--30,13--24,13--31,14--21,14--22,14--24,14--33,15--17,15--18,15--25,16--32,17--23,17--29,18--28,19--20,19--26,20--21,20--22,23--25,24--26,25--29,25--32,26--27,26--33,27--30,28--29,28--32,30--31
0--1,0--3,0--12,0--33,1--2,1--17,1--18,2--4,2--9,2--18,3--26,3--28,3--30,4--5,4--6,4--14,5--19,5--28,5--33,6--15,6--20,6--27,7--10,7--14,7--28,7--31,8--9,8--22,8--29,8--31,9--16,9--20,10--17,10--19,10--24,11--16,11--23,11--30,11--32,12--21,12--31,12--32,13--15,13--16,13--20,13--33,14--27,14--32,15--25,15--26,16--18,17--27,17--29,18--25,19--24,19--30,20--26,21--25,21--29,21--33,22--24,22--26,22--29,23--24,23--25,23--32,27--30,28--31
0--1,0--6,0--7,0--9,1--3,1--8,1--15,2--23,2--25,2--29,2--33,3--4,3--18,3--32,4--7,4--14,4--33,5--14,5--19,5--21,5--25,6--24,6--27,6--31,7--26,7--30,8--12,8--16,8--17,9--19,9--26,9--27,10--22,10--23,10--30,10--31,11--17,11--20,11--23,11--28,12--17,12--21,12--30,13--20,13--25,13--28,13--29,14--18,14--33,15--22,15--26,15--27,16--20,16--29,16--32,17--28,18--22,18--30,19--29,19--31,20--32,21--24,21--32,22--24,23--27,24--26,25--33,28--31
0--4,0--5,0--17,0--22,1--3,1--21,1--22,1--28,2--3,2--9,2--10,2--28,3--6,3--25,4--7,4--11,4--23,5--9,5--18,5--19,6--8,6--15,6--30,7--12,7--18,7--24,8--10,8--14,8--31,9--20,9--33,10--23,10--27,11--16,11--17,11--22,12--17,12--27,12--29,13--18,13--21,13--25,13--31,14--19,14--28,14--32,15--17,15--30,15--32,16--18,16--26,16--31,19--20,19--23,20--22,20--33,21--27,21--29,23--29,24--25,24--26,24--32,25--30,26--29,26--31,27--30,28--33,32--33
0--15,0--20,0--26,0--32,1--2,1--15,1--29,1--31,2--12,2--16,2--32,3--13,3--19,3--24,3--31,4--10,4--15,4--17,4--22,5--6,5--10,5--13,5--21,6--22,6--25,6--29,7--9,7--18,7--25,7--27,8--16,8--18,8--24,8--33,9--18,9--28,9--33,10--23,10--28,11--14,11--19,11--20,11--27,12--14,12--28,12--30,13--17,13--27,14--22,14--29,15--19,16--24,16--33,17--21,17--29,18--26,19--30,20--23,20--28,21--25,21--31,22--27,23--26,23--30,24--26,25--31,30--32,32--33
0--3,0--5,0--8,0--16,1--14,1--23,1--26,1--30,2--11,2--15,2--17,2--33,3--9,3--19,3--23,4--9,4--13,4--24,4--28,5--7,5--12,5--14,6--19,6--20,6--25,6--33,7--8,7--15,7--28,8--16,8--20,9--21,9--26,10--17,10--18,10--24,10--28,11--12,11--14,11--27,12--25,12--32,13--23,13--27,13--30,14--29,15--17,15--31,16--18,16--20,17--18,18--19,19--22,20--24,21--22,21--26,21--31,22--32,22--33,23--27,24--29,25--32,25--33,26--30,27--32,28--29,29--31,30--31
0--5,0--8,0--13,0--19,1--6,1--9,1--17,1--25,2--10,2--11,2--18,2--21,3--13,3--25,3--28,3--33,4--15,4--22,4--31,4--33,5--22,5--24,5--33,6--10,6--15,6--33,7--13,7--20,7--26,7--31,8--17,8--27,8--32,9--11,9--22,9--32,10--26,10--30,11--28,11--29,12--18,12--20,12--30,12--31,13--14,14--20,14--26,14--27,15--21,15--24,16--17,16--18,16--23,16--26,17--27,18--28,19--21,19--29,19--30,20--23,21--29,22--29,23--27,23--32,24--25,24--30,25--32,28--31
0--10,0--13,0--21,0--22,1--5,1--14,1--27,1--28,2--4,2--7,2--26,2--31,3--17,3--26,3--29,3--32,4--10,4--24,4--29,5--12,5--13,5--27,6--16,6--24,6--26,6--30,7--8,7--11,7--19,8--12,8--18,8--25,9--10,9--12,9--19,9--20,10--15,11--18,11--28,11--32,12--21,13--16,13--23,14--15,14--19,14--31,15--22,15--25,16--23,16--32,17--19,17--21,17--33,18--21,18--27,20--22,20--25,20--30,22--31,23--25,23--33,24--26,24--30,27--29,28--30,28--33,29--32,31--33
0--9,0--17,0--25,0--29,1--14,1--16,1--22,1--28,2--6,2--8,2--11,2--21,3--17,3--26,3--32,3--33,4--9,4--10,4--15,4--30,5--13,5--14,5--19,5--27,6--19,6--20,6--25,7--11,7--23,7--31,7--33,8--18,8--22,8--32,9--16,9--32,10--13,10--19,10--27,11--12,11--16,12--13,12--32,12--33,13--21,14--17,14--26,15--24,15--25,15--27,16--24,17--27,18--22,18--31,18--33,19--30,20--24,20--26,20--28,21--23,21--29,22--31,23--24,23--31,25--30,26--29,28--29,28--30
0--15,0--18,0--26,0--33,1--12,1--18,1--23,1--26,2--10,2--18,2--24,2--25,3--4,3--14,3--24,3--30,4--8,4--20,4--32,5--13,5--19,5--28,5--31,6--10,6--20,6--26,6--32,7--8,7--16,7--17,7--19,8--27,8--28,9--16,9--17,9--21,9--31,10--27,10--32,11--21,11--23,11--25,11--30,12--22,12--25,12--30,13--15,13--31,13--33,14--17,14--21,14--25,15--21,15--22,16--18,16--27,17--29,19--23,19--26,20--24,20--32,22--28,22--33,23--33,24--29,27--30,28--29,29--31
0--2,0--5,0--16,0--22,1--3,1--8,1--10,1--13,2--5,2--7,2--31,3--23,3--27,3--28,4--6,4--9,4--17,4--30,5--28,5--33,6--18,6--23,6--30,7--19,7--21,7--25,8--11,8--29,8--32,9--14,9--15,9--30,10--20,10--27,10--32,11--19,11--26,11--29,12--17,12--24,12--25,12--29,13--15,13--16,13--18,14--16,14--19,14--22,15--25,15--31,16--21,17--27,17--32,18--19,18--28,20--22,20--23,20--33,21--24,21--26,22--31,23--31,24--26,24--33,25--30,26--32,27--28,29--33
0--6,0--19,0--27,0--29,1--3,1--8,1--11,1--28,2--9,2--13,2--19,2--23,3--25,3--27,3--30,4--6,4--9,4--10,4--15,5--10,5--28,5--31,5--33,6--8,6--18,7--17,7--20,7--24,7--30,8--20,8--24,9--10,9--29,10--26,11--16,11--22,11--26,12--13,12--15,12--25,12--26,13--24,13--31,14--15,14--17,14--32,14--33,15--33,16--18,16--19,16--29,17--19,17--26,18--21,18--22,20--23,20--27,21--23,21--31,21--32,22--28,22--32,23--30,24--31,25--28,25--29,27--30,32--33
0--2,0--13,0--19,0--23,1--4,1--14,1--20,1--22,2--22,2--24,2--29,3--24,3--28,3--30,3--33,4--11,4--14,4--23,5--13,5--16,5--17,5--20,6--16,6--24,6--27,6--28,7--11,7--18,7--19,7--27,8--14,8--20,8--26,8--31,9--10,9--12,9--13,9--23,10--21,10--27,10--33,11--21,11--30,12--18,12--25,12--29,13--30,14--22,15--19,15--25,15--32,15--33,16--24,16--28,17--18,17--20,17--25,18--21,19--28,21--22,23--26,25--32,26--29,26--31,27--32,29--31,30--32,31--33
0--3,0--5,0--17,0--25,1--10,1--18,1--19,1--28,2--5,2--14,2--22,2--30,3--10,3--15,3--16,4--12,4--17,4--20,4--24,5--32,5--33,6--13,6--14,6--21,6--27,7--8,7--15,7--23,7--25,8--12,8--17,8--31,9--11,9--12,9--31,9--33,10--19,10--22,11--15,11--31,11--32,12--27,13--18,13--24,13--32,14--20,14--24,15--28,16--18,16--22,16--28,17--30,18--26,19--20,19--21,20--29,21--26,21--29,22--23,23--30,23--33,24--31,25--26,25--33,26--29,27--28,27--32,29--30
0--3,0--4,0--12,0--19,1--8,1--11,1--14,1--23,2--5,2--10,2--30,2--32,3--10,3--14,3--27,4--7,4--20,4--28,5--24,5--26,5--31,6--24,6--25,6--26,6--31,7--25,7--28,7--29,8--13,8--14,8--16,9--12,9--18,9--24,9--28,10--11,10--15,11--17,11--21,12--23,12--33,13--25,13--31,13--32,14--30,15--21,15--25,15--29,16--20,16--30,16--32,17--18,17--24,17--29,18--21,18--27,19--20,19--30,19--31,20--22,21--26,22--28,22--32,22--33,23--26,23--27,27--33,29--33
0--7,0--28,0--29,0--32,1--3,1--15,1--17,1--25,2--3,2--4,2--8,2--9,3--22,3--31,4--6,4--21,4--26,5--14,5--19,5--28,5--30,6--21,6--25,6--27,7--9,7--17,7--20,8--11,8--29,8--30,9--24,9--25,10--19,10--23,10--25,10--32,11--14,11--18,11--21,12--18,12--21,12--24,12--33,13--16,13--26,13--27,13--30,14--27,14--33,15--16,15--19,15--22,16--19,16--33,17--20,17--24,18--22,18--32,20--27,20--31,22--26,23--28,23--31,23--33,24--32,26--29,28--31,29--30
0--1,0--19,0--31,0--32,1--2,1--26,1--28,2--4,2--9,2--29,3--12,3--18,3--27,3--30,4--17,4--26,4--27,5--14,5--21,5--28,5--30,6--8,6--9,6--11,6--12,7--9,7--11,7--31,7--32,8--13,8--17,8--23,9--33,10--13,10--16,10--25,10--28,11--18,11--32,12--22,12--29,13--21,13--27,14--15,14--20,14--22,15--20,15--24,15--31,16--19,16--24,16--30,17--23,17--32,18--20,18--33,19--23,19--30,20--29,21--24,21--25,22--25,22--29,23--31,24--33,25--27,26--28,26--33
0--3,0--16,0--24,0--26,1--6,1--8,1--12,1--21,2--11,2--14,2--30,2--32,3--17,3--25,3--26,4--7,4--20,4--22,4--31,5--15,5--23,5--32,5--33,6--15,6--21,6--24,7--15,7--32,7--33,8--17,8--19,8--29,9--10,9--13,9--30,9--33,10--13,10--20,10--22,11--22,11--23,11--31,12--16,12--18,12--19,13--24,13--25,14--18,14--28,14--32,15--18,16--22,16--28,17--20,17--25,18--21,19--27,19--29,20--26,21--29,23--27,23--30,24--28,25--27,26--27,28--31,29--33,30--31
0--11,0--15,0--24,0--25,1--11,1--12,1--13,1--25,2--10,2--15,2--30,2--32,3--8,3--14,3--20,3--29,4--8,4--9,4--19,4--25,5--9,5--21,5--24,5--30,6--7,6--12,6--21,6--23,7--10,7--27,7--28,8--14,8--33,9--22,9--27,10--17,10--31,11--15,11--28,12--21,12--29,13--18,13--22,13--26,14--27,14--33,15--16,16--17,16--20,16--28,17--27,17--30,18--19,18--26,18--30,19--20,19--22,20--25,21--26,22--32,23--31,23--32,23--33,24--26,24--33,28--29,29--31,31--32
0--7,0--18,0--22,0--29,1--12,1--13,1--17,1--21,2--5,2--10,2--26,2--29,3--20,3--23,3--26,3--33,4--9,4--20,4--25,4--26,5--6,5--22,5--30,6--15,6--16,6--17,7--13,7--14,7--17,8--10,8--18,8--22,8--30,9--11,9--14,9--25,10--30,10--33,11--19,11--21,11--28,12--13,12--14,12--27,13--21,14--27,15--24,15--28,15--31,16--20,16--27,16--32,17--29,18--20,18--23,19--24,19--25,19--33,21--23,22--28,23--24,24--31,25--33,26--32,27--29,28--32,30--31,31--32
0--5,0--6,0--8,0--23,1--2,1--19,1--25,1--26,2--4,2--20,2--30,3--5,3--10,3--25,3--26,4--12,4--16,4--19,5--18,5--21,6--18,6--24,6--33,7--12,7--20,7--22,7--27,8--20,8--22,8--24,9--11,9--14,9--20,9--32,10--21,10--32,10--33,11--17,11--29,11--32,12--18,12--27,13--19,13--26,13--29,13--31,14--16,14--30,14--31,15--17,15--21,15--24,15--29,16--29,16--33,17--18,17--33,19--28,21--27,22--23,22--28,23--25,23--28,24--31,25--28,26--30,27--30,31--32
0--2,0--18,0--27,0--31,1--6,1--15,1--18,1--32,2--9,2--20,2--23,3--5,3--6,3--10,3--19,4--11,4--13,4--16,4--18,5--14,5--20,5--27,6--30,6--33,7--12,7--14,7--25,7--29,8--15,8--21,8--27,8--33,9--10,9--15,9--30,10--23,10--29,11--16,11--19,11--21,12--24,12--25,12--32,13--18,13--26,13--29,14--16,14--23,15--26,16--23,17--25,17--26,17--31,17--33,19--21,19--24,20--28,20--30,21--22,22--25,22--28,22--30,24--28,24--31,26--32,27--29,28--31,32--33
0--1,0--5,0--7,0--30,1--2,1--4,1--15,2--11,2--26,2--27,3--22,3--24,3--27,3--32,4--14,4--23,4--27,5--22,5--23,5--31,6--12,6--16,6--18,6--24,7--9,7--16,7--29,8--18,8--24,8--27,8--33,9--12,9--13,9--33,10--14,10--18,10--23,10--25,11--13,11--28,11--29,12--28,12--30,13--20,13--32,14--16,14--24,15--16,15--21,15--31,17--19,17--21,17--23,17--26,18--33,19--20,19--29,19--32,20--28,20--30,21--26,21--29,22--25,22--28,25--31,25--33,26--30,31--32
0--1,0--7,0--16,0--17,1--3,1--27,1--28,2--8,2--21,2--28,2--31,3--4,3--29,3--30,4--7,4--14,4--30,5--6,5--18,5--25,5--31,6--20,6--21,6--30,7--9,7--19,8--9,8--12,8--28,9--12,9--31,10--13,10--20,10--22,10--33,11--18,11--21,11--27,11--32,12--15,12--33,13--22,13--29,13--32,14--16,14--23,14--30,15--16,15--27,15--29,16--26,17--18,17--22,17--33,18--20,19--23,19--24,19--26,20--29,21--33,22--32,23--24,23--25,24--25,24--31,25--26,26--27,28--32
0--13,0--18,0--28,0--30,1--3,1--9,1--20,1--24,2--8,2--12,2--13,2--20,3--15,3--30,3--31,4--11,4--14,4--15,4--32,5--8,5--23,5--26,5--33,6--8,6--9,6--14,6--25,7--12,7--27,7--30,7--32,8--33,9--14,9--22,10--19,10--21,10--23,10--31,11--17,11--26,11--28,12--13,12--21,13--16,14--16,15--19,15--28,16--22,16--33,17--21,17--23,17--29,18--24,18--25,18--31,19--20,19--28,20--24,21--32,22--24,22--33,23--29,25--26,25--29,26--29,27--30,27--31,27--32
0--1,0--10,0--13,0--25,1--7,1--9,1--16,2--6,2--14,2--15,2--26,3--5,3--11,3--21,3--28,4--12,4--13,4--18,4--19,5--20,5--21,5--24,6--11,6--19,6--32,7--18,7--24,7--30,8--10,8--11,8--24,8--25,9--22,9--25,9--29,10--17,10--33,11--27,12--18,12--21,12--23,13--23,13--31,14--17,14--24,14--31,15--16,15--20,15--26,16--17,16--32,17--28,18--30,19--23,19--29,20--21,20--33,22--26,22--27,22--28,23--33,25--29,26--31,27--29,27--33,28--32,30--31,30--32
0--10,0--27,0--29,0--32,1--12,1--13,1--29,1--33,2--8,2--24,2--26,2--30,3--5,3--14,3--15,3--22,4--7,4--15,4--16,4--22,5--16,5--20,5--25,6--17,6--24,6--26,6--29,7--11,7--13,7--26,8--20,8--21,8--28,9--17,9--18,9--20,9--28,10--16,10--21,10--31,11--17,11--27,11--32,12--30,12--31,12--32,13--28,13--33,14--18,14--19,14--30,15--18,15--33,16--21,17--19,18--33,19--22,19--23,20--29,21--25,22--24,23--24,23--30,23--31,25--27,25--31,26--28,27--32
0--12,0--16,0--17,0--28,1--8,1--11,1--16,1--24,2--5,2--21,2--24,2--33,3--9,3--13,3--25,3--29,4--11,4--16,4--22,4--27,5--16,5--23,5--30,6--14,6--17,6--20,6--27,7--12,7--19,7--26,7--27,8--10,8--14,8--32,9--15,9--27,9--33,10--23,10--24,10--33,11--26,11--29,12--13,12--14,13--22,13--25,14--20,15--18,15--19,15--21,17--29,17--31,18--28,18--30,18--32,19--30,19--31,20--22,20--28,21--25,21--32,22--31,23--28,23--29,24--30,25--31,26--32,26--33
0--10,0--14,0--24,0--32,1--15,1--16,1--31,1--32,2--3,2--7,2--17,2--29,3--8,3--11,3--33,4--11,4--21,4--26,4--28,5--6,5--16,5--22,5--33,6--13,6--17,6--31,7--8,7--18,7--29,8--9,8--32,9--10,9--13,9--23,10--19,10--20,11--25,11--26,12--13,12--22,12--23,12--27,13--20,14--18,14--19,14--28,15--26,15--28,15--31,16--23,16--33,17--21,17--30,18--20,18--24,19--28,19--30,20--32,21--22,21--30,22--26,23--24,24--25,25--29,25--30,27--29,27--31,27--33
0--4,0--19,0--21,0--25,1--17,1--24,1--25,1--27,2--11,2--12,2--13,2--27,3--5,3--6,3--7,3--32,4--5,4--30,4--31,5--7,5--16,6--21,6--26,6--30,7--19,7--27,8--10,8--11,8--22,8--23,9--14,9--16,9--23,9--28,10--15,10--18,10--21,11--12,11--24,12--13,12--33,13--18,13--20,14--17,14--19,14--30,15--17,15--30,15--32,16--22,16--32,17--26,18--26,18--33,19--29,20--21,20--23,20--25,22--26,22--29,23--28,24--29,24--31,25--27,28--31,28--33,29--31,32--33
0--2,0--12,0--23,0--27,1--13,1--28,1--30,1--33,2--13,2--17,2--29,3--15,3--20,3--25,3--31,4--5,4--10,4--11,4--26,5--14,5--23,5--30,6--7,6--10,6--19,6--24,7--11,7--28,7--31,8--9,8--18,8--20,8--21,9--22,9--23,9--31,10--12,10--17,11--21,11--23,12--29,12--30,13--19,13--22,14--20,14--26,14--28,15--16,15--22,15--28,16--25,16--29,16--32,17--21,17--22,18--19,18--26,18--29,19--32,20--21,24--26,24--27,24--30,25--27,25--33,27--32,31--33,32--33
0--4,0--9,0--23,0--27,1--3,1--14,1--25,1--29,2--4,2--18,2--26,2--28,3--7,3--12,3--18,4--28,4--31,5--6,5--8,5--19,5--22,6--24,6--26,6--31,7--11,7--21,7--23,8--10,8--30,8--31,9--11,9--25,9--29,10--15,10--19,10--28,11--20,11--27,12--17,12--30,12--33,13--14,13--22,13--32,13--33,14--16,14--26,15--16,15--19,15--30,16--18,16--33,17--21,17--22,17--32,18--32,19--23,20--21,20--24,20--33,21--29,22--23,24--25,24--30,25--27,26--28,27--31,29--32
0--8,0--19,0--27,0--28,1--3,1--11,1--13,1--18,2--6,2--9,2--24,2--25,3--9,3--10,3--33,4--7,4--14,4--20,4--33,5--6,5--22,5--23,5--25,6--15,6--20,7--19,7--24,7--32,8--11,8--13,8--28,9--17,9--28,10--12,10--21,10--30,11--17,11--29,12--17,12--20,12--27,13--16,13--31,14--23,14--27,14--32,15--18,15--23,15--32,16--27,16--31,16--33,17--22,18--24,18--26,19--21,19--26,20--25,21--22,21--29,22--30,23--31,24--30,25--33,26--28,26--29,29--30,31--32
0--5,0--13,0--17,0--23,1--8,1--9,1--24,1--26,2--14,2--15,2--20,2--30,3--10,3--20,3--21,3--32,4--12,4--20,4--21,4--32,5--13,5--16,5--22,6--7,6--15,6--17,6--26,7--10,7--13,7--31,8--18,8--26,8--29,9--17,9--21,9--33,10--22,10--24,11--12,11--18,11--27,11--28,12--25,12--33,13--19,14--25,14--31,14--33,15--16,15--18,16--22,16--30,17--24,18--32,19--22,19--28,19--29,20--32,21--29,23--25,23--27,23--29,24--26,25--30,27--28,27--30,28--31,31--33
