0--9,0--17,0--31,0--34,1--8,1--12,1--20,1--25,2--7,2--11,2--18,2--32,3--18,3--34,3--35,3--39,4--6,4--7,4--11,4--17,5--12,5--20,5--34,5--36,6--7,6--32,6--33,7--13,8--31,8--37,8--41,9--18,9--19,9--42,10--19,10--25,10--30,10--33,11--13,11--14,12--33,12--35,13--19,13--37,14--23,14--27,14--39,15--18,15--23,15--29,15--41,16--34,16--36,16--38,16--43,17--22,17--39,19--33,20--26,20--27,21--27,21--28,21--29,21--43,22--28,22--32,22--43,23--24,23--42,24--28,24--36,24--38,25--28,25--41,26--27,26--39,26--40,29--40,29--43,30--35,30--41,30--42,31--32,31--38,35--37,36--40,37--42,38--40
0--2,0--11,0--18,0--43,1--4,1--26,1--30,1--31,2--26,2--32,2--34,3--14,3--22,3--23,3--39,4--19,4--36,4--40,5--22,5--23,5--37,5--41,6--7,6--20,6--22,6--34,7--18,7--19,7--30,8--18,8--21,8--39,8--42,9--12,9--27,9--34,9--41,10--21,10--25,10--29,10--32,11--20,11--41,11--42,12--16,12--20,12--42,13--30,13--35,13--37,13--40,14--24,14--36,14--39,15--24,15--27,15--28,15--38,16--25,16--37,16--43,17--29,17--33,17--36,17--38,18--33,19--25,19--35,20--33,21--23,21--38,22--29,23--38,24--26,24--27,25--27,26--31,28--30,28--35,28--39,29--40,31--34,31--36,32--40,32--42,33--41,35--43,37--43
0--13,0--19,0--41,0--43,1--11,1--31,1--32,1--34,2--11,2--18,2--22,2--30,3--4,3--11,3--22,3--39,4--8,4--33,4--40,5--9,5--13,5--20,5--33,6--7,6--16,6--33,6--40,7--14,7--16,7--27,8--21,8--32,8--35,9--14,9--37,9--41,10--20,10--23,10--29,10--43,11--17,12--18,12--21,12--27,12--36,13--15,13--38,14--28,14--42,15--26,15--28,15--31,16--23,16--24,17--19,17--24,17--41,18--19,18--38,19--24,20--23,20--32,21--31,21--38,22--34,22--35,23--40,24--25,25--33,25--36,25--42,26--27,26--29,26--39,27--29,28--35,28--36,29--39,30--37,30--38,30--42,31--40,32--39,34--36,34--37,35--37,41--43,42--43
0--4,0--8,0--20,0--38,1--7,1--27,1--37,1--39,2--22,2--25,2--42,2--43,3--8,3--22,3--26,3--27,4--19,4--31,4--35,5--10,5--16,5--34,5--42,6--9,6--18,6--23,6--36,7--11,7--30,7--35,8--22,8--39,9--11,9--19,9--28,10--32,10--36,10--39,11--25,11--40,12--14,12--33,12--35,12--40,13--14,13--26,13--31,13--35,14--15,14--25,15--17,15--24,15--31,16--23,16--24,16--34,17--26,17--31,17--34,18--21,18--38,18--41,19--20,19--38,20--29,20--34,21--23,21--32,21--40,22--41,23--33,24--32,24--43,25--40,26--29,27--36,27--37,28--32,28--42,28--43,29--30,29--41,30--33,30--36,33--42,37--39,37--43,38--41
0--7,0--16,0--18,0--39,1--20,1--22,1--29,1--35,2--9,2--24,2--25,2--34,3--11,3--14,3--28,3--36,4--5,4--13,4--33,4--38,5--14,5--22,5--25,6--12,6--17,6--21,6--26,7--10,7--15,7--16,8--18,8--22,8--35,8--43,9--30,9--34,9--36,10--14,10--15,10--37,11--20,11--28,11--41,12--25,12--36,12--38,13--19,13--26,13--31,14--32,15--25,15--27,16--24,16--30,17--29,17--32,17--33,18--27,18--30,19--23,19--39,19--43,20--29,20--31,21--32,21--37,21--43,22--31,23--26,23--29,23--41,24--38,24--39,26--43,27--34,27--41,28--36,28--39,30--37,31--40,32--40,33--40,33--42,34--38,35--41,35--42,37--42,40--42
0--5,0--6,0--10,0--17,1--3,1--4,1--25,1--36,2--13,2--19,2--22,2--23,3--7,3--27,3--29,4--14,4--28,4--33,5--8,5--18,5--25,6--30,6--39,6--43,7--9,7--19,7--42,8--11,8--40,8--41,9--11,9--34,9--42,10--24,10--30,10--34,11--40,11--43,12--19,12--23,12--27,12--41,13--26,13--37,13--41,14--16,14--31,14--36,15--19,15--20,15--38,15--41,16--30,16--39,16--42,17--21,17--27,17--38,18--20,18--31,18--35,20--24,20--28,21--29,21--34,21--38,22--24,22--33,22--35,23--35,23--37,24--32,25--38,25--40,26--28,26--32,26--34,27--35,28--36,29--39,29--43,30--37,31--32,31--43,32--36,33--39,33--40,37--42
0--24,0--30,0--34,0--36,1--6,1--7,1--8,1--27,2--19,2--20,2--22,2--39,3--6,3--10,3--36,3--38,4--23,4--28,4--36,4--37,5--6,5--13,5--19,5--39,6--14,7--18,7--34,7--43,8--16,8--34,8--41,9--17,9--23,9--24,9--40,10--25,10--37,10--39,11--18,11--24,11--31,11--33,12--19,12--28,12--30,12--40,13--15,13--22,13--29,14--31,14--41,14--42,15--17,15--22,15--30,16--23,16--29,16--33,17--19,17--29,18--32,18--38,20--26,20--34,20--42,21--23,21--26,21--27,21--41,22--36,24--37,25--26,25--37,25--40,26--28,27--35,27--42,28--33,29--43,30--32,31--35,31--43,32--35,32--41,33--42,35--40,38--39,38--43
0--5,0--11,0--15,0--41,1--7,1--17,1--30,1--39,2--6,2--22,2--24,2--30,3--6,3--18,3--20,3--39,4--28,4--32,4--34,4--41,5--9,5--10,5--29,6--20,6--26,7--9,7--19,7--43,8--14,8--27,8--32,8--34,9--11,9--19,10--18,10--26,10--31,11--24,11--38,12--28,12--35,12--36,12--37,13--23,13--35,13--39,13--40,14--29,14--30,14--34,15--31,15--33,15--35,16--33,16--38,16--41,16--43,17--22,17--31,17--32,18--34,18--41,19--20,19--23,20--29,21--25,21--36,21--39,21--40,22--24,22--27,23--24,23--35,25--29,25--30,25--38,26--32,26--42,27--33,27--43,28--40,28--42,31--37,33--40,36--37,36--42,37--43,38--42
0--4,0--19,0--26,0--38,1--18,1--27,1--36,1--40,2--16,2--19,2--22,2--33,3--11,3--12,3--27,3--37,4--6,4--18,4--38,5--6,5--15,5--18,5--35,6--12,6--35,7--9,7--33,7--34,7--40,8--21,8--24,8--27,8--36,9--12,9--13,9--17,10--22,10--23,10--30,10--32,11--15,11--29,11--38,12--22,13--16,13--37,13--40,14--18,14--23,14--36,14--43,15--16,15--31,16--35,17--24,17--26,17--29,19--31,19--32,20--28,20--30,20--37,20--42,21--31,21--32,21--40,22--39,23--30,23--32,24--25,24--41,25--26,25--27,25--34,26--43,28--31,28--39,28--43,29--36,29--37,30--42,33--39,33--41,34--38,34--39,35--41,41--42,42--43
0--25,0--33,0--34,0--36,1--5,1--23,1--37,1--42,2--18,2--20,2--32,2--43,3--22,3--27,3--30,3--34,4--16,4--19,4--25,4--32,5--21,5--24,5--38,6--9,6--22,6--29,6--30,7--20,7--31,7--37,7--39,8--23,8--27,8--33,8--41,9--13,9--25,9--35,10--17,10--23,10--24,10--35,11--12,11--16,11--24,11--29,12--17,12--26,12--40,13--16,13--19,13--41,14--15,14--17,14--28,14--40,15--18,15--22,15--29,16--30,17--26,18--22,18--36,19--35,19--42,20--28,20--34,21--27,21--39,21--43,23--36,24--28,25--37,26--31,26--34,27--29,28--39,30--43,31--33,31--41,32--37,32--39,33--43,35--41,36--38,38--40,38--42,40--42
0--29,0--30,0--31,0--35,1--13,1--14,1--24,1--28,2--11,2--20,2--21,2--43,3--12,3--21,3--30,3--40,4--25,4--26,4--32,4--38,5--13,5--14,5--24,5--32,6--9,6--13,6--14,6--25,7--8,7--11,7--15,7--28,8--28,8--36,8--39,9--15,9--21,9--33,10--17,10--22,10--24,10--39,11--17,11--38,12--16,12--19,12--38,13--25,14--42,15--18,15--32,16--23,16--25,16--29,17--20,17--40,18--19,18--26,18--37,19--34,19--43,20--29,20--34,21--40,22--23,22--30,22--33,23--26,23--27,24--39,26--42,27--32,27--37,27--42,28--35,29--41,30--41,31--33,31--35,31--36,33--43,34--39,34--42,35--40,36--37,36--43,37--41,38--41
0--1,0--14,0--30,0--41,1--6,1--11,1--13,2--3,2--27,2--35,2--37,3--12,3--17,3--35,4--16,4--29,4--32,4--35,5--7,5--9,5--18,5--23,6--28,6--32,6--42,7--11,7--19,7--24,8--18,8--30,8--31,8--38,9--27,9--31,9--42,10--18,10--40,10--41,10--43,11--15,11--42,12--21,12--38,12--43,13--27,13--30,13--34,14--25,14--33,14--37,15--21,15--36,15--39,16--21,16--37,16--40,17--28,17--30,17--34,18--32,19--20,19--33,19--43,20--23,20--34,20--41,21--26,22--28,22--36,22--37,22--40,23--26,23--34,24--29,24--38,24--41,25--29,25--33,25--36,26--29,26--31,27--39,28--40,31--43,32--39,33--35,36--38,39--42
0--7,0--17,0--22,0--33,1--21,1--26,1--31,1--36,2--9,2--12,2--21,2--27,3--13,3--16,3--33,3--39,4--8,4--12,4--27,4--34,5--17,5--18,5--23,5--34,6--9,6--22,6--36,6--39,7--24,7--32,7--42,8--13,8--25,8--40,9--27,9--28,10--13,10--19,10--25,10--39,11--18,11--28,11--29,11--40,12--16,12--34,13--43,14--18,14--33,14--39,14--41,15--26,15--30,15--32,15--38,16--20,16--33,17--19,17--30,18--37,19--38,19--40,20--23,20--29,20--38,21--31,21--32,22--37,22--42,23--36,23--37,24--28,24--34,24--41,25--27,25--32,26--30,26--38,28--29,29--35,30--41,31--35,31--37,35--42,35--43,36--43,40--43,41--42
0--10,0--31,0--39,0--42,1--11,1--21,1--35,1--39,2--14,2--21,2--25,2--27,3--4,3--6,3--8,3--14,4--10,4--15,4--43,5--13,5--14,5--19,5--24,6--8,6--9,6--40,7--20,7--21,7--26,7--29,8--21,8--39,9--36,9--40,9--41,10--29,10--42,11--23,11--34,11--39,12--20,12--24,12--31,12--42,13--19,13--37,13--40,14--22,15--19,15--28,15--37,16--17,16--20,16--32,16--34,17--18,17--27,17--38,18--20,18--29,18--36,19--27,22--28,22--32,22--42,23--24,23--29,23--30,24--37,25--30,25--32,25--35,26--32,26--33,26--38,27--31,28--33,28--37,30--31,30--43,33--41,33--43,34--36,34--38,35--40,35--43,36--41,38--41
0--12,0--25,0--31,0--41,1--9,1--13,1--21,1--34,2--14,2--18,2--19,2--33,3--14,3--30,3--36,3--38,4--8,4--19,4--27,4--40,5--9,5--19,5--25,5--31,6--9,6--11,6--20,6--37,7--9,7--10,7--22,7--43,8--21,8--30,8--41,10--16,10--19,10--27,11--13,11--32,11--33,12--15,12--20,12--39,13--23,13--36,14--15,14--24,15--22,15--38,16--22,16--30,16--41,17--27,17--36,17--42,17--43,18--21,18--25,18--39,20--34,20--39,21--24,22--28,23--35,23--40,23--41,24--26,24--40,25--33,26--28,26--29,26--33,27--37,28--35,28--43,29--32,29--34,29--36,30--37,31--32,31--39,32--42,34--35,35--40,37--38,38--42,42--43
0--14,0--19,0--30,0--35,1--15,1--20,1--22,1--42,2--25,2--26,2--31,2--41,3--4,3--6,3--9,3--13,4--23,4--34,4--43,5--14,5--16,5--26,5--28,6--33,6--38,6--40,7--12,7--15,7--17,7--39,8--11,8--15,8--24,8--25,9--22,9--30,9--32,10--12,10--37,10--39,10--43,11--16,11--38,11--43,12--16,12--17,13--17,13--34,13--40,14--29,14--31,15--38,16--36,17--23,18--20,18--25,18--29,18--38,19--29,19--37,19--41,20--32,20--39,21--27,21--31,21--41,21--42,22--26,22--33,23--24,23--37,24--25,24--39,26--28,27--28,27--30,27--33,28--32,29--41,30--40,31--33,32--36,34--42,34--43,35--36,35--37,35--40,36--42
0--12,0--13,0--16,0--29,1--9,1--23,1--31,1--36,2--6,2--17,2--27,2--35,3--18,3--33,3--35,3--43,4--14,4--36,4--40,4--42,5--8,5--15,5--20,5--25,6--15,6--25,6--32,7--16,7--17,7--23,7--26,8--19,8--26,8--42,9--22,9--25,9--37,10--25,10--27,10--28,10--41,11--31,11--33,11--34,11--38,12--13,12--15,12--30,13--26,13--35,14--20,14--30,14--42,15--24,16--24,16--38,17--27,17--43,18--19,18--24,18--39,19--30,19--38,20--29,20--33,21--22,21--27,21--30,21--39,22--34,22--41,23--33,23--40,24--26,28--31,28--34,28--35,29--40,29--43,31--39,32--36,32--39,32--40,34--43,36--37,37--38,37--41,41--42
0--16,0--22,0--27,0--38,1--31,1--34,1--35,1--40,2--13,2--17,2--27,2--34,3--4,3--12,3--24,3--40,4--11,4--20,4--35,5--9,5--29,5--30,5--39,6--10,6--26,6--28,6--32,7--20,7--23,7--28,7--34,8--18,8--36,8--37,8--38,9--17,9--18,9--22,10--19,10--20,10--41,11--16,11--24,11--42,12--13,12--15,12--28,13--27,13--39,14--17,14--23,14--33,14--42,15--26,15--39,15--42,16--31,16--35,17--21,18--29,18--38,19--28,19--38,19--40,20--22,21--37,21--39,21--43,22--30,23--36,23--43,24--29,24--33,25--26,25--31,25--36,25--41,26--42,27--32,29--31,30--41,30--43,32--37,32--40,33--34,33--41,35--36,37--43
0--6,0--13,0--20,0--25,1--4,1--27,1--31,1--35,2--7,2--20,2--29,2--32,3--12,3--16,3--37,3--43,4--6,4--33,4--36,5--10,5--21,5--26,5--38,6--13,6--21,7--24,7--30,7--32,8--14,8--19,8--22,8--42,9--17,9--19,9--21,9--43,10--14,10--15,10--16,11--18,11--29,11--36,11--37,12--25,12--28,12--34,13--28,13--38,14--17,14--41,15--24,15--31,15--42,16--19,16--33,17--27,17--39,18--29,18--39,18--41,19--22,20--38,20--40,21--43,22--23,22--40,23--26,23--34,23--39,24--30,24--35,25--27,25--36,26--30,26--31,27--42,28--33,28--35,29--36,30--37,31--40,32--35,32--37,33--34,34--41,38--39,40--42,41--43
0--2,0--13,0--19,0--21,1--11,1--17,1--27,1--35,2--11,2--32,2--33,3--12,3--19,3--29,3--31,4--6,4--28,4--34,4--41,5--6,5--23,5--38,5--40,6--8,6--26,7--17,7--18,7--26,7--42,8--15,8--19,8--24,9--11,9--28,9--38,9--39,10--21,10--22,10--29,10--43,11--38,12--17,12--39,12--40,13--25,13--30,13--32,14--23,14--27,14--31,14--43,15--18,15--24,15--34,16--23,16--24,16--25,16--28,17--36,18--30,18--32,19--36,20--31,20--35,20--36,20--39,21--28,21--35,22--30,22--37,22--41,23--41,24--33,25--27,25--39,26--29,26--33,27--37,29--37,30--41,31--42,32--37,33--34,34--40,35--43,36--38,40--42,42--43
0--2,0--7,0--12,0--28,1--3,1--6,1--12,1--29,2--23,2--36,2--38,3--22,3--31,3--35,4--14,4--24,4--30,4--43,5--6,5--11,5--20,5--29,6--9,6--30,7--25,7--41,7--42,8--15,8--23,8--34,8--41,9--19,9--32,9--42,10--11,10--13,10--25,10--33,11--15,11--29,12--18,12--30,13--32,13--35,13--41,14--22,14--40,14--43,15--19,15--28,16--23,16--26,16--29,16--33,17--26,17--35,17--40,17--42,18--27,18--32,18--42,19--21,19--30,20--27,20--37,20--39,21--24,21--34,21--39,22--33,22--35,23--26,24--25,24--39,25--38,26--33,27--31,27--37,28--32,28--36,31--40,31--41,34--37,34--39,36--38,36--43,37--40,38--43
0--1,0--2,0--11,0--12,1--2,1--13,1--38,2--5,2--25,3--11,3--28,3--41,3--43,4--9,4--18,4--30,4--33,5--31,5--34,5--43,6--23,6--24,6--26,6--32,7--9,7--16,7--20,7--41,8--10,8--18,8--32,8--35,9--35,9--36,10--27,10--39,10--43,11--37,11--42,12--18,12--30,12--37,13--21,13--31,13--40,14--15,14--17,14--33,14--36,15--16,15--30,15--38,16--17,16--30,17--19,17--34,18--29,19--32,19--33,19--40,20--27,20--29,20--38,21--22,21--24,21--29,22--32,22--35,22--42,23--28,23--29,23--37,24--40,24--43,25--26,25--28,25--42,26--34,26--39,27--28,27--39,31--33,31--36,34--35,36--42,37--40,38--41,39--41
0--1,0--12,0--13,0--18,1--8,1--23,1--27,2--12,2--20,2--21,2--31,3--9,3--22,3--28,3--36,4--15,4--31,4--34,4--36,5--7,5--24,5--38,5--42,6--19,6--33,6--37,6--41,7--30,7--31,7--37,8--21,8--38,8--39,9--14,9--21,9--41,10--20,10--21,10--22,10--29,11--17,11--24,11--35,11--40,12--22,12--24,13--17,13--37,13--42,14--31,14--38,14--42,15--20,15--23,15--43,16--18,16--19,16--27,16--39,17--38,17--39,18--26,18--37,19--30,19--32,20--28,22--33,23--32,23--33,24--43,25--28,25--30,25--36,25--40,26--29,26--33,26--39,27--28,27--34,29--40,29--43,30--35,32--40,32--43,34--35,34--42,35--41,36--41
0--6,0--25,0--33,0--41,1--12,1--21,1--30,1--41,2--9,2--17,2--22,2--34,3--14,3--17,3--24,3--27,4--24,4--27,4--33,4--38,5--14,5--16,5--40,5--41,6--7,6--11,6--35,7--18,7--20,7--30,8--9,8--15,8--18,8--35,9--29,9--42,10--17,10--18,10--35,10--43,11--24,11--26,11--27,12--31,12--37,12--39,13--22,13--23,13--36,13--37,14--28,14--29,15--25,15--26,15--40,16--20,16--34,16--39,17--40,18--34,19--26,19--31,19--32,19--38,20--27,20--42,21--24,21--34,21--41,22--29,22--33,23--26,23--31,23--43,25--28,25--42,28--29,28--32,30--33,30--37,31--43,32--35,32--38,36--38,36--39,36--40,37--39,42--43
0--21,0--33,0--37,0--41,1--6,1--12,1--25,1--40,2--12,2--19,2--29,2--31,3--14,3--28,3--29,3--42,4--13,4--18,4--31,4--33,5--8,5--10,5--15,5--29,6--7,6--25,6--26,7--21,7--27,7--36,8--22,8--29,8--32,9--11,9--14,9--25,9--35,10--17,10--18,10--43,11--13,11--16,11--34,12--15,12--35,13--16,13--23,14--16,14--38,15--22,15--38,16--22,17--20,17--39,17--43,18--19,18--40,19--28,19--43,20--35,20--38,20--42,21--26,21--34,22--26,23--25,23--32,23--39,24--30,24--35,24--37,24--43,26--32,27--30,27--34,27--37,28--31,28--42,30--37,30--41,31--41,32--40,33--36,33--41,34--39,36--39,36--42,38--40
0--1,0--16,0--21,0--29,1--9,1--24,1--33,2--4,2--7,2--10,2--28,3--9,3--33,3--35,3--37,4--5,4--32,4--41,5--26,5--30,5--31,6--18,6--33,6--37,6--43,7--20,7--22,7--38,8--21,8--22,8--39,8--41,9--22,9--29,10--11,10--18,10--30,11--12,11--32,11--39,12--16,12--28,12--40,13--19,13--28,13--35,13--37,14--19,14--23,14--24,14--26,15--27,15--31,15--35,15--40,16--24,16--27,17--25,17--29,17--32,17--36,18--24,18--31,19--25,19--39,20--33,20--37,20--41,21--34,21--40,22--42,23--30,23--36,23--43,25--27,25--28,26--34,26--41,27--38,29--35,30--42,31--32,34--42,34--43,36--38,36--42,38--39,40--43
0--8,0--15,0--19,0--34,1--10,1--15,1--18,1--29,2--3,2--21,2--23,2--43,3--25,3--38,3--40,4--5,4--11,4--17,4--21,5--26,5--31,5--36,6--8,6--16,6--20,6--25,7--12,7--21,7--29,7--41,8--18,8--38,9--11,9--20,9--22,9--34,10--13,10--17,10--42,11--31,11--32,12--14,12--19,12--40,13--15,13--22,13--39,14--27,14--37,14--43,15--33,16--28,16--34,16--40,17--40,17--41,18--22,18--43,19--26,19--39,20--30,20--31,21--30,22--23,23--28,23--42,24--26,24--33,24--37,24--41,25--37,25--41,26--35,27--28,27--35,27--43,28--34,29--33,29--35,30--36,30--42,31--38,32--33,32--36,32--38,35--39,36--39,37--42
0--9,0--26,0--30,0--38,1--4,1--6,1--18,1--24,2--7,2--9,2--11,2--21,3--11,3--14,3--20,3--40,4--12,4--16,4--26,5--15,5--17,5--34,5--35,6--17,6--30,6--39,7--9,7--29,7--34,8--21,8--23,8--31,8--40,9--11,10--11,10--31,10--34,10--35,12--13,12--15,12--39,13--15,13--25,13--42,14--36,14--38,14--43,15--21,16--20,16--29,16--39,17--26,17--32,18--28,18--29,18--37,19--27,19--28,19--32,19--40,20--27,20--30,21--42,22--29,22--30,22--33,22--41,23--32,23--42,23--43,24--28,24--31,24--38,25--31,25--36,25--41,26--35,27--32,27--37,28--43,33--34,33--36,33--37,35--43,36--41,37--38,39--41,40--42
0--5,0--12,0--34,0--36,1--5,1--14,1--17,1--30,2--8,2--21,2--37,2--43,3--10,3--21,3--23,3--41,4--23,4--28,4--36,4--37,5--35,5--37,6--12,6--31,6--35,6--38,7--14,7--25,7--34,7--42,8--14,8--20,8--22,9--24,9--28,9--32,9--39,10--11,10--26,10--29,11--13,11--41,11--42,12--30,12--42,13--17,13--20,13--40,14--38,15--19,15--20,15--26,15--35,16--17,16--25,16--35,16--41,17--33,18--26,18--30,18--33,18--42,19--27,19--32,19--38,20--34,21--24,21--29,22--27,22--34,22--43,23--27,23--40,24--30,24--33,25--37,25--43,26--36,27--39,28--29,28--31,29--38,31--39,31--40,32--39,32--41,33--36,40--43
0--9,0--10,0--27,0--35,1--7,1--23,1--33,1--37,2--4,2--5,2--17,2--43,3--7,3--8,3--19,3--32,4--6,4--22,4--39,5--28,5--32,5--42,6--11,6--18,6--37,7--20,7--41,8--10,8--29,8--40,9--16,9--27,9--41,10--25,10--40,11--26,11--31,11--35,12--13,12--21,12--27,12--41,13--15,13--38,13--43,14--15,14--20,14--24,14--42,15--23,15--39,16--31,16--36,16--38,17--25,17--29,17--36,18--21,18--39,18--40,19--28,19--29,19--31,20--22,20--29,21--40,21--42,22--34,22--36,23--30,23--34,24--33,24--35,24--38,25--26,25--32,26--27,26--37,28--30,28--31,30--34,30--39,32--43,33--35,33--43,34--37,36--41,38--42
0--15,0--19,0--24,0--42,1--19,1--30,1--37,1--42,2--23,2--28,2--34,2--43,3--6,3--29,3--32,3--41,4--7,4--8,4--20,4--43,5--8,5--10,5--38,5--42,6--14,6--22,6--41,7--19,7--26,7--43,8--10,8--38,9--12,9--27,9--29,9--30,10--23,10--39,11--16,11--17,11--26,11--35,12--13,12--27,12--33,13--14,13--21,13--32,14--31,14--41,15--17,15--27,15--32,16--20,16--22,16--37,17--36,17--37,18--21,18--22,18--38,18--40,19--29,20--24,20--30,21--27,21--28,22--34,23--26,23--36,24--32,24--33,25--31,25--35,25--36,25--39,26--39,28--34,28--40,29--40,30--31,31--35,33--36,33--41,34--38,35--43,37--40,39--42
0--3,0--7,0--11,0--24,1--4,1--11,1--40,1--41,2--4,2--6,2--9,2--28,3--23,3--33,3--36,4--8,4--20,5--22,5--28,5--30,5--35,6--14,6--20,6--39,7--15,7--22,7--33,8--14,8--32,8--38,9--11,9--21,9--43,10--13,10--18,10--30,10--43,11--17,12--13,12--23,12--26,12--27,13--27,13--29,14--36,14--37,15--28,15--30,15--33,16--25,16--32,16--34,16--39,17--25,17--31,17--33,18--20,18--32,18--43,19--22,19--36,19--39,19--43,20--31,21--25,21--27,21--35,22--37,23--24,23--42,24--26,24--31,25--39,26--34,26--40,27--40,28--32,29--34,29--35,29--41,30--35,31--38,34--37,36--41,37--38,38--42,40--42,41--42
0--10,0--17,0--27,0--38,1--16,1--18,1--30,1--40,2--3,2--8,2--21,2--39,3--15,3--28,3--42,4--22,4--27,4--29,4--43,5--7,5--13,5--24,5--41,6--25,6--27,6--34,6--39,7--14,7--25,7--43,8--13,8--34,8--35,9--17,9--24,9--35,9--40,10--18,10--26,10--43,11--12,11--16,11--19,11--37,12--13,12--15,12--38,13--31,14--28,14--36,14--42,15--36,15--42,16--31,16--32,17--20,17--27,18--32,18--41,19--23,19--24,19--26,20--32,20--40,20--42,21--33,21--37,21--38,22--25,22--29,22--33,23--28,23--34,23--43,24--29,25--30,26--32,26--35,28--36,29--31,30--37,30--38,31--33,33--41,34--41,35--39,36--40,37--39
0--2,0--18,0--30,0--37,1--11,1--20,1--23,1--43,2--5,2--36,2--39,3--4,3--5,3--12,3--18,4--9,4--19,4--33,5--31,5--40,6--22,6--23,6--34,6--37,7--8,7--25,7--36,7--41,8--18,8--30,8--40,9--15,9--17,9--25,10--21,10--31,10--40,10--43,11--15,11--16,11--42,12--19,12--32,12--34,13--18,13--27,13--28,13--29,14--30,14--36,14--38,14--39,15--17,15--38,16--33,16--34,16--35,17--30,17--33,19--24,19--40,20--26,20--32,20--36,21--22,21--23,21--27,22--24,22--38,23--41,24--32,24--42,25--28,25--35,26--39,26--42,26--43,27--28,27--31,28--29,29--37,29--43,31--35,32--37,33--35,34--42,38--41,39--41
0--1,0--13,0--20,0--26,1--23,1--34,1--38,2--3,2--9,2--15,2--38,3--4,3--22,3--24,4--22,4--32,4--38,5--23,5--25,5--30,5--39,6--7,6--10,6--12,6--29,7--18,7--20,7--41,8--11,8--20,8--29,8--43,9--15,9--22,9--24,10--31,10--36,10--39,11--12,11--21,11--39,12--24,12--33,13--30,13--42,13--43,14--19,14--30,14--37,14--40,15--19,15--25,16--17,16--18,16--20,16--23,17--21,17--39,17--42,18--25,18--28,19--40,19--43,21--31,21--42,22--27,23--28,24--40,25--33,26--27,26--32,26--36,27--34,27--41,28--30,28--31,29--37,29--43,31--32,32--35,33--35,33--42,34--37,34--41,35--36,35--41,36--38,37--40
0--4,0--6,0--25,0--38,1--7,1--12,1--14,1--27,2--18,2--22,2--29,2--40,3--17,3--20,3--30,3--42,4--9,4--19,4--31,5--7,5--21,5--33,5--43,6--17,6--23,6--38,7--15,7--41,8--12,8--19,8--25,8--33,9--14,9--29,9--38,10--28,10--30,10--39,10--42,11--13,11--25,11--36,11--41,12--16,12--42,13--20,13--24,13--28,14--35,14--37,15--16,15--17,15--43,16--37,16--38,17--34,18--26,18--32,18--36,19--29,19--40,20--21,20--35,21--22,21--24,22--27,22--40,23--24,23--33,23--41,24--32,25--39,26--28,26--31,26--34,27--28,27--43,29--32,30--34,30--41,31--35,31--36,32--36,33--34,35--40,37--39,37--43,39--42
0--11,0--26,0--29,0--34,1--11,1--12,1--27,1--39,2--8,2--30,2--33,2--39,3--7,3--10,3--24,3--35,4--9,4--14,4--37,4--43,5--16,5--23,5--25,5--41,6--19,6--23,6--36,6--37,7--8,7--20,7--26,8--17,8--35,9--29,9--41,9--42,10--24,10--27,10--34,11--19,11--30,12--16,12--21,12--23,13--19,13--21,13--22,13--40,14--28,14--35,14--36,15--22,15--29,15--37,15--43,16--18,16--38,17--25,17--32,17--38,18--20,18--31,18--33,19--25,20--23,20--42,21--28,21--31,22--28,22--38,24--25,24--40,26--29,26--32,27--31,27--40,28--31,30--33,30--34,32--40,32--42,33--41,34--42,35--39,36--37,36--38,39--43,41--43
0--6,0--24,0--37,0--39,1--14,1--17,1--24,1--30,2--12,2--36,2--42,2--43,3--4,3--19,3--21,3--26,4--10,4--27,4--28,5--10,5--33,5--34,5--38,6--21,6--40,6--41,7--8,7--12,7--26,7--29,8--10,8--30,8--32,9--16,9--18,9--29,9--35,10--28,11--17,11--18,11--20,11--34,12--21,12--31,13--14,13--20,13--25,13--30,14--22,14--32,15--17,15--22,15--34,15--43,16--20,16--31,16--38,17--32,18--22,18--41,19--24,19--29,19--37,20--39,21--36,22--23,23--25,23--32,23--43,24--41,25--33,25--35,26--36,26--42,27--33,27--34,27--40,28--35,28--36,29--40,30--38,31--37,31--39,33--42,35--43,37--41,38--39,40--42
0--14,0--16,0--26,0--27,1--2,1--17,1--20,1--25,2--8,2--12,2--19,3--22,3--28,3--35,3--41,4--9,4--12,4--19,4--43,5--16,5--18,5--21,5--29,6--9,6--18,6--20,6--36,7--26,7--33,7--34,7--43,8--30,8--37,8--39,9--35,9--38,10--18,10--19,10--34,10--40,11--16,11--27,11--33,11--38,12--15,12--34,13--19,13--20,13--37,13--40,14--24,14--38,14--39,15--16,15--35,15--41,17--23,17--32,17--35,18--31,20--26,21--28,21--41,21--42,22--29,22--39,22--40,23--30,23--36,23--42,24--26,24--32,24--36,25--33,25--34,25--43,27--29,27--30,28--37,28--41,29--30,31--32,31--40,31--42,32--42,33--43,36--38,37--39
