0--8,0--12,0--14,0--33,1--3,1--4,1--36,1--41,2--4,2--7,2--28,2--45,3--10,3--15,3--24,4--27,4--41,5--9,5--30,5--33,5--37,6--19,6--25,6--35,6--43,7--23,7--25,7--31,8--14,8--30,8--40,9--11,9--22,9--40,10--13,10--26,10--31,11--19,11--21,11--27,12--20,12--23,12--28,13--21,13--34,13--42,14--28,14--35,15--17,15--18,15--21,16--20,16--22,16--32,16--36,17--26,17--38,17--39,18--22,18--31,18--40,19--29,19--34,20--23,20--38,21--29,22--35,23--44,24--32,24--39,24--43,25--40,25--43,26--34,26--44,27--36,27--44,28--43,29--30,29--39,30--41,31--37,32--34,32--42,33--39,33--45,35--45,36--37,37--42,38--44,38--45,41--42
0--5,0--13,0--26,0--38,1--6,1--9,1--23,1--39,2--8,2--11,2--33,2--44,3--21,3--27,3--29,3--31,4--22,4--23,4--40,4--43,5--13,5--37,5--38,6--17,6--27,6--43,7--9,7--11,7--14,7--39,8--15,8--33,8--44,9--22,9--33,10--20,10--25,10--41,10--44,11--21,11--24,12--27,12--32,12--36,12--45,13--20,13--41,14--28,14--29,14--40,15--25,15--31,15--45,16--17,16--29,16--32,16--36,17--21,17--32,18--23,18--34,18--41,18--42,19--21,19--35,19--42,19--45,20--36,20--44,22--34,22--37,23--40,24--26,24--38,24--39,25--35,25--42,26--32,26--36,27--35,28--33,28--42,28--45,29--31,30--34,30--37,30--38,30--43,31--39,34--41,35--43,37--40
0--3,0--23,0--30,0--35,1--10,1--12,1--13,1--23,2--15,2--20,2--24,2--26,3--21,3--40,3--42,4--9,4--26,4--32,4--34,5--25,5--34,5--36,5--39,6--14,6--28,6--31,6--45,7--14,7--24,7--29,7--35,8--11,8--15,8--33,8--43,9--37,9--38,9--43,10--18,10--21,10--22,11--20,11--39,11--45,12--22,12--27,12--32,13--20,13--44,13--45,14--17,14--40,15--27,15--30,16--19,16--33,16--40,16--45,17--19,17--29,17--44,18--21,18--25,18--41,19--29,19--36,20--35,21--43,22--31,22--42,23--25,23--30,24--33,24--42,25--33,26--37,26--38,27--32,27--36,28--31,28--34,28--44,29--31,30--41,32--34,35--39,36--43,37--38,37--40,38--44,39--41,41--42
0--6,0--8,0--23,0--29,1--15,1--20,1--25,1--41,2--14,2--16,2--21,2--45,3--15,3--34,3--36,3--39,4--10,4--11,4--22,4--42,5--14,5--26,5--31,5--39,6--18,6--24,6--26,7--31,7--35,7--37,7--42,8--32,8--34,8--42,9--12,9--15,9--31,9--41,10--16,10--30,10--41,11--17,11--19,11--34,12--17,12--28,12--37,13--14,13--23,13--27,13--28,14--45,15--19,16--24,16--38,17--26,17--36,18--27,18--34,18--44,19--20,19--33,20--22,20--45,21--22,21--25,21--44,22--39,23--33,23--37,24--26,24--32,25--37,25--44,27--38,27--43,28--36,28--43,29--33,29--40,29--41,30--38,30--40,30--44,31--38,32--35,32--43,33--39,35--42,35--45,36--40,40--43
0--6,0--14,0--19,0--27,1--12,1--23,1--24,1--37,2--8,2--9,2--21,2--39,3--28,3--30,3--34,3--43,4--5,4--22,4--30,4--36,5--13,5--27,5--30,6--10,6--24,6--41,7--12,7--16,7--18,7--24,8--12,8--42,8--44,9--10,9--34,9--36,10--33,10--40,11--14,11--23,11--42,11--43,12--20,13--17,13--22,13--45,14--20,14--43,15--25,15--28,15--31,15--39,16--17,16--26,16--40,17--23,17--33,18--24,18--34,18--42,19--29,19--38,19--40,20--28,20--33,21--30,21--32,21--35,22--41,22--45,23--35,25--37,25--39,25--45,26--27,26--35,26--38,27--31,28--38,29--31,29--41,29--43,31--44,32--37,32--38,32--44,33--45,34--42,35--39,36--40,36--44,37--41
0--24,0--26,0--28,0--44,1--9,1--10,1--25,1--41,2--28,2--34,2--35,2--43,3--19,3--33,3--43,3--45,4--18,4--25,4--29,4--34,5--17,5--19,5--29,5--40,6--16,6--17,6--20,6--39,7--11,7--16,7--23,7--24,8--20,8--26,8--30,8--42,9--22,9--29,9--41,10--30,10--34,10--40,11--13,11--14,11--31,12--14,12--25,12--40,12--42,13--26,13--30,13--36,14--15,14--38,15--27,15--32,15--35,16--36,16--41,17--34,17--38,18--19,18--21,18--22,19--28,20--37,20--45,21--30,21--33,21--37,22--24,22--43,23--38,23--42,23--44,24--39,25--45,26--36,27--31,27--33,27--38,28--32,29--44,31--37,31--43,32--33,32--37,35--36,35--39,39--40,41--42,44--45
0--21,0--36,0--37,0--43,1--6,1--19,1--28,1--31,2--3,2--8,2--10,2--15,3--20,3--25,3--45,4--20,4--27,4--30,4--40,5--12,5--15,5--22,5--45,6--9,6--12,6--17,7--17,7--26,7--36,7--37,8--30,8--32,8--38,9--26,9--34,9--41,10--29,10--33,10--40,11--15,11--22,11--39,11--43,12--37,12--40,13--23,13--26,13--32,13--39,14--24,14--27,14--41,14--43,15--18,16--30,16--31,16--32,16--41,17--23,17--42,18--19,18--31,18--33,19--28,19--34,20--21,20--39,21--22,21--29,22--27,23--24,23--39,24--25,24--33,25--29,25--35,26--44,27--35,28--30,28--44,29--43,31--37,32--38,33--36,34--36,34--38,35--41,35--44,38--45,40--42,42--44,42--45
0--14,0--24,0--41,0--43,1--7,1--39,1--43,1--44,2--11,2--20,2--24,2--29,3--12,3--13,3--34,3--35,4--8,4--16,4--35,4--36,5--10,5--11,5--35,5--38,6--13,6--15,6--25,6--28,7--13,7--29,7--45,8--9,8--10,8--27,9--16,9--22,9--42,10--22,10--37,11--37,11--40,12--17,12--30,12--36,13--28,14--17,14--37,14--45,15--17,15--21,15--23,16--18,16--27,17--20,18--31,18--39,18--42,19--20,19--41,19--42,19--44,20--29,21--23,21--36,21--39,22--25,22--40,23--33,23--35,24--27,24--30,25--43,25--45,26--28,26--30,26--34,26--38,27--40,28--39,29--45,30--36,31--32,31--33,31--41,32--34,32--37,32--43,33--40,33--41,34--44,38--42,38--44
0--2,0--7,0--21,0--45,1--9,1--14,1--18,1--24,2--11,2--20,2--44,3--19,3--25,3--27,3--37,4--26,4--28,4--35,4--42,5--6,5--12,5--24,5--30,6--10,6--24,6--31,7--9,7--16,7--43,8--10,8--17,8--25,8--26,9--17,9--45,10--22,10--42,11--19,11--20,11--25,12--27,12--28,12--41,13--19,13--20,13--29,13--30,14--15,14--29,14--41,15--32,15--38,15--44,16--35,16--36,16--38,17--21,17--37,18--23,18--39,18--45,19--32,20--41,21--30,21--36,22--33,22--40,22--43,23--31,23--34,23--37,24--31,25--38,26--31,26--43,27--28,27--40,28--42,29--36,29--40,30--33,32--34,32--36,33--34,33--35,34--39,35--41,37--39,38--39,40--44,42--45,43--44
0--20,0--32,0--38,0--40,1--7,1--20,1--21,1--29,2--10,2--33,2--36,2--45,3--8,3--16,3--21,3--45,4--15,4--17,4--22,4--44,5--9,5--15,5--34,5--43,6--16,6--20,6--22,6--23,7--19,7--34,7--40,8--18,8--39,8--41,9--15,9--17,9--39,10--13,10--18,10--41,11--14,11--26,11--28,11--32,12--20,12--22,12--35,12--39,13--22,13--25,13--28,14--29,14--37,14--43,15--25,16--17,16--38,17--26,18--41,18--43,19--24,19--37,19--40,21--24,21--29,23--24,23--30,23--36,24--30,25--27,25--28,26--35,26--42,27--28,27--42,27--45,29--32,30--34,30--37,31--36,31--40,31--41,31--44,32--33,33--35,33--42,34--37,35--38,36--44,38--44,39--45,42--43
0--16,0--18,0--23,0--24,1--6,1--7,1--31,1--45,2--17,2--26,2--34,2--40,3--8,3--20,3--25,3--39,4--11,4--19,4--33,4--43,5--6,5--12,5--21,5--42,6--11,6--34,7--10,7--20,7--44,8--21,8--22,8--26,9--10,9--20,9--43,9--45,10--12,10--41,11--15,11--27,12--30,12--42,13--17,13--22,13--26,13--32,14--15,14--26,14--27,14--39,15--16,15--43,16--25,16--44,17--28,17--40,18--31,18--35,18--43,19--24,19--25,19--28,20--37,21--24,21--27,22--29,22--30,23--29,23--34,23--35,24--33,25--37,27--33,28--33,28--39,29--30,29--36,30--35,31--39,31--40,32--41,32--44,32--45,34--45,35--38,36--37,36--38,36--42,37--41,38--40,38--44,41--42
0--5,0--11,0--19,0--34,1--8,1--11,1--35,1--42,2--9,2--25,2--37,2--45,3--22,3--29,3--34,3--42,4--6,4--13,4--34,4--38,5--36,5--42,5--45,6--17,6--32,6--39,7--14,7--23,7--31,7--41,8--9,8--36,8--37,9--31,9--44,10--15,10--17,10--27,10--39,11--36,11--43,12--14,12--22,12--24,12--44,13--24,13--25,13--40,14--15,14--16,15--23,15--38,16--18,16--33,16--41,17--26,17--35,18--24,18--32,18--36,19--20,19--31,19--42,20--29,20--43,20--44,21--30,21--32,21--41,21--43,22--23,22--26,23--38,24--32,25--27,25--40,26--33,26--38,27--28,27--44,28--34,28--41,28--45,29--35,29--37,30--37,30--39,30--40,31--45,33--35,33--40,39--43
0--7,0--12,0--29,0--35,1--29,1--38,1--40,1--41,2--5,2--11,2--16,2--32,3--17,3--31,3--32,3--43,4--6,4--16,4--18,4--33,5--17,5--27,5--31,6--21,6--28,6--35,7--23,7--36,7--39,8--26,8--29,8--41,8--43,9--12,9--15,9--27,9--30,10--14,10--26,10--36,10--40,11--22,11--36,11--41,12--20,12--45,13--24,13--25,13--35,13--45,14--21,14--23,14--25,15--16,15--21,15--45,16--20,17--32,17--42,18--33,18--34,18--43,19--25,19--30,19--35,19--37,20--30,20--33,21--38,22--38,22--39,22--40,23--28,23--45,24--28,24--43,24--44,25--42,26--28,26--39,27--37,27--44,29--36,30--37,31--38,31--42,32--34,33--39,34--37,34--44,40--44,41--42
0--14,0--17,0--29,0--38,1--6,1--31,1--35,1--39,2--9,2--20,2--28,2--40,3--5,3--16,3--24,3--33,4--33,4--34,4--39,4--40,5--7,5--23,5--37,6--8,6--40,6--45,7--27,7--31,7--43,8--21,8--23,8--38,9--22,9--27,9--33,10--29,10--41,10--44,10--45,11--17,11--18,11--28,11--44,12--23,12--36,12--37,12--42,13--22,13--24,13--25,13--30,14--18,14--23,14--28,15--21,15--34,15--36,15--43,16--20,16--21,16--41,17--19,17--26,18--26,18--30,19--30,19--42,19--45,20--24,20--43,21--36,22--35,22--38,24--26,25--32,25--35,25--41,26--37,27--28,27--35,29--32,29--34,30--41,31--39,31--42,32--33,32--45,34--38,36--40,37--44,39--44,42--43
0--22,0--23,0--44,0--45,1--12,1--17,1--27,1--34,2--14,2--15,2--29,2--42,3--4,3--8,3--16,3--44,4--26,4--41,4--44,5--14,5--18,5--35,5--41,6--20,6--21,6--25,6--41,7--10,7--32,7--36,7--38,8--16,8--19,8--24,9--22,9--26,9--27,9--39,10--11,10--23,10--36,11--15,11--20,11--31,12--18,12--33,12--34,13--17,13--25,13--32,13--43,14--28,14--42,15--21,15--22,16--28,16--30,17--19,17--30,18--30,18--43,19--31,19--35,20--34,20--37,21--31,21--33,22--38,23--35,23--41,24--27,24--32,24--43,25--33,25--45,26--29,26--37,27--35,28--29,28--40,29--32,30--38,31--39,33--37,34--40,36--40,36--42,37--42,38--39,39--44,40--45,43--45
0--1,0--16,0--21,0--38,1--21,1--25,1--34,2--3,2--7,2--10,2--35,3--29,3--40,3--45,4--8,4--10,4--32,4--40,5--10,5--17,5--41,5--44,6--27,6--35,6--40,6--41,7--18,7--37,7--44,8--20,8--31,8--42,9--17,9--26,9--33,9--39,10--33,11--12,11--26,11--36,11--37,12--15,12--30,12--31,13--17,13--27,13--28,13--43,14--18,14--24,14--31,14--33,15--24,15--29,15--36,16--24,16--25,16--41,17--19,18--20,18--22,19--20,19--28,19--37,20--32,21--30,21--43,22--23,22--25,22--31,23--30,23--35,23--38,24--40,25--28,26--34,26--36,27--30,27--35,28--43,29--34,29--39,32--39,32--44,33--43,34--42,36--37,38--42,38--45,39--45,41--45,42--44
0--10,0--18,0--31,0--35,1--3,1--24,1--39,1--45,2--8,2--17,2--28,2--39,3--31,3--35,3--39,4--9,4--25,4--32,4--35,5--9,5--26,5--34,5--42,6--20,6--26,6--32,6--40,7--17,7--23,7--30,7--32,8--30,8--33,8--41,9--10,9--36,10--29,10--41,11--14,11--25,11--34,11--38,12--16,12--17,12--36,12--44,13--23,13--33,13--40,13--45,14--38,14--43,14--45,15--18,15--34,15--40,15--44,16--22,16--25,16--34,17--21,18--25,18--28,19--21,19--24,19--29,19--31,20--22,20--26,20--31,21--35,21--37,22--38,22--41,23--27,23--43,24--28,24--36,26--42,27--37,27--42,27--44,28--37,29--38,29--41,30--44,30--45,32--43,33--39,33--42,36--40,37--43
0--2,0--15,0--22,0--27,1--3,1--4,1--30,1--32,2--11,2--14,2--24,3--4,3--9,3--30,4--24,4--44,5--6,5--10,5--12,5--26,6--10,6--37,6--44,7--9,7--16,7--25,7--26,8--9,8--16,8--35,8--40,9--23,10--14,10--18,11--15,11--24,11--36,12--16,12--34,12--39,13--17,13--25,13--26,13--28,14--18,14--40,15--30,15--34,16--37,17--23,17--30,17--38,18--28,18--29,19--23,19--27,19--32,19--42,20--27,20--33,20--41,20--43,21--29,21--42,21--43,21--44,22--33,22--34,22--36,23--38,24--39,25--42,25--43,26--31,27--31,28--34,28--40,29--38,29--41,31--35,31--42,32--38,32--45,33--37,33--45,35--41,35--45,36--39,36--41,37--40,39--43,44--45
0--14,0--29,0--33,0--35,1--13,1--30,1--37,1--45,2--5,2--23,2--24,2--26,3--10,3--11,3--12,3--15,4--14,4--24,4--25,4--42,5--22,5--24,5--45,6--20,6--32,6--40,6--42,7--15,7--20,7--23,7--31,8--13,8--31,8--38,8--41,9--19,9--27,9--36,9--45,10--16,10--19,10--41,11--13,11--27,11--43,12--23,12--36,12--41,13--19,14--20,14--31,15--16,15--35,16--32,16--39,17--27,17--29,17--30,17--34,18--22,18--26,18--28,18--33,19--42,20--30,21--25,21--28,21--39,21--45,22--29,22--37,23--29,24--32,25--35,25--42,26--36,26--40,27--37,28--38,28--41,30--43,31--34,32--44,33--34,33--44,34--35,36--39,37--40,38--39,38--43,40--44,43--44
0--24,0--27,0--34,0--39,1--11,1--12,1--33,1--41,2--7,2--8,2--11,2--38,3--14,3--29,3--30,3--36,4--9,4--13,4--27,4--40,5--11,5--13,5--17,5--39,6--18,6--28,6--30,6--32,7--17,7--28,7--43,8--12,8--25,8--30,9--19,9--41,9--43,10--13,10--15,10--18,10--28,11--21,12--14,12--35,13--26,14--32,14--34,15--21,15--38,15--42,16--18,16--27,16--30,16--33,17--37,17--43,18--28,19--23,19--32,19--44,20--23,20--40,20--42,20--43,21--23,21--32,22--31,22--36,22--39,22--40,23--44,24--33,24--36,24--41,25--37,25--41,25--44,26--29,26--36,26--45,27--45,29--33,29--42,31--34,31--35,31--45,34--35,35--37,37--44,38--39,38--45,40--42
0--1,0--2,0--13,0--17,1--9,1--23,1--44,2--12,2--38,2--40,3--4,3--5,3--11,3--19,4--11,4--18,4--23,5--13,5--22,5--42,6--10,6--15,6--20,6--33,7--17,7--26,7--29,7--43,8--17,8--34,8--40,8--45,9--21,9--22,9--26,10--14,10--25,10--34,11--25,11--36,12--26,12--35,12--36,13--21,13--35,14--32,14--37,14--43,15--18,15--25,15--35,16--24,16--40,16--42,16--44,17--38,18--19,18--29,19--33,19--44,20--25,20--28,20--45,21--30,21--31,22--37,22--43,23--39,23--41,24--27,24--33,24--43,26--29,27--28,27--38,27--44,28--30,28--36,29--32,30--37,30--41,31--33,31--34,31--42,32--36,32--40,34--45,35--39,37--39,38--41,39--42,41--45
0--26,0--39,0--40,0--42,1--3,1--11,1--20,1--22,2--23,2--33,2--35,2--36,3--28,3--36,3--43,4--24,4--30,4--31,4--37,5--27,5--29,5--40,5--43,6--15,6--26,6--30,6--32,7--20,7--29,7--34,7--37,8--10,8--18,8--20,8--24,9--17,9--24,9--30,9--31,10--11,10--40,10--41,11--25,11--39,12--21,12--26,12--29,12--37,13--14,13--38,13--42,13--44,14--18,14--28,14--43,15--28,15--39,15--44,16--34,16--37,16--38,16--41,17--23,17--35,17--43,18--23,18--41,19--21,19--22,19--25,19--27,20--24,21--31,21--44,22--39,22--42,23--32,25--42,25--45,26--45,27--28,27--38,29--33,30--41,31--36,32--38,32--45,33--35,33--45,34--35,34--40,36--44
0--1,0--28,0--30,0--45,1--10,1--20,1--40,2--9,2--29,2--30,2--40,3--5,3--15,3--16,3--26,4--8,4--25,4--34,4--38,5--22,5--42,5--45,6--15,6--21,6--27,6--37,7--10,7--20,7--36,7--38,8--12,8--13,8--31,9--14,9--17,9--42,10--17,10--44,11--12,11--24,11--33,11--39,12--34,12--37,13--19,13--26,13--39,14--18,14--19,14--23,15--17,15--42,16--21,16--31,16--44,17--18,18--32,18--43,19--35,19--40,20--22,20--23,21--27,21--36,22--30,22--39,23--26,23--40,24--26,24--32,24--33,25--27,25--32,25--43,27--41,28--36,28--38,28--42,29--30,29--36,29--44,31--33,31--45,32--38,33--35,34--41,34--43,35--37,35--41,37--44,39--41,43--45
0--16,0--24,0--26,0--30,1--17,1--22,1--26,1--31,2--9,2--27,2--35,2--42,3--8,3--11,3--17,3--31,4--26,4--35,4--44,4--45,5--10,5--36,5--42,5--43,6--23,6--25,6--29,6--36,7--12,7--24,7--27,7--31,8--19,8--38,8--45,9--19,9--39,9--42,10--22,10--34,10--35,11--13,11--34,11--38,12--23,12--25,12--32,13--14,13--20,13--29,14--33,14--40,14--45,15--23,15--24,15--36,15--40,16--28,16--32,16--40,17--37,17--39,18--22,18--37,18--43,18--44,19--35,19--39,20--31,20--36,20--43,21--28,21--37,21--41,21--42,22--41,23--30,24--40,25--27,25--34,26--27,28--33,28--45,29--34,29--41,30--37,30--44,32--38,32--44,33--41,33--43,38--39
0--24,0--30,0--33,0--40,1--19,1--26,1--43,1--45,2--20,2--25,2--38,2--45,3--6,3--12,3--16,3--27,4--16,4--24,4--37,4--41,5--15,5--22,5--23,5--41,6--7,6--11,6--38,7--10,7--17,7--31,8--14,8--29,8--42,8--43,9--10,9--13,9--28,9--41,10--18,10--29,11--21,11--33,11--36,12--17,12--37,12--38,13--18,13--32,13--42,14--25,14--30,14--33,15--20,15--23,15--37,16--21,16--44,17--38,17--43,18--32,18--35,19--30,19--34,19--35,20--22,20--40,21--29,21--39,22--23,22--27,23--28,24--28,24--35,25--31,25--32,26--34,26--36,26--44,27--33,27--36,28--39,29--39,30--34,31--35,31--41,32--37,34--36,39--44,40--42,40--45,42--44,43--45
0--17,0--30,0--38,0--40,1--9,1--31,1--32,1--35,2--14,2--23,2--26,2--30,3--8,3--26,3--40,3--45,4--16,4--17,4--37,4--38,5--6,5--8,5--11,5--33,6--9,6--26,6--35,7--11,7--15,7--27,7--35,8--28,8--45,9--29,9--40,10--18,10--22,10--38,10--41,11--15,11--43,12--15,12--17,12--27,12--42,13--18,13--20,13--21,13--33,14--16,14--17,14--23,15--30,16--31,16--36,18--33,18--39,19--22,19--24,19--27,19--28,20--24,20--31,20--41,21--22,21--37,21--44,22--29,23--42,23--44,24--42,24--45,25--28,25--29,25--38,25--39,26--27,28--36,29--34,30--34,31--44,32--34,32--41,32--43,33--37,34--45,35--42,36--37,36--39,39--44,40--43,41--43
0--6,0--19,0--30,0--45,1--3,1--18,1--20,1--21,2--7,2--10,2--13,2--21,3--9,3--25,3--28,4--6,4--17,4--19,4--28,5--23,5--24,5--32,5--40,6--17,6--35,7--12,7--26,7--36,8--26,8--34,8--41,8--43,9--10,9--44,9--45,10--14,10--18,11--13,11--32,11--36,11--41,12--30,12--33,12--35,13--32,13--44,14--27,14--29,14--37,15--18,15--23,15--31,15--42,16--20,16--35,16--42,16--45,17--18,17--45,19--32,19--41,20--22,20--33,21--22,21--39,22--31,22--37,23--28,23--33,24--27,24--35,24--36,25--29,25--42,25--44,26--34,26--43,27--38,27--39,28--39,29--34,29--43,30--40,30--42,31--37,31--44,33--41,34--36,37--40,38--39,38--40,38--43
0--20,0--38,0--39,0--45,1--9,1--19,1--25,1--26,2--3,2--23,2--31,2--39,3--7,3--31,3--37,4--6,4--38,4--44,4--45,5--19,5--26,5--28,5--45,6--11,6--29,6--38,7--11,7--37,7--44,8--18,8--20,8--35,8--45,9--26,9--36,9--41,10--20,10--23,10--36,10--43,11--15,11--27,12--13,12--16,12--33,12--44,13--21,13--40,13--43,14--15,14--18,14--22,14--27,15--24,15--31,16--17,16--22,16--30,17--27,17--28,17--39,18--41,18--42,19--21,19--43,20--41,21--28,21--29,22--40,22--42,23--33,23--34,24--37,24--40,24--41,25--27,25--35,25--42,26--30,28--33,29--35,29--40,30--34,30--36,31--33,32--34,32--36,32--37,32--42,34--38,35--43,39--44
0--7,0--17,0--19,0--34,1--6,1--20,1--25,1--26,2--3,2--6,2--11,2--16,3--5,3--31,3--33,4--13,4--28,4--30,4--42,5--9,5--27,5--28,6--24,6--40,7--20,7--26,7--39,8--12,8--13,8--34,8--35,9--19,9--37,9--39,10--11,10--21,10--30,10--45,11--15,11--36,12--21,12--22,12--30,13--16,13--24,14--22,14--27,14--36,14--40,15--26,15--37,15--45,16--27,16--40,17--25,17--30,17--36,18--27,18--37,18--43,18--45,19--31,19--41,20--28,20--36,21--31,21--34,22--25,22--44,23--24,23--31,23--38,23--41,24--42,25--29,26--29,28--32,29--32,29--33,32--40,32--41,33--42,33--43,34--37,35--39,35--43,35--44,38--39,38--44,38--45,41--44,42--43
0--19,0--24,0--32,0--36,1--31,1--32,1--44,1--45,2--13,2--22,2--29,2--33,3--24,3--40,3--41,3--42,4--10,4--31,4--35,4--39,5--23,5--26,5--40,5--45,6--15,6--16,6--31,6--33,7--10,7--12,7--25,7--39,8--13,8--17,8--21,8--37,9--15,9--21,9--30,9--42,10--15,10--38,11--16,11--20,11--34,11--44,12--13,12--26,12--36,13--30,14--21,14--25,14--34,14--35,15--22,16--28,16--37,17--28,17--37,17--41,18--19,18--30,18--32,18--42,19--27,19--45,20--31,20--34,20--41,21--24,22--23,22--38,23--25,23--26,24--25,26--28,27--29,27--42,27--43,28--43,29--39,29--40,30--35,32--38,33--43,33--44,34--36,35--43,36--45,37--41,38--39,40--44
0--6,0--9,0--24,0--36,1--7,1--13,1--20,1--30,2--16,2--18,2--39,2--42,3--5,3--18,3--42,3--44,4--25,4--32,4--37,4--44,5--15,5--21,5--39,6--26,6--29,6--42,7--8,7--20,7--28,8--11,8--40,8--45,9--21,9--35,9--36,10--27,10--32,10--34,10--45,11--15,11--41,11--45,12--34,12--40,12--41,12--42,13--21,13--24,13--43,14--27,14--31,14--35,14--40,15--19,15--33,16--17,16--25,16--39,17--36,17--37,17--38,18--28,18--29,19--26,19--30,19--34,20--31,20--38,21--35,22--37,22--38,22--44,22--45,23--25,23--27,23--32,23--33,24--36,24--43,25--33,26--31,26--41,27--29,28--30,28--34,29--43,30--44,31--43,32--38,33--41,35--39,37--40
0--6,0--7,0--13,0--23,1--18,1--20,1--21,1--32,2--11,2--14,2--21,2--37,3--7,3--8,3--27,3--33,4--7,4--9,4--35,4--44,5--10,5--22,5--31,5--42,6--10,6--14,6--45,7--9,8--18,8--29,8--37,9--26,9--27,10--12,10--23,11--14,11--21,11--45,12--34,12--38,12--41,13--24,13--39,13--43,14--19,15--22,15--29,15--39,15--41,16--21,16--33,16--34,16--42,17--36,17--38,17--40,17--45,18--25,18--35,19--20,19--28,19--30,20--23,20--44,22--25,22--40,23--24,24--36,24--41,25--28,25--39,26--36,26--40,26--43,27--38,27--41,28--33,28--45,29--30,29--42,30--34,30--40,31--32,31--35,31--43,32--37,32--38,33--34,35--42,36--37,39--44,43--44
0--5,0--9,0--12,0--37,1--12,1--19,1--23,1--35,2--16,2--17,2--41,2--43,3--6,3--36,3--42,3--45,4--5,4--10,4--13,4--32,5--9,5--43,6--13,6--32,6--35,7--20,7--23,7--31,7--34,8--30,8--32,8--42,8--44,9--24,9--36,10--27,10--28,10--38,11--16,11--18,11--20,11--40,12--30,12--33,13--37,13--44,14--21,14--28,14--41,14--42,15--19,15--30,15--34,15--35,16--31,16--36,17--20,17--22,17--45,18--21,18--38,18--40,19--37,19--39,20--34,21--35,21--43,22--38,22--39,22--41,23--24,23--27,24--25,24--45,25--26,25--31,25--45,26--29,26--31,26--44,27--40,27--41,28--29,28--33,29--33,29--36,30--39,32--40,33--44,34--39,37--43,38--42
0--9,0--11,0--35,0--41,1--3,1--21,1--39,1--41,2--7,2--22,2--23,2--24,3--20,3--23,3--44,4--8,4--27,4--42,4--45,5--13,5--15,5--29,5--42,6--8,6--14,6--17,6--21,7--14,7--18,7--35,8--39,8--44,9--19,9--20,9--40,10--20,10--28,10--31,10--43,11--15,11--30,11--45,12--23,12--26,12--32,12--43,13--16,13--19,13--43,14--18,14--34,15--25,15--30,16--24,16--27,16--40,17--19,17--26,17--35,18--28,18--37,19--26,20--30,21--25,21--36,22--24,22--30,22--35,23--44,24--40,25--29,25--34,26--32,27--33,27--36,28--33,28--38,29--32,29--39,31--33,31--37,31--42,32--37,33--34,34--41,36--38,36--43,37--45,38--40,38--41,39--42,44--45
0--23,0--25,0--37,0--42,1--6,1--11,1--32,1--39,2--18,2--21,2--27,2--35,3--20,3--24,3--35,3--40,4--5,4--6,4--17,4--30,5--38,5--41,5--45,6--19,6--36,7--14,7--16,7--33,7--35,8--20,8--22,8--26,8--29,9--12,9--14,9--27,9--35,10--16,10--21,10--22,10--24,11--12,11--13,11--27,12--23,12--34,13--21,13--30,13--31,14--20,14--43,15--30,15--33,15--34,15--43,16--28,16--31,17--27,17--29,17--45,18--24,18--25,18--36,19--23,19--28,19--42,20--26,21--44,22--26,22--36,23--43,24--40,25--39,25--42,26--32,28--38,28--41,29--32,29--37,30--31,31--44,32--40,33--39,33--45,34--38,34--41,36--43,37--44,37--45,38--39,40--44,41--42
0--5,0--32,0--33,0--36,1--10,1--26,1--35,1--40,2--13,2--37,2--44,2--45,3--4,3--18,3--24,3--30,4--15,4--28,4--43,5--7,5--10,5--31,6--16,6--21,6--36,6--40,7--17,7--30,7--41,8--26,8--36,8--41,8--45,9--24,9--31,9--39,9--43,10--18,10--36,11--17,11--21,11--40,11--42,12--13,12--18,12--20,12--21,13--24,13--28,14--19,14--23,14--25,14--38,15--16,15--27,15--39,16--29,16--34,17--28,17--29,18--28,19--35,19--37,19--39,20--22,20--38,20--40,21--39,22--30,22--42,22--43,23--27,23--32,23--33,24--27,25--27,25--33,25--45,26--38,26--44,29--37,29--45,30--44,31--33,31--34,32--34,32--35,34--44,35--42,37--41,38--42,41--43
0--1,0--10,0--19,0--32,1--4,1--18,1--43,2--7,2--16,2--25,2--38,3--12,3--18,3--23,3--45,4--17,4--23,4--25,5--24,5--26,5--34,5--43,6--16,6--20,6--29,6--32,7--8,7--18,7--36,8--22,8--36,8--40,9--13,9--30,9--33,9--34,10--20,10--24,10--45,11--19,11--22,11--38,11--45,12--13,12--27,12--39,13--29,13--41,14--15,14--17,14--21,14--44,15--30,15--42,15--45,16--20,16--40,17--22,17--29,18--41,19--32,19--43,20--25,21--27,21--35,21--42,22--37,23--26,23--39,24--39,24--40,25--39,26--34,26--44,27--35,27--42,28--29,28--32,28--36,28--42,30--31,30--33,31--34,31--35,31--41,33--38,33--40,35--37,36--43,37--38,37--44,41--44
0--13,0--17,0--22,0--23,1--11,1--18,1--30,1--31,2--21,2--23,2--35,2--41,3--10,3--12,3--30,3--32,4--15,4--17,4--31,4--43,5--7,5--25,5--37,5--39,6--9,6--29,6--42,6--44,7--15,7--21,7--40,8--19,8--20,8--38,8--43,9--23,9--35,9--43,10--25,10--29,10--36,11--37,11--39,11--44,12--24,12--28,12--36,13--17,13--33,13--45,14--19,14--26,14--28,14--34,15--27,15--41,16--22,16--26,16--27,16--35,17--24,18--21,18--28,18--30,19--25,19--34,20--32,20--39,20--41,21--44,22--32,22--42,23--31,24--26,24--33,25--34,26--37,27--40,27--41,28--35,29--39,29--43,30--42,31--45,32--38,33--38,33--45,34--36,36--42,37--40,38--44,40--45
