0--4,0--26,0--51,1--28,1--33,1--36,2--11,2--19,2--57,3--5,3--13,3--51,4--20,4--32,5--30,5--44,6--13,6--24,6--26,7--22,7--36,7--45,8--17,8--23,8--31,9--27,9--42,9--57,10--15,10--18,10--28,11--12,11--47,12--21,12--48,13--44,14--15,14--18,14--55,15--51,16--31,16--49,16--53,17--39,17--47,18--56,19--38,19--46,20--39,20--41,21--24,21--57,22--39,22--43,23--25,23--53,24--49,25--31,25--53,26--32,27--33,27--37,28--35,29--33,29--35,29--38,30--41,30--48,32--50,34--40,34--52,34--54,35--55,36--42,37--50,37--52,38--46,40--44,40--45,41--48,42--50,43--49,43--56,45--47,46--54,52--56,54--55
0--11,0--33,0--47,1--2,1--29,1--45,2--27,2--49,3--18,3--20,3--28,4--17,4--44,4--53,5--10,5--16,5--53,6--25,6--35,6--45,7--26,7--27,7--54,8--15,8--31,8--36,9--13,9--42,9--47,10--29,10--49,11--21,11--50,12--28,12--43,12--51,13--54,13--56,14--38,14--51,14--56,15--21,15--33,16--41,16--47,17--20,17--24,18--27,18--35,19--23,19--31,19--52,20--28,21--40,22--38,22--39,22--52,23--26,23--30,24--30,24--32,25--46,25--51,26--39,29--55,30--54,31--49,32--41,32--42,33--46,34--42,34--46,34--55,35--56,36--37,36--41,37--39,37--52,38--44,40--55,40--57,43--48,43--57,44--48,45--48,50--53,50--57
0--34,0--38,0--55,1--41,1--52,1--55,2--15,2--40,2--53,3--31,3--35,3--51,4--20,4--28,4--42,5--19,5--31,5--44,6--33,6--50,6--56,7--10,7--12,7--14,8--29,8--42,8--45,9--17,9--23,9--56,10--21,10--36,11--26,11--35,11--48,12--16,12--29,13--24,13--28,13--37,14--32,14--49,15--32,15--49,16--30,16--57,17--38,17--50,18--19,18--25,18--46,19--55,20--27,20--49,21--51,21--54,22--38,22--39,22--54,23--33,23--53,24--37,24--54,25--27,25--46,26--37,26--40,27--29,28--47,30--50,30--56,31--46,32--43,33--57,34--39,34--52,35--41,36--43,36--51,39--47,40--45,41--42,43--44,44--52,45--48,47--53,48--57
0--19,0--36,0--41,1--6,1--10,1--39,2--14,2--28,2--53,3--10,3--22,3--45,4--5,4--17,4--24,5--20,5--54,6--8,6--43,7--50,7--56,7--57,8--16,8--20,9--27,9--32,9--49,10--31,11--34,11--48,11--51,12--18,12--22,12--38,13--23,13--34,13--51,14--33,14--37,15--26,15--41,15--49,16--24,16--36,17--19,17--30,18--35,18--52,19--56,20--29,21--40,21--48,21--55,22--53,23--25,23--43,24--29,25--35,25--47,26--28,26--55,27--35,27--45,28--31,29--47,30--33,30--44,31--38,32--36,32--56,33--53,34--51,37--43,37--49,38--42,39--42,39--44,40--46,40--57,41--46,42--50,44--45,46--52,47--50,48--57,52--54,54--55
0--37,0--42,0--47,1--7,1--43,1--56,2--4,2--27,2--36,3--31,3--48,3--56,4--44,4--50,5--20,5--30,5--31,6--30,6--33,6--45,7--20,7--29,8--36,8--45,8--54,9--11,9--15,9--45,10--19,10--34,10--55,11--29,11--55,12--15,12--24,12--39,13--41,13--42,13--44,14--15,14--26,14--27,16--17,16--21,16--57,17--38,17--52,18--23,18--41,18--47,19--32,19--48,20--22,21--28,21--54,22--50,22--54,23--25,23--51,24--28,24--56,25--26,25--40,26--33,27--44,28--49,29--35,30--46,31--49,32--34,32--57,33--37,34--57,35--38,35--39,36--52,37--43,38--40,39--50,40--51,41--55,42--53,43--47,46--49,46--53,48--52,51--53
0--22,0--37,0--54,1--11,1--55,1--57,2--7,2--10,2--28,3--27,3--28,3--46,4--18,4--39,4--41,5--6,5--33,5--56,6--41,6--57,7--19,7--37,8--9,8--30,8--33,9--41,9--44,10--24,10--55,11--17,11--31,12--17,12--38,12--45,13--25,13--27,13--49,14--23,14--40,14--51,15--16,15--26,15--31,16--32,16--48,17--35,18--40,18--42,19--48,19--55,20--34,20--38,20--52,21--34,21--39,21--50,22--23,22--49,23--53,24--29,24--40,25--42,25--50,26--27,26--30,28--54,29--36,29--39,30--50,31--45,32--34,32--44,33--47,35--44,35--52,36--42,36--51,37--56,38--54,43--47,43--51,43--57,45--53,46--53,46--56,47--52,48--49
0--9,0--17,0--57,1--2,1--3,1--26,2--9,2--28,3--12,3--35,4--10,4--16,4--42,5--23,5--47,5--50,6--25,6--40,6--44,7--23,7--26,7--35,8--18,8--22,8--44,9--57,10--49,10--50,11--34,11--54,11--56,12--19,12--21,13--22,13--48,13--55,14--15,14--22,14--52,15--20,15--24,16--21,16--31,17--34,17--51,18--44,18--49,19--26,19--30,20--34,20--48,21--25,23--30,24--31,24--32,25--38,27--41,27--50,27--53,28--33,28--54,29--36,29--46,29--48,30--37,31--36,32--41,32--51,33--37,33--51,35--39,36--38,37--47,38--42,39--45,39--54,40--41,40--43,42--45,43--47,43--52,45--46,46--55,49--55,52--56,53--56,53--57
0--13,0--15,0--54,1--34,1--35,1--37,2--34,2--42,2--46,3--9,3--16,3--44,4--45,4--50,4--56,5--22,5--41,5--46,6--13,6--47,6--52,7--10,7--19,7--28,8--47,8--49,8--56,9--12,9--16,10--36,10--57,11--27,11--29,11--53,12--14,12--43,13--38,14--24,14--25,15--17,15--41,16--26,17--21,17--42,18--40,18--51,18--57,19--32,19--36,20--23,20--48,20--52,21--40,21--51,22--32,22--43,23--25,23--34,24--40,24--55,25--53,26--38,26--41,27--36,27--48,28--42,28--49,29--48,29--52,30--32,30--50,30--55,31--33,31--39,31--54,33--46,33--57,35--37,35--54,37--56,38--43,39--44,39--45,44--45,47--51,49--50,53--55
0--3,0--18,0--49,1--13,1--20,1--24,2--8,2--14,2--43,3--6,3--26,4--27,4--45,4--46,5--47,5--56,5--57,6--24,6--46,7--8,7--33,7--43,8--37,9--15,9--35,9--51,10--13,10--26,10--41,11--18,11--22,11--40,12--30,12--49,12--52,13--16,14--21,14--47,15--17,15--50,16--28,16--32,17--39,17--55,18--36,19--23,19--41,19--49,20--22,20--26,21--35,21--44,22--44,23--29,23--50,24--33,25--28,25--37,25--55,27--45,27--55,28--38,29--38,29--53,30--31,30--43,31--34,31--47,32--39,32--50,33--51,34--42,34--48,35--38,36--40,36--56,37--54,39--54,40--52,41--56,42--51,42--53,44--48,45--57,46--53,48--52,54--57
0--10,0--25,0--29,1--8,1--30,1--36,2--5,2--37,2--52,3--10,3--21,3--28,4--32,4--35,4--43,5--46,5--54,6--38,6--51,6--55,7--15,7--45,7--51,8--18,8--20,9--22,9--38,9--46,10--50,11--12,11--56,11--57,12--14,12--54,13--17,13--21,13--50,14--30,14--51,15--18,15--26,16--22,16--37,16--48,17--35,17--41,18--40,19--23,19--24,19--41,20--39,20--40,21--33,22--24,23--25,23--39,24--43,25--42,26--31,26--46,27--29,27--44,27--47,28--34,28--55,29--36,30--45,31--45,31--49,32--42,32--47,33--41,33--50,34--43,34--52,35--52,36--57,37--44,38--49,39--44,40--47,42--53,48--54,48--57,49--53,53--56,55--56
0--10,0--22,0--27,1--9,1--21,1--49,2--28,2--47,2--52,3--6,3--14,3--25,4--10,4--25,4--36,5--18,5--49,5--51,6--30,6--38,7--15,7--24,7--30,8--20,8--27,8--56,9--13,9--56,10--35,11--12,11--43,11--54,12--14,12--44,13--22,13--34,14--39,15--16,15--29,16--17,16--31,17--46,17--48,18--28,18--45,19--20,19--24,19--55,20--50,21--39,21--40,22--46,23--37,23--42,23--57,24--26,25--37,26--33,26--51,27--41,28--34,29--39,29--44,30--43,31--32,31--42,32--42,32--53,33--36,33--54,34--57,35--40,35--41,36--38,37--48,38--40,41--50,43--45,44--52,45--55,46--54,47--48,47--55,49--52,50--53,51--57,53--56
0--26,0--31,0--42,1--4,1--38,1--55,2--27,2--49,2--51,3--9,3--18,3--37,4--19,4--52,5--8,5--46,5--54,6--13,6--23,6--52,7--11,7--42,7--50,8--31,8--41,9--48,9--49,10--32,10--33,10--50,11--43,11--47,12--29,12--39,12--57,13--37,13--49,14--19,14--34,14--53,15--28,15--40,15--43,16--20,16--29,16--47,17--46,17--51,17--56,18--20,18--38,19--34,20--40,21--33,21--39,21--51,22--33,22--39,22--52,23--35,23--37,24--35,24--38,24--56,25--28,25--30,25--36,26--45,26--50,27--40,27--48,28--53,29--57,30--44,30--55,31--44,32--46,32--55,34--56,35--44,36--42,36--54,41--47,41--54,43--48,45--53,45--57
0--1,0--9,0--53,1--6,1--43,2--10,2--22,2--36,3--14,3--45,3--57,4--38,4--42,4--55,5--50,5--52,5--55,6--15,6--36,7--13,7--49,7--50,8--32,8--47,8--51,9--40,9--46,10--21,10--39,11--29,11--35,11--53,12--13,12--20,12--26,13--14,14--54,15--45,15--52,16--29,16--39,16--51,17--19,17--22,17--57,18--32,18--35,18--43,19--43,19--54,20--27,20--44,21--28,21--33,22--34,23--30,23--37,23--38,24--42,24--47,24--48,25--42,25--46,25--49,26--33,26--45,27--34,27--47,28--37,28--48,29--39,30--32,30--48,31--34,31--37,31--57,33--40,35--46,36--51,38--50,40--56,41--52,41--55,41--56,44--53,44--56,49--54
0--28,0--30,0--34,1--15,1--32,1--55,2--14,2--35,2--50,3--13,3--18,3--41,4--5,4--29,4--49,5--9,5--56,6--9,6--16,6--38,7--11,7--12,7--49,8--21,8--32,8--52,9--38,10--14,10--18,10--28,11--31,11--34,12--45,12--48,13--20,13--37,14--46,15--19,15--29,16--24,16--26,17--23,17--35,17--50,18--41,19--24,19--55,20--25,20--40,21--38,21--45,22--25,22--34,22--51,23--33,23--37,24--43,25--33,26--42,26--47,27--32,27--36,27--40,28--41,29--47,30--46,30--54,31--45,31--56,33--36,35--52,36--44,37--43,39--42,39--53,39--57,40--47,42--52,43--51,44--46,44--54,48--51,48--54,49--57,50--53,53--57,55--56
0--19,0--41,0--55,1--30,1--36,1--43,2--22,2--34,2--53,3--10,3--34,3--55,4--12,4--15,4--37,5--16,5--37,5--53,6--19,6--20,6--56,7--8,7--33,7--50,8--52,8--54,9--31,9--38,9--40,10--16,10--29,11--19,11--29,11--33,12--14,12--48,13--44,13--49,13--51,14--22,14--28,15--28,15--57,16--47,17--20,17--32,17--48,18--35,18--38,18--46,20--44,21--26,21--32,21--45,22--56,23--25,23--50,23--53,24--29,24--45,24--48,25--51,25--55,26--27,26--42,27--39,27--41,28--44,30--51,30--52,31--41,31--56,32--35,33--47,34--35,36--38,36--42,37--54,39--47,39--57,40--46,40--54,42--49,43--52,43--57,45--49,46--50
0--8,0--34,0--38,1--17,1--23,1--50,2--16,2--51,2--53,3--12,3--20,3--46,4--5,4--52,4--55,5--29,5--46,6--43,6--51,6--52,7--8,7--10,7--14,8--14,9--19,9--42,9--44,10--13,10--39,11--15,11--24,11--47,12--22,12--29,13--22,13--50,14--31,15--25,15--28,16--30,16--40,17--38,17--46,18--19,18--42,18--57,19--37,20--30,20--49,21--25,21--44,21--53,22--48,23--30,23--39,24--27,24--56,25--27,26--33,26--43,26--47,27--40,28--44,28--45,29--41,31--49,31--54,32--34,32--42,32--48,33--41,33--47,34--37,35--38,35--41,35--53,36--40,36--50,36--54,37--43,39--48,45--55,45--56,49--57,51--52,54--56,55--57
0--33,0--34,0--48,1--25,1--30,1--38,2--5,2--29,2--51,3--9,3--27,3--28,4--15,4--16,4--34,5--11,5--37,6--41,6--51,6--57,7--13,7--22,7--38,8--35,8--49,8--55,9--18,9--51,10--37,10--40,10--53,11--24,11--39,12--20,12--36,12--44,13--42,13--56,14--22,14--31,14--38,15--21,15--54,16--24,16--53,17--30,17--36,17--40,18--35,18--50,19--25,19--28,19--41,20--32,20--49,21--34,21--36,22--56,23--40,23--47,23--55,24--39,25--42,26--27,26--50,26--55,27--35,28--33,29--33,29--48,30--39,31--37,31--43,32--42,32--43,41--47,43--49,44--52,44--54,45--46,45--47,45--56,46--48,46--57,50--52,52--53,54--57
0--11,0--50,0--51,1--12,1--19,1--35,2--25,2--28,2--31,3--17,3--31,3--48,4--9,4--44,4--47,5--40,5--53,5--55,6--24,6--36,6--41,7--38,7--46,7--56,8--20,8--23,8--46,9--20,9--32,10--16,10--21,10--31,11--13,11--14,12--18,12--32,13--53,13--56,14--35,14--37,15--16,15--29,15--34,16--47,17--33,17--50,18--22,18--45,19--30,19--51,20--22,21--38,21--49,22--56,23--27,23--28,24--25,24--52,25--40,26--48,26--49,26--52,27--30,27--49,28--35,29--38,29--41,30--42,32--40,33--48,33--50,34--52,34--54,36--42,36--44,37--43,37--47,39--41,39--54,39--57,42--46,43--55,43--57,44--45,45--51,53--57,54--55
0--6,0--16,0--39,1--26,1--30,1--56,2--9,2--15,2--20,3--22,3--37,3--40,4--23,4--48,4--54,5--21,5--31,5--50,6--7,6--9,7--39,7--46,8--20,8--46,8--57,9--56,10--28,10--38,10--55,11--25,11--27,11--44,12--42,12--52,12--56,13--16,13--20,13--39,14--26,14--36,14--52,15--16,15--29,17--19,17--35,17--41,18--50,18--55,18--57,19--28,19--57,21--26,21--41,22--30,22--45,23--41,23--45,24--25,24--27,24--29,25--43,27--44,28--54,29--42,30--44,31--32,31--37,32--40,32--49,33--47,33--48,33--53,34--42,34--51,34--54,35--37,35--55,36--43,36--52,38--47,38--53,40--49,43--46,45--50,47--51,48--49,51--53
0--50,0--51,0--56,1--20,1--35,1--44,2--20,2--36,2--57,3--17,3--28,3--34,4--11,4--31,4--33,5--23,5--26,5--49,6--15,6--42,6--47,7--24,7--38,7--47,8--17,8--28,8--37,9--17,9--42,9--53,10--22,10--45,10--57,11--25,11--43,12--21,12--40,12--48,13--24,13--26,13--50,14--27,14--31,14--55,15--16,15--48,16--52,16--55,18--30,18--41,18--51,19--25,19--53,19--57,20--35,21--29,21--40,22--48,22--54,23--37,23--56,24--40,25--43,26--27,27--30,28--35,29--34,29--52,30--46,31--47,32--43,32--45,32--50,33--39,33--51,34--46,36--42,36--49,37--44,38--53,38--54,39--44,39--45,41--54,41--56,46--49,52--55
0--2,0--35,0--40,1--16,1--36,1--48,2--13,2--54,3--28,3--44,3--57,4--13,4--30,4--48,5--19,5--23,5--55,6--14,6--21,6--48,7--29,7--47,7--52,8--30,8--41,8--43,9--12,9--19,9--37,10--27,10--53,10--56,11--26,11--37,11--43,12--35,12--49,13--56,14--20,14--23,15--18,15--24,15--45,16--19,16--47,17--32,17--38,17--54,18--46,18--49,20--24,20--43,21--22,21--47,22--25,22--32,23--28,24--26,25--41,25--51,26--55,27--34,27--53,28--42,29--37,29--46,30--54,31--39,31--51,31--57,32--38,33--38,33--45,33--50,34--41,34--56,35--39,36--45,36--46,39--44,40--49,40--53,42--50,42--52,44--50,51--57,52--55
0--22,0--35,0--57,1--7,1--9,1--41,2--5,2--6,2--54,3--20,3--27,3--39,4--10,4--15,4--51,5--32,5--36,6--27,6--48,7--45,7--46,8--21,8--44,8--56,9--51,9--52,10--26,10--41,11--29,11--30,11--37,12--28,12--30,12--54,13--18,13--44,13--54,14--24,14--25,14--27,15--23,15--33,16--28,16--42,16--43,17--23,17--31,17--39,18--37,18--48,19--31,19--46,19--47,20--25,20--55,21--34,21--39,22--33,22--57,23--42,24--52,24--55,25--50,26--36,26--37,28--56,29--32,29--50,30--38,31--52,32--47,33--49,34--40,34--48,35--47,35--53,36--42,38--55,38--56,40--43,40--45,41--49,43--50,44--53,45--53,46--49,51--57
0--1,0--19,0--25,1--20,1--56,2--3,2--16,2--23,3--43,3--49,4--29,4--44,4--53,5--14,5--45,5--47,6--7,6--42,6--54,7--26,7--42,8--26,8--34,8--50,9--11,9--31,9--40,10--31,10--32,10--57,11--16,11--22,12--36,12--52,12--55,13--34,13--51,13--54,14--17,14--37,15--27,15--51,15--53,16--30,17--33,17--35,18--26,18--38,18--40,19--27,19--53,20--41,20--56,21--32,21--44,21--57,22--37,22--48,23--39,23--55,24--28,24--30,24--52,25--27,25--48,28--29,28--38,29--40,30--38,31--46,32--42,33--35,33--47,34--35,36--41,36--57,37--49,39--43,39--50,41--49,43--45,44--48,45--52,46--50,46--55,47--56,51--54
0--22,0--25,0--42,1--44,1--50,1--57,2--4,2--23,2--54,3--16,3--35,3--37,4--38,4--44,5--24,5--30,5--36,6--9,6--44,6--47,7--12,7--25,7--33,8--25,8--31,8--56,9--26,9--35,10--16,10--43,10--49,11--15,11--18,11--42,12--31,12--45,13--28,13--33,13--51,14--45,14--53,14--55,15--43,15--48,16--27,17--20,17--21,17--40,18--24,18--29,19--34,19--37,19--39,20--23,20--51,21--56,21--57,22--24,22--31,23--42,26--39,26--50,27--54,27--55,28--38,28--49,29--46,29--53,30--33,30--38,32--40,32--50,32--52,34--47,34--48,35--53,36--41,36--55,37--39,40--49,41--51,41--57,43--54,45--46,46--52,47--48,52--56
0--4,0--11,0--53,1--6,1--36,1--50,2--13,2--38,2--42,3--27,3--28,3--57,4--11,4--20,5--7,5--23,5--49,6--7,6--47,7--54,8--22,8--38,8--40,9--16,9--35,9--43,10--11,10--16,10--57,12--32,12--37,12--42,13--43,13--52,14--25,14--44,14--51,15--33,15--54,15--56,16--23,17--37,17--47,17--51,18--26,18--49,18--54,19--31,19--47,19--50,20--39,20--51,21--24,21--52,21--55,22--31,22--38,23--41,24--40,24--46,25--52,25--53,26--34,26--41,27--48,27--50,28--44,28--53,29--30,29--32,29--39,30--39,30--56,31--36,32--34,33--46,33--48,34--45,35--44,35--57,36--46,37--41,40--43,42--55,45--48,45--56,49--55
0--8,0--43,0--44,1--13,1--17,1--49,2--9,2--20,2--55,3--34,3--47,3--52,4--12,4--33,4--57,5--11,5--19,5--23,6--18,6--42,6--53,7--15,7--50,7--51,8--13,8--21,9--28,9--48,10--26,10--27,10--45,11--31,11--36,12--17,12--38,13--21,14--30,14--40,14--55,15--24,15--50,16--32,16--34,16--35,17--30,18--46,18--49,19--24,19--56,20--21,20--49,22--27,22--46,22--52,23--27,23--30,24--57,25--43,25--46,25--55,26--35,26--41,28--53,28--54,29--37,29--41,29--45,31--42,31--51,32--42,32--45,33--43,33--48,34--35,36--39,36--40,37--44,37--56,38--52,38--56,39--40,39--47,41--54,44--48,47--54,50--57,51--53
0--17,0--32,0--55,1--24,1--42,1--49,2--12,2--15,2--17,3--17,3--22,3--30,4--14,4--36,4--42,5--14,5--18,5--27,6--30,6--40,6--49,7--16,7--34,7--41,8--30,8--48,8--57,9--15,9--29,9--47,10--26,10--47,10--48,11--16,11--20,11--54,12--32,12--35,13--39,13--40,13--50,14--34,15--31,16--40,18--37,18--51,19--23,19--33,19--37,20--22,20--41,21--25,21--33,21--57,22--46,23--24,23--43,24--29,25--53,25--54,26--48,26--49,27--28,27--34,28--31,28--52,29--39,31--50,32--51,33--36,35--38,35--53,36--38,37--42,38--44,39--44,41--55,43--45,43--57,44--45,45--46,46--53,47--54,50--52,51--56,52--56,55--56
0--5,0--24,0--43,1--18,1--29,1--52,2--33,2--37,2--56,3--15,3--21,3--56,4--34,4--38,4--39,5--40,5--52,6--8,6--33,6--57,7--26,7--31,7--40,8--16,8--24,9--13,9--21,9--50,10--17,10--28,10--45,11--12,11--34,11--37,12--42,12--49,13--30,13--57,14--27,14--45,14--46,15--36,15--53,16--30,16--51,17--44,17--55,18--35,18--37,19--24,19--48,19--54,20--43,20--54,20--55,21--35,22--30,22--46,22--49,23--25,23--27,23--55,25--41,25--51,26--38,26--50,27--31,28--36,28--43,29--44,29--51,31--53,32--33,32--47,32--48,34--42,35--52,36--47,38--42,39--53,39--56,40--48,41--46,41--54,44--47,45--50,49--57
0--35,0--40,0--42,1--19,1--41,1--55,2--17,2--35,2--43,3--7,3--27,3--42,4--14,4--21,4--44,5--25,5--41,5--45,6--33,6--37,6--41,7--51,7--54,8--29,8--35,8--51,9--10,9--30,9--38,10--48,10--50,11--15,11--20,11--28,12--18,12--24,12--53,13--26,13--42,13--56,14--24,14--55,15--17,15--49,16--27,16--50,16--56,17--39,18--31,18--51,19--32,19--44,20--53,20--57,21--39,21--55,22--33,22--36,22--54,23--33,23--37,23--38,24--40,25--27,25--40,26--30,26--34,28--34,28--36,29--36,29--39,30--47,31--45,31--50,32--38,32--45,34--49,37--43,43--46,44--47,46--52,46--57,47--54,48--49,48--56,52--53,52--57
0--9,0--12,0--52,1--22,1--41,1--57,2--16,2--45,2--57,3--10,3--30,3--38,4--9,4--27,4--37,5--8,5--29,5--53,6--17,6--21,6--33,7--23,7--31,7--41,8--20,8--55,9--22,10--13,10--24,11--12,11--48,11--57,12--37,13--15,13--48,14--30,14--34,14--54,15--42,15--53,16--21,16--39,17--21,17--26,18--27,18--47,18--51,19--33,19--39,19--55,20--32,20--53,22--40,23--35,23--36,24--28,24--55,25--47,25--49,25--54,26--46,26--56,27--29,28--45,28--50,29--50,30--44,31--40,31--52,32--42,32--51,33--46,34--52,34--56,35--40,35--47,36--38,36--49,37--43,38--46,39--48,41--50,42--44,43--44,43--54,45--49,51--56
0--1,0--14,0--20,1--2,1--34,2--36,2--38,3--9,3--11,3--41,4--10,4--50,4--52,5--12,5--15,5--37,6--33,6--48,6--49,7--10,7--18,7--25,8--16,8--44,8--52,9--32,9--38,10--28,11--30,11--54,12--26,12--36,13--31,13--46,13--56,14--42,14--47,15--30,15--53,16--41,16--57,17--20,17--22,17--51,18--48,18--49,19--22,19--32,19--41,20--21,21--40,21--47,22--30,23--42,23--45,23--54,24--31,24--35,24--52,25--38,25--44,26--32,26--50,27--29,27--44,27--51,28--39,28--56,29--33,29--53,31--55,33--50,34--43,34--56,35--36,35--57,37--47,37--53,39--49,39--51,40--43,40--48,42--57,43--45,45--46,46--55,54--55
0--51,0--53,0--57,1--15,1--38,1--57,2--33,2--46,2--49,3--13,3--17,3--22,4--7,4--21,4--54,5--16,5--21,5--27,6--11,6--23,6--29,7--20,7--53,8--27,8--32,8--44,9--20,9--35,9--43,10--17,10--37,10--40,11--26,11--46,12--29,12--42,12--50,13--35,13--42,14--22,14--45,14--52,15--51,15--54,16--21,16--24,17--47,18--41,18--50,18--52,19--36,19--41,19--45,20--44,22--28,23--26,23--31,24--39,24--41,25--27,25--30,25--48,26--28,28--46,29--56,30--43,30--53,31--36,31--47,32--34,32--51,33--55,33--56,34--36,34--40,35--49,37--38,37--44,38--43,39--47,39--55,40--45,42--57,48--54,48--56,49--52,50--55
0--7,0--8,0--38,1--5,1--40,1--53,2--3,2--15,2--57,3--9,3--42,4--39,4--53,4--54,5--22,5--35,6--7,6--29,6--44,7--38,8--20,8--55,9--41,9--49,10--22,10--24,10--32,11--19,11--30,11--49,12--31,12--47,12--50,13--23,13--51,13--55,14--20,14--37,14--38,15--25,15--32,16--33,16--47,16--53,17--25,17--29,17--50,18--37,18--42,18--43,19--36,19--48,20--43,21--40,21--46,21--51,22--54,23--48,23--52,24--31,24--39,25--45,26--33,26--34,26--45,27--30,27--49,27--57,28--41,28--50,28--52,29--32,30--55,31--36,33--41,34--35,34--45,35--57,36--39,37--47,40--44,42--51,43--56,44--56,46--48,46--56,52--54
0--34,0--46,0--50,1--21,1--29,1--48,2--5,2--40,2--44,3--10,3--21,3--49,4--28,4--36,4--57,5--20,5--38,6--24,6--26,6--43,7--26,7--42,7--45,8--26,8--46,8--52,9--13,9--55,9--56,10--19,10--27,11--28,11--36,11--51,12--22,12--25,12--34,13--51,13--52,14--31,14--37,14--38,15--36,15--39,15--43,16--29,16--49,16--54,17--30,17--37,17--43,18--28,18--32,18--55,19--30,19--35,20--27,20--48,21--41,22--39,22--44,23--34,23--39,23--44,24--29,24--38,25--33,25--56,27--55,30--53,31--48,31--53,32--47,32--53,33--37,33--40,35--49,35--56,40--51,41--50,41--54,42--52,42--57,45--46,45--47,47--57,50--54
0--14,0--39,0--51,1--9,1--11,1--34,2--10,2--16,2--41,3--18,3--31,3--54,4--19,4--45,4--49,5--18,5--27,5--50,6--16,6--35,6--40,7--24,7--33,7--37,8--24,8--37,8--52,9--20,9--24,10--53,10--56,11--30,11--48,12--32,12--52,12--55,13--17,13--33,13--39,14--22,14--28,15--34,15--48,15--55,16--33,17--20,17--39,18--51,19--29,19--43,20--47,21--22,21--53,21--57,22--26,23--36,23--47,23--51,25--26,25--41,25--45,26--36,27--49,27--56,28--29,28--34,29--56,30--45,30--57,31--43,31--44,32--49,32--50,35--41,35--44,36--40,37--42,38--40,38--43,38--46,42--54,42--57,44--53,46--50,46--52,47--54,48--55
0--11,0--40,0--42,1--27,1--42,1--50,2--7,2--10,2--19,3--8,3--24,3--34,4--34,4--37,4--52,5--29,5--44,5--57,6--23,6--53,6--56,7--16,7--29,8--14,8--54,9--11,9--41,9--50,10--30,10--40,11--17,12--22,12--35,12--37,13--21,13--44,13--45,14--33,14--41,15--37,15--54,15--57,16--26,16--40,17--33,17--56,18--36,18--38,18--46,19--20,19--50,20--36,20--38,21--22,21--34,22--55,23--28,23--49,24--39,24--46,25--39,25--52,25--54,26--35,26--48,27--43,27--57,28--49,28--51,29--51,30--44,30--53,31--38,31--51,31--55,32--45,32--47,32--48,33--42,35--43,36--53,39--47,41--49,43--56,45--46,47--48,52--55
0--6,0--16,0--22,1--8,1--20,1--33,2--12,2--15,2--55,3--28,3--46,3--47,4--6,4--17,4--24,5--40,5--41,5--42,6--48,7--12,7--20,7--33,8--32,8--57,9--11,9--26,9--46,10--21,10--24,10--54,11--19,11--48,12--49,13--18,13--29,13--51,14--17,14--22,14--29,15--37,15--39,16--21,16--27,17--39,18--27,18--36,19--26,19--40,20--51,21--53,22--45,23--30,23--32,23--47,24--49,25--30,25--31,25--57,26--53,27--52,28--31,28--50,29--51,30--50,31--56,32--49,33--52,34--36,34--40,34--43,35--38,35--44,35--47,36--45,37--38,37--53,38--55,39--41,41--48,42--54,42--56,43--44,43--54,44--57,45--52,46--56,50--55
0--15,0--21,0--33,1--14,1--32,1--54,2--3,2--4,2--52,3--7,3--27,4--38,4--47,5--18,5--37,5--53,6--16,6--18,6--39,7--11,7--46,8--10,8--19,8--29,9--24,9--30,9--34,10--19,10--48,11--23,11--33,12--17,12--35,12--42,13--16,13--29,13--56,14--35,14--53,15--23,15--25,16--44,17--42,17--49,18--26,19--48,20--27,20--42,20--44,21--33,21--39,22--23,22--49,22--57,24--39,24--53,25--38,25--52,26--30,26--46,27--40,28--32,28--37,28--44,29--35,30--32,31--54,31--55,31--57,34--48,34--55,36--41,36--51,36--57,37--45,38--55,40--45,40--49,41--51,41--54,43--47,43--50,43--56,45--47,46--50,50--52,51--56
0--3,0--33,0--57,1--10,1--13,1--19,2--24,2--25,2--45,3--9,3--49,4--5,4--35,4--41,5--14,5--29,6--29,6--38,6--53,7--8,7--16,7--55,8--11,8--42,9--25,9--47,10--17,10--39,11--30,11--47,12--16,12--36,12--53,13--19,13--40,14--18,14--52,15--17,15--20,15--33,16--39,17--40,18--26,18--37,19--54,20--55,20--57,21--26,21--27,21--30,22--27,22--28,22--49,23--24,23--26,23--50,24--51,25--41,27--34,28--44,28--50,29--43,30--55,31--32,31--44,31--56,32--43,32--46,33--38,34--42,34--48,35--48,35--52,36--39,36--47,37--43,37--44,38--42,40--50,41--56,45--46,45--49,46--52,48--54,51--53,51--54,56--57
0--3,0--26,0--28,1--18,1--46,1--56,2--5,2--31,2--33,3--24,3--36,4--14,4--25,4--57,5--22,5--51,6--19,6--50,6--51,7--11,7--53,7--55,8--22,8--26,8--45,9--10,9--34,9--40,10--27,10--50,11--45,11--52,12--17,12--36,12--37,13--24,13--29,13--54,14--16,14--38,15--52,15--53,15--54,16--27,16--46,17--42,17--44,18--35,18--53,19--24,19--32,20--42,20--43,20--47,21--22,21--35,21--47,23--28,23--46,23--55,25--31,25--57,26--27,28--44,29--48,29--57,30--39,30--41,30--45,31--48,32--38,32--42,33--35,33--39,34--44,34--54,36--40,37--40,37--51,38--41,39--55,41--49,43--49,43--56,47--48,49--56,50--52
