0--1,0--8,0--10,1--2,1--3,2--11,2--31,3--4,3--13,4--17,4--29,5--8,5--16,5--19,6--9,6--10,6--27,7--25,7--28,7--31,8--18,9--26,9--35,10--22,11--23,11--32,12--25,12--29,12--32,13--16,13--19,14--20,14--31,14--33,15--19,15--21,15--22,16--26,17--32,17--35,18--20,18--30,20--25,21--27,21--34,22--28,23--24,23--30,24--28,24--33,26--35,27--34,29--34,30--33
0--11,0--21,0--27,1--3,1--8,1--9,2--15,2--31,2--34,3--15,3--18,4--11,4--20,4--33,5--20,5--29,5--30,6--9,6--16,6--34,7--18,7--19,7--29,8--19,8--25,9--14,10--21,10--22,10--23,11--28,12--17,12--27,12--35,13--14,13--25,13--31,14--28,15--32,16--18,16--20,17--19,17--32,21--35,22--24,22--33,23--28,23--35,24--26,24--33,25--30,26--27,26--34,29--31,30--32
0--18,0--28,0--30,1--12,1--16,1--23,2--14,2--19,2--31,3--23,3--27,3--35,4--11,4--13,4--26,5--16,5--22,5--29,6--10,6--33,6--35,7--8,7--12,7--15,8--27,8--33,9--11,9--25,9--31,10--16,10--28,11--22,12--24,13--17,13--25,14--22,14--34,15--17,15--29,17--23,18--20,18--35,19--21,19--34,20--25,20--30,21--24,21--26,24--32,26--34,27--33,28--30,29--32,31--32
0--8,0--23,0--24,1--2,1--8,1--33,2--4,2--21,3--4,3--15,3--31,4--34,5--17,5--18,5--28,6--18,6--21,6--25,7--22,7--30,7--31,8--11,9--13,9--19,9--25,10--22,10--27,10--35,11--16,11--17,12--15,12--19,12--23,13--16,13--22,14--26,14--27,14--35,15--28,16--33,17--33,18--24,19--32,20--23,20--29,20--32,21--35,24--29,25--32,26--31,26--34,27--30,28--34,29--30
0--6,0--7,0--12,1--14,1--23,1--32,2--4,2--30,2--34,3--17,3--19,3--27,4--9,4--35,5--13,5--18,5--33,6--16,6--30,7--15,7--34,8--10,8--22,8--24,9--22,9--33,10--16,10--26,11--25,11--30,11--33,12--27,12--28,13--16,13--18,14--25,14--28,15--27,15--31,17--31,17--35,18--29,19--21,19--32,20--21,20--24,20--29,21--25,22--29,23--31,23--35,24--32,26--28,26--34
0--10,0--13,0--31,1--11,1--14,1--16,2--5,2--11,2--28,3--27,3--28,3--35,4--8,4--29,4--32,5--7,5--24,6--17,6--18,6--29,7--32,7--35,8--13,8--23,9--10,9--13,9--15,10--16,11--31,12--20,12--22,12--30,14--17,14--25,15--21,15--24,16--19,17--19,18--29,18--31,19--23,20--21,20--26,21--33,22--26,22--34,23--27,24--25,25--34,26--33,27--30,28--30,32--34,33--35
0--11,0--12,0--24,1--2,1--7,1--21,2--9,2--33,3--8,3--14,3--30,4--27,4--28,4--29,5--11,5--22,5--28,6--15,6--19,6--25,7--12,7--34,8--9,8--32,9--17,10--20,10--23,10--26,11--20,12--34,13--22,13--24,13--29,14--21,14--32,15--26,15--31,16--23,16--25,16--26,17--18,17--35,18--19,18--30,19--35,20--23,21--27,22--25,24--35,27--32,28--33,29--31,30--31,33--34
0--2,0--4,0--27,1--15,1--22,1--33,2--6,2--35,3--7,3--19,3--35,4--5,4--26,5--19,5--32,6--10,6--27,7--26,7--33,8--23,8--31,8--34,9--20,9--27,9--28,10--13,10--29,11--14,11--17,11--31,12--20,12--23,12--24,13--16,13--29,14--18,14--35,15--28,15--34,16--18,16--26,17--30,17--32,18--25,19--30,20--29,21--24,21--31,21--32,22--24,22--34,23--25,25--28,30--33
0--5,0--20,0--31,1--8,1--11,1--35,2--12,2--25,2--31,3--9,3--26,3--34,4--10,4--14,4--35,5--17,5--33,6--8,6--16,6--29,7--18,7--22,7--28,8--27,9--14,9--27,10--13,10--26,11--14,11--15,12--24,12--34,13--21,13--29,15--16,15--18,16--30,17--19,17--27,18--19,19--24,20--32,20--33,21--23,21--25,22--23,22--25,23--32,24--29,26--32,28--30,28--35,30--31,33--34
0--1,0--2,0--28,1--7,1--8,2--12,2--25,3--17,3--28,3--33,4--6,4--10,4--19,5--14,5--30,5--32,6--11,6--24,7--23,7--26,8--14,8--26,9--21,9--26,9--34,10--17,10--24,11--16,11--18,12--20,12--31,13--19,13--25,13--27,14--23,15--29,15--33,15--35,16--21,16--31,17--28,18--21,18--25,19--29,20--30,20--33,22--24,22--34,22--35,23--32,27--30,27--34,29--35,31--32
0--6,0--10,0--25,1--24,1--28,1--32,2--4,2--12,2--13,3--5,3--14,3--22,4--7,4--8,5--14,5--34,6--15,6--28,7--29,7--31,8--19,8--33,9--24,9--25,9--35,10--32,10--35,11--12,11--24,11--27,12--34,13--18,13--25,14--31,15--17,15--20,16--23,16--26,16--30,17--19,17--23,18--19,18--30,20--21,20--23,21--26,21--27,22--29,22--33,26--33,27--34,28--30,29--32,31--35
0--2,0--18,0--31,1--6,1--14,1--21,2--25,2--31,3--10,3--13,3--32,4--13,4--16,4--21,5--9,5--14,5--33,6--10,6--28,7--8,7--19,7--23,8--13,8--26,9--23,9--25,10--12,11--12,11--16,11--23,12--15,14--24,15--27,15--29,16--35,17--20,17--24,17--33,18--30,18--35,19--27,19--30,20--22,20--35,21--32,22--26,22--34,24--30,25--28,26--29,27--34,28--29,31--34,32--33
0--14,0--21,0--24,1--19,1--26,1--28,2--3,2--25,2--31,3--16,3--23,4--7,4--28,4--32,5--25,5--28,5--30,6--19,6--23,6--35,7--12,7--15,8--17,8--21,8--33,9--26,9--32,9--34,10--18,10--29,10--30,11--12,11--27,11--30,12--14,13--15,13--20,13--27,14--19,15--23,16--26,16--33,17--21,17--22,18--32,18--35,20--22,20--34,22--27,24--33,24--34,25--29,29--31,31--35
0--24,0--31,0--33,1--15,1--24,1--25,2--16,2--17,2--32,3--4,3--6,3--27,4--23,4--24,5--8,5--10,5--11,6--12,6--26,7--9,7--19,7--34,8--21,8--30,9--11,9--20,10--13,10--28,11--17,12--29,12--35,13--19,13--31,14--16,14--31,14--32,15--22,15--25,16--35,17--27,18--19,18--20,18--28,20--26,21--23,21--30,22--33,22--34,23--34,25--33,26--28,27--35,29--30,29--32
0--11,0--21,0--29,1--24,1--29,1--34,2--4,2--20,2--24,3--15,3--20,3--26,4--7,4--17,5--17,5--22,5--23,6--10,6--19,6--32,7--12,7--28,8--10,8--19,8--32,9--16,9--20,9--26,10--33,11--14,11--23,12--13,12--35,13--25,13--30,14--15,14--31,15--22,16--31,16--32,17--19,18--21,18--33,18--35,21--34,22--33,23--28,24--30,25--27,25--35,26--28,27--29,27--30,31--34
0--5,0--10,0--11,1--4,1--18,1--28,2--7,2--29,2--35,3--5,3--14,3--30,4--15,4--19,5--13,6--20,6--28,6--35,7--28,7--34,8--12,8--24,8--35,9--11,9--17,9--20,10--15,10--33,11--16,12--24,12--31,13--18,13--25,14--15,14--32,16--31,16--34,17--21,17--25,18--30,19--24,19--34,20--29,21--23,21--29,22--23,22--25,22--26,23--33,26--27,26--32,27--32,27--33,30--31
0--4,0--7,0--9,1--4,1--11,1--16,2--11,2--17,2--22,3--16,3--23,3--35,4--11,5--6,5--20,5--26,6--7,6--18,7--21,8--13,8--14,8--26,9--16,9--32,10--21,10--31,10--35,12--19,12--29,12--31,13--24,13--28,14--24,14--33,15--25,15--26,15--31,17--18,17--25,18--34,19--20,19--28,20--22,21--27,22--23,23--32,24--33,25--29,27--28,27--32,29--34,30--33,30--34,30--35
0--16,0--24,0--30,1--3,1--19,1--32,2--12,2--16,2--28,3--9,3--27,4--5,4--21,4--22,5--16,5--23,6--7,6--12,6--29,7--9,7--33,8--14,8--15,8--19,9--29,10--27,10--31,10--32,11--14,11--31,11--34,12--20,13--18,13--34,13--35,14--19,15--18,15--21,17--25,17--26,17--30,18--23,20--25,20--26,21--35,22--23,22--31,24--28,24--34,25--33,26--27,28--29,30--32,33--35
0--11,0--23,0--30,1--8,1--26,1--35,2--8,2--11,2--19,3--16,3--27,3--33,4--20,4--22,4--32,5--18,5--19,5--34,6--20,6--25,6--30,7--10,7--12,7--13,8--13,9--15,9--24,9--31,10--32,10--35,11--18,12--14,12--26,13--18,14--16,14--19,15--26,15--33,16--17,17--31,17--35,20--28,21--29,21--30,21--33,22--24,22--34,23--27,23--29,24--28,25--27,25--32,28--34,29--31
0--23,0--26,0--35,1--24,1--27,1--28,2--10,2--20,2--34,3--6,3--11,3--33,4--8,4--13,4--29,5--10,5--16,5--29,6--11,6--13,7--13,7--31,7--34,8--9,8--22,9--11,9--20,10--22,12--15,12--25,12--31,14--17,14--23,14--26,15--18,15--19,16--28,16--30,17--19,17--28,18--25,18--30,19--30,20--29,21--24,21--32,21--35,22--27,23--27,24--32,25--31,26--33,32--33,34--35
0--1,0--8,0--27,1--8,1--19,2--14,2--30,2--34,3--17,3--20,3--22,4--9,4--11,4--33,5--13,5--19,5--21,6--24,6--26,6--34,7--13,7--20,7--31,8--18,9--16,9--35,10--12,10--21,10--30,11--17,11--29,12--17,12--32,13--35,14--21,14--26,15--25,15--29,15--31,16--24,16--27,18--24,18--26,19--23,20--25,22--28,22--33,23--31,23--33,25--34,27--28,28--32,29--35,30--32
0--14,0--17,0--19,1--9,1--10,1--12,2--9,2--15,2--22,3--5,3--7,3--27,4--8,4--11,4--23,5--22,5--29,6--22,6--28,6--34,7--12,7--27,8--19,8--24,9--14,10--18,10--21,11--30,11--35,12--31,13--24,13--25,13--26,14--30,15--20,15--33,16--17,16--25,16--28,17--20,18--33,18--34,19--29,20--32,21--23,21--29,23--32,24--35,25--30,26--27,26--35,28--32,31--33,31--34
0--14,0--28,0--33,1--3,1--5,1--19,2--4,2--17,2--21,3--10,3--25,4--8,4--18,5--7,5--21,6--10,6--16,6--31,7--20,7--35,8--13,8--27,9--18,9--24,9--26,10--23,11--17,11--22,11--34,12--16,12--23,12--30,13--25,13--32,14--30,14--31,15--24,15--27,15--32,16--30,17--22,18--27,19--23,19--26,20--31,20--33,21--28,22--33,24--32,25--29,26--29,28--34,29--35,34--35
0--1,0--2,0--7,1--2,1--4,2--28,3--6,3--8,3--9,4--5,4--29,5--27,5--33,6--15,6--27,7--19,7--23,8--14,8--24,9--25,9--35,10--13,10--30,10--31,11--27,11--28,11--31,12--21,12--22,12--23,13--17,13--31,14--15,14--20,15--22,16--18,16--25,16--35,17--20,17--22,18--21,18--34,19--26,19--32,20--21,23--24,24--33,25--33,26--29,26--34,28--30,29--35,30--32,32--34
0--5,0--14,0--25,1--7,1--15,1--32,2--21,2--26,2--30,3--6,3--22,3--31,4--6,4--15,4--35,5--9,5--18,6--18,7--17,7--31,8--11,8--23,8--24,9--22,9--35,10--11,10--12,10--16,11--28,12--19,12--24,13--20,13--23,13--24,14--15,14--34,16--21,16--26,17--27,17--33,18--26,19--20,19--33,20--32,21--25,22--28,23--31,25--34,27--29,27--30,28--34,29--30,29--32,33--35
0--23,0--27,0--34,1--2,1--12,1--33,2--23,2--33,3--13,3--29,3--31,4--6,4--11,4--24,5--11,5--20,5--30,6--8,6--19,7--20,7--26,7--35,8--17,8--27,9--16,9--22,9--34,10--14,10--18,10--25,11--29,12--30,12--31,13--19,13--32,14--19,14--28,15--17,15--21,15--23,16--18,16--24,17--32,18--35,20--32,21--28,21--35,22--26,22--30,24--25,25--31,26--33,27--29,28--34
0--15,0--18,0--29,1--3,1--28,1--35,2--4,2--17,2--31,3--12,3--14,4--6,4--19,5--16,5--27,5--30,6--14,6--27,7--8,7--10,7--34,8--9,8--16,9--26,9--29,10--15,10--35,11--18,11--20,11--32,12--20,12--32,13--19,13--20,13--24,14--34,15--32,16--22,17--26,17--30,18--23,19--28,21--31,21--33,21--35,22--28,22--33,23--24,23--25,24--31,25--27,25--30,26--34,29--33
0--5,0--25,0--34,1--2,1--6,1--9,2--4,2--6,3--15,3--26,3--28,4--23,4--30,5--13,5--19,6--19,7--20,7--23,7--26,8--14,8--22,8--32,9--16,9--20,10--11,10--24,10--32,11--24,11--35,12--27,12--33,12--35,13--31,13--34,14--18,14--21,15--17,15--24,16--18,16--28,17--21,17--29,18--31,19--25,20--30,21--29,22--33,22--34,23--31,25--27,26--32,27--28,29--30,33--35
0--1,0--10,0--13,1--9,1--15,2--5,2--29,2--30,3--22,3--23,3--27,4--6,4--8,4--34,5--6,5--8,6--7,7--18,7--33,8--28,9--19,9--31,10--28,10--34,11--15,11--16,11--17,12--19,12--25,12--31,13--34,13--35,14--23,14--29,14--35,15--18,16--20,16--32,17--26,17--32,18--27,19--33,20--26,20--30,21--23,21--24,21--32,22--24,22--28,24--30,25--29,25--31,26--35,27--33
0--2,0--18,0--31,1--11,1--14,1--19,2--24,2--27,3--11,3--28,3--29,4--16,4--26,4--34,5--6,5--9,5--16,6--31,6--34,7--20,7--27,7--35,8--19,8--22,8--35,9--24,9--25,10--13,10--22,10--26,11--17,12--13,12--29,12--33,13--34,14--20,14--25,15--18,15--21,15--30,16--19,17--20,17--27,18--28,21--23,21--32,22--28,23--26,23--30,24--31,25--32,29--32,30--33,33--35
0--13,0--14,0--26,1--5,1--11,1--33,2--20,2--28,2--29,3--10,3--17,3--20,4--9,4--11,4--24,5--7,5--12,6--25,6--29,6--34,7--15,7--23,8--10,8--30,8--31,9--11,9--19,10--15,12--16,12--18,13--16,13--26,14--23,14--31,15--30,16--35,17--28,17--32,18--24,18--32,19--22,19--26,20--32,21--22,21--28,21--31,22--33,23--27,24--34,25--27,25--29,27--35,30--35,33--34
0--2,0--16,0--20,1--5,1--16,1--29,2--27,2--34,3--7,3--9,3--22,4--6,4--11,4--32,5--10,5--27,6--8,6--15,7--17,7--18,8--15,8--26,9--13,9--22,10--25,10--28,11--12,11--31,12--23,12--33,13--21,13--26,14--15,14--30,14--35,16--21,17--28,17--33,18--22,18--25,19--23,19--27,19--31,20--24,20--35,21--25,23--29,24--26,24--30,28--32,29--30,31--34,32--34,33--35
0--10,0--11,0--16,1--9,1--14,1--34,2--4,2--9,2--20,3--12,3--14,3--26,4--5,4--15,5--20,5--29,6--22,6--23,6--35,7--10,7--13,7--23,8--13,8--15,8--34,9--27,10--18,11--30,11--33,12--18,12--31,13--33,14--21,15--32,16--32,16--35,17--21,17--25,17--29,18--32,19--26,19--27,19--31,20--28,21--29,22--24,22--30,23--33,24--27,24--28,25--34,25--35,26--30,28--31
0--3,0--6,0--16,1--9,1--27,1--30,2--20,2--24,2--31,3--29,3--31,4--16,4--22,4--25,5--6,5--30,5--34,6--27,7--11,7--23,7--32,8--10,8--18,8--26,9--17,9--33,10--13,10--22,11--14,11--29,12--18,12--19,12--32,13--14,13--23,14--35,15--18,15--28,15--33,16--26,17--24,17--25,19--24,19--26,20--21,20--32,21--29,21--31,22--34,23--28,25--28,27--34,30--35,33--35
0--11,0--30,0--34,1--2,1--5,1--31,2--3,2--22,3--13,3--19,4--6,4--32,4--35,5--25,5--34,6--7,6--32,7--17,7--23,8--9,8--13,8--18,9--23,9--29,10--15,10--20,10--24,11--13,11--31,12--19,12--24,12--31,14--25,14--30,14--33,15--29,15--33,16--17,16--18,16--35,17--22,18--28,19--26,20--26,20--27,21--26,21--28,21--30,22--23,24--28,25--27,27--35,29--34,32--33
0--23,0--26,0--28,1--16,1--17,1--19,2--9,2--10,2--31,3--5,3--8,3--13,4--24,4--29,4--31,5--8,5--10,6--14,6--15,6--29,7--25,7--26,7--28,8--13,9--17,9--35,10--29,11--15,11--16,11--34,12--18,12--19,12--20,13--14,14--18,15--30,16--26,17--32,18--34,19--27,20--27,20--28,21--30,21--31,21--33,22--23,22--32,22--33,23--25,24--25,24--32,27--35,30--35,33--34
