0--7,0--12,0--27,0--32,1--7,1--37,1--38,1--50,2--7,2--9,2--28,2--43,3--22,3--24,3--37,3--38,4--10,4--22,4--30,4--41,5--14,5--16,5--17,5--36,6--21,6--34,6--45,6--50,7--18,8--17,8--21,8--41,8--47,9--17,9--24,9--27,10--15,10--23,10--45,11--12,11--25,11--32,11--50,12--36,12--47,13--25,13--31,13--35,13--46,14--35,14--39,14--48,15--31,15--36,15--45,16--24,16--31,16--43,17--28,18--19,18--30,18--43,19--26,19--39,19--49,20--22,20--32,20--42,20--44,21--29,21--46,22--26,23--36,23--38,23--40,24--42,25--33,25--43,26--30,26--40,27--34,27--44,28--40,28--48,29--35,29--46,29--51,30--49,31--41,32--51,33--38,33--42,33--48,34--37,34--39,35--49,37--46,39--50,40--44,41--51,42--47,44--49,45--47,48--51
0--5,0--14,0--26,0--37,1--5,1--7,1--31,1--42,2--5,2--8,2--17,2--44,3--25,3--36,3--43,3--48,4--6,4--11,4--32,4--50,5--36,6--12,6--30,6--39,7--9,7--18,7--34,8--25,8--34,8--45,9--19,9--21,9--49,10--11,10--13,10--21,10--51,11--17,11--48,12--15,12--31,12--40,13--24,13--27,13--33,14--20,14--30,14--49,15--37,15--47,15--51,16--19,16--22,16--28,16--45,17--18,17--23,18--23,18--31,19--28,19--47,20--24,20--26,20--45,21--47,21--51,22--35,22--41,22--46,23--24,23--37,24--35,25--33,25--46,26--39,26--44,27--29,27--38,27--39,28--41,28--49,29--36,29--40,29--50,30--40,30--42,31--46,32--33,32--37,32--41,33--45,34--40,34--46,35--36,35--43,38--42,38--48,38--49,39--47,41--43,42--50,43--44,44--48,50--51
0--3,0--22,0--38,0--48,1--20,1--37,1--42,1--45,2--15,2--26,2--30,2--31,3--20,3--27,3--34,4--32,4--38,4--45,4--50,5--29,5--30,5--38,5--48,6--14,6--24,6--32,6--51,7--16,7--27,7--28,7--36,8--19,8--25,8--28,8--30,9--15,9--16,9--36,9--43,10--14,10--30,10--33,10--39,11--18,11--35,11--37,11--46,12--17,12--23,12--36,12--45,13--26,13--27,13--31,13--34,14--17,14--41,15--18,15--27,16--32,16--44,17--26,17--49,18--23,18--40,19--22,19--42,19--51,20--44,20--47,21--33,21--36,21--42,21--51,22--28,22--37,23--24,23--44,24--40,24--46,25--29,25--38,25--49,26--41,28--29,29--43,31--35,31--46,32--35,33--48,33--50,34--43,34--51,35--39,37--39,39--41,40--43,40--47,41--50,42--45,44--47,46--50,47--49,48--49
0--19,0--27,0--31,0--49,1--6,1--24,1--27,1--41,2--19,2--24,2--38,2--42,3--14,3--26,3--46,3--51,4--10,4--40,4--41,4--46,5--16,5--19,5--20,5--23,6--15,6--29,6--50,7--23,7--33,7--36,7--48,8--9,8--15,8--42,8--45,9--21,9--32,9--36,10--18,10--26,10--35,11--16,11--25,11--30,11--51,12--27,12--34,12--49,12--50,13--21,13--29,13--37,13--51,14--40,14--44,14--48,15--21,15--29,16--31,16--47,17--22,17--33,17--37,17--39,18--31,18--38,18--42,19--46,20--25,20--37,20--40,21--43,22--24,22--34,22--42,23--28,23--45,24--36,25--35,25--41,26--33,26--47,27--30,28--35,28--41,28--45,29--34,30--32,30--47,31--48,32--43,32--47,33--38,34--48,35--43,36--44,37--49,38--40,39--43,39--45,39--50,44--50,44--51,46--49
0--11,0--19,0--39,0--51,1--9,1--27,1--48,1--49,2--33,2--37,2--50,2--51,3--31,3--34,3--38,3--41,4--21,4--32,4--34,4--35,5--13,5--20,5--33,5--51,6--28,6--32,6--42,6--46,7--10,7--13,7--15,7--34,8--20,8--23,8--43,8--45,9--19,9--32,9--38,10--26,10--27,10--42,11--23,11--27,11--41,12--17,12--26,12--40,12--46,13--46,13--50,14--25,14--31,14--40,14--44,15--16,15--29,15--37,16--19,16--35,16--42,17--22,17--31,17--50,18--25,18--30,18--43,18--47,19--39,20--22,20--31,21--28,21--43,21--44,22--25,22--42,23--24,23--45,24--29,24--30,24--32,25--40,26--45,26--51,27--40,28--43,28--47,29--30,29--48,30--37,33--38,33--49,34--41,35--44,35--48,36--39,36--44,36--46,36--50,37--47,38--49,39--45,41--49,47--48
0--6,0--17,0--22,0--34,1--8,1--34,1--35,1--38,2--19,2--20,2--32,2--43,3--4,3--8,3--15,3--23,4--36,4--46,4--50,5--9,5--12,5--28,5--44,6--10,6--34,6--46,7--24,7--31,7--39,7--49,8--15,8--50,9--13,9--40,9--42,10--25,10--29,10--40,11--26,11--30,11--39,11--48,12--13,12--38,12--48,13--27,13--32,14--23,14--25,14--37,14--41,15--26,15--32,16--18,16--28,16--30,16--51,17--28,17--37,17--42,18--20,18--40,18--45,19--37,19--47,19--51,20--35,20--40,21--28,21--34,21--36,21--43,22--25,22--30,22--35,23--29,23--51,24--27,24--44,24--49,25--31,26--33,26--50,27--30,27--51,29--46,29--49,31--46,31--47,32--37,33--35,33--45,33--47,36--41,36--49,38--41,38--44,39--43,39--48,41--44,42--43,42--45,45--48,47--50
0--3,0--6,0--22,0--49,1--8,1--11,1--13,1--43,2--9,2--12,2--28,2--39,3--10,3--20,3--21,4--30,4--34,4--35,4--50,5--15,5--16,5--22,5--36,6--9,6--16,6--19,7--15,7--34,7--35,7--40,8--25,8--39,8--44,9--23,9--24,10--31,10--32,10--46,11--16,11--33,11--37,12--15,12--35,12--36,13--27,13--41,13--50,14--21,14--27,14--30,14--36,15--44,16--45,17--39,17--40,17--43,17--45,18--28,18--33,18--40,18--51,19--31,19--34,19--46,20--23,20--29,20--44,21--29,21--32,22--29,22--36,23--25,23--26,24--25,24--26,24--51,25--50,26--41,26--49,27--33,27--37,28--31,28--44,29--42,30--38,30--46,31--33,32--46,32--48,34--48,35--38,37--39,37--49,38--42,38--45,40--51,41--47,41--48,42--43,42--47,43--50,45--49,47--48,47--51
0--9,0--25,0--30,0--49,1--7,1--8,1--15,1--37,2--12,2--25,2--27,2--32,3--14,3--42,3--43,3--49,4--25,4--28,4--30,4--34,5--14,5--15,5--22,5--35,6--13,6--19,6--31,6--44,7--18,7--42,7--48,8--28,8--36,8--51,9--14,9--16,9--45,10--16,10--23,10--27,10--32,11--12,11--21,11--23,11--42,12--28,12--29,13--16,13--22,13--46,14--33,15--45,15--51,16--37,17--20,17--26,17--28,17--39,18--24,18--29,18--50,19--26,19--31,19--43,20--40,20--43,20--44,21--35,21--36,21--38,22--23,22--47,23--38,24--36,24--40,24--50,25--29,26--33,26--49,27--32,27--46,29--31,30--33,30--36,31--38,32--41,33--43,34--35,34--37,34--42,35--39,37--48,38--51,39--47,39--50,40--47,40--48,41--44,41--46,41--49,44--50,45--47,45--51,46--48
0--17,0--22,0--35,0--46,1--24,1--27,1--38,1--50,2--26,2--27,2--34,2--47,3--10,3--31,3--34,3--50,4--9,4--34,4--45,4--49,5--18,5--23,5--37,5--41,6--11,6--18,6--39,6--43,7--15,7--17,7--19,7--33,8--24,8--26,8--47,8--51,9--14,9--40,9--42,10--23,10--45,10--48,11--27,11--49,11--50,12--13,12--29,12--36,12--47,13--25,13--28,13--44,14--16,14--21,14--25,15--19,15--38,15--42,16--18,16--22,16--50,17--29,17--45,18--51,19--44,19--46,20--30,20--43,20--46,20--48,21--27,21--37,21--45,22--29,22--32,23--37,23--38,24--28,24--44,25--39,25--44,26--30,26--43,28--32,28--34,29--51,30--35,30--37,31--32,31--35,31--36,32--48,33--36,33--39,33--41,35--49,36--41,38--40,39--51,40--41,40--43,42--46,42--49,47--48
0--3,0--10,0--24,0--28,1--19,1--34,1--37,1--46,2--12,2--29,2--41,2--51,3--15,3--27,3--36,4--14,4--22,4--26,4--50,5--21,5--27,5--32,5--35,6--28,6--33,6--44,6--48,7--11,7--18,7--42,7--51,8--14,8--19,8--38,8--40,9--16,9--18,9--20,9--34,10--15,10--25,10--39,11--17,11--28,11--48,12--18,12--30,12--51,13--16,13--18,13--34,13--46,14--17,14--31,15--40,15--49,16--36,16--47,17--41,17--43,19--23,19--32,20--25,20--39,20--51,21--25,21--30,21--46,22--31,22--42,22--43,23--28,23--41,23--49,24--33,24--45,24--47,25--32,26--35,26--47,26--50,27--37,27--48,29--36,29--40,29--43,30--35,30--50,31--32,31--37,33--44,33--50,34--45,35--49,36--48,37--38,38--39,38--43,39--41,40--49,42--44,42--45,44--45,46--47
0--12,0--23,0--36,0--48,1--4,1--18,1--19,1--31,2--12,2--24,2--38,2--51,3--15,3--17,3--44,3--50,4--6,4--10,4--42,5--7,5--19,5--29,5--38,6--23,6--28,6--34,7--11,7--32,7--45,8--13,8--21,8--23,8--39,9--18,9--25,9--29,9--49,10--35,10--46,10--47,11--32,11--33,11--37,12--22,12--34,13--20,13--40,13--48,14--26,14--27,14--43,14--45,15--26,15--28,15--31,16--32,16--37,16--46,16--48,17--19,17--31,17--50,18--30,18--38,19--49,20--26,20--33,20--43,21--22,21--35,21--39,22--37,22--51,23--25,24--28,24--31,24--43,25--39,25--42,26--27,27--36,27--44,28--38,29--50,29--51,30--37,30--42,30--51,32--49,33--41,33--46,34--44,34--45,35--36,35--50,36--44,39--40,40--42,40--46,41--43,41--47,41--48,45--47,47--49
0--15,0--20,0--24,0--30,1--3,1--6,1--12,1--14,2--8,2--21,2--33,2--36,3--7,3--11,3--17,4--22,4--23,4--25,4--45,5--20,5--29,5--40,5--44,6--7,6--9,6--21,7--41,7--43,8--16,8--31,8--34,9--12,9--17,9--45,10--15,10--35,10--36,10--45,11--12,11--20,11--45,12--32,13--28,13--32,13--34,13--49,14--49,14--50,14--51,15--19,15--21,16--22,16--41,16--51,17--33,17--37,18--32,18--42,18--44,18--50,19--26,19--37,19--39,20--24,21--26,22--32,22--47,23--26,23--31,23--33,24--38,24--51,25--34,25--35,25--36,26--36,27--39,27--46,27--48,27--50,28--29,28--42,28--43,29--42,29--48,30--35,30--47,30--49,31--43,31--49,33--37,34--41,35--44,37--38,38--48,38--51,39--41,39--46,40--46,40--47,40--48,42--47,43--44,46--50
0--5,0--8,0--43,0--51,1--3,1--20,1--23,1--34,2--18,2--25,2--42,2--49,3--13,3--47,3--50,4--16,4--20,4--27,4--32,5--21,5--28,5--36,6--11,6--12,6--17,6--22,7--16,7--32,7--43,7--49,8--25,8--28,8--44,9--12,9--16,9--26,9--51,10--27,10--31,10--40,10--46,11--24,11--29,11--37,12--16,12--33,13--26,13--40,13--45,14--21,14--28,14--29,14--33,15--18,15--30,15--35,15--48,17--19,17--24,17--38,18--19,18--23,19--37,19--50,20--29,20--31,21--33,21--34,22--34,22--48,22--51,23--34,23--40,24--25,24--47,25--27,26--40,26--41,27--31,28--35,29--47,30--37,30--46,30--47,31--43,32--38,32--45,33--41,35--39,35--41,36--38,36--48,36--50,37--49,38--44,39--43,39--46,39--51,41--45,42--44,42--45,42--46,44--50,48--49
0--11,0--28,0--37,0--41,1--15,1--23,1--35,1--51,2--5,2--25,2--27,2--28,3--23,3--34,3--35,3--51,4--15,4--33,4--40,4--50,5--8,5--10,5--18,6--18,6--31,6--39,6--41,7--10,7--11,7--19,7--20,8--17,8--28,8--45,9--25,9--34,9--39,9--42,10--23,10--48,11--22,11--23,12--15,12--31,12--33,12--38,13--24,13--31,13--43,13--47,14--22,14--30,14--42,14--50,15--47,16--35,16--41,16--43,16--44,17--19,17--33,17--40,18--44,18--48,19--28,19--33,20--26,20--29,20--50,21--36,21--42,21--44,21--47,22--24,22--32,24--37,24--40,25--27,25--49,26--38,26--46,26--49,27--32,27--48,29--30,29--32,29--45,30--31,30--48,32--39,34--46,34--47,35--36,36--37,36--49,37--46,38--43,38--46,39--43,40--44,41--45,42--51,45--51,49--50
0--1,0--10,0--23,0--37,1--28,1--43,1--50,2--18,2--33,2--37,2--39,3--16,3--36,3--42,3--48,4--28,4--35,4--43,4--45,5--13,5--43,5--46,5--50,6--7,6--20,6--32,6--37,7--10,7--33,7--46,8--9,8--18,8--22,8--40,9--11,9--15,9--26,10--15,10--27,11--32,11--44,11--45,12--25,12--36,12--38,12--48,13--25,13--26,13--34,14--16,14--20,14--28,14--50,15--26,15--39,16--29,16--40,17--21,17--35,17--41,17--49,18--47,18--51,19--27,19--31,19--32,19--48,20--24,20--42,21--34,21--35,21--51,22--40,22--41,22--46,23--25,23--33,23--36,24--29,24--30,24--34,25--27,26--39,27--49,28--51,29--31,29--43,30--32,30--37,30--44,31--38,31--44,33--51,34--45,35--38,36--40,38--47,39--41,41--45,42--46,42--49,44--48,47--49,47--50
0--11,0--19,0--30,0--43,1--40,1--42,1--49,1--50,2--23,2--38,2--45,2--51,3--6,3--8,3--23,3--47,4--10,4--19,4--20,4--34,5--18,5--24,5--40,5--46,6--16,6--39,6--51,7--13,7--36,7--42,7--50,8--17,8--29,8--36,9--18,9--24,9--45,9--48,10--15,10--20,10--47,11--15,11--17,11--22,12--29,12--30,12--36,12--42,13--26,13--28,13--31,14--21,14--38,14--48,14--49,15--17,15--32,16--42,16--49,16--51,17--34,18--28,18--41,19--32,19--39,20--22,20--25,21--27,21--31,21--46,22--26,22--43,23--27,23--39,24--33,24--38,25--27,25--35,25--37,26--46,26--49,27--43,28--35,28--46,29--34,29--44,30--35,30--37,31--40,31--50,32--36,32--51,33--37,33--41,33--44,34--45,35--37,38--44,39--47,40--41,41--43,44--47,45--48,48--50
0--10,0--31,0--36,0--42,1--9,1--22,1--24,1--45,2--10,2--24,2--30,2--34,3--5,3--19,3--37,3--47,4--8,4--9,4--33,4--48,5--12,5--21,5--35,6--9,6--18,6--30,6--51,7--13,7--27,7--32,7--37,8--10,8--39,8--44,9--40,10--39,11--15,11--25,11--44,11--46,12--21,12--27,12--51,13--26,13--37,13--43,14--18,14--20,14--23,14--36,15--29,15--37,15--50,16--23,16--26,16--34,16--50,17--32,17--39,17--41,17--49,18--25,18--39,19--33,19--36,19--50,20--21,20--23,20--28,21--51,22--35,22--38,22--40,23--47,24--44,24--50,25--31,25--38,26--38,26--42,27--34,27--48,28--33,28--45,28--47,29--33,29--40,29--41,30--41,30--49,31--32,31--48,32--46,34--43,35--41,35--42,36--45,38--49,40--51,42--44,43--45,43--49,46--47,46--48
0--10,0--33,0--42,0--49,1--6,1--43,1--44,1--47,2--5,2--11,2--20,2--21,3--15,3--16,3--40,3--46,4--5,4--7,4--17,4--25,5--33,5--41,6--11,6--25,6--39,7--15,7--24,7--29,8--15,8--31,8--35,8--44,9--16,9--35,9--37,9--48,10--27,10--30,10--45,11--14,11--24,12--24,12--33,12--36,12--40,13--19,13--21,13--27,13--43,14--22,14--34,14--35,15--18,16--18,16--32,17--26,17--31,17--35,18--21,18--45,19--31,19--39,19--51,20--32,20--37,20--44,21--36,22--38,22--45,22--51,23--26,23--28,23--29,23--40,24--46,25--26,25--39,26--43,27--30,27--42,28--33,28--49,28--50,29--32,29--39,30--41,30--51,31--36,32--41,34--43,34--47,34--49,36--37,37--42,38--40,38--47,38--51,41--50,42--50,44--48,45--50,46--47,46--48,48--49
0--3,0--42,0--45,0--49,1--14,1--17,1--20,1--38,2--5,2--6,2--7,2--10,3--6,3--9,3--13,4--16,4--17,4--43,4--44,5--10,5--25,5--32,6--29,6--31,7--20,7--41,7--48,8--16,8--31,8--34,8--39,9--11,9--17,9--50,10--32,10--38,11--14,11--23,11--28,12--25,12--27,12--49,12--51,13--28,13--45,13--49,14--34,14--48,15--36,15--43,15--46,15--47,16--18,16--19,17--45,18--32,18--37,18--42,19--35,19--36,19--50,20--28,20--47,21--26,21--31,21--50,21--51,22--24,22--33,22--44,22--51,23--31,23--43,23--51,24--30,24--41,24--45,25--42,25--43,26--30,26--32,26--47,27--29,27--46,27--49,28--44,29--46,29--48,30--35,30--37,33--39,33--41,33--46,34--37,34--39,35--38,35--47,36--40,36--48,37--44,38--40,39--41,40--42,40--50
0--11,0--27,0--39,0--44,1--3,1--6,1--19,1--34,2--12,2--21,2--33,2--39,3--7,3--28,3--37,4--25,4--26,4--27,4--42,5--6,5--27,5--36,5--49,6--22,6--47,7--42,7--47,7--51,8--15,8--18,8--30,8--43,9--18,9--22,9--46,9--49,10--25,10--30,10--40,10--41,11--13,11--22,11--33,12--31,12--41,12--48,13--16,13--21,13--34,14--23,14--29,14--35,14--43,15--17,15--31,15--51,16--26,16--44,16--48,17--22,17--37,17--45,18--39,18--46,19--33,19--37,19--38,20--23,20--25,20--29,20--51,21--28,21--35,23--36,23--45,24--29,24--32,24--44,24--50,25--46,26--30,26--47,27--41,28--48,28--50,29--40,30--33,31--35,31--38,32--35,32--41,32--42,34--38,34--43,36--45,36--51,37--46,38--50,39--40,40--45,42--49,43--49,44--50,47--48
0--7,0--11,0--20,0--50,1--17,1--44,1--45,1--50,2--3,2--18,2--33,2--47,3--25,3--26,3--35,4--13,4--27,4--42,4--43,5--10,5--34,5--45,5--48,6--24,6--30,6--35,6--49,7--14,7--39,7--40,8--9,8--29,8--41,8--43,9--26,9--34,9--38,10--19,10--38,10--41,11--16,11--39,11--47,12--23,12--26,12--28,12--29,13--28,13--50,13--51,14--16,14--42,14--44,15--22,15--36,15--37,15--45,16--25,16--27,17--31,17--32,17--43,18--33,18--39,18--46,19--35,19--37,19--42,20--25,20--29,20--34,21--24,21--36,21--48,21--50,22--32,22--48,22--49,23--26,23--31,23--41,24--35,24--46,25--38,27--33,27--51,28--37,28--49,29--46,30--31,30--34,30--43,31--49,32--40,32--51,33--42,36--40,36--47,37--41,38--47,39--40,44--46,44--48,45--51
0--6,0--9,0--27,0--41,1--9,1--26,1--34,1--47,2--5,2--20,2--32,2--44,3--11,3--23,3--31,3--50,4--11,4--14,4--35,4--42,5--9,5--43,5--46,6--23,6--27,6--45,7--14,7--39,7--41,7--51,8--11,8--28,8--32,8--50,9--48,10--11,10--21,10--31,10--45,12--14,12--16,12--18,12--35,13--27,13--29,13--38,13--50,14--30,15--18,15--31,15--43,15--45,16--23,16--39,16--49,17--25,17--38,17--46,17--49,18--21,18--31,19--21,19--24,19--39,19--49,20--33,20--42,20--51,21--22,22--28,22--36,22--42,23--30,24--26,24--29,24--33,25--41,25--42,25--47,26--46,26--48,27--40,28--37,28--40,29--34,29--40,30--36,30--39,32--33,32--51,33--50,34--37,34--40,35--41,35--44,36--46,36--48,37--43,37--44,38--45,38--47,43--48,44--51,47--49
0--9,0--17,0--40,0--49,1--8,1--17,1--29,1--33,2--19,2--46,2--48,2--51,3--6,3--16,3--27,3--43,4--28,4--30,4--34,4--36,5--7,5--19,5--26,5--48,6--7,6--39,6--41,7--13,7--17,8--31,8--32,8--35,9--11,9--14,9--47,10--24,10--37,10--44,10--46,11--18,11--40,11--49,12--14,12--24,12--43,12--50,13--24,13--26,13--43,14--25,14--29,15--21,15--23,15--25,15--39,16--29,16--45,16--48,17--36,18--20,18--21,18--38,19--33,19--49,20--23,20--28,20--41,21--28,21--31,22--23,22--31,22--42,22--46,23--26,24--35,25--35,25--46,26--45,27--32,27--33,27--50,28--38,29--32,30--32,30--36,30--47,31--42,33--34,34--38,34--40,35--38,36--44,37--41,37--47,37--51,39--41,39--42,40--45,42--47,43--44,44--51,45--48,49--50,50--51
0--5,0--21,0--22,0--34,1--8,1--25,1--26,1--41,2--22,2--31,2--43,2--51,3--18,3--23,3--27,3--43,4--14,4--33,4--45,4--46,5--16,5--35,5--42,6--8,6--10,6--14,6--34,7--20,7--28,7--33,7--36,8--16,8--44,9--12,9--46,9--48,9--51,10--37,10--39,10--45,11--13,11--29,11--42,11--50,12--17,12--19,12--48,13--16,13--24,13--27,14--38,14--41,15--22,15--27,15--30,15--44,16--44,17--24,17--31,17--43,18--20,18--29,18--32,19--37,19--47,19--48,20--21,20--39,21--28,21--34,22--27,23--25,23--35,23--40,24--26,24--33,25--40,25--50,26--36,26--47,28--37,28--44,29--31,29--51,30--35,30--42,30--46,31--40,32--33,32--46,32--49,34--50,35--45,36--41,36--49,37--39,38--40,38--47,38--48,39--41,42--49,43--51,45--47,49--50
0--2,0--8,0--31,0--38,1--20,1--25,1--27,1--34,2--6,2--14,2--20,3--10,3--22,3--36,3--49,4--8,4--29,4--30,4--35,5--10,5--35,5--36,5--40,6--27,6--30,6--39,7--25,7--28,7--40,7--45,8--19,8--49,9--27,9--28,9--38,9--44,10--29,10--37,11--16,11--21,11--41,11--48,12--13,12--15,12--32,12--45,13--18,13--37,13--41,14--28,14--33,14--51,15--25,15--47,15--49,16--22,16--29,16--39,17--18,17--21,17--24,17--42,18--37,18--43,19--29,19--40,19--46,20--21,20--47,21--38,22--48,22--49,23--26,23--32,23--47,23--51,24--41,24--43,24--45,25--43,26--31,26--38,26--50,27--32,28--35,30--36,30--46,31--42,31--46,32--45,33--35,33--39,33--51,34--42,34--44,34--47,36--39,37--50,40--41,42--44,43--48,44--50,46--48,50--51
0--11,0--15,0--16,0--20,1--2,1--17,1--31,1--42,2--14,2--17,2--36,3--9,3--10,3--18,3--27,4--7,4--33,4--36,4--41,5--7,5--31,5--48,5--51,6--25,6--30,6--32,6--39,7--13,7--48,8--12,8--19,8--20,8--38,9--22,9--26,9--42,10--28,10--33,10--44,11--17,11--23,11--32,12--23,12--45,12--51,13--40,13--42,13--49,14--24,14--39,14--45,15--21,15--45,15--46,16--28,16--30,16--43,17--29,18--24,18--34,18--47,19--24,19--41,19--43,20--46,20--47,21--27,21--37,21--46,22--25,22--37,22--48,23--31,23--45,24--44,25--29,25--35,26--28,26--35,26--50,27--28,27--38,29--36,29--40,30--36,30--38,31--51,32--37,32--49,33--39,33--47,34--39,34--41,34--42,35--44,35--48,37--50,38--46,40--41,40--50,43--47,43--49,44--51,49--50
0--4,0--12,0--18,0--39,1--11,1--16,1--32,1--39,2--13,2--18,2--36,2--51,3--10,3--30,3--31,3--51,4--8,4--12,4--44,5--8,5--19,5--33,5--42,6--21,6--29,6--42,6--44,7--42,7--48,7--49,7--50,8--19,8--29,9--14,9--19,9--28,9--48,10--15,10--21,10--26,11--22,11--32,11--46,12--30,12--40,13--23,13--34,13--36,14--26,14--34,14--42,15--33,15--39,15--50,16--25,16--35,16--37,17--20,17--34,17--36,17--41,18--29,18--33,19--24,20--32,20--47,20--51,21--25,21--43,22--29,22--37,22--49,23--27,23--35,23--47,24--38,24--46,24--47,25--37,25--45,26--31,26--38,27--46,27--48,27--49,28--41,28--44,28--49,30--31,30--38,31--48,32--50,33--46,34--51,35--40,35--43,36--43,37--45,38--41,39--45,40--44,40--47,41--45,43--50
0--6,0--18,0--31,0--47,1--4,1--5,1--35,1--50,2--10,2--14,2--41,2--47,3--19,3--20,3--38,3--39,4--7,4--18,4--26,5--7,5--12,5--28,6--10,6--23,6--40,7--16,7--35,8--12,8--22,8--23,8--40,9--18,9--21,9--33,9--35,10--14,10--20,11--16,11--19,11--21,11--24,12--25,12--50,13--17,13--39,13--43,13--50,14--15,14--49,15--25,15--34,15--37,16--20,16--36,17--29,17--37,17--38,18--19,19--51,20--41,21--46,21--50,22--30,22--43,22--49,23--39,23--48,24--25,24--29,24--31,25--38,26--28,26--34,26--39,27--30,27--33,27--40,27--47,28--30,28--49,29--33,29--45,30--45,31--32,31--44,32--33,32--41,32--49,34--40,34--42,35--47,36--44,36--46,36--51,37--45,37--48,38--46,41--44,42--45,42--48,42--51,43--44,43--51,46--48
0--5,0--23,0--31,0--37,1--5,1--32,1--42,1--43,2--5,2--8,2--17,2--50,3--10,3--19,3--45,3--49,4--23,4--30,4--31,4--51,5--30,6--21,6--29,6--30,6--46,7--14,7--18,7--28,7--45,8--11,8--23,8--41,9--12,9--34,9--35,9--44,10--40,10--47,10--48,11--17,11--24,11--36,12--17,12--26,12--47,13--25,13--27,13--37,13--40,14--15,14--20,14--43,15--25,15--32,15--39,16--23,16--26,16--31,16--42,17--47,18--21,18--35,18--47,19--36,19--41,19--48,20--28,20--45,20--46,21--27,21--49,22--26,22--35,22--46,22--49,24--29,24--44,24--50,25--34,25--51,26--33,27--38,27--48,28--38,28--51,29--32,29--43,30--37,31--38,32--42,33--34,33--41,33--43,34--37,35--39,36--41,36--42,38--44,39--40,39--50,40--44,45--48,46--49,50--51
0--30,0--32,0--36,0--41,1--6,1--12,1--16,1--42,2--6,2--34,2--44,2--51,3--14,3--17,3--29,3--39,4--9,4--18,4--40,4--49,5--27,5--30,5--37,5--42,6--14,6--50,7--22,7--29,7--41,7--48,8--23,8--40,8--47,8--51,9--10,9--11,9--46,10--22,10--37,10--38,11--15,11--26,11--33,12--22,12--34,12--44,13--19,13--26,13--29,13--48,14--26,14--46,15--31,15--39,15--49,16--41,16--43,16--51,17--30,17--31,17--36,18--24,18--28,18--33,19--24,19--45,19--50,20--25,20--37,20--39,20--47,21--39,21--40,21--45,21--49,22--32,23--36,23--37,23--38,24--27,24--43,25--28,25--33,25--35,26--48,27--30,27--42,28--35,28--45,29--41,31--35,31--44,32--34,32--47,33--47,34--44,35--50,36--38,38--50,40--46,42--43,43--48,45--51,46--49
0--23,0--26,0--36,0--42,1--10,1--16,1--18,1--40,2--21,2--35,2--41,2--48,3--18,3--25,3--27,3--45,4--14,4--30,4--41,4--43,5--9,5--27,5--47,5--50,6--30,6--31,6--38,6--49,7--16,7--31,7--47,7--49,8--20,8--26,8--29,8--38,9--21,9--24,9--51,10--29,10--44,10--46,11--29,11--32,11--45,11--46,12--35,12--36,12--45,12--50,13--32,13--36,13--38,13--41,14--25,14--33,14--45,15--18,15--23,15--42,15--48,16--18,16--19,17--22,17--31,17--33,17--47,19--22,19--24,19--34,20--30,20--37,20--39,21--35,21--50,22--27,22--46,23--43,23--48,24--25,24--44,25--41,26--37,26--49,27--43,28--33,28--39,28--43,28--51,29--51,30--40,31--32,32--49,33--44,34--37,34--39,34--44,35--46,36--38,37--42,39--51,40--47,40--48,42--50
0--10,0--40,0--43,0--45,1--9,1--12,1--25,1--29,2--31,2--35,2--36,2--46,3--15,3--28,3--39,3--42,4--8,4--27,4--43,4--51,5--13,5--14,5--16,5--39,6--12,6--41,6--46,6--50,7--9,7--25,7--44,7--49,8--18,8--28,8--42,9--26,9--50,10--33,10--41,10--43,11--20,11--37,11--45,11--47,12--17,12--27,13--22,13--30,13--40,14--24,14--31,14--35,15--34,15--42,15--46,16--17,16--23,16--37,17--21,17--48,18--19,18--26,18--38,19--28,19--35,19--44,20--24,20--29,20--38,21--27,21--31,21--49,22--34,22--40,22--50,23--38,23--47,23--48,24--26,24--47,25--37,25--49,26--38,27--30,28--33,29--33,29--48,30--44,30--45,31--33,32--34,32--40,32--47,32--50,34--51,35--44,36--39,36--45,36--46,37--48,39--41,41--51,42--43,49--51
0--2,0--9,0--11,0--47,1--36,1--37,1--43,1--51,2--6,2--10,2--35,3--6,3--11,3--28,3--32,4--8,4--25,4--27,4--51,5--23,5--45,5--47,5--50,6--30,6--32,7--16,7--26,7--33,7--37,8--39,8--43,8--49,9--33,9--34,9--39,10--11,10--12,10--44,11--35,12--13,12--16,12--31,13--40,13--41,13--46,14--19,14--20,14--32,14--47,15--23,15--24,15--25,15--29,16--26,16--31,17--23,17--29,17--39,17--44,18--24,18--26,18--30,18--40,19--25,19--28,19--48,20--21,20--41,20--48,21--22,21--34,21--36,22--27,22--39,22--51,23--38,24--43,24--45,25--28,26--38,27--40,27--42,28--36,29--46,29--51,30--35,30--44,31--41,31--42,32--37,33--44,33--49,34--48,34--50,35--41,36--38,37--40,38--45,42--43,42--46,45--46,47--49,48--50,49--50
