0--1,0--18,0--21,1--24,1--43,2--29,2--46,2--47,3--16,3--44,3--49,4--15,4--23,4--28,5--12,5--37,5--40,6--29,6--32,6--39,7--22,7--39,7--40,8--19,8--31,8--35,9--32,9--44,9--45,10--11,10--18,10--44,11--26,11--46,12--19,12--22,13--24,13--41,13--47,14--16,14--25,14--30,15--30,15--36,16--25,17--27,17--31,17--48,18--35,19--46,20--30,20--38,20--42,21--28,21--45,22--25,23--32,23--43,24--49,26--34,26--36,27--33,27--37,28--49,29--39,31--33,33--43,34--38,34--42,35--48,36--47,37--41,38--48,40--45,41--42
0--3,0--29,0--33,1--25,1--34,1--49,2--21,2--33,2--42,3--37,3--48,4--23,4--27,4--30,5--7,5--28,5--42,6--9,6--26,6--46,7--16,7--23,8--9,8--13,8--15,9--40,10--13,10--41,10--45,11--24,11--41,11--48,12--25,12--36,12--38,13--14,14--16,14--30,15--26,15--43,16--36,17--31,17--44,17--47,18--21,18--22,18--23,19--27,19--31,19--35,20--34,20--40,20--49,21--41,22--24,22--49,24--46,25--38,26--43,27--46,28--45,28--47,29--35,29--44,30--38,31--43,32--33,32--44,32--45,34--37,35--36,37--39,39--42,39--48,40--47
0--33,0--36,0--45,1--19,1--40,1--41,2--10,2--12,2--18,3--10,3--29,3--47,4--9,4--27,4--45,5--28,5--38,5--40,6--11,6--43,6--49,7--8,7--27,7--34,8--21,8--49,9--21,9--31,10--33,11--17,11--49,12--34,12--35,13--15,13--16,13--17,14--19,14--26,14--35,15--37,15--48,16--29,16--44,17--33,18--22,18--38,19--47,20--24,20--29,20--39,21--24,22--38,22--48,23--30,23--31,23--46,24--30,25--34,25--43,25--46,26--30,26--35,27--39,28--42,28--44,31--45,32--36,32--37,32--44,36--43,37--41,39--42,40--41,42--47,46--48
0--8,0--16,0--32,1--6,1--9,1--49,2--11,2--14,2--18,3--5,3--8,3--37,4--17,4--22,4--34,5--33,5--35,6--33,6--36,7--10,7--23,7--31,8--17,9--28,9--40,10--34,10--43,11--28,11--31,12--28,12--30,12--48,13--30,13--38,13--47,14--27,14--39,15--35,15--41,15--43,16--42,16--49,17--21,18--29,18--47,19--37,19--45,19--46,20--29,20--47,20--49,21--30,21--41,22--32,22--38,23--32,23--41,24--26,24--31,24--38,25--35,25--40,25--43,26--36,26--44,27--40,27--48,29--46,33--45,34--39,36--48,37--45,39--44,42--44,42--46
0--14,0--17,0--33,1--5,1--12,1--40,2--3,2--7,2--16,3--46,3--47,4--10,4--25,4--26,5--18,5--44,6--8,6--32,6--36,7--17,7--31,8--27,8--28,9--13,9--30,9--48,10--41,10--48,11--25,11--40,11--44,12--19,12--48,13--19,13--43,14--21,14--34,15--31,15--36,15--47,16--20,16--49,17--45,18--20,18--24,19--42,20--22,21--38,21--49,22--33,22--35,23--31,23--32,23--37,24--30,24--42,25--43,26--28,26--35,27--36,27--41,28--30,29--35,29--39,29--49,32--44,33--40,34--39,34--43,37--38,37--39,38--45,41--46,42--46,45--47
0--1,0--38,0--43,1--14,1--16,2--15,2--38,2--49,3--8,3--27,3--40,4--5,4--20,4--41,5--6,5--36,6--22,6--33,7--25,7--26,7--44,8--25,8--47,9--14,9--33,9--43,10--14,10--34,10--37,11--29,11--32,11--49,12--23,12--35,12--40,13--16,13--21,13--42,15--30,15--39,16--28,17--19,17--29,17--31,18--21,18--36,18--42,19--20,19--36,20--26,21--35,22--35,22--39,23--47,23--49,24--27,24--30,24--42,25--47,26--31,27--46,28--34,28--39,29--46,30--32,31--45,32--48,33--34,37--45,37--48,38--41,40--44,41--46,43--48,44--45
0--2,0--27,0--47,1--7,1--16,1--44,2--30,2--43,3--23,3--35,3--45,4--22,4--30,4--36,5--7,5--16,5--45,6--9,6--11,6--48,7--18,8--17,8--25,8--47,9--28,9--36,10--19,10--38,10--40,11--27,11--32,12--33,12--42,12--44,13--17,13--19,13--34,14--20,14--23,14--40,15--19,15--27,15--31,16--33,17--46,18--26,18--49,20--37,20--43,21--31,21--33,21--41,22--29,22--38,23--40,24--32,24--39,24--47,25--29,25--48,26--29,26--45,28--34,28--42,30--43,31--46,32--41,34--38,35--39,35--46,36--48,37--41,37--49,39--42,44--49
0--20,0--31,0--49,1--15,1--19,1--49,2--11,2--28,2--29,3--13,3--26,3--36,4--10,4--13,4--41,5--9,5--19,5--40,6--12,6--39,6--40,7--12,7--40,7--46,8--15,8--21,8--32,9--11,9--22,10--28,10--41,11--46,12--32,13--16,14--24,14--30,14--44,15--30,16--22,16--38,17--21,17--27,17--34,18--20,18--23,18--47,19--42,20--22,21--49,23--39,23--41,24--25,24--28,25--33,25--45,26--43,26--47,27--38,27--45,29--37,29--42,30--38,31--35,31--36,32--44,33--34,33--48,34--48,35--43,35--45,36--37,37--48,39--43,42--44,46--47
0--3,0--27,0--44,1--5,1--7,1--18,2--19,2--33,2--36,3--29,3--43,4--30,4--33,4--37,5--21,5--43,6--20,6--22,6--42,7--32,7--39,8--26,8--30,8--48,9--32,9--38,9--43,10--18,10--28,10--35,11--37,11--39,11--49,12--17,12--24,12--45,13--17,13--34,13--46,14--15,14--21,14--32,15--36,15--41,16--34,16--37,16--39,17--23,18--29,19--26,19--38,20--42,20--45,21--48,22--24,22--26,23--24,23--25,25--31,25--49,27--40,27--49,28--31,28--40,29--47,30--33,31--42,34--46,35--36,35--38,40--41,41--44,44--46,45--47,47--48
0--27,0--39,0--48,1--11,1--19,1--40,2--44,2--45,2--47,3--4,3--10,3--12,4--18,4--22,5--16,5--25,5--28,6--24,6--29,6--41,7--30,7--38,7--43,8--23,8--37,8--38,9--17,9--28,9--39,10--23,10--33,11--21,11--47,12--32,12--41,13--34,13--35,13--49,14--29,14--36,14--49,15--20,15--26,15--48,16--30,16--34,17--21,17--24,18--36,18--42,19--40,19--42,20--31,20--45,21--33,22--32,22--43,23--35,24--37,25--31,25--47,26--37,26--44,27--34,27--35,28--45,29--46,30--39,31--38,32--36,33--48,40--49,41--46,42--46,43--44
0--11,0--41,0--47,1--2,1--22,1--44,2--8,2--48,3--9,3--38,3--49,4--25,4--27,4--32,5--21,5--29,5--45,6--8,6--14,6--24,7--23,7--35,7--39,8--48,9--15,9--42,10--31,10--36,10--41,11--17,11--19,12--13,12--16,12--26,13--19,13--30,14--20,14--35,15--16,15--44,16--31,17--30,17--36,18--26,18--39,18--48,19--37,20--33,20--49,21--28,21--34,22--43,22--47,23--28,23--31,24--33,24--38,25--37,25--47,26--32,27--30,27--39,28--34,29--32,29--40,33--41,34--42,35--46,36--43,37--42,38--40,40--44,43--45,45--46,46--49
0--22,0--23,0--47,1--11,1--31,1--42,2--7,2--20,2--33,3--21,3--34,3--43,4--6,4--29,4--30,5--30,5--33,5--41,6--11,6--22,7--28,7--38,8--40,8--44,8--45,9--17,9--28,9--31,10--40,10--44,10--47,11--20,12--19,12--34,12--46,13--15,13--25,13--49,14--32,14--36,14--38,15--24,15--39,16--18,16--32,16--48,17--36,17--49,18--29,18--40,19--34,19--37,20--38,21--26,21--47,22--42,23--35,23--45,24--26,24--48,25--27,25--28,26--39,27--37,27--45,29--41,30--46,31--43,32--39,33--35,35--42,36--44,37--43,41--49,46--48
0--17,0--24,0--42,1--7,1--17,1--29,2--8,2--20,2--37,3--7,3--22,3--32,4--5,4--19,4--31,5--25,5--43,6--11,6--26,6--30,7--27,8--15,8--33,9--38,9--39,9--44,10--20,10--39,10--41,11--13,11--34,12--32,12--37,12--46,13--25,13--35,14--30,14--40,14--48,15--16,15--44,16--41,16--47,17--30,18--23,18--32,18--48,19--21,19--34,20--41,21--29,21--46,22--26,22--37,23--24,23--35,24--49,25--28,26--44,27--36,27--39,28--33,28--49,29--35,31--43,31--45,33--36,34--47,36--40,38--48,38--49,40--42,42--45,43--46,45--47
0--10,0--20,0--47,1--11,1--39,1--44,2--29,2--32,2--39,3--16,3--33,3--38,4--36,4--37,4--38,5--27,5--30,5--43,6--8,6--34,6--43,7--18,7--19,7--44,8--14,8--15,9--33,9--46,9--48,10--19,10--32,11--29,11--49,12--34,12--43,12--47,13--26,13--36,13--46,14--22,14--35,15--18,15--23,16--21,16--49,17--21,17--23,17--46,18--29,19--20,20--22,21--33,22--25,23--28,24--26,24--28,24--45,25--38,25--42,26--42,27--41,27--48,28--37,30--45,30--48,31--40,31--42,31--44,32--45,34--40,35--37,35--40,36--47,39--41,41--49
0--23,0--30,0--49,1--14,1--19,1--33,2--28,2--29,2--41,3--11,3--18,3--41,4--27,4--28,4--30,5--18,5--38,5--47,6--7,6--10,6--48,7--31,7--49,8--9,8--24,8--48,9--31,9--48,10--11,10--26,11--20,12--25,12--43,12--45,13--34,13--36,13--45,14--39,14--44,15--17,15--27,15--38,16--37,16--41,16--42,17--37,17--46,18--42,19--28,19--46,20--30,20--34,21--32,21--43,21--47,22--24,22--39,22--44,23--29,23--34,24--43,25--33,25--37,26--32,26--33,27--42,29--46,31--35,32--40,35--45,35--47,36--38,36--40,39--44,40--49
0--6,0--10,0--32,1--8,1--30,1--31,2--9,2--17,2--23,3--5,3--7,3--28,4--41,4--45,4--46,5--27,5--47,6--18,6--36,7--30,7--34,8--19,8--39,9--12,9--48,10--16,10--36,11--15,11--26,11--35,12--22,12--34,13--17,13--33,13--34,14--22,14--24,14--38,15--18,15--33,16--30,16--49,17--42,18--32,19--21,19--23,20--37,20--44,20--48,21--29,21--41,22--44,23--42,24--32,24--35,25--41,25--45,25--46,26--31,26--43,27--38,27--49,28--35,28--37,29--31,29--40,33--39,36--44,37--40,38--39,40--43,42--47,43--48,45--46,47--49
0--9,0--29,0--36,1--5,1--15,1--33,2--33,2--35,2--44,3--21,3--36,3--48,4--10,4--16,4--20,5--15,5--40,6--9,6--10,6--46,7--14,7--23,7--26,8--37,8--46,8--49,9--30,10--49,11--14,11--23,11--24,12--31,12--35,12--37,13--32,13--44,13--48,14--18,15--31,16--19,16--39,17--21,17--38,17--47,18--24,18--32,19--26,19--30,20--27,20--31,21--47,22--38,22--43,22--48,23--49,24--26,25--34,25--43,25--45,27--35,27--41,28--39,28--41,28--42,29--33,29--37,30--43,32--44,34--42,34--45,36--40,38--41,39--40,42--45,46--47
0--17,0--31,0--45,1--7,1--26,1--30,2--5,2--30,2--36,3--9,3--10,3--35,4--23,4--25,4--38,5--17,5--48,6--26,6--29,6--40,7--38,7--49,8--9,8--12,8--47,9--37,10--16,10--36,11--20,11--22,11--29,12--16,12--24,13--17,13--30,13--47,14--21,14--27,14--46,15--35,15--39,15--44,16--33,18--34,18--40,18--46,19--21,19--22,19--48,20--33,20--46,21--41,22--34,23--26,23--49,24--35,24--44,25--44,25--47,27--41,27--42,28--31,28--38,28--43,29--32,31--43,32--34,32--37,33--41,36--42,37--40,39--45,39--49,42--43,45--48
0--12,0--24,0--47,1--19,1--25,1--46,2--14,2--16,2--43,3--28,3--32,3--36,4--6,4--25,4--37,5--27,5--29,5--38,6--15,6--30,7--11,7--17,7--36,8--17,8--35,8--45,9--15,9--24,9--32,10--22,10--35,10--37,11--12,11--21,12--40,13--31,13--38,13--46,14--16,14--41,15--35,16--27,17--34,18--38,18--40,18--49,19--26,19--34,20--24,20--26,20--40,21--34,21--47,22--32,22--36,23--25,23--28,23--33,26--29,27--44,28--43,29--30,30--43,31--44,31--49,33--41,33--48,37--44,39--46,39--47,39--49,41--42,42--45,42--48,45--48
0--3,0--40,0--45,1--17,1--38,1--49,2--7,2--15,2--34,3--6,3--13,4--11,4--16,4--27,5--29,5--44,5--48,6--27,6--45,7--34,7--43,8--16,8--25,8--39,9--15,9--31,9--43,10--37,10--41,10--47,11--22,11--44,12--14,12--40,12--48,13--28,13--32,14--36,14--39,15--17,16--33,17--24,18--30,18--48,18--49,19--25,19--30,19--36,20--22,20--33,20--35,21--31,21--35,21--46,22--42,23--38,23--41,23--49,24--32,24--34,25--33,26--28,26--39,26--46,27--44,28--29,29--37,30--42,31--38,32--47,35--42,36--41,37--43,40--47,45--46
0--13,0--23,0--26,1--22,1--27,1--28,2--29,2--33,2--44,3--9,3--32,3--35,4--10,4--16,4--37,5--10,5--23,5--42,6--32,6--46,6--48,7--12,7--34,7--39,8--16,8--31,8--39,9--22,9--39,10--40,11--38,11--41,11--47,12--20,12--46,13--15,13--37,14--18,14--33,14--43,15--30,15--34,16--25,17--24,17--26,17--42,18--24,18--27,19--33,19--41,19--48,20--28,20--45,21--23,21--31,21--44,22--28,24--32,25--45,25--47,26--38,27--34,29--35,29--41,30--36,30--44,31--43,35--46,36--48,36--49,37--43,38--42,40--45,40--49,47--49
0--2,0--20,0--29,1--2,1--43,1--48,2--36,3--39,3--44,3--49,4--9,4--17,4--42,5--34,5--38,5--48,6--10,6--12,6--28,7--28,7--32,7--47,8--29,8--35,8--44,9--21,9--39,10--31,10--45,11--40,11--43,11--45,12--15,12--41,13--27,13--42,13--47,14--26,14--37,14--41,15--24,15--35,16--18,16--32,16--37,17--21,17--34,18--20,18--22,19--21,19--25,19--31,20--35,22--36,22--39,23--30,23--32,23--33,24--26,24--28,25--41,25--45,26--27,27--30,29--31,30--49,33--43,33--46,34--44,36--49,37--38,38--40,40--46,42--47,46--48
0--17,0--21,0--27,1--29,1--33,1--39,2--8,2--30,2--39,3--10,3--11,3--42,4--6,4--37,4--46,5--9,5--17,5--36,6--45,6--49,7--12,7--21,7--40,8--16,8--30,9--29,9--48,10--18,10--46,11--22,11--49,12--31,12--43,13--14,13--32,13--41,14--20,14--31,15--33,15--43,15--44,16--21,16--22,17--36,18--40,18--49,19--20,19--45,19--47,20--38,22--43,23--28,23--32,23--42,24--34,24--38,24--42,25--26,25--29,25--48,26--31,26--35,27--34,27--36,28--37,28--47,30--35,32--41,33--44,34--35,37--39,38--45,40--48,41--47,44--46
0--28,0--45,0--49,1--38,1--39,1--49,2--12,2--35,2--46,3--15,3--18,3--33,4--16,4--34,4--41,5--9,5--10,5--42,6--10,6--20,6--26,7--15,7--24,7--44,8--21,8--31,8--36,9--21,9--46,10--32,11--14,11--46,11--47,12--26,12--40,13--19,13--23,13--42,14--26,14--34,15--29,16--29,16--44,17--19,17--24,17--35,18--27,18--31,19--38,20--32,20--38,21--40,22--39,22--48,22--49,23--25,23--44,24--28,25--30,25--41,27--36,27--37,28--39,29--37,30--31,30--33,32--48,33--37,34--45,35--47,36--47,40--45,41--43,42--43,43--48
0--7,0--10,0--36,1--18,1--25,1--43,2--3,2--7,2--14,3--10,3--17,4--13,4--34,4--41,5--15,5--27,5--36,6--20,6--28,6--37,7--14,8--9,8--21,8--29,9--22,9--24,10--11,11--12,11--34,12--18,12--47,13--32,13--46,14--33,15--43,15--48,16--37,16--44,16--47,17--24,17--42,18--48,19--26,19--39,19--42,20--24,20--29,21--30,21--45,22--38,22--45,23--25,23--46,23--49,25--36,26--29,26--47,27--31,27--41,28--39,28--44,30--31,30--40,31--35,32--35,32--38,33--38,33--48,34--46,35--42,37--41,39--44,40--43,40--49,45--49
0--19,0--24,0--47,1--21,1--30,1--40,2--6,2--31,2--42,3--17,3--20,3--21,4--16,4--37,4--38,5--29,5--45,5--49,6--24,6--39,7--9,7--26,7--29,8--35,8--37,8--44,9--18,9--42,10--13,10--22,10--48,11--22,11--23,11--44,12--14,12--41,12--47,13--39,13--45,14--33,14--36,15--16,15--28,15--37,16--46,17--26,17--36,18--32,18--47,19--30,19--41,20--23,20--39,21--28,22--29,23--32,24--27,25--34,25--43,25--46,26--34,27--34,27--48,28--46,30--31,31--38,32--49,33--35,33--44,35--48,36--45,38--40,40--42,41--43,43--49
0--24,0--31,0--42,1--10,1--31,1--35,2--4,2--19,2--33,3--22,3--37,3--48,4--27,4--36,5--20,5--40,5--49,6--26,6--30,6--38,7--34,7--39,7--49,8--23,8--25,8--44,9--19,9--34,9--40,10--42,10--44,11--18,11--21,11--40,12--18,12--21,12--27,13--17,13--29,13--47,14--29,14--39,14--43,15--31,15--45,15--46,16--27,16--36,16--46,17--33,17--36,18--28,19--38,20--21,20--22,22--29,23--32,23--41,24--30,24--37,25--46,25--47,26--35,26--41,28--32,28--35,30--45,32--34,33--45,37--48,38--41,39--47,42--44,43--48,43--49
0--39,0--41,0--43,1--4,1--13,1--22,2--17,2--19,2--49,3--15,3--29,3--37,4--20,4--47,5--11,5--21,5--23,6--16,6--33,6--37,7--10,7--14,7--40,8--28,8--29,8--43,9--16,9--35,9--42,10--13,10--25,11--23,11--26,12--20,12--24,12--39,13--16,14--25,14--46,15--30,15--47,17--37,17--41,18--28,18--36,18--49,19--27,19--33,20--41,21--31,21--36,22--30,22--45,23--39,24--34,24--45,25--32,26--28,26--46,27--30,27--32,29--33,31--35,31--38,32--34,34--44,35--36,38--43,38--45,40--44,40--48,42--44,42--48,46--48,47--49
0--17,0--39,0--41,1--32,1--37,1--46,2--13,2--24,2--43,3--15,3--20,3--31,4--12,4--21,4--38,5--13,5--34,5--42,6--9,6--21,6--30,7--16,7--20,7--34,8--15,8--26,8--41,9--37,9--38,10--23,10--27,10--32,11--27,11--39,11--44,12--18,12--25,13--26,14--37,14--40,14--45,15--48,16--26,16--38,17--33,17--49,18--31,18--49,19--23,19--24,19--39,20--40,21--41,22--27,22--29,22--40,23--28,24--29,25--43,25--48,28--30,28--33,29--47,30--45,31--46,32--36,33--46,34--47,35--36,35--45,35--49,36--47,42--44,42--48,43--44
0--21,0--28,0--42,1--27,1--37,1--41,2--5,2--6,2--11,3--24,3--27,3--32,4--32,4--43,4--46,5--23,5--29,6--34,6--45,7--14,7--19,7--39,8--20,8--26,8--30,9--23,9--43,9--45,10--22,10--24,10--38,11--40,11--44,12--18,12--21,12--34,13--24,13--25,13--41,14--25,14--36,15--21,15--30,15--48,16--25,16--47,16--48,17--20,17--23,17--46,18--22,18--45,19--34,19--44,20--49,22--31,26--29,26--36,27--39,28--33,28--41,29--49,30--47,31--35,31--49,32--35,33--40,33--47,35--46,36--37,37--38,38--42,39--40,42--43,44--48
0--18,0--29,0--31,1--17,1--23,1--24,2--10,2--20,2--31,3--29,3--33,3--46,4--9,4--16,4--28,5--15,5--21,5--49,6--7,6--21,6--26,7--12,7--44,8--9,8--10,8--25,9--42,10--43,11--15,11--30,11--46,12--18,12--44,13--17,13--37,13--38,14--24,14--32,14--48,15--34,16--27,16--36,17--41,18--25,19--20,19--28,19--36,20--35,21--43,22--30,22--39,22--45,23--41,23--47,24--27,25--48,26--29,26--43,27--49,28--49,30--39,31--37,32--41,32--42,33--38,33--47,34--40,34--42,35--37,35--40,36--38,39--48,40--45,44--47,45--46
0--23,0--31,0--42,1--9,1--17,1--30,2--5,2--46,2--47,3--10,3--20,3--25,4--23,4--37,4--40,5--7,5--8,6--13,6--15,6--30,7--11,7--19,8--22,8--45,9--12,9--28,10--21,10--31,11--41,11--49,12--21,12--27,13--29,13--30,14--28,14--43,14--46,15--33,15--40,16--28,16--41,16--49,17--32,17--43,18--22,18--26,18--45,19--24,19--39,20--27,20--42,21--23,22--33,24--34,24--38,25--26,25--40,26--35,27--37,29--32,29--44,31--47,32--47,33--46,34--36,34--44,35--38,35--48,36--37,36--48,38--44,39--45,39--49,41--43,42--48
0--7,0--36,0--46,1--13,1--31,1--35,2--18,2--30,2--34,3--25,3--39,3--42,4--14,4--36,4--41,5--16,5--20,5--38,6--8,6--31,6--37,7--24,7--47,8--28,8--41,9--19,9--29,9--38,10--27,10--34,10--48,11--12,11--27,11--34,12--22,12--28,13--32,13--44,14--29,14--47,15--30,15--33,15--43,16--28,16--43,17--21,17--22,17--45,18--20,18--29,19--37,19--40,20--36,21--27,21--39,22--47,23--26,23--35,23--38,24--32,24--33,25--30,25--35,26--48,26--49,31--46,32--40,33--45,37--44,39--46,40--43,41--48,42--44,42--49,45--49
0--9,0--36,0--49,1--3,1--28,1--33,2--25,2--41,2--44,3--27,3--38,4--15,4--32,4--39,5--14,5--17,5--46,6--13,6--21,6--42,7--14,7--18,7--37,8--11,8--26,8--47,9--28,9--49,10--20,10--23,10--29,11--28,11--31,12--43,12--44,12--48,13--27,13--41,14--17,15--19,15--35,16--20,16--22,16--30,17--33,18--22,18--46,19--40,19--48,20--34,21--30,21--47,22--26,23--29,23--42,24--32,24--38,24--45,25--36,25--43,26--37,27--42,29--38,30--35,31--40,31--45,32--48,33--34,34--39,35--36,37--39,40--44,41--46,43--49,45--47
0--1,0--33,0--45,1--33,1--41,2--35,2--42,2--48,3--26,3--27,3--35,4--10,4--35,4--36,5--6,5--18,5--23,6--8,6--34,7--24,7--37,7--41,8--11,8--47,9--39,9--45,9--49,10--22,10--38,11--13,11--15,12--16,12--46,12--48,13--34,13--43,14--17,14--38,14--49,15--23,15--24,16--39,16--45,17--20,17--30,18--25,18--49,19--26,19--32,19--36,20--21,20--44,21--40,21--43,22--26,22--31,23--31,24--43,25--29,25--37,27--31,27--42,28--30,28--34,28--44,29--33,29--46,30--40,32--41,32--47,36--46,37--40,38--47,39--48,42--44
0--24,0--28,0--34,1--14,1--32,1--40,2--32,2--33,2--34,3--5,3--15,3--31,4--18,4--45,4--47,5--16,5--44,6--10,6--36,6--41,7--12,7--40,7--46,8--13,8--24,8--33,9--14,9--31,9--37,10--17,10--33,11--28,11--30,11--37,12--31,12--46,13--22,13--44,14--24,15--29,15--38,16--18,16--25,17--21,17--35,18--38,19--27,19--44,19--47,20--29,20--43,20--49,21--35,21--39,22--37,22--42,23--28,23--36,23--45,25--42,25--49,26--34,26--41,26--47,27--32,27--48,29--40,30--42,30--43,35--38,36--48,39--46,39--49,41--43,45--48
0--7,0--29,0--39,1--6,1--20,1--28,2--3,2--19,2--34,3--40,3--45,4--31,4--33,4--46,5--15,5--30,5--37,6--14,6--49,7--27,7--48,8--42,8--45,8--46,9--18,9--35,9--45,10--16,10--34,10--42,11--20,11--29,11--35,12--26,12--37,12--44,13--18,13--25,13--32,14--24,14--25,15--16,15--33,16--23,17--39,17--41,17--48,18--40,19--23,19--28,20--43,21--29,21--32,21--36,22--26,22--35,22--48,23--24,24--34,25--46,26--36,27--37,27--41,28--30,30--49,31--33,31--38,32--44,36--38,38--47,39--40,41--43,42--47,43--49,44--47
0--2,0--36,0--48,1--6,1--32,1--46,2--12,2--18,3--21,3--35,3--49,4--16,4--22,4--37,5--11,5--19,5--39,6--14,6--17,7--22,7--28,7--33,8--41,8--43,8--44,9--11,9--16,9--30,10--25,10--28,10--44,11--37,12--24,12--48,13--21,13--36,13--40,14--30,14--47,15--19,15--40,15--47,16--45,17--25,17--26,18--29,18--44,19--32,20--31,20--38,20--49,21--48,22--33,23--27,23--28,23--41,24--39,24--42,25--30,26--42,26--43,27--45,27--49,29--34,29--38,31--32,31--35,33--39,34--35,34--46,36--45,37--46,38--41,40--42,43--47
0--5,0--14,0--37,1--4,1--26,1--44,2--31,2--43,2--45,3--18,3--26,3--46,4--27,4--29,5--13,5--42,6--10,6--34,6--44,7--22,7--30,7--46,8--13,8--19,8--40,9--15,9--35,9--37,10--25,10--35,11--18,11--32,11--45,12--14,12--28,12--48,13--49,14--30,15--33,15--34,16--22,16--39,16--46,17--28,17--39,17--47,18--33,19--20,19--36,20--40,20--43,21--36,21--48,21--49,22--29,23--38,23--43,23--49,24--33,24--40,24--42,25--28,25--44,26--32,27--31,27--47,29--32,30--48,31--42,34--38,35--39,36--41,37--47,38--41,41--45
0--3,0--23,0--43,1--5,1--37,1--48,2--12,2--19,2--27,3--10,3--35,4--20,4--27,4--48,5--9,5--22,6--22,6--27,6--35,7--12,7--18,7--49,8--28,8--38,8--49,9--10,9--21,10--39,11--14,11--19,11--20,12--41,13--31,13--35,13--44,14--21,14--39,15--30,15--33,15--46,16--24,16--25,16--45,17--26,17--31,17--40,18--30,18--41,19--34,20--47,21--40,22--32,23--36,23--46,24--25,24--29,25--49,26--44,26--45,28--33,28--43,29--42,29--45,30--38,31--38,32--33,32--48,34--36,34--37,36--41,37--39,40--43,42--44,42--47,46--47
0--24,0--25,0--46,1--23,1--31,1--36,2--21,2--32,2--39,3--12,3--30,3--43,4--5,4--7,4--34,5--34,5--46,6--17,6--23,6--45,7--20,7--31,8--22,8--39,8--41,9--12,9--29,9--33,10--21,10--26,10--27,11--12,11--18,11--38,13--29,13--38,13--43,14--28,14--37,14--47,15--16,15--23,15--35,16--28,16--40,17--24,17--49,18--20,18--30,19--25,19--27,19--35,20--38,21--46,22--27,22--44,24--44,25--42,26--31,26--36,28--48,29--34,30--48,32--39,32--45,33--35,33--48,36--37,37--49,40--41,40--45,41--42,42--47,43--49,44--47
0--13,0--14,0--31,1--4,1--11,1--46,2--16,2--36,2--40,3--12,3--18,3--32,4--28,4--47,5--34,5--37,5--49,6--12,6--24,6--42,7--26,7--33,7--35,8--15,8--20,8--47,9--19,9--23,9--32,10--18,10--27,10--40,11--17,11--41,12--16,13--19,13--39,14--21,14--44,15--19,15--45,16--30,17--20,17--43,18--29,20--35,21--26,21--35,22--25,22--30,22--45,23--37,23--48,24--39,24--41,25--26,25--34,27--42,27--44,28--31,28--48,29--40,29--47,30--49,31--48,32--46,33--45,33--49,34--44,36--38,36--39,37--38,38--43,41--46,42--43
0--34,0--44,0--49,1--20,1--28,1--48,2--14,2--24,2--26,3--31,3--37,3--38,4--27,4--35,4--44,5--8,5--32,5--37,6--12,6--16,6--47,7--15,7--20,7--34,8--27,8--43,9--41,9--47,9--49,10--17,10--25,10--26,11--30,11--33,11--35,12--23,12--47,13--19,13--22,13--41,14--21,14--36,15--39,15--42,16--17,16--23,17--32,18--35,18--45,18--46,19--24,19--26,20--46,21--38,21--41,22--28,22--48,23--31,24--36,25--30,25--44,27--39,28--34,29--39,29--42,29--45,30--33,31--36,32--49,33--48,37--46,38--40,40--43,40--45,42--43
0--4,0--15,0--42,1--6,1--8,1--22,2--7,2--30,2--42,3--27,3--41,3--49,4--16,4--44,5--12,5--18,5--40,6--39,6--40,7--23,7--32,8--9,8--38,9--19,9--27,10--12,10--29,10--46,11--26,11--32,11--36,12--46,13--47,13--48,13--49,14--22,14--30,14--37,15--23,15--25,16--18,16--23,17--32,17--37,17--38,18--43,19--36,19--44,20--31,20--35,20--49,21--44,21--45,21--47,22--30,24--29,24--34,24--36,25--33,25--43,26--33,26--45,27--43,28--35,28--38,28--39,29--41,31--34,31--47,33--48,34--41,35--37,39--45,40--48,42--46
0--3,0--21,0--22,1--12,1--41,1--42,2--14,2--20,2--36,3--4,3--40,4--19,4--38,5--20,5--29,5--30,6--7,6--36,6--49,7--47,7--48,8--16,8--36,8--44,9--18,9--25,9--28,10--35,10--38,10--45,11--27,11--31,11--41,12--26,12--28,13--15,13--22,13--31,14--15,14--16,15--33,16--35,17--19,17--37,17--49,18--34,18--43,19--43,20--35,21--32,21--46,22--40,23--25,23--44,23--47,24--31,24--32,24--48,25--46,26--30,26--39,27--29,27--47,28--33,29--43,30--44,32--45,33--42,34--38,34--46,37--41,37--45,39--48,39--49,40--42
0--5,0--22,0--23,1--12,1--16,1--29,2--6,2--11,2--12,3--11,3--43,3--44,4--10,4--36,4--47,5--16,5--45,6--24,6--41,7--15,7--16,7--20,8--26,8--27,8--38,9--13,9--19,9--48,10--13,10--18,11--47,12--22,13--24,14--17,14--31,14--37,15--30,15--35,17--21,17--32,18--28,18--42,19--41,19--46,20--26,20--34,21--23,21--25,22--26,23--41,24--40,25--33,25--37,27--34,27--48,28--29,28--37,29--45,30--44,30--47,31--39,31--46,32--33,32--48,33--44,34--46,35--36,35--38,36--43,38--42,39--40,39--49,40--49,42--43,45--49
