0--3,0--19,0--39,1--10,1--11,1--17,2--12,2--22,2--33,3--27,3--42,4--11,4--26,4--46,5--20,5--21,5--28,6--30,6--34,6--47,7--14,7--16,7--18,8--28,8--31,8--45,9--15,9--42,9--44,10--23,10--37,11--39,12--30,12--33,13--37,13--47,13--48,14--29,14--39,15--21,15--25,16--35,16--49,17--32,17--38,18--38,18--46,19--40,19--43,20--42,20--49,21--40,22--24,22--31,23--26,23--49,24--43,24--44,25--30,25--46,26--45,27--48,27--51,28--31,29--32,29--34,32--34,33--50,35--36,35--51,36--38,36--47,37--40,41--43,41--44,41--50,45--48,50--51
0--15,0--42,0--50,1--26,1--27,1--33,2--34,2--36,2--48,3--26,3--38,3--50,4--12,4--26,4--33,5--18,5--22,5--38,6--7,6--12,6--43,7--24,7--31,8--12,8--13,8--39,9--25,9--38,9--43,10--14,10--49,10--51,11--17,11--27,11--51,13--39,13--46,14--47,14--50,15--24,15--40,16--19,16--29,16--48,17--21,17--35,18--29,18--45,19--30,19--41,20--22,20--32,20--49,21--31,21--42,22--37,23--27,23--32,23--44,24--33,25--32,25--41,28--29,28--47,28--51,30--43,30--44,31--35,34--45,34--48,35--37,36--41,36--42,37--40,39--46,40--46,44--47,45--49
0--1,0--23,0--30,1--22,1--41,2--9,2--38,2--39,3--24,3--42,3--46,4--17,4--35,4--41,5--17,5--22,5--47,6--30,6--45,6--51,7--28,7--31,7--32,8--26,8--34,8--50,9--23,9--50,10--32,10--36,10--42,11--14,11--27,11--33,12--43,12--47,12--49,13--18,13--30,13--49,14--21,14--38,15--17,15--26,15--35,16--40,16--47,16--48,18--20,18--33,19--25,19--34,19--42,20--29,20--38,21--28,21--36,22--25,23--27,24--41,24--49,25--31,26--43,27--46,28--51,29--45,29--51,31--48,32--44,33--40,34--37,35--44,36--48,37--39,37--45,39--44,40--43,46--50
0--13,0--34,0--42,1--15,1--25,1--35,2--40,2--47,2--49,3--6,3--16,3--29,4--37,4--46,4--50,5--10,5--13,5--17,6--13,6--34,7--22,7--23,7--38,8--11,8--14,8--17,9--33,9--38,9--46,10--34,10--36,11--45,11--47,12--21,12--22,12--31,14--20,14--23,15--20,15--51,16--22,16--29,17--41,18--25,18--30,18--37,19--29,19--43,19--46,20--40,21--23,21--51,24--30,24--39,24--42,25--31,26--27,26--43,26--48,27--37,27--41,28--32,28--33,28--36,30--42,31--44,32--35,32--44,33--48,35--36,38--50,39--44,39--45,40--49,41--43,45--50,47--48,49--51
0--5,0--16,0--29,1--16,1--35,1--47,2--7,2--26,2--47,3--17,3--37,3--38,4--21,4--46,4--49,5--36,5--46,6--9,6--10,6--51,7--25,7--44,8--11,8--30,8--37,9--12,9--40,10--12,10--21,11--30,11--44,12--41,13--14,13--27,13--28,14--18,14--43,15--27,15--43,15--45,16--39,17--34,17--49,18--30,18--31,19--25,19--45,19--47,20--36,20--38,20--46,21--24,22--42,22--48,22--51,23--28,23--32,23--42,24--40,24--50,25--50,26--36,26--39,27--48,28--37,29--34,29--50,31--41,31--43,32--33,32--39,33--48,33--49,34--42,35--44,35--51,38--41,40--45
0--45,0--50,0--51,1--2,1--27,1--47,2--47,2--49,3--20,3--49,3--51,4--8,4--32,4--34,5--33,5--39,5--43,6--14,6--19,6--42,7--14,7--40,7--44,8--10,8--48,9--15,9--19,9--37,10--26,10--34,11--23,11--39,11--42,12--24,12--39,12--40,13--22,13--29,13--36,14--33,15--28,15--45,16--28,16--32,16--35,17--20,17--41,17--43,18--30,18--38,18--51,19--38,20--25,21--23,21--36,21--46,22--23,22--45,24--27,24--44,25--27,25--35,26--48,26--49,28--42,29--31,29--44,30--37,30--48,31--38,31--50,32--43,33--47,34--36,35--41,37--40,41--46,46--50
0--21,0--29,0--51,1--3,1--6,1--36,2--19,2--38,2--45,3--26,3--33,4--6,4--40,4--44,5--11,5--12,5--48,6--9,7--16,7--34,7--43,8--24,8--42,8--49,9--10,9--47,10--16,10--27,11--32,11--37,12--35,12--40,13--17,13--39,13--51,14--26,14--32,14--42,15--23,15--35,15--51,16--44,17--28,17--36,18--28,18--46,18--48,19--26,19--31,20--21,20--22,20--25,21--23,22--29,22--49,23--24,24--33,25--30,25--50,27--34,27--47,28--46,29--39,30--31,30--43,31--39,32--37,33--42,34--45,35--38,36--46,37--48,38--50,40--44,41--45,41--49,41--50,43--47
0--13,0--39,0--43,1--28,1--34,1--46,2--30,2--37,2--48,3--29,3--36,3--37,4--31,4--48,4--49,5--22,5--23,5--25,6--23,6--31,6--41,7--8,7--14,7--27,8--14,8--45,9--29,9--39,9--51,10--35,10--40,10--44,11--32,11--35,11--39,12--16,12--44,12--46,13--24,13--30,14--32,15--35,15--46,15--49,16--47,16--50,17--20,17--26,17--32,18--19,18--29,18--48,19--27,19--42,20--21,20--41,21--26,21--43,22--49,22--50,23--38,24--28,24--43,25--45,25--50,26--47,27--38,28--40,30--33,31--34,33--38,33--47,34--42,36--41,36--44,37--51,40--51,42--45
0--31,0--34,0--41,1--9,1--44,1--50,2--4,2--26,2--47,3--22,3--40,3--44,4--6,4--17,5--8,5--24,5--33,6--30,6--51,7--35,7--38,7--42,8--20,8--48,9--18,9--27,10--14,10--38,10--41,11--12,11--37,11--47,12--20,12--38,13--18,13--22,13--41,14--37,14--45,15--36,15--42,15--46,16--20,16--43,16--46,17--25,17--31,18--25,19--23,19--27,19--34,21--29,21--36,21--46,22--45,23--33,23--48,24--32,24--49,25--26,26--49,27--29,28--37,28--39,28--45,29--32,30--33,30--40,31--36,32--40,34--43,35--47,35--50,39--50,39--51,42--43,44--48,49--51
0--30,0--35,0--41,1--10,1--19,1--45,2--5,2--26,2--50,3--18,3--40,3--44,4--14,4--26,4--39,5--41,5--46,6--19,6--26,6--37,7--29,7--38,7--49,8--15,8--25,8--47,9--21,9--43,9--51,10--16,10--50,11--12,11--27,11--34,12--13,12--27,13--31,13--50,14--20,14--32,15--27,15--42,16--23,16--34,17--24,17--33,17--40,18--37,18--45,19--36,20--43,20--44,21--22,21--36,22--45,22--47,23--28,23--51,24--25,24--48,25--43,28--35,28--49,29--35,29--39,30--33,30--40,31--32,31--48,32--34,33--49,36--41,37--38,38--47,39--42,42--46,44--46,48--51
0--7,0--17,0--42,1--3,1--41,1--44,2--10,2--19,2--33,3--24,3--48,4--21,4--30,4--43,5--8,5--20,5--21,6--19,6--25,6--30,7--45,7--49,8--16,8--45,9--19,9--38,9--46,10--13,10--18,11--16,11--37,11--40,12--15,12--23,12--31,13--33,13--48,14--25,14--29,14--47,15--38,15--39,16--49,17--46,17--47,18--30,18--36,20--22,20--29,21--41,22--32,22--44,23--35,23--50,24--34,24--49,25--35,26--32,26--33,26--51,27--39,27--40,27--46,28--39,28--45,28--51,29--31,31--34,32--37,34--42,35--36,36--44,37--43,38--50,40--43,41--48,42--50,47--51
0--28,0--29,0--30,1--19,1--28,1--47,2--31,2--37,2--48,3--13,3--25,3--32,4--10,4--12,4--50,5--16,5--25,5--28,6--12,6--49,6--50,7--20,7--32,7--40,8--27,8--36,8--43,9--21,9--24,9--48,10--26,10--45,11--29,11--31,11--39,12--23,13--30,13--43,14--26,14--46,14--49,15--21,15--41,15--51,16--29,16--42,17--25,17--40,17--49,18--20,18--42,18--44,19--35,19--44,20--24,21--38,22--26,22--34,22--48,23--34,23--45,24--47,27--30,27--33,31--41,32--51,33--44,33--47,34--46,35--36,35--43,36--37,37--39,38--46,38--51,39--41,40--50,42--45
0--10,0--35,0--51,1--9,1--19,1--47,2--16,2--23,2--36,3--20,3--21,3--48,4--43,4--45,4--50,5--14,5--39,5--47,6--7,6--29,6--34,7--8,7--44,8--17,8--32,9--18,9--27,10--29,10--31,11--19,11--33,11--34,12--18,12--32,12--44,13--18,13--27,13--40,14--20,14--46,15--25,15--37,15--42,16--33,16--44,17--40,17--41,19--24,20--49,21--26,21--31,22--30,22--39,22--46,23--36,23--51,24--27,24--47,25--28,25--42,26--28,26--51,28--45,29--49,30--33,30--39,31--38,32--38,34--38,35--41,35--45,36--49,37--41,37--48,40--50,42--46,43--48,43--50
0--4,0--8,0--22,1--8,1--12,1--20,2--6,2--24,2--26,3--29,3--34,3--40,4--10,4--24,5--25,5--46,5--49,6--25,6--44,7--10,7--36,7--38,8--15,9--20,9--35,9--43,10--32,11--13,11--42,11--45,12--14,12--47,13--37,13--50,14--25,14--51,15--36,15--44,16--30,16--32,16--47,17--22,17--35,17--48,18--24,18--33,18--39,19--38,19--39,19--50,20--30,21--22,21--29,21--33,23--27,23--32,23--49,26--36,26--37,27--31,27--34,28--29,28--31,28--48,30--46,31--41,33--51,34--48,35--37,38--42,39--41,40--45,40--49,41--47,42--51,43--44,43--46,45--50
0--3,0--18,0--40,1--23,1--40,1--45,2--22,2--35,2--42,3--4,3--51,4--5,4--10,5--36,5--40,6--13,6--19,6--34,7--32,7--33,7--39,8--15,8--31,8--35,9--24,9--29,9--49,10--39,10--48,11--16,11--41,11--48,12--22,12--37,12--51,13--14,13--47,14--16,14--35,15--30,15--47,16--48,17--25,17--33,17--37,18--36,18--43,19--29,19--46,20--29,20--44,20--49,21--39,21--44,21--50,22--38,23--37,23--51,24--28,24--43,25--28,25--31,26--28,26--38,26--47,27--30,27--32,27--33,30--38,31--34,32--49,34--50,36--44,41--43,41--50,42--45,42--46,45--46
0--1,0--26,0--29,1--18,1--41,2--35,2--36,2--42,3--39,3--46,3--49,4--5,4--7,4--38,5--22,5--45,6--7,6--12,6--46,7--13,8--21,8--27,8--49,9--19,9--27,9--36,10--17,10--22,10--47,11--35,11--38,11--39,12--16,12--24,13--17,13--40,14--23,14--32,14--33,15--23,15--25,15--30,16--37,16--48,17--31,18--21,18--25,19--31,19--51,20--38,20--48,20--50,21--30,22--32,23--27,24--34,24--46,25--34,26--42,26--44,28--31,28--33,28--43,29--30,29--47,32--40,33--37,34--41,35--43,36--50,37--42,39--49,40--45,41--48,43--47,44--50,44--51,45--51
0--13,0--19,0--48,1--14,1--25,1--32,2--12,2--36,2--41,3--16,3--40,3--43,4--16,4--20,4--25,5--11,5--33,5--39,6--23,6--28,6--49,7--20,7--25,7--27,8--15,8--29,8--37,9--15,9--17,9--29,10--34,10--37,10--44,11--35,11--39,12--21,12--26,13--22,13--26,14--24,14--27,15--38,16--46,17--30,17--41,18--19,18--30,18--48,19--51,20--23,21--37,21--38,22--29,22--45,23--34,24--35,24--40,26--27,28--40,28--51,30--49,31--33,31--46,31--47,32--36,32--42,33--41,34--39,35--47,36--44,38--50,42--43,42--48,43--47,44--51,45--46,45--50,49--50
0--13,0--22,0--34,1--5,1--15,1--31,2--6,2--24,2--32,3--19,3--25,3--41,4--14,4--16,4--27,5--7,5--32,6--30,6--47,7--17,7--21,8--13,8--15,8--39,9--28,9--38,9--46,10--15,10--36,10--40,11--24,11--27,11--47,12--29,12--30,12--41,13--18,14--39,14--40,16--30,16--37,17--20,17--49,18--21,18--43,19--45,19--50,20--34,20--44,21--45,22--24,22--29,23--43,23--47,23--48,25--35,25--50,26--32,26--37,26--44,27--50,28--36,28--49,29--31,31--33,33--43,33--46,34--35,35--41,36--37,38--48,38--51,39--42,40--48,42--44,42--51,45--51,46--49
0--20,0--42,0--48,1--14,1--24,1--42,2--15,2--24,2--48,3--22,3--29,3--32,4--12,4--16,4--45,5--37,5--39,5--43,6--7,6--27,6--50,7--20,7--50,8--10,8--16,8--17,9--19,9--25,9--38,10--35,10--49,11--32,11--39,11--49,12--14,12--26,13--36,13--40,13--51,14--36,15--31,15--51,16--24,17--39,17--47,18--20,18--28,18--30,19--26,19--33,21--30,21--31,21--34,22--34,22--38,23--44,23--47,23--49,25--38,25--46,26--50,27--29,27--48,28--32,28--40,29--43,30--42,31--37,33--35,33--41,34--44,35--46,36--41,37--43,40--41,44--46,45--47,45--51
0--1,0--23,0--51,1--3,1--29,2--10,2--29,2--42,3--21,3--35,4--11,4--13,4--44,5--22,5--34,5--48,6--7,6--12,6--30,7--17,7--22,8--36,8--38,8--48,9--19,9--21,9--47,10--30,10--43,11--14,11--43,12--42,12--45,13--31,13--45,14--16,14--27,15--16,15--28,15--35,16--23,17--26,17--40,18--20,18--46,18--51,19--20,19--40,20--46,21--29,22--30,23--37,24--33,24--48,24--50,25--38,25--42,25--45,26--37,26--49,27--39,27--51,28--32,28--46,31--32,31--38,32--37,33--41,33--50,34--39,34--44,35--39,36--43,36--47,40--49,41--44,41--49,47--50
0--27,0--34,0--49,1--17,1--18,1--31,2--23,2--32,2--42,3--4,3--5,3--9,4--12,4--14,5--14,5--29,6--26,6--36,6--42,7--17,7--30,7--35,8--36,8--44,8--50,9--37,9--50,10--17,10--31,10--33,11--38,11--49,11--51,12--47,12--51,13--34,13--35,13--38,14--18,15--20,15--45,15--48,16--20,16--23,16--33,18--22,19--26,19--27,19--32,20--41,21--24,21--25,21--46,22--31,22--42,23--28,24--46,24--48,25--32,25--37,26--34,27--40,28--30,28--46,29--50,29--51,30--44,33--43,35--39,36--48,37--49,38--47,39--45,39--47,40--41,40--45,41--43,43--44
0--25,0--27,0--28,1--12,1--21,1--48,2--10,2--29,2--34,3--11,3--15,3--16,4--43,4--44,4--50,5--18,5--27,5--48,6--29,6--47,6--48,7--13,7--35,7--36,8--12,8--30,8--31,9--20,9--33,9--42,10--22,10--47,11--16,11--17,12--15,13--40,13--46,14--28,14--34,14--37,15--42,16--38,17--23,17--26,18--35,18--43,19--36,19--37,19--50,20--25,20--30,21--40,21--41,22--34,22--46,23--30,23--31,24--32,24--41,24--44,25--28,26--39,26--51,27--39,29--45,31--33,32--45,32--51,33--47,35--49,36--45,37--39,38--40,38--43,41--49,42--46,44--51,49--50
0--3,0--33,0--50,1--16,1--17,1--31,2--21,2--45,2--51,3--12,3--49,4--19,4--31,4--36,5--36,5--37,5--41,6--8,6--30,6--33,7--10,7--19,7--49,8--26,8--43,9--22,9--23,9--24,10--13,10--45,11--12,11--43,11--45,12--24,13--32,13--33,14--18,14--26,14--41,15--34,15--39,15--47,16--34,16--35,17--30,17--39,18--23,18--39,19--44,20--27,20--40,20--49,21--24,21--42,22--29,22--44,23--37,25--26,25--28,25--38,27--32,27--50,28--29,28--41,29--34,30--46,31--36,32--50,35--47,35--48,37--42,38--44,38--48,40--47,40--51,42--51,43--46,46--48
0--21,0--25,0--49,1--10,1--20,1--36,2--14,2--17,2--18,3--15,3--25,3--46,4--16,4--28,4--31,5--17,5--20,5--39,6--13,6--22,6--37,7--11,7--19,7--45,8--26,8--34,8--42,9--14,9--33,9--38,10--24,10--40,11--21,11--23,12--31,12--32,12--48,13--30,13--44,14--41,15--18,15--41,16--29,16--43,17--49,18--40,19--24,19--43,20--25,21--46,22--42,22--49,23--24,23--35,26--47,26--50,27--28,27--32,27--39,28--47,29--30,29--44,30--36,31--38,32--47,33--37,33--50,34--35,34--42,35--40,36--41,37--43,38--45,39--51,44--45,46--51,48--50,48--51
0--8,0--39,0--51,1--19,1--23,1--31,2--29,2--36,2--46,3--5,3--17,3--51,4--6,4--16,4--22,5--13,5--29,6--19,6--41,7--18,7--25,7--28,8--32,8--44,9--10,9--16,9--50,10--11,10--27,11--15,11--44,12--40,12--41,12--49,13--40,13--48,14--24,14--32,14--39,15--24,15--39,16--38,17--28,17--33,18--42,18--48,19--47,20--22,20--30,20--50,21--22,21--26,21--31,23--47,23--50,24--36,25--37,25--45,26--34,26--49,27--32,27--37,28--42,29--47,30--35,30--38,31--43,33--36,33--48,34--35,34--37,35--42,38--43,40--46,41--44,43--45,45--46,49--51
0--10,0--33,0--44,1--3,1--19,1--49,2--6,2--32,2--37,3--10,3--21,4--13,4--23,4--49,5--10,5--29,5--35,6--27,6--30,7--17,7--26,7--32,8--22,8--44,8--46,9--16,9--29,9--50,11--26,11--36,11--42,12--18,12--38,12--39,13--40,13--45,14--37,14--48,14--50,15--19,15--45,15--51,16--25,16--46,17--18,17--34,18--47,19--31,20--30,20--31,20--32,21--36,21--40,22--24,22--27,23--38,23--43,24--35,24--43,25--41,25--42,26--41,27--36,28--39,28--49,28--50,29--38,30--40,31--34,33--47,33--51,34--43,35--39,37--45,41--47,42--44,46--48,48--51
0--4,0--7,0--23,1--20,1--39,1--45,2--23,2--25,2--46,3--5,3--48,3--51,4--6,4--34,5--28,5--34,6--44,6--49,7--42,7--47,8--16,8--21,8--46,9--17,9--19,9--21,10--37,10--39,10--49,11--30,11--31,11--38,12--17,12--20,12--51,13--26,13--31,13--32,14--15,14--24,14--33,15--27,15--29,16--30,16--38,17--35,18--22,18--27,18--42,19--27,19--42,20--41,21--36,22--32,22--39,23--43,24--45,24--46,25--29,25--41,26--33,26--48,28--36,28--40,29--36,30--47,31--34,32--45,33--40,35--38,35--50,37--44,37--48,40--50,41--43,43--49,44--50,47--51
0--12,0--27,0--38,1--7,1--23,1--31,2--6,2--8,2--20,3--42,3--46,3--50,4--7,4--29,4--30,5--15,5--23,5--34,6--34,6--43,7--13,8--9,8--42,9--21,9--49,10--25,10--43,10--44,11--28,11--43,11--47,12--17,12--40,13--16,13--44,14--26,14--36,14--49,15--39,15--47,16--41,16--44,17--19,17--22,18--19,18--25,18--28,19--29,20--24,20--33,21--24,21--37,22--33,22--37,23--39,24--26,25--51,26--36,27--35,27--47,28--45,29--32,30--35,30--48,31--33,31--51,32--41,32--48,34--51,35--37,36--40,38--41,38--45,39--46,40--46,42--50,45--49,48--50
0--8,0--33,0--41,1--2,1--19,1--23,2--4,2--14,3--7,3--44,3--47,4--40,4--43,5--27,5--33,5--48,6--16,6--25,6--38,7--29,7--40,8--24,8--29,9--15,9--30,9--31,10--13,10--16,10--27,11--32,11--45,11--48,12--17,12--28,12--42,13--29,13--35,14--22,14--30,15--17,15--32,16--20,17--41,18--20,18--27,18--49,19--46,19--47,20--26,21--37,21--42,21--50,22--30,22--49,23--25,23--26,24--34,24--45,25--50,26--38,28--33,28--36,31--36,31--37,32--46,34--35,34--39,35--51,36--39,37--42,38--47,39--43,40--44,41--46,43--51,44--50,45--49,48--51
0--15,0--35,0--43,1--9,1--42,1--51,2--24,2--35,2--38,3--31,3--33,3--40,4--19,4--46,4--50,5--13,5--38,5--39,6--7,6--21,6--49,7--18,7--46,8--14,8--15,8--21,9--23,9--41,10--32,10--48,10--51,11--26,11--27,11--36,12--24,12--42,12--44,13--43,13--47,14--44,14--46,15--30,16--20,16--26,16--41,17--18,17--19,17--20,18--23,19--22,20--37,21--36,22--38,22--50,23--40,24--28,25--34,25--36,25--37,26--28,27--32,27--44,28--45,29--33,29--39,29--49,30--48,30--49,31--34,31--40,32--45,33--42,34--41,35--47,37--43,39--50,45--48,47--51
0--35,0--39,0--48,1--4,1--11,1--50,2--6,2--32,2--45,3--15,3--19,3--22,4--23,4--33,5--13,5--44,5--46,6--17,6--20,7--25,7--38,7--40,8--40,8--41,8--51,9--29,9--40,9--46,10--18,10--31,10--45,11--18,11--32,12--20,12--25,12--41,13--21,13--30,14--16,14--23,14--39,15--16,15--31,16--27,17--22,17--42,18--42,19--22,19--26,20--49,21--33,21--35,23--45,24--36,24--42,24--46,25--37,26--47,26--49,27--41,27--47,28--34,28--36,28--50,29--36,29--47,30--31,30--43,32--38,33--34,34--39,35--37,37--43,38--44,43--51,44--51,48--49,48--50
0--24,0--32,0--49,1--14,1--25,1--46,2--5,2--26,2--36,3--18,3--28,3--31,4--9,4--29,4--44,5--42,5--45,6--8,6--13,6--30,7--10,7--18,7--37,8--17,8--29,9--24,9--40,10--20,10--39,11--28,11--45,11--48,12--13,12--14,12--22,13--26,14--45,15--33,15--41,15--47,16--20,16--30,16--48,17--30,17--37,18--51,19--36,19--38,19--43,20--21,21--27,21--46,22--24,22--39,23--39,23--47,23--48,25--34,25--41,26--51,27--34,27--40,28--50,29--51,31--36,31--38,32--40,32--50,33--35,33--47,34--43,35--42,35--46,37--49,38--49,41--44,42--43,44--50
0--22,0--31,0--47,1--7,1--26,1--47,2--19,2--21,2--32,3--11,3--45,3--50,4--39,4--40,4--49,5--16,5--18,5--28,6--11,6--31,6--51,7--12,7--49,8--13,8--16,8--39,9--12,9--17,9--41,10--13,10--26,10--39,11--45,12--37,13--25,14--16,14--19,14--47,15--21,15--32,15--35,17--35,17--42,18--36,18--46,19--42,20--26,20--34,20--38,21--31,22--24,22--46,23--25,23--37,23--38,24--25,24--28,27--34,27--49,27--51,28--36,29--33,29--41,29--50,30--36,30--40,30--48,32--43,33--40,33--43,34--44,35--45,37--42,38--48,41--46,43--50,44--48,44--51
0--3,0--14,0--22,1--5,1--8,1--27,2--4,2--7,2--33,3--36,3--51,4--12,4--43,5--11,5--30,6--18,6--38,6--44,7--32,7--48,8--20,8--26,9--10,9--11,9--43,10--28,10--43,11--37,12--24,12--39,13--15,13--36,13--37,14--42,14--50,15--46,15--50,16--29,16--35,16--44,17--19,17--21,17--45,18--25,18--32,19--22,19--39,20--21,20--47,21--37,22--47,23--39,23--41,23--49,24--34,24--40,25--30,25--49,26--36,26--41,27--41,27--45,28--42,28--44,29--35,29--50,30--31,31--38,31--48,32--47,33--34,33--51,34--40,35--46,38--42,40--48,45--51,46--49
0--12,0--19,0--21,1--16,1--27,1--43,2--9,2--10,2--23,3--16,3--33,3--46,4--20,4--23,4--49,5--21,5--24,5--26,6--18,6--39,6--48,7--44,7--45,7--47,8--22,8--33,8--35,9--34,9--42,10--11,10--34,11--22,11--26,12--28,12--41,13--22,13--25,13--50,14--23,14--29,14--35,15--17,15--31,15--32,16--43,17--32,17--37,18--49,18--50,19--30,19--35,20--24,20--28,21--42,24--37,25--26,25--42,27--39,27--50,28--31,29--45,29--51,30--33,30--48,31--40,32--46,34--48,36--38,36--44,36--45,37--40,38--49,38--51,39--41,40--43,41--47,44--46,47--51
0--12,0--32,0--50,1--14,1--21,1--37,2--9,2--20,2--21,3--27,3--28,3--44,4--8,4--15,4--30,5--19,5--35,5--45,6--19,6--39,6--47,7--17,7--23,7--49,8--45,8--48,9--28,9--34,10--11,10--29,10--51,11--18,11--36,12--32,12--45,13--20,13--40,13--41,14--30,14--37,15--42,15--50,16--24,16--25,16--35,17--27,17--48,18--27,18--35,19--41,20--29,21--51,22--33,22--38,22--39,23--25,23--49,24--40,24--46,25--40,26--30,26--36,26--42,28--44,29--48,31--34,31--43,31--50,32--47,33--43,33--51,34--38,36--44,37--49,38--42,39--46,41--47,43--46
0--12,0--13,0--41,1--21,1--23,1--33,2--8,2--22,2--35,3--4,3--28,3--45,4--29,4--33,5--16,5--20,5--32,6--9,6--15,6--23,7--26,7--39,7--47,8--29,8--49,9--15,9--48,10--11,10--36,10--41,11--45,11--46,12--32,12--46,13--35,13--50,14--20,14--21,14--43,15--38,16--30,16--43,17--18,17--29,17--47,18--19,18--41,19--34,19--36,20--24,21--44,22--42,22--48,23--24,24--40,25--27,25--44,25--50,26--27,26--46,27--40,28--31,28--44,30--37,30--51,31--42,31--51,32--49,33--37,34--50,34--51,35--39,36--38,37--43,38--47,39--48,40--42,45--49
0--4,0--45,0--51,1--13,1--15,1--23,2--20,2--30,2--40,3--18,3--35,3--51,4--17,4--32,5--17,5--31,5--36,6--45,6--48,6--49,7--12,7--22,7--50,8--12,8--19,8--27,9--31,9--38,9--47,10--16,10--24,10--42,11--14,11--43,11--44,12--22,13--41,13--42,14--27,14--32,15--25,15--49,16--34,16--48,17--37,18--19,18--30,19--29,20--39,20--40,21--33,21--36,21--43,22--23,23--25,24--25,24--37,26--33,26--37,26--44,27--47,28--36,28--39,28--49,29--38,29--46,30--41,31--50,32--48,33--46,34--40,34--50,35--38,35--43,39--51,41--44,42--45,46--47
0--9,0--11,0--23,1--3,1--6,1--40,2--13,2--15,2--25,3--14,3--38,4--8,4--42,4--44,5--26,5--41,5--49,6--12,6--30,7--21,7--31,7--48,8--29,8--37,9--13,9--47,10--28,10--47,10--48,11--21,11--51,12--43,12--49,13--45,14--18,14--46,15--22,15--33,16--19,16--27,16--36,17--19,17--33,17--34,18--30,18--39,19--41,20--29,20--39,20--45,21--36,22--25,22--27,23--34,23--43,24--26,24--44,24--50,25--30,26--37,27--38,28--31,28--32,29--35,31--42,32--34,32--37,33--42,35--39,35--40,36--47,38--50,40--45,41--46,43--49,44--51,46--51,48--50
0--4,0--20,0--38,1--11,1--36,1--37,2--27,2--44,2--48,3--10,3--15,3--34,4--31,4--49,5--9,5--12,5--34,6--23,6--40,6--43,7--13,7--25,7--33,8--17,8--23,8--33,9--43,9--45,10--30,10--33,11--13,11--42,12--27,12--51,13--22,14--21,14--28,14--32,15--29,15--30,16--39,16--41,16--51,17--23,17--39,18--32,18--41,18--47,19--26,19--28,19--51,20--29,20--36,21--30,21--40,22--24,22--31,24--26,24--41,25--31,25--49,26--43,27--36,28--45,29--40,32--38,34--44,35--42,35--47,35--50,37--45,37--48,38--50,39--46,42--50,44--47,46--48,46--49
0--22,0--44,0--48,1--25,1--35,1--48,2--22,2--25,2--35,3--12,3--22,3--41,4--10,4--24,4--44,5--6,5--8,5--19,6--24,6--36,7--32,7--33,7--34,8--13,8--34,9--11,9--30,9--46,10--23,10--44,11--16,11--37,12--30,12--38,13--32,13--42,14--43,14--45,14--50,15--20,15--33,15--40,16--30,16--42,17--31,17--39,17--50,18--32,18--33,18--46,19--29,19--50,20--39,20--47,21--31,21--37,21--43,23--28,23--41,24--43,25--29,26--39,26--46,26--47,27--40,27--41,27--49,28--38,28--49,29--38,31--51,34--35,36--37,36--45,40--45,42--48,47--51,49--51
0--1,0--15,0--26,1--2,1--48,2--10,2--37,3--14,3--30,3--43,4--24,4--38,4--39,5--8,5--9,5--37,6--8,6--11,6--13,7--22,7--42,7--45,8--15,9--14,9--24,10--31,10--42,11--16,11--33,12--19,12--20,12--22,13--29,13--36,14--33,15--19,16--44,16--46,17--22,17--29,17--32,18--23,18--27,18--48,19--47,20--25,20--36,21--34,21--37,21--39,23--31,23--35,24--47,25--27,25--51,26--28,26--46,27--50,28--34,28--49,29--49,30--38,30--48,31--51,32--40,32--50,33--40,34--51,35--42,35--45,36--43,38--43,39--41,40--50,41--44,41--49,44--45,46--47
0--12,0--28,0--49,1--10,1--43,1--44,2--8,2--9,2--18,3--17,3--34,3--41,4--6,4--25,4--49,5--14,5--20,5--21,6--27,6--31,7--28,7--38,7--44,8--9,8--29,9--16,10--24,10--48,11--15,11--22,11--35,12--18,12--42,13--15,13--26,13--51,14--37,14--43,15--50,16--23,16--40,17--21,17--32,18--47,19--24,19--26,19--41,20--29,20--47,21--46,22--36,22--50,23--27,23--33,24--32,25--29,25--46,26--41,27--45,28--38,30--37,30--43,30--48,31--39,31--44,32--33,33--48,34--39,34--45,35--36,35--39,36--45,37--51,38--47,40--42,40--49,42--46,50--51
0--5,0--7,0--47,1--30,1--40,1--41,2--11,2--15,2--42,3--11,3--25,3--42,4--8,4--18,4--29,5--15,5--50,6--32,6--39,6--41,7--26,7--33,8--26,8--34,9--16,9--20,9--34,10--14,10--16,10--19,11--17,12--24,12--28,12--39,13--15,13--28,13--50,14--30,14--32,16--24,17--47,17--48,18--34,18--41,19--23,19--25,20--40,20--45,21--36,21--45,21--49,22--29,22--42,22--51,23--43,23--44,24--49,25--36,26--29,27--37,27--38,27--47,28--50,30--43,31--33,31--35,31--49,32--51,33--51,35--36,35--44,37--40,37--46,38--46,38--48,39--46,43--45,44--48
