0--9,0--13,0--30,0--33,1--8,1--29,1--34,1--43,2--4,2--10,2--15,2--32,3--5,3--18,3--21,3--31,4--8,4--10,4--28,5--11,5--17,5--35,6--16,6--17,6--26,6--46,7--19,7--20,7--42,7--44,8--23,8--25,9--14,9--31,9--40,10--13,10--39,11--20,11--28,11--45,12--16,12--29,12--45,12--46,13--27,13--32,14--16,14--29,14--31,15--21,15--32,15--45,16--30,17--32,17--44,18--30,18--42,18--47,19--21,19--29,19--36,20--21,20--24,22--37,22--40,22--41,22--42,23--26,23--39,23--44,24--25,24--43,24--46,25--35,25--41,26--33,26--43,27--28,27--39,27--47,28--45,30--44,31--46,33--41,33--42,34--37,34--38,34--47,35--38,35--40,36--38,36--40,36--41,37--43,37--47,38--39
0--2,0--12,0--42,0--44,1--6,1--8,1--32,1--47,2--39,2--41,2--47,3--17,3--31,3--34,3--37,4--9,4--27,4--35,4--46,5--9,5--13,5--15,5--44,6--14,6--29,6--34,7--23,7--28,7--29,7--39,8--14,8--20,8--43,9--33,9--43,10--13,10--14,10--18,10--39,11--12,11--20,11--36,11--46,12--26,12--40,13--23,13--28,14--23,15--22,15--43,15--45,16--38,16--41,16--44,16--45,17--29,17--30,17--35,18--20,18--28,18--41,19--20,19--21,19--34,19--44,21--30,21--40,21--41,22--24,22--27,22--33,23--31,24--29,24--34,24--37,25--26,25--27,25--30,25--32,26--35,26--47,27--37,28--36,30--38,31--36,31--43,32--33,32--36,33--38,35--38,37--45,39--45,40--42,40--46,42--46,42--47
0--23,0--27,0--34,0--37,1--6,1--10,1--18,1--25,2--22,2--23,2--28,2--35,3--14,3--18,3--19,3--45,4--16,4--26,4--33,4--35,5--12,5--13,5--28,5--46,6--11,6--14,6--36,7--20,7--30,7--40,7--42,8--13,8--20,8--34,8--40,9--13,9--16,9--17,9--38,10--19,10--24,10--36,11--23,11--33,11--43,12--21,12--25,12--38,13--39,14--31,14--41,15--21,15--27,15--31,15--33,16--40,16--43,17--21,17--24,17--47,18--21,18--26,19--24,19--40,20--22,20--36,22--23,22--45,24--47,25--29,25--32,26--39,26--43,27--36,27--37,28--37,28--42,29--30,29--33,29--44,30--32,30--35,31--42,31--47,32--41,32--47,34--38,34--46,35--39,37--46,38--42,39--44,41--44,41--45,43--46,44--45
0--5,0--7,0--9,0--32,1--17,1--33,1--43,1--44,2--25,2--26,2--35,2--39,3--7,3--16,3--24,3--44,4--8,4--10,4--15,4--29,5--9,5--10,5--17,6--23,6--24,6--38,6--40,7--9,7--42,8--14,8--15,8--47,9--41,10--11,10--14,11--27,11--28,11--29,12--30,12--31,12--36,12--38,13--18,13--19,13--23,13--45,14--31,14--45,15--33,15--34,16--17,16--31,16--32,17--36,18--21,18--24,18--35,19--20,19--40,19--42,20--26,20--41,20--45,21--22,21--35,21--38,22--27,22--28,22--46,23--37,23--43,24--29,25--26,25--32,25--40,26--30,27--39,27--42,28--37,28--40,29--39,30--33,30--44,31--39,32--37,33--47,34--38,34--44,34--46,35--41,36--42,36--43,37--47,41--46,43--46,45--47
0--25,0--26,0--34,0--44,1--3,1--8,1--33,1--41,2--4,2--11,2--16,2--30,3--15,3--34,3--40,4--5,4--44,4--45,5--11,5--12,5--20,6--25,6--34,6--36,6--46,7--12,7--17,7--23,7--24,8--17,8--29,8--42,9--13,9--15,9--29,9--43,10--22,10--28,10--32,10--36,11--25,11--36,12--39,12--47,13--28,13--31,13--46,14--26,14--32,14--46,14--47,15--18,15--30,16--21,16--25,16--38,17--27,17--30,18--20,18--36,18--39,19--21,19--29,19--44,19--46,20--28,20--41,21--27,21--38,22--32,22--45,22--47,23--26,23--33,23--35,24--31,24--43,24--45,26--27,27--40,28--45,29--32,30--33,31--37,31--38,33--37,34--38,35--40,35--41,35--42,37--42,37--43,39--41,39--47,40--44,42--43
0--24,0--41,0--42,0--44,1--8,1--22,1--39,1--41,2--3,2--5,2--35,2--40,3--20,3--28,3--45,4--14,4--16,4--19,4--22,5--27,5--37,5--38,6--12,6--13,6--34,6--42,7--14,7--21,7--24,7--36,8--11,8--20,8--37,9--12,9--21,9--33,9--43,10--11,10--14,10--23,10--29,11--18,11--26,12--24,12--47,13--17,13--20,13--29,14--25,15--26,15--40,15--44,15--46,16--28,16--30,16--31,17--21,17--27,17--36,18--30,18--34,18--41,19--25,19--26,19--47,20--30,21--35,22--43,22--46,23--32,23--45,23--47,24--28,25--38,25--41,26--31,27--39,27--47,28--31,29--33,29--38,30--33,31--42,32--34,32--36,32--43,33--45,34--45,35--36,35--37,37--40,38--44,39--40,39--44,42--46,43--46
0--1,0--6,0--25,0--30,1--29,1--31,1--42,2--8,2--12,2--21,2--36,3--17,3--40,3--41,3--43,4--12,4--13,4--34,4--44,5--20,5--21,5--38,5--47,6--22,6--26,6--46,7--19,7--24,7--26,7--44,8--23,8--24,8--47,9--21,9--23,9--39,9--43,10--32,10--37,10--38,10--39,11--17,11--28,11--29,11--36,12--18,12--28,13--15,13--33,13--35,14--18,14--25,14--31,14--44,15--35,15--46,15--47,16--23,16--24,16--27,16--34,17--34,17--45,18--27,18--37,19--31,19--35,19--40,20--26,20--33,20--36,21--25,22--31,22--35,22--39,23--39,24--37,25--44,26--41,27--30,27--46,28--33,28--41,29--42,29--47,30--32,30--37,32--36,32--45,33--40,34--40,38--45,38--46,41--42,42--43,43--45
0--20,0--26,0--35,0--39,1--2,1--8,1--15,1--31,2--12,2--27,2--47,3--8,3--17,3--32,3--43,4--14,4--21,4--27,4--35,5--18,5--19,5--26,5--46,6--7,6--15,6--33,6--36,7--33,7--34,7--42,8--22,8--25,9--11,9--22,9--27,9--34,10--21,10--26,10--29,10--41,11--16,11--25,11--42,12--20,12--24,12--37,13--28,13--36,13--41,13--44,14--26,14--28,14--35,15--19,15--43,16--19,16--30,16--43,17--30,17--38,17--39,18--28,18--45,18--47,19--44,20--39,20--42,21--37,21--38,22--37,22--47,23--29,23--30,23--34,23--37,24--31,24--32,24--45,25--30,25--32,27--38,28--33,29--33,29--40,31--34,31--46,32--47,35--46,36--44,36--45,38--39,40--41,40--42,40--43,41--45,44--46
0--21,0--23,0--36,0--43,1--17,1--26,1--29,1--33,2--18,2--31,2--37,2--42,3--8,3--36,3--41,3--43,4--10,4--15,4--25,4--38,5--12,5--24,5--42,5--47,6--18,6--39,6--44,6--47,7--10,7--35,7--45,7--46,8--19,8--24,8--37,9--14,9--26,9--41,9--45,10--12,10--29,11--15,11--24,11--32,11--44,12--27,12--38,13--17,13--19,13--20,13--47,14--16,14--18,14--37,15--23,15--33,16--29,16--30,16--34,17--34,17--45,18--23,19--21,19--47,20--21,20--35,20--41,21--25,22--28,22--29,22--32,22--40,23--42,24--34,25--34,25--46,26--27,26--28,27--30,27--32,28--37,28--40,30--33,30--39,31--32,31--38,31--40,33--39,35--36,35--46,36--43,38--45,39--42,40--43,41--44,44--46
0--5,0--7,0--17,0--20,1--2,1--16,1--33,1--47,2--6,2--18,2--34,3--7,3--8,3--21,3--31,4--11,4--23,4--26,4--37,5--8,5--40,5--47,6--16,6--21,6--26,7--25,7--30,8--23,8--33,9--27,9--42,9--46,9--47,10--13,10--28,10--31,10--37,11--24,11--32,11--36,12--17,12--28,12--39,12--44,13--21,13--35,13--47,14--15,14--19,14--22,14--37,15--19,15--21,15--36,16--32,16--45,17--43,17--45,18--20,18--28,18--39,19--26,19--33,20--27,20--31,22--35,22--36,22--43,23--27,23--42,24--29,24--33,24--37,25--29,25--34,25--43,26--32,27--34,28--36,29--34,29--39,30--38,30--41,30--46,31--40,32--42,35--41,35--45,38--40,38--42,38--46,39--46,40--44,41--44,41--45,43--44
0--1,0--3,0--8,0--37,1--10,1--11,1--30,2--28,2--31,2--34,2--38,3--16,3--33,3--46,4--12,4--24,4--25,4--26,5--7,5--21,5--27,5--41,6--8,6--18,6--29,6--35,7--20,7--21,7--47,8--27,8--45,9--15,9--30,9--40,9--47,10--32,10--36,10--42,11--33,11--44,11--45,12--30,12--45,12--47,13--22,13--23,13--25,13--26,14--18,14--22,14--37,14--42,15--22,15--36,15--39,16--24,16--27,16--41,17--20,17--33,17--43,17--46,18--32,18--44,19--23,19--26,19--31,19--39,20--29,20--35,21--28,21--29,22--34,23--31,23--39,24--28,24--38,25--27,25--41,26--36,28--43,29--43,30--42,31--44,32--38,32--40,33--36,34--37,34--45,35--41,35--42,37--47,38--46,39--43,40--44,40--46
0--6,0--19,0--23,0--47,1--7,1--20,1--42,1--43,2--12,2--30,2--41,2--46,3--8,3--9,3--15,3--38,4--23,4--32,4--35,4--38,5--11,5--24,5--33,5--47,6--12,6--23,6--39,7--16,7--25,7--32,8--13,8--15,8--30,9--37,9--39,9--45,10--18,10--33,10--35,10--45,11--17,11--22,11--44,12--21,12--39,13--21,13--24,13--27,14--24,14--31,14--34,14--36,15--17,15--28,16--31,16--32,16--36,17--25,17--30,18--22,18--27,18--29,19--20,19--39,19--41,20--36,20--40,21--35,21--36,22--25,22--33,23--32,24--29,25--31,26--31,26--34,26--42,26--46,27--40,27--45,28--44,28--46,28--47,29--37,29--44,30--41,33--38,34--35,34--46,37--40,37--44,38--45,40--43,41--42,42--43,43--47
0--26,0--28,0--36,0--44,1--8,1--22,1--23,1--42,2--17,2--29,2--35,2--43,3--13,3--20,3--29,3--42,4--8,4--35,4--37,4--45,5--16,5--31,5--35,5--40,6--10,6--14,6--30,6--33,7--21,7--27,7--36,7--46,8--34,8--42,9--11,9--13,9--21,9--27,10--26,10--32,10--34,11--18,11--28,11--36,12--20,12--24,12--30,12--38,13--30,13--37,14--19,14--28,14--39,15--26,15--45,15--46,15--47,16--20,16--37,16--47,17--20,17--31,17--39,18--25,18--40,18--45,19--26,19--31,19--44,21--25,21--27,22--30,22--39,22--43,23--28,23--41,23--42,24--32,24--40,24--46,25--29,25--34,27--33,29--47,31--47,32--34,32--35,33--38,33--44,36--45,37--43,38--41,38--43,39--41,40--41,44--46
0--1,0--6,0--9,0--19,1--34,1--37,1--40,2--3,2--4,2--22,2--31,3--18,3--24,3--26,4--12,4--13,4--29,5--11,5--27,5--35,5--43,6--21,6--26,6--31,7--17,7--33,7--39,7--41,8--9,8--15,8--36,8--47,9--20,9--29,10--13,10--22,10--25,10--38,11--27,11--32,11--40,12--34,12--38,12--47,13--14,13--21,14--38,14--42,14--44,15--35,15--37,15--39,16--21,16--22,16--24,16--43,17--32,17--43,17--46,18--25,18--32,18--45,19--25,19--32,19--37,20--30,20--31,20--41,21--23,22--26,23--33,23--41,23--45,24--33,24--43,25--36,26--44,27--36,27--39,28--30,28--35,28--40,28--47,29--30,29--33,30--38,31--39,34--40,34--42,35--42,36--44,37--46,41--45,42--46,44--47,45--46
0--8,0--14,0--30,0--44,1--35,1--38,1--39,1--43,2--6,2--16,2--30,2--41,3--20,3--25,3--37,3--42,4--10,4--32,4--41,4--46,5--10,5--16,5--37,5--46,6--11,6--17,6--25,7--19,7--20,7--42,7--47,8--20,8--30,8--33,9--14,9--15,9--17,9--47,10--18,10--42,11--15,11--36,11--38,12--20,12--23,12--28,12--35,13--29,13--32,13--39,13--44,14--18,14--33,15--19,15--31,16--22,16--43,17--25,17--26,18--31,18--42,19--24,19--41,21--26,21--30,21--32,21--45,22--23,22--28,22--35,23--34,23--44,24--25,24--28,24--31,26--36,26--37,27--38,27--40,27--43,27--45,28--29,29--34,29--36,31--43,32--38,33--37,33--40,34--41,34--44,35--36,39--46,39--47,40--45,40--46,45--47
0--1,0--8,0--11,0--20,1--3,1--4,1--39,2--11,2--28,2--42,2--47,3--5,3--6,3--37,4--21,4--23,4--31,5--17,5--26,5--42,6--17,6--22,6--40,7--18,7--29,7--34,7--42,8--13,8--19,8--47,9--26,9--32,9--33,9--36,10--18,10--22,10--35,10--41,11--14,11--36,12--20,12--21,12--24,12--27,13--28,13--35,13--44,14--25,14--34,14--46,15--22,15--27,15--28,15--29,16--23,16--30,16--38,16--43,17--34,17--42,18--20,18--41,19--23,19--30,19--43,20--29,21--37,21--43,22--29,23--44,24--25,24--40,24--45,25--26,25--36,26--30,27--37,27--45,28--35,30--41,31--33,31--36,31--38,32--39,32--44,32--46,33--38,33--45,34--37,35--39,38--39,40--44,40--46,41--45,43--47,46--47
0--23,0--29,0--35,0--44,1--6,1--13,1--22,1--41,2--4,2--5,2--24,2--26,3--10,3--22,3--32,3--41,4--12,4--36,4--42,5--6,5--18,5--44,6--14,6--16,7--10,7--16,7--38,7--45,8--19,8--24,8--36,8--39,9--16,9--28,9--34,9--43,10--25,10--33,11--21,11--23,11--42,11--47,12--22,12--25,12--34,13--36,13--37,13--39,14--25,14--38,14--40,15--17,15--18,15--29,15--44,16--37,17--41,17--44,17--47,18--38,18--46,19--23,19--36,19--46,20--21,20--26,20--29,20--40,21--32,21--35,22--27,23--31,24--29,24--45,25--47,26--32,26--41,27--39,27--40,27--42,28--33,28--39,28--43,30--34,30--35,30--37,30--42,31--40,31--43,31--47,32--45,33--35,33--45,34--38,37--46,43--46
0--18,0--27,0--32,0--45,1--7,1--15,1--24,1--43,2--8,2--13,2--23,2--46,3--10,3--11,3--34,3--35,4--6,4--13,4--15,4--44,5--8,5--22,5--31,5--40,6--7,6--13,6--35,7--9,7--22,8--12,8--20,9--18,9--25,9--33,10--15,10--19,10--26,11--12,11--39,11--43,12--19,12--46,13--24,14--16,14--20,14--21,14--37,15--32,16--17,16--26,16--28,17--23,17--24,17--32,18--29,18--32,19--40,19--42,20--34,20--47,21--28,21--34,21--41,22--25,22--41,23--30,23--37,24--30,25--33,25--47,26--33,26--40,27--28,27--31,27--38,28--42,29--31,29--36,29--41,30--38,30--43,31--41,33--42,34--43,35--38,35--47,36--40,36--45,36--46,37--38,37--39,39--44,39--45,42--44,44--47,45--46
0--9,0--14,0--17,0--35,1--7,1--27,1--33,1--46,2--16,2--20,2--30,2--44,3--15,3--26,3--28,3--40,4--8,4--19,4--29,4--33,5--7,5--10,5--11,5--40,6--20,6--33,6--36,6--41,7--23,7--36,8--10,8--13,8--20,9--23,9--29,9--37,10--15,10--44,11--24,11--26,11--45,12--17,12--19,12--34,12--42,13--14,13--18,13--25,14--38,14--41,15--18,15--23,16--30,16--37,16--47,17--30,17--38,18--45,18--47,19--21,19--32,20--47,21--24,21--28,21--33,22--27,22--28,22--39,22--44,23--38,24--35,24--39,25--29,25--39,25--40,26--27,26--45,27--45,28--44,29--42,30--46,31--32,31--36,31--40,31--43,32--34,32--42,34--41,34--43,35--37,35--42,36--38,37--43,39--47,41--46,43--46
0--5,0--7,0--14,0--47,1--3,1--21,1--26,1--38,2--13,2--14,2--28,2--44,3--14,3--23,3--36,4--22,4--27,4--41,4--46,5--17,5--22,5--33,6--13,6--20,6--30,6--32,7--10,7--11,7--41,8--16,8--19,8--34,8--37,9--10,9--34,9--36,9--43,10--19,10--42,11--25,11--26,11--45,12--15,12--26,12--31,12--39,13--23,13--35,14--31,15--23,15--30,15--44,16--25,16--38,16--39,17--31,17--39,17--42,18--29,18--34,18--46,18--47,19--29,19--47,20--29,20--30,20--38,21--24,21--30,21--43,22--33,22--44,23--40,24--37,24--40,24--42,25--32,25--44,26--43,27--29,27--33,27--45,28--37,28--38,28--46,31--39,32--41,32--47,33--37,34--43,35--42,35--45,35--46,36--40,36--41,40--45
0--8,0--17,0--28,0--39,1--6,1--16,1--31,1--34,2--15,2--28,2--29,2--40,3--22,3--25,3--27,3--45,4--23,4--27,4--35,4--44,5--19,5--29,5--35,5--44,6--26,6--36,6--47,7--10,7--37,7--41,7--47,8--14,8--31,8--35,9--11,9--23,9--24,9--46,10--14,10--22,10--42,11--13,11--30,11--44,12--33,12--42,12--43,12--45,13--38,13--43,13--46,14--20,14--23,15--32,15--39,15--43,16--27,16--30,16--36,17--21,17--24,17--47,18--20,18--22,18--28,18--46,19--24,19--29,19--32,20--38,20--43,21--34,21--37,21--40,22--26,23--40,24--45,25--30,25--37,25--46,26--31,26--32,27--38,28--40,29--42,30--34,31--36,32--39,33--34,33--41,33--42,35--38,36--41,37--47,39--45,41--44
0--9,0--16,0--37,0--43,1--4,1--28,1--31,1--35,2--6,2--16,2--35,2--44,3--5,3--29,3--37,3--47,4--10,4--24,4--27,5--6,5--24,5--45,6--13,6--21,7--18,7--19,7--26,7--33,8--38,8--41,8--42,8--46,9--11,9--17,9--19,10--28,10--30,10--42,11--14,11--25,11--31,12--17,12--28,12--46,12--47,13--19,13--23,13--47,14--15,14--18,14--34,15--22,15--30,15--33,16--26,16--28,17--29,17--42,18--38,18--40,19--40,20--24,20--25,20--26,20--39,21--30,21--32,21--35,22--43,22--44,22--45,23--29,23--31,23--39,24--45,25--36,25--40,26--44,27--33,27--38,27--41,29--40,30--38,31--45,32--34,32--35,32--37,33--39,34--36,34--47,36--41,36--46,37--43,39--44,41--43,42--46
0--15,0--19,0--22,0--36,1--3,1--23,1--26,1--34,2--11,2--18,2--19,2--27,3--16,3--30,3--39,4--11,4--23,4--38,4--40,5--9,5--18,5--35,5--44,6--24,6--28,6--34,6--46,7--10,7--11,7--15,7--29,8--17,8--21,8--26,8--38,9--14,9--45,9--47,10--20,10--29,10--42,11--33,12--14,12--15,12--33,12--46,13--22,13--28,13--36,13--41,14--16,14--22,15--29,16--20,16--44,17--21,17--30,17--45,18--25,18--37,19--21,19--31,20--24,20--27,21--43,22--43,23--24,23--25,24--28,25--33,25--44,26--31,26--46,27--34,27--40,28--30,29--41,30--32,31--35,31--39,32--36,32--41,32--47,33--35,34--39,35--43,36--46,37--39,37--40,37--41,38--40,38--42,42--44,42--45,43--47,45--47
0--3,0--13,0--19,0--21,1--18,1--36,1--38,1--45,2--3,2--9,2--40,2--41,3--29,3--45,4--15,4--20,4--28,4--39,5--25,5--29,5--44,5--46,6--8,6--12,6--41,6--42,7--9,7--11,7--43,7--44,8--14,8--22,8--29,9--35,9--43,10--12,10--22,10--36,10--37,11--18,11--23,11--32,12--25,12--28,13--24,13--37,13--42,14--15,14--16,14--30,15--20,15--46,16--18,16--35,16--45,17--18,17--23,17--31,17--34,19--24,19--35,19--40,20--42,20--44,21--24,21--26,21--39,22--31,22--33,23--36,23--37,24--46,25--28,25--32,26--29,26--39,26--47,27--34,27--36,27--38,27--46,28--47,30--32,30--34,30--47,31--44,31--45,32--37,33--35,33--40,33--43,34--38,38--40,39--41,41--47,42--43
0--20,0--27,0--28,0--40,1--14,1--23,1--31,1--39,2--21,2--28,2--34,2--36,3--12,3--25,3--31,3--35,4--24,4--25,4--32,4--42,5--16,5--33,5--39,5--45,6--13,6--17,6--35,6--36,7--8,7--11,7--37,7--43,8--10,8--12,8--40,9--15,9--16,9--24,9--32,10--16,10--17,10--32,11--23,11--39,11--46,12--19,12--31,13--15,13--28,13--44,14--42,14--46,14--47,15--39,15--46,16--29,17--37,17--44,18--21,18--34,18--37,18--47,19--22,19--33,19--35,20--30,20--31,20--45,21--23,21--37,22--23,22--25,22--26,24--41,24--45,25--40,26--29,26--35,26--36,27--30,27--33,27--45,28--40,29--34,29--47,30--32,30--43,33--41,34--38,36--38,38--42,38--43,41--46,41--47,42--44,43--44
0--8,0--18,0--43,0--44,1--22,1--27,1--36,1--37,2--3,2--26,2--30,2--35,3--11,3--22,3--40,4--5,4--11,4--16,4--20,5--7,5--10,5--39,6--13,6--15,6--31,6--34,7--25,7--30,7--47,8--9,8--10,8--34,9--19,9--38,9--45,10--14,10--27,11--25,11--47,12--17,12--19,12--31,12--43,13--14,13--41,13--42,14--19,14--20,15--24,15--32,15--46,16--28,16--34,16--40,17--20,17--26,17--38,18--23,18--36,18--42,19--32,20--29,21--22,21--28,21--33,21--40,22--38,23--25,23--32,23--37,24--34,24--41,24--46,25--45,26--43,26--45,27--42,27--43,28--35,28--44,29--30,29--35,29--41,30--33,31--36,31--46,32--47,33--35,33--45,36--40,37--38,37--39,39--44,39--47,41--46,42--44
0--6,0--10,0--23,0--38,1--20,1--22,1--32,1--45,2--7,2--11,2--38,2--46,3--9,3--10,3--21,3--27,4--5,4--16,4--27,4--46,5--9,5--26,5--32,6--22,6--23,6--28,7--12,7--20,7--39,8--13,8--31,8--43,8--44,9--21,9--36,10--16,10--29,11--17,11--36,11--37,12--18,12--24,12--25,13--20,13--28,13--45,14--20,14--28,14--31,14--33,15--36,15--37,15--43,15--45,16--45,16--46,17--34,17--40,17--43,18--35,18--39,18--40,19--21,19--24,19--33,19--40,21--47,22--35,22--41,23--26,23--42,24--26,24--30,25--32,25--44,25--47,26--30,27--29,27--37,28--39,29--31,29--44,30--35,30--41,31--33,32--41,33--34,34--36,34--37,35--42,38--41,38--47,39--46,40--42,42--47,43--44
0--13,0--22,0--32,0--42,1--4,1--5,1--24,1--33,2--18,2--21,2--33,2--35,3--4,3--13,3--15,3--19,4--16,4--47,5--7,5--26,5--29,6--10,6--17,6--22,6--36,7--10,7--12,7--24,8--11,8--28,8--34,8--46,9--18,9--36,9--44,9--47,10--12,10--35,11--37,11--43,11--44,12--13,12--38,13--37,14--16,14--17,14--40,14--43,15--31,15--39,15--46,16--30,16--42,17--22,17--47,18--21,18--31,19--26,19--29,19--32,20--27,20--28,20--41,20--46,21--30,21--42,22--41,23--29,23--31,23--34,23--41,24--25,24--45,25--36,25--38,25--41,26--32,26--43,27--33,27--39,27--40,28--37,28--45,29--35,30--42,30--47,31--32,33--39,34--37,34--43,35--44,36--44,38--40,38--45,39--45,40--46
0--12,0--14,0--17,0--44,1--5,1--11,1--45,1--46,2--7,2--26,2--34,2--47,3--10,3--13,3--22,3--26,4--13,4--14,4--23,4--24,5--8,5--23,5--30,6--7,6--25,6--27,6--47,7--20,7--23,8--16,8--26,8--33,9--12,9--14,9--44,9--47,10--18,10--30,10--44,11--22,11--42,11--43,12--20,12--31,13--28,13--31,14--25,15--30,15--31,15--40,15--47,16--19,16--34,16--45,17--22,17--38,17--46,18--32,18--37,18--39,19--29,19--33,19--41,20--21,20--46,21--37,21--40,21--43,22--46,23--45,24--32,24--34,24--38,25--28,25--41,26--40,27--28,27--29,27--36,28--42,29--32,29--36,30--35,31--41,32--37,33--36,33--39,34--39,35--42,35--43,35--45,36--38,37--40,38--43,39--41,42--44
0--18,0--27,0--35,0--42,1--2,1--5,1--22,1--26,2--8,2--11,2--40,3--14,3--15,3--19,3--20,4--9,4--14,4--37,4--38,5--21,5--31,5--33,6--10,6--11,6--25,6--28,7--18,7--19,7--23,7--36,8--18,8--28,8--43,9--11,9--33,9--43,10--32,10--36,10--46,11--35,12--13,12--21,12--31,12--39,13--24,13--28,13--29,14--29,14--44,15--19,15--44,15--46,16--25,16--30,16--38,16--40,17--25,17--26,17--40,17--42,18--27,19--43,20--25,20--36,20--45,21--23,21--24,22--37,22--42,22--47,23--40,23--46,24--30,24--38,26--32,26--47,27--41,27--45,28--37,29--34,29--41,30--33,30--41,31--34,31--45,32--44,32--47,33--47,34--35,34--38,35--39,36--46,37--39,39--43,41--45,42--44
0--7,0--28,0--37,0--46,1--5,1--11,1--14,1--41,2--19,2--21,2--25,2--35,3--4,3--12,3--30,3--36,4--19,4--23,4--42,5--34,5--35,5--37,6--21,6--27,6--39,6--46,7--39,7--44,7--47,8--13,8--18,8--36,8--47,9--21,9--23,9--33,9--37,10--24,10--30,10--41,10--43,11--14,11--35,11--47,12--23,12--28,12--31,13--16,13--22,13--25,14--24,14--26,15--28,15--31,15--33,15--39,16--38,16--44,16--45,17--20,17--30,17--32,17--38,18--20,18--27,18--42,19--41,19--45,20--32,20--41,21--31,22--33,22--44,22--46,23--40,24--36,24--42,25--38,25--45,26--29,26--31,26--39,27--33,27--45,28--43,29--30,29--32,29--36,32--43,34--35,34--40,34--44,37--38,40--42,40--43,46--47
0--8,0--28,0--32,0--35,1--17,1--19,1--33,1--37,2--12,2--29,2--38,2--43,3--18,3--30,3--35,3--45,4--5,4--8,4--19,4--28,5--10,5--12,5--40,6--12,6--30,6--39,6--43,7--26,7--27,7--39,7--45,8--22,8--36,9--11,9--13,9--31,9--41,10--23,10--25,10--47,11--33,11--38,11--42,12--20,13--16,13--34,13--38,14--16,14--24,14--37,14--38,15--25,15--29,15--30,15--46,16--42,16--45,17--19,17--23,17--33,18--31,18--44,18--46,19--21,20--25,20--29,20--47,21--26,21--32,21--41,22--34,22--36,22--40,23--34,23--35,24--26,24--40,24--45,25--42,26--30,27--32,27--36,27--41,28--37,28--43,29--31,31--39,32--44,33--36,34--42,35--47,37--41,39--43,40--44,44--46,46--47
0--19,0--26,0--33,0--47,1--27,1--29,1--35,1--47,2--16,2--17,2--20,2--40,3--25,3--27,3--37,3--46,4--13,4--15,4--21,4--25,5--40,5--41,5--42,5--47,6--28,6--34,6--38,6--41,7--17,7--35,7--36,7--42,8--11,8--18,8--24,8--39,9--14,9--22,9--40,9--42,10--12,10--34,10--35,10--43,11--23,11--37,11--45,12--16,12--31,12--32,13--15,13--18,13--33,14--19,14--24,14--30,15--19,15--35,16--21,16--44,17--22,17--45,18--25,18--38,19--21,20--26,20--31,20--32,21--28,22--33,22--36,23--30,23--38,23--39,24--29,24--40,25--26,26--31,27--29,27--37,28--31,28--42,29--41,30--39,30--46,32--34,32--43,33--34,36--44,36--46,37--47,38--43,39--45,41--45,43--44,44--46
0--7,0--10,0--34,0--36,1--2,1--14,1--21,1--43,2--11,2--19,2--31,3--9,3--30,3--36,3--41,4--12,4--14,4--15,4--29,5--21,5--25,5--34,5--46,6--10,6--11,6--24,6--40,7--8,7--21,7--40,8--13,8--29,8--31,9--14,9--35,9--39,10--15,10--19,11--16,11--24,12--27,12--39,12--41,13--42,13--43,13--45,14--43,15--16,15--25,16--17,16--29,17--22,17--25,17--38,18--19,18--20,18--27,18--36,19--34,20--32,20--39,20--47,21--24,22--28,22--33,22--39,23--37,23--41,23--42,23--45,24--27,25--31,26--33,26--34,26--41,26--44,27--40,28--31,28--35,28--37,29--37,30--35,30--38,30--42,32--33,32--35,32--44,33--46,36--46,37--47,38--40,38--42,43--46,44--45,44--47,45--47
0--4,0--6,0--13,0--22,1--12,1--16,1--26,1--44,2--25,2--31,2--34,2--36,3--6,3--7,3--19,3--20,4--10,4--18,4--42,5--8,5--19,5--33,5--40,6--22,6--45,7--9,7--19,7--23,8--21,8--25,8--29,9--13,9--14,9--44,10--17,10--29,10--31,11--17,11--25,11--32,11--47,12--16,12--37,12--41,13--20,13--24,14--26,14--39,14--40,15--22,15--30,15--35,15--37,16--38,16--45,17--18,17--40,18--23,18--30,19--46,20--37,20--47,21--36,21--37,21--41,22--23,23--47,24--35,24--46,24--47,25--46,26--33,26--36,27--28,27--30,27--34,27--42,28--32,28--41,28--43,29--39,29--45,30--43,31--33,31--45,32--40,32--43,33--41,34--38,34--42,35--36,35--38,38--44,39--42,39--44,43--46
0--4,0--10,0--16,0--39,1--4,1--33,1--40,1--46,2--20,2--28,2--35,2--38,3--6,3--10,3--30,3--35,4--9,4--45,5--35,5--38,5--40,5--42,6--12,6--24,6--41,7--10,7--14,7--26,7--45,8--14,8--18,8--21,8--33,9--23,9--24,9--36,10--22,11--12,11--18,11--34,11--43,12--44,12--45,13--14,13--32,13--43,13--46,14--45,15--30,15--32,15--43,15--44,16--17,16--35,16--46,17--34,17--39,17--42,18--21,18--36,19--26,19--37,19--42,19--44,20--29,20--31,20--40,21--28,21--31,22--24,22--28,22--46,23--30,23--32,23--43,24--29,25--27,25--36,25--42,25--47,26--29,26--37,27--29,27--33,27--39,28--40,30--34,31--38,31--41,32--33,34--41,36--47,37--44,37--47,38--39,41--47
