0--4,0--7,0--20,0--30,1--15,1--24,1--39,1--41,2--11,2--20,2--33,2--54,3--4,3--43,3--47,3--52,4--13,4--24,5--25,5--28,5--32,5--53,6--9,6--12,6--31,6--37,7--8,7--16,7--35,8--9,8--18,8--25,9--35,9--37,10--22,10--38,10--43,10--51,11--26,11--40,11--41,12--21,12--35,12--48,13--25,13--28,13--34,14--37,14--40,14--48,14--50,15--29,15--39,15--42,16--17,16--36,16--44,17--19,17--21,17--29,18--22,18--39,18--55,19--41,19--44,19--45,20--27,20--30,21--31,21--41,22--46,22--53,23--25,23--31,23--48,23--50,24--37,24--51,26--30,26--39,26--50,27--29,27--32,27--49,28--44,28--54,29--42,30--51,31--55,32--33,32--51,33--34,33--49,34--43,34--45,35--36,36--52,36--54,38--43,38--53,38--55,40--45,40--47,42--46,42--49,44--45,46--47,46--48,47--54,49--53,50--52,52--55
0--2,0--13,0--35,0--43,1--5,1--9,1--28,1--46,2--15,2--23,2--51,3--10,3--15,3--50,3--54,4--31,4--35,4--41,4--49,5--14,5--24,5--44,6--9,6--21,6--37,6--52,7--25,7--26,7--33,7--51,8--21,8--29,8--43,8--46,9--13,9--29,10--26,10--40,10--48,11--15,11--16,11--21,11--53,12--25,12--28,12--38,12--53,13--45,13--54,14--28,14--32,14--44,15--33,16--18,16--24,16--34,17--27,17--32,17--40,17--41,18--20,18--30,18--50,19--26,19--37,19--44,19--45,20--34,20--40,20--47,21--53,22--23,22--46,22--52,22--55,23--27,23--38,24--42,24--48,25--28,25--54,26--53,27--33,27--55,29--37,29--49,30--37,30--47,30--49,31--34,31--42,31--48,32--40,32--42,33--38,34--47,35--38,35--51,36--39,36--41,36--43,36--44,39--46,39--48,39--52,41--54,42--55,43--45,45--51,47--50,49--50,52--55
0--28,0--31,0--41,0--47,1--8,1--26,1--30,1--38,2--24,2--29,2--41,2--53,3--8,3--28,3--46,3--48,4--17,4--27,4--39,4--47,5--15,5--36,5--47,5--52,6--10,6--21,6--44,6--51,7--31,7--39,7--51,7--55,8--28,8--43,9--18,9--25,9--36,9--40,10--15,10--23,10--49,11--19,11--30,11--34,11--54,12--21,12--26,12--46,12--55,13--29,13--33,13--48,13--49,14--24,14--40,14--44,14--50,15--27,15--40,16--37,16--40,16--48,16--50,17--22,17--38,17--45,18--19,18--36,18--46,19--32,19--33,20--23,20--24,20--32,20--41,21--34,21--54,22--31,22--39,22--55,23--35,23--42,24--53,25--43,25--46,25--54,26--36,26--49,27--32,27--53,28--49,29--34,29--52,30--35,30--43,31--53,32--37,33--35,33--55,34--44,35--41,37--45,37--51,38--42,38--50,39--44,42--47,42--52,43--45,45--54,48--50,51--52
0--7,0--8,0--13,0--35,1--14,1--42,1--46,1--55,2--26,2--28,2--31,2--51,3--27,3--40,3--43,3--46,4--5,4--25,4--29,4--52,5--34,5--42,5--49,6--7,6--34,6--39,6--41,7--8,7--42,8--23,8--36,9--14,9--16,9--23,9--25,10--11,10--18,10--20,10--33,11--15,11--17,11--25,12--22,12--32,12--37,12--43,13--15,13--29,13--32,14--15,14--36,15--24,16--23,16--39,16--44,17--19,17--30,17--41,18--19,18--37,18--42,19--35,19--36,20--22,20--37,20--48,21--38,21--43,21--45,21--55,22--32,22--45,23--50,24--39,24--45,24--46,25--38,26--47,26--51,26--53,27--40,27--49,27--52,28--35,28--49,28--51,29--31,29--38,30--33,30--40,30--44,31--41,31--44,32--49,33--52,33--54,34--47,34--50,35--48,36--55,37--52,38--41,39--47,40--46,43--47,44--50,45--51,48--53,48--54,50--54,53--54,53--55
0--21,0--36,0--50,0--53,1--11,1--12,1--26,1--38,2--3,2--13,2--22,2--44,3--8,3--50,3--54,4--9,4--20,4--23,4--51,5--14,5--20,5--45,5--49,6--22,6--32,6--34,6--35,7--31,7--32,7--36,7--37,8--15,8--19,8--21,9--21,9--24,9--25,10--13,10--17,10--27,10--28,11--16,11--33,11--52,12--23,12--30,12--47,13--31,13--40,14--25,14--36,14--39,15--29,15--52,15--55,16--24,16--30,16--40,17--22,17--37,17--48,18--32,18--41,18--54,18--55,19--27,19--33,19--36,20--39,20--53,21--44,22--47,23--39,23--41,24--38,24--42,25--28,25--51,26--31,26--46,26--51,27--40,27--53,28--34,28--54,29--34,29--41,29--46,30--45,30--52,31--38,32--37,33--53,33--54,34--45,35--39,35--49,35--50,37--47,38--48,40--47,41--49,42--43,42--45,42--50,43--44,43--46,43--49,44--51,46--48,48--55,52--55
0--10,0--19,0--41,0--45,1--20,1--37,1--47,1--49,2--33,2--39,2--44,2--49,3--32,3--34,3--40,3--42,4--10,4--19,4--30,4--43,5--10,5--17,5--30,5--46,6--7,6--15,6--42,6--45,7--29,7--48,7--52,8--32,8--36,8--44,8--55,9--11,9--36,9--44,9--47,10--12,11--31,11--39,11--49,12--14,12--28,12--51,13--36,13--38,13--42,13--43,14--37,14--42,14--50,15--18,15--23,15--26,16--18,16--34,16--35,16--39,17--31,17--54,17--55,18--36,18--40,19--24,19--25,20--22,20--52,20--53,21--34,21--44,21--45,21--53,22--38,22--43,22--46,23--31,23--37,23--49,24--25,24--35,24--53,25--30,25--54,26--33,26--41,26--54,27--41,27--46,27--54,27--55,28--30,28--34,28--55,29--37,29--43,29--52,31--35,32--45,32--50,33--50,33--51,35--48,38--48,38--51,39--46,40--48,40--52,41--47,47--51,50--53
0--14,0--34,0--47,0--48,1--20,1--28,1--38,1--41,2--4,2--8,2--13,2--43,3--11,3--12,3--20,3--21,4--24,4--53,4--54,5--6,5--9,5--10,5--44,6--19,6--41,6--45,7--20,7--29,7--47,7--55,8--11,8--35,8--43,9--16,9--47,9--49,10--19,10--26,10--30,11--45,11--46,12--33,12--44,12--46,13--23,13--43,13--55,14--37,14--40,14--52,15--27,15--36,15--40,15--55,16--33,16--37,16--38,17--32,17--39,17--43,17--49,18--21,18--25,18--49,18--51,19--29,19--53,20--36,21--32,21--36,22--26,22--46,22--50,22--54,23--26,23--40,23--48,24--35,24--39,24--42,25--38,25--44,25--55,26--33,27--32,27--34,27--52,28--37,28--50,28--51,29--31,29--46,30--32,30--34,30--35,31--42,31--47,31--49,33--54,34--48,35--42,36--51,37--45,38--44,39--50,39--52,40--50,41--42,41--45,48--53,51--54,52--53
0--38,0--40,0--53,0--54,1--48,1--49,1--50,1--53,2--14,2--21,2--32,2--55,3--15,3--30,3--45,3--52,4--27,4--36,4--38,4--45,5--7,5--14,5--18,5--50,6--8,6--10,6--36,6--47,7--16,7--17,7--46,8--14,8--23,8--36,9--13,9--25,9--31,9--37,10--28,10--38,10--39,11--24,11--41,11--42,11--54,12--23,12--24,12--41,12--54,13--23,13--26,13--35,14--49,15--16,15--34,15--37,16--52,16--53,17--25,17--44,17--50,18--25,18--43,18--51,19--26,19--34,19--39,19--41,20--27,20--29,20--31,20--46,21--28,21--33,21--39,22--28,22--33,22--41,22--51,23--38,24--30,24--47,25--32,26--48,26--49,27--35,27--48,28--35,29--53,29--54,29--55,30--40,30--51,31--43,31--45,32--35,32--50,33--37,33--42,34--46,34--49,36--48,37--40,39--40,42--44,42--45,43--44,43--46,44--52,47--52,47--55,51--55
0--2,0--4,0--11,0--46,1--8,1--28,1--53,1--55,2--21,2--25,2--30,3--28,3--34,3--38,3--54,4--7,4--21,4--34,5--15,5--35,5--52,5--54,6--12,6--14,6--17,6--51,7--25,7--26,7--30,8--30,8--44,8--48,9--17,9--18,9--24,9--35,10--16,10--19,10--20,10--27,11--20,11--27,11--40,12--13,12--24,12--33,13--28,13--31,13--46,14--25,14--33,14--45,15--19,15--20,15--43,16--36,16--44,16--48,17--43,17--49,18--29,18--41,18--44,19--32,19--55,20--27,21--30,21--43,22--23,22--35,22--47,22--53,23--29,23--42,23--47,24--26,24--49,25--54,26--36,26--41,27--38,28--37,29--43,29--52,31--41,31--42,31--46,32--33,32--39,32--50,33--51,34--37,34--52,35--39,36--40,36--50,37--42,37--44,38--39,38--41,39--54,40--45,40--48,42--55,45--50,45--51,46--53,47--50,47--55,48--49,49--52,51--53
0--12,0--33,0--54,0--55,1--3,1--6,1--11,1--33,2--8,2--13,2--29,2--53,3--17,3--19,3--32,4--23,4--24,4--27,4--37,5--12,5--21,5--27,5--55,6--36,6--48,6--52,7--17,7--35,7--39,7--42,8--40,8--45,8--50,9--26,9--29,9--47,9--53,10--11,10--30,10--35,10--46,11--49,11--53,12--36,12--37,13--23,13--34,13--51,14--18,14--26,14--31,14--42,15--24,15--33,15--34,15--36,16--23,16--41,16--50,16--55,17--28,17--39,18--43,18--44,18--49,19--38,19--45,19--49,20--29,20--31,20--37,20--47,21--44,21--46,21--52,22--30,22--31,22--38,22--42,23--54,24--37,24--43,25--26,25--38,25--40,25--54,26--44,27--34,27--52,28--45,28--47,28--48,29--40,30--47,30--53,31--43,32--36,32--40,32--43,33--51,34--52,35--38,35--54,39--45,39--55,41--44,41--46,41--48,42--50,46--50,48--51,49--51
0--9,0--22,0--38,0--53,1--7,1--13,1--25,1--38,2--20,2--27,2--35,2--45,3--30,3--33,3--40,3--41,4--9,4--15,4--34,4--53,5--16,5--42,5--48,5--52,6--9,6--13,6--29,6--33,7--11,7--34,7--52,8--20,8--38,8--45,8--50,9--36,10--28,10--39,10--48,10--55,11--21,11--29,11--47,12--13,12--28,12--49,12--51,13--48,14--15,14--22,14--35,14--47,15--17,15--43,16--33,16--34,16--54,17--19,17--24,17--44,18--22,18--23,18--32,18--54,19--31,19--37,19--43,20--21,20--46,21--38,21--47,22--52,23--26,23--30,23--42,24--25,24--46,24--49,25--28,25--42,26--32,26--43,26--53,27--41,27--42,27--43,28--52,29--41,29--55,30--39,30--55,31--36,31--37,31--47,32--36,32--49,33--34,35--37,35--40,36--55,37--45,39--44,39--54,40--46,40--51,41--50,44--46,44--53,45--51,48--49,50--51,50--54
0--4,0--9,0--14,0--42,1--17,1--23,1--25,1--44,2--15,2--22,2--30,2--39,3--6,3--20,3--43,3--49,4--27,4--30,4--45,5--11,5--14,5--31,5--46,6--11,6--38,6--54,7--17,7--23,7--31,7--34,8--24,8--25,8--48,8--55,9--13,9--20,9--40,10--21,10--25,10--33,10--49,11--21,11--46,12--19,12--30,12--31,12--53,13--33,13--39,13--50,14--22,14--23,15--28,15--54,15--55,16--26,16--29,16--38,16--49,17--32,17--47,18--28,18--34,18--35,18--53,19--42,19--51,19--55,20--22,20--37,21--35,21--46,22--33,23--48,24--39,24--40,24--43,25--44,26--29,26--30,26--32,27--42,27--45,27--55,28--41,28--46,29--33,29--52,31--37,32--36,32--38,34--48,34--52,35--42,35--47,36--45,36--49,36--51,37--44,37--53,38--41,39--51,40--50,40--53,41--47,41--54,43--45,43--50,44--51,47--54,48--52,50--52
0--11,0--18,0--25,0--51,1--38,1--45,1--48,1--49,2--17,2--31,2--42,2--43,3--11,3--23,3--25,3--27,4--10,4--11,4--19,4--41,5--15,5--37,5--46,5--55,6--19,6--24,6--26,6--44,7--12,7--23,7--41,7--45,8--14,8--21,8--42,8--53,9--12,9--21,9--27,9--51,10--14,10--38,10--45,11--28,12--25,12--55,13--20,13--22,13--24,13--48,14--15,14--26,15--49,15--52,16--30,16--39,16--45,16--46,17--32,17--33,17--50,18--20,18--38,18--54,19--32,19--34,20--30,20--35,21--22,21--44,22--44,22--55,23--32,23--37,24--28,24--42,25--41,26--29,26--48,27--40,27--52,28--37,28--39,29--30,29--49,29--53,30--34,31--43,31--47,31--52,32--50,33--46,33--47,33--55,34--37,34--50,35--36,35--41,35--53,36--40,36--47,36--54,38--53,39--49,39--54,40--43,40--50,42--43,44--46,47--54,48--51,51--52
0--5,0--18,0--23,0--45,1--3,1--10,1--29,1--47,2--21,2--26,2--30,2--40,3--5,3--17,3--18,4--6,4--9,4--35,4--49,5--23,5--25,6--22,6--37,6--44,7--28,7--43,7--45,7--49,8--15,8--17,8--35,8--44,9--11,9--12,9--38,10--19,10--27,10--54,11--32,11--50,11--51,12--30,12--33,12--52,13--29,13--34,13--41,13--49,14--15,14--33,14--42,14--48,15--17,15--47,16--21,16--24,16--37,16--40,17--51,18--43,18--52,19--20,19--26,19--41,20--21,20--32,20--47,21--38,22--23,22--31,22--43,23--55,24--35,24--45,24--48,25--29,25--31,25--36,26--37,26--39,27--39,27--40,27--50,28--36,28--50,28--55,29--32,30--39,30--54,31--37,31--53,32--38,33--45,33--54,34--41,34--43,34--47,35--54,36--39,36--46,38--46,40--55,41--55,42--49,42--50,42--52,44--48,44--51,46--52,46--53,48--53,51--53
0--16,0--36,0--48,0--55,1--17,1--18,1--19,1--21,2--13,2--17,2--28,2--37,3--21,3--29,3--32,3--54,4--22,4--31,4--42,4--50,5--36,5--39,5--51,5--53,6--15,6--38,6--39,6--48,7--26,7--33,7--44,7--53,8--20,8--22,8--25,8--44,9--10,9--15,9--47,9--52,10--26,10--31,10--53,11--12,11--13,11--23,11--34,12--14,12--15,12--35,13--18,13--34,14--31,14--35,14--52,15--29,16--35,16--40,16--49,17--30,17--42,18--25,18--39,19--23,19--28,19--54,20--23,20--41,20--43,21--41,21--49,22--41,22--52,23--40,24--26,24--30,24--53,24--55,25--27,25--38,26--29,27--35,27--40,27--45,28--41,28--51,29--46,30--36,30--46,31--32,32--49,32--55,33--34,33--45,33--46,34--47,36--37,37--45,37--54,38--43,38--50,39--55,40--47,42--47,42--48,43--52,43--54,44--48,44--50,45--51,46--49,50--51
0--7,0--11,0--23,0--53,1--3,1--15,1--49,1--51,2--5,2--13,2--20,2--42,3--4,3--8,3--29,4--11,4--19,4--41,5--8,5--20,5--31,6--21,6--30,6--44,6--45,7--39,7--46,7--50,8--16,8--47,9--21,9--24,9--33,9--48,10--23,10--34,10--46,10--54,11--31,11--47,12--23,12--28,12--36,12--43,13--26,13--36,13--39,14--37,14--40,14--44,14--50,15--16,15--22,15--24,16--30,16--52,17--25,17--35,17--36,17--38,18--32,18--33,18--51,18--55,19--21,19--25,19--54,20--42,20--52,21--27,22--24,22--27,22--48,23--54,24--51,25--37,25--53,26--45,26--46,26--49,27--38,27--39,28--34,28--35,28--47,29--36,29--44,29--48,30--32,30--41,31--32,31--54,32--47,33--35,33--52,34--43,34--46,35--38,37--51,37--55,38--55,39--48,40--41,40--43,40--52,41--42,42--49,43--45,44--50,45--53,49--50,53--55
0--8,0--12,0--45,0--47,1--26,1--33,1--42,1--54,2--16,2--22,2--25,2--46,3--5,3--31,3--32,3--52,4--11,4--21,4--32,4--48,5--31,5--35,5--43,6--8,6--11,6--16,6--23,7--18,7--35,7--36,7--46,8--27,8--55,9--10,9--25,9--29,9--50,10--13,10--36,10--52,11--19,11--34,12--20,12--23,12--46,13--30,13--39,13--51,14--33,14--35,14--45,14--53,15--21,15--42,15--54,15--55,16--29,16--40,17--23,17--29,17--49,17--51,18--20,18--46,18--52,19--38,19--42,19--50,20--30,20--37,21--44,21--51,22--33,22--35,22--50,23--39,24--27,24--43,24--44,24--54,25--29,25--43,26--34,26--44,26--55,27--28,27--41,28--30,28--31,28--40,30--49,31--37,32--41,32--49,33--38,34--38,34--51,36--40,36--53,37--39,37--47,38--54,39--48,40--41,41--48,42--43,44--47,45--53,45--55,47--53,48--50,49--52
0--3,0--22,0--38,0--39,1--17,1--29,1--47,1--54,2--3,2--12,2--19,2--39,3--7,3--41,4--9,4--20,4--25,4--52,5--18,5--40,5--41,5--44,6--8,6--36,6--37,6--55,7--17,7--31,7--55,8--17,8--25,8--53,9--10,9--33,9--48,10--27,10--29,10--35,11--12,11--21,11--27,11--54,12--16,12--33,13--23,13--25,13--49,13--53,14--42,14--49,14--51,14--55,15--24,15--33,15--39,15--50,16--18,16--23,16--36,17--46,18--37,18--42,19--22,19--35,19--44,20--29,20--32,20--34,21--30,21--34,21--53,22--27,22--39,23--31,23--47,24--35,24--38,24--54,25--43,26--45,26--50,26--51,26--52,27--47,28--35,28--42,28--46,28--49,29--51,30--32,30--37,30--38,31--34,31--36,32--33,32--52,34--46,36--53,37--45,38--40,40--43,40--48,41--42,41--48,43--50,43--51,44--47,44--50,45--52,45--54,46--48,49--55
0--3,0--6,0--8,0--25,1--6,1--24,1--27,1--33,2--11,2--20,2--44,2--48,3--15,3--27,3--47,4--10,4--11,4--20,4--49,5--12,5--13,5--22,5--48,6--26,6--36,7--17,7--21,7--23,7--55,8--25,8--49,8--53,9--23,9--24,9--42,9--54,10--24,10--39,10--50,11--32,11--45,12--40,12--50,12--55,13--33,13--35,13--51,14--29,14--38,14--42,14--52,15--33,15--36,15--47,16--30,16--36,16--37,16--54,17--32,17--47,17--53,18--31,18--34,18--37,18--39,19--22,19--26,19--29,19--48,20--40,20--55,21--35,21--43,21--54,22--30,22--44,23--26,23--35,24--28,25--36,25--53,26--35,27--31,27--50,28--31,28--32,28--45,29--40,29--41,30--46,30--52,31--41,32--46,33--53,34--42,34--45,34--49,37--41,37--51,38--43,38--46,38--47,39--49,39--52,40--54,41--45,42--51,43--46,43--55,44--48,44--51,50--52
0--14,0--19,0--29,0--42,1--4,1--6,1--45,1--49,2--6,2--12,2--13,2--43,3--16,3--17,3--37,3--38,4--16,4--19,4--37,5--18,5--25,5--27,5--39,6--14,6--50,7--15,7--22,7--38,7--39,8--12,8--24,8--28,8--33,9--14,9--51,9--53,9--55,10--23,10--27,10--30,10--39,11--21,11--25,11--37,11--50,12--23,12--29,13--32,13--44,13--46,14--27,15--20,15--35,15--53,16--18,16--53,17--32,17--35,17--41,18--34,18--45,19--23,19--24,20--42,20--49,20--54,21--25,21--26,21--47,22--27,22--30,22--31,23--43,24--43,24--47,25--48,26--41,26--48,26--54,28--35,28--41,28--49,29--36,29--40,30--40,30--53,31--41,31--52,31--55,32--35,32--38,33--38,33--46,33--51,34--37,34--49,34--52,36--40,36--44,36--55,39--52,40--45,42--48,42--52,43--54,44--46,44--51,45--54,46--47,47--50,48--55,50--51
0--16,0--22,0--39,0--45,1--19,1--39,1--43,1--50,2--3,2--40,2--42,2--55,3--37,3--49,3--52,4--17,4--18,4--25,4--43,5--14,5--24,5--33,5--42,6--8,6--9,6--26,6--32,7--8,7--27,7--32,7--47,8--40,8--47,9--13,9--45,9--55,10--14,10--31,10--35,10--43,11--17,11--24,11--36,11--51,12--13,12--33,12--44,12--54,13--18,13--40,14--38,14--46,15--18,15--30,15--41,15--45,16--23,16--35,16--50,17--28,17--42,18--46,19--21,19--35,19--48,20--23,20--31,20--34,20--37,21--41,21--52,21--55,22--27,22--45,22--48,23--36,23--47,24--29,24--41,25--28,25--30,25--51,26--32,26--37,26--39,27--44,27--49,28--39,28--49,29--37,29--42,29--50,30--33,30--54,31--36,31--44,32--49,33--38,34--48,34--50,34--52,35--53,36--44,38--40,38--52,41--54,43--51,46--51,46--53,47--48,53--54,53--55
0--27,0--28,0--41,0--55,1--7,1--47,1--53,1--54,2--6,2--22,2--24,2--42,3--6,3--33,3--45,3--46,4--10,4--14,4--36,4--46,5--9,5--24,5--25,5--37,6--10,6--29,7--17,7--26,7--39,8--14,8--19,8--31,8--49,9--12,9--35,9--50,10--31,10--44,11--16,11--28,11--48,11--51,12--15,12--33,12--35,13--18,13--24,13--32,13--52,14--15,14--47,15--19,15--49,16--17,16--34,16--43,17--37,17--44,18--31,18--48,18--50,19--39,19--53,20--33,20--40,20--45,20--53,21--32,21--35,21--45,21--54,22--27,22--28,22--52,23--36,23--40,23--44,23--53,24--43,25--37,25--47,25--49,26--33,26--43,26--49,27--29,27--55,28--54,29--40,29--41,30--35,30--48,30--51,30--55,31--34,32--36,32--42,34--40,34--51,36--51,37--45,38--39,38--41,38--43,38--48,39--44,41--50,42--50,42--55,46--47,46--52,52--54
0--5,0--12,0--16,0--24,1--26,1--27,1--32,1--55,2--31,2--39,2--41,2--53,3--9,3--15,3--27,3--50,4--12,4--22,4--33,4--34,5--23,5--42,5--44,6--13,6--20,6--28,6--54,7--8,7--19,7--31,7--44,8--17,8--35,8--55,9--33,9--34,9--45,10--26,10--27,10--40,10--48,11--25,11--35,11--38,11--42,12--40,12--55,13--17,13--39,13--52,14--24,14--37,14--38,14--47,15--18,15--29,15--43,16--20,16--21,16--30,17--48,17--50,18--23,18--26,18--54,19--21,19--31,19--43,20--25,20--41,21--25,21--48,22--24,22--33,22--45,23--36,23--52,24--53,25--32,26--45,27--43,28--34,28--36,28--51,29--37,29--46,29--47,30--39,30--49,30--54,31--51,32--47,32--49,33--39,34--42,35--37,35--53,36--51,36--53,37--41,38--46,38--50,40--44,40--52,41--48,42--44,43--45,46--47,46--49,49--50,51--54,52--55
0--11,0--33,0--50,0--52,1--7,1--9,1--28,1--35,2--7,2--19,2--36,2--44,3--10,3--13,3--37,3--53,4--15,4--21,4--24,4--40,5--7,5--9,5--18,5--31,6--17,6--38,6--42,6--53,7--18,8--39,8--44,8--46,8--48,9--10,9--17,10--20,10--47,11--20,11--47,11--48,12--26,12--45,12--53,12--54,13--15,13--16,13--34,14--22,14--29,14--34,14--43,15--28,15--32,16--32,16--37,16--54,17--30,17--40,18--28,18--36,19--25,19--50,19--52,20--28,20--51,21--22,21--35,21--50,22--24,22--31,23--29,23--43,23--51,23--55,24--48,24--55,25--30,25--36,25--37,26--27,26--36,26--54,27--41,27--48,27--51,29--40,29--46,30--46,30--55,31--34,31--45,32--39,32--52,33--43,33--45,33--53,34--47,35--42,35--49,37--50,38--41,38--42,38--55,39--43,39--54,40--49,41--47,41--49,42--52,44--46,44--49,45--51
0--5,0--26,0--37,0--45,1--6,1--15,1--16,1--38,2--3,2--31,2--43,2--51,3--14,3--33,3--55,4--13,4--16,4--20,4--39,5--30,5--32,5--35,6--11,6--14,6--16,7--41,7--42,7--46,7--49,8--25,8--28,8--30,8--41,9--29,9--35,9--44,9--45,10--37,10--38,10--40,10--54,11--43,11--53,11--55,12--22,12--36,12--38,12--49,13--25,13--43,13--47,14--26,14--44,15--30,15--47,15--54,16--36,17--33,17--39,17--43,17--50,18--19,18--20,18--34,18--36,19--23,19--33,19--48,20--22,20--49,21--23,21--27,21--30,21--48,22--47,22--55,23--24,23--33,24--25,24--28,24--35,25--51,26--46,26--48,27--35,27--52,27--55,28--41,28--48,29--51,29--53,29--54,31--32,31--34,31--47,32--44,32--54,34--44,34--50,36--40,37--45,37--53,38--40,39--51,39--52,40--46,41--50,42--46,42--52,42--53,45--52,49--50
0--2,0--14,0--30,0--46,1--9,1--14,1--30,1--44,2--11,2--26,2--50,3--15,3--31,3--32,3--53,4--7,4--11,4--26,4--40,5--8,5--17,5--21,5--34,6--8,6--16,6--42,6--47,7--9,7--12,7--22,8--17,8--29,9--19,9--27,10--27,10--34,10--35,10--43,11--28,11--52,12--21,12--44,12--46,13--17,13--27,13--35,13--48,14--48,14--51,15--26,15--38,15--51,16--26,16--48,16--53,17--39,18--23,18--24,18--42,18--55,19--23,19--36,19--45,20--37,20--40,20--41,20--43,21--24,21--39,22--32,22--33,22--55,23--51,23--53,24--43,24--47,25--40,25--41,25--42,25--45,27--38,28--30,28--32,28--43,29--41,29--44,29--54,30--49,31--38,31--46,31--49,32--49,33--36,33--40,33--50,34--35,34--54,35--41,36--45,36--52,37--42,37--47,37--50,38--51,39--44,39--46,45--52,47--55,48--54,49--52,50--53,54--55
0--9,0--32,0--42,0--52,1--3,1--4,1--7,1--30,2--10,2--40,2--43,2--47,3--11,3--44,3--51,4--12,4--24,4--41,5--17,5--20,5--44,5--53,6--22,6--23,6--31,6--40,7--13,7--15,7--47,8--16,8--26,8--37,8--46,9--19,9--20,9--36,10--21,10--40,10--49,11--29,11--37,11--52,12--21,12--29,12--54,13--25,13--28,13--37,14--16,14--23,14--28,14--45,15--33,15--45,15--50,16--36,16--53,17--24,17--25,17--41,18--19,18--30,18--31,18--41,19--22,19--23,20--46,20--48,21--38,21--55,22--43,22--44,23--53,24--34,24--54,25--30,25--54,26--39,26--50,26--55,27--39,27--43,27--45,27--48,28--47,28--52,29--37,29--51,30--42,31--38,31--51,32--35,32--46,32--49,33--35,33--43,33--48,34--36,34--38,34--39,35--46,35--52,36--45,38--51,39--50,40--54,41--55,42--49,42--53,44--47,48--49,50--55
0--3,0--12,0--20,0--29,1--7,1--20,1--40,1--47,2--34,2--52,2--54,2--55,3--11,3--23,3--50,4--11,4--14,4--24,4--33,5--12,5--15,5--37,5--39,6--18,6--21,6--27,6--44,7--9,7--36,7--37,8--28,8--32,8--51,8--55,9--16,9--22,9--29,10--41,10--43,10--50,10--51,11--45,11--53,12--17,12--22,13--28,13--30,13--41,13--48,14--25,14--32,14--54,15--19,15--38,15--44,16--28,16--35,16--55,17--27,17--33,17--48,18--24,18--36,18--54,19--42,19--43,19--51,20--38,20--46,21--26,21--30,21--46,22--24,22--36,23--46,23--47,23--54,24--25,25--30,25--45,26--30,26--31,26--42,27--32,27--50,28--49,29--35,29--55,31--37,31--40,31--52,32--41,33--36,33--42,34--35,34--38,34--49,35--46,37--40,38--39,39--47,39--49,40--44,41--48,42--53,43--51,43--52,44--53,45--48,45--53,47--49,50--52
0--7,0--41,0--43,0--47,1--10,1--26,1--36,1--39,2--6,2--22,2--42,2--46,3--16,3--19,3--45,3--55,4--10,4--23,4--33,4--41,5--14,5--17,5--34,5--45,6--16,6--32,6--36,7--20,7--37,7--51,8--28,8--29,8--53,8--54,9--19,9--20,9--27,9--51,10--35,10--42,11--29,11--32,11--38,11--49,12--22,12--37,12--41,12--50,13--19,13--27,13--49,13--52,14--18,14--20,14--36,15--25,15--27,15--48,15--51,16--26,16--38,17--37,17--46,17--48,18--21,18--45,18--52,19--30,20--25,21--41,21--50,21--55,22--38,22--48,23--31,23--48,23--54,24--33,24--34,24--39,24--49,25--43,25--44,26--31,26--43,27--39,28--46,28--47,28--53,29--34,29--40,30--40,30--43,30--47,31--32,31--53,32--35,33--40,33--49,34--55,35--42,35--50,36--38,37--44,39--44,40--47,42--54,44--46,45--52,50--54,51--55,52--53
0--12,0--25,0--44,0--50,1--16,1--30,1--42,1--48,2--12,2--13,2--34,2--35,3--12,3--18,3--23,3--52,4--20,4--21,4--35,4--36,5--21,5--38,5--50,5--51,6--9,6--21,6--30,6--37,7--9,7--36,7--40,7--41,8--22,8--40,8--44,8--53,9--10,9--39,10--14,10--18,10--23,11--32,11--38,11--42,11--46,12--23,13--31,13--33,13--39,14--15,14--26,14--41,15--27,15--48,15--52,16--39,16--43,16--46,17--37,17--47,17--49,17--54,18--35,18--46,19--22,19--25,19--26,19--28,20--31,20--40,20--50,21--24,22--36,22--55,23--45,24--26,24--33,24--35,25--38,25--55,26--29,27--29,27--31,27--54,28--34,28--36,28--39,29--43,29--53,30--32,30--37,31--48,32--40,32--48,33--43,33--51,34--44,34--53,37--50,38--55,41--44,41--45,42--47,42--49,43--52,45--47,45--49,46--54,47--54,49--51,51--53,52--55
0--31,0--41,0--42,0--47,1--7,1--9,1--14,1--38,2--15,2--34,2--51,2--52,3--12,3--15,3--21,3--47,4--18,4--20,4--36,4--46,5--16,5--40,5--48,5--49,6--22,6--33,6--37,6--50,7--10,7--25,7--50,8--35,8--38,8--46,8--55,9--14,9--32,9--40,10--24,10--37,10--38,11--13,11--39,11--43,11--53,12--13,12--20,12--23,13--17,13--29,14--22,14--49,15--16,15--32,16--28,16--54,17--27,17--28,17--30,18--31,18--44,18--53,19--22,19--29,19--42,19--45,20--35,20--55,21--30,21--48,21--53,22--26,23--24,23--42,23--52,24--33,24--34,25--41,25--49,25--54,26--41,26--42,26--48,27--32,27--49,27--54,28--37,28--45,29--39,29--51,30--35,30--45,31--36,31--46,32--44,33--36,33--48,34--39,34--50,35--40,36--43,37--52,38--44,39--41,40--47,43--53,43--55,44--51,45--47,46--51,50--52,54--55
