0--7,0--27,0--28,1--7,1--10,1--17,2--8,2--18,2--23,3--11,3--15,3--22,4--10,4--11,4--15,5--6,5--16,5--26,6--12,6--17,7--19,8--15,8--20,9--20,9--24,9--26,10--27,11--16,12--21,12--24,13--18,13--24,13--28,14--17,14--18,14--22,16--28,19--23,19--26,20--29,21--27,21--29,22--25,23--25,25--29
0--22,0--23,0--29,1--4,1--20,1--26,2--8,2--21,2--24,3--6,3--16,3--17,4--15,4--19,5--10,5--17,5--28,6--8,6--14,7--9,7--20,7--28,8--28,9--14,9--22,10--12,10--15,11--18,11--22,11--23,12--21,12--23,13--14,13--24,13--29,15--16,16--20,17--27,18--19,18--25,19--25,21--24,25--26,26--27,27--29
0--2,0--22,0--29,1--9,1--23,1--25,2--4,2--16,3--16,3--24,3--25,4--5,4--12,5--22,5--27,6--9,6--10,6--28,7--9,7--14,7--21,8--12,8--13,8--26,10--11,10--19,11--15,11--18,12--20,13--15,13--24,14--16,14--22,15--23,17--18,17--21,17--28,18--23,19--25,19--26,20--26,20--28,21--27,24--29,27--29
0--14,0--23,0--29,1--2,1--5,1--21,2--10,2--20,3--4,3--12,3--17,4--15,4--23,5--8,5--9,6--11,6--21,6--22,7--9,7--10,7--17,8--11,8--16,9--25,10--28,11--20,12--26,12--27,13--14,13--22,13--26,14--19,15--16,15--19,16--18,17--24,18--25,18--26,19--27,20--21,22--24,23--28,24--29,25--28,27--29
0--12,0--15,0--19,1--17,1--28,1--29,2--5,2--12,2--15,3--8,3--9,3--18,4--9,4--14,4--17,5--7,5--10,6--13,6--14,6--19,7--16,7--29,8--22,8--23,9--28,10--21,10--26,11--20,11--25,11--27,12--18,13--24,13--26,14--23,15--29,16--21,16--22,17--26,18--19,20--22,20--23,21--28,24--25,24--27,25--27
0--7,0--17,0--20,1--2,1--13,1--22,2--4,2--10,3--15,3--18,3--23,4--25,4--29,5--17,5--21,5--24,6--7,6--9,6--20,7--25,8--10,8--16,8--19,9--14,9--21,10--12,11--14,11--23,11--26,12--16,12--22,13--19,13--26,14--27,15--16,15--20,17--18,18--28,19--22,21--28,23--27,24--28,24--29,25--26,27--29
0--6,0--23,0--29,1--6,1--9,1--21,2--17,2--22,2--28,3--15,3--16,3--23,4--7,4--10,4--26,5--8,5--12,5--22,6--13,7--11,7--25,8--16,8--28,9--12,9--24,10--14,10--24,11--18,11--22,12--27,13--17,13--20,14--21,14--26,15--19,15--21,16--28,17--29,18--19,18--25,19--20,20--27,23--24,25--26,27--29
0--20,0--22,0--23,1--16,1--21,1--27,2--11,2--21,2--26,3--5,3--13,3--19,4--5,4--17,4--24,5--28,6--11,6--19,6--21,7--9,7--11,7--23,8--13,8--25,8--27,9--18,9--29,10--16,10--20,10--29,12--15,12--17,12--24,13--22,14--15,14--19,14--25,15--17,16--29,18--26,18--28,20--24,22--27,23--26,25--28
0--13,0--17,0--18,1--2,1--4,1--13,2--12,2--18,3--9,3--14,3--22,4--9,4--11,5--8,5--20,5--21,6--14,6--20,6--27,7--16,7--19,7--24,8--21,8--24,9--16,10--11,10--17,10--20,11--28,12--18,12--19,13--15,14--23,15--19,15--28,16--21,17--25,22--27,22--29,23--26,23--28,24--27,25--26,25--29,26--29
0--1,0--6,0--29,1--20,1--27,2--6,2--20,2--26,3--9,3--14,3--16,4--17,4--21,4--29,5--15,5--25,5--28,6--8,7--11,7--16,7--25,8--9,8--10,9--21,10--15,10--25,11--19,11--22,12--17,12--22,12--27,13--18,13--20,13--23,14--23,14--28,15--22,16--19,17--24,18--23,18--24,19--26,21--27,24--26,28--29
0--8,0--22,0--28,1--4,1--7,1--18,2--3,2--7,2--19,3--16,3--18,4--10,4--29,5--23,5--26,5--29,6--20,6--21,6--25,7--26,8--12,8--17,9--11,9--21,9--24,10--16,10--20,11--19,11--24,12--15,12--27,13--14,13--20,13--27,14--19,14--26,15--17,15--29,16--18,17--28,21--27,22--23,22--25,23--25,24--28
0--4,0--8,0--22,1--3,1--7,1--17,2--4,2--18,2--27,3--9,3--28,4--29,5--15,5--24,5--28,6--16,6--23,6--29,7--19,7--21,8--26,8--27,9--13,9--22,10--13,10--16,10--21,11--12,11--26,11--29,12--16,12--17,13--18,14--19,14--21,14--23,15--23,15--26,17--19,18--22,20--24,20--25,20--27,24--25,25--28
0--3,0--7,0--9,1--13,1--14,1--25,2--9,2--10,2--13,3--4,3--23,4--11,4--28,5--16,5--22,5--25,6--18,6--21,6--26,7--15,7--29,8--17,8--23,8--24,9--24,10--13,10--19,11--20,11--28,12--19,12--20,12--26,14--17,14--27,15--19,15--20,16--17,16--28,18--21,18--22,21--26,22--29,23--27,24--27,25--29
0--2,0--8,0--22,1--5,1--6,1--9,2--11,2--29,3--11,3--16,3--22,4--8,4--13,4--21,5--15,5--24,6--17,6--25,7--13,7--19,7--28,8--10,9--10,9--21,10--25,11--23,12--20,12--26,12--28,13--24,14--17,14--24,14--27,15--16,15--29,16--17,18--23,18--26,18--27,19--23,19--29,20--21,20--22,25--28,26--27
0--7,0--12,0--18,1--8,1--15,1--22,2--18,2--23,2--26,3--4,3--6,3--13,4--22,4--26,5--9,5--23,5--24,6--22,6--25,7--9,7--25,8--13,8--21,9--16,10--17,10--27,10--29,11--19,11--21,11--28,12--23,12--25,13--27,14--20,14--24,14--28,15--17,15--19,16--21,16--29,17--26,18--27,19--20,20--28,24--29
0--1,0--9,0--25,1--11,1--17,2--26,2--27,2--29,3--7,3--16,3--19,4--8,4--22,4--23,5--6,5--12,5--20,6--11,6--18,7--10,7--15,8--26,8--28,9--17,9--27,10--19,10--20,11--23,12--18,12--25,13--15,13--24,13--27,14--15,14--22,14--29,16--22,16--28,17--18,19--23,20--25,21--24,21--26,21--28,24--29
0--1,0--9,0--22,1--24,1--26,2--3,2--5,2--17,3--14,3--27,4--19,4--24,4--26,5--12,5--27,6--7,6--20,6--23,7--15,7--27,8--13,8--15,8--23,9--14,9--23,10--16,10--22,10--26,11--14,11--19,11--20,12--15,12--21,13--16,13--25,16--18,17--25,17--28,18--20,18--21,19--29,21--25,22--29,24--28,28--29
0--6,0--7,0--11,1--17,1--23,1--26,2--5,2--10,2--21,3--5,3--24,3--27,4--6,4--22,4--25,5--8,6--9,7--10,7--24,8--9,8--10,9--29,11--14,11--28,12--15,12--21,12--28,13--18,13--22,13--28,14--17,14--18,15--21,15--27,16--18,16--25,16--29,17--24,19--20,19--26,19--27,20--23,20--25,22--26,23--29
0--1,0--24,0--26,1--12,1--25,2--7,2--16,2--25,3--12,3--24,3--29,4--9,4--18,4--27,5--6,5--10,5--28,6--20,6--21,7--15,7--19,8--10,8--14,8--20,9--11,9--19,10--13,11--17,11--26,12--28,13--14,13--16,14--22,15--23,15--24,16--18,17--18,17--19,20--26,21--23,21--29,22--27,22--28,23--25,27--29
0--7,0--9,0--23,1--4,1--5,1--13,2--14,2--20,2--22,3--5,3--6,3--16,4--8,4--29,5--14,6--20,6--23,7--10,7--12,8--10,8--15,9--18,9--25,10--12,11--27,11--28,11--29,12--25,13--22,13--25,14--15,15--22,16--20,16--28,17--18,17--21,17--24,18--19,19--26,19--29,21--24,21--27,23--26,24--26,27--28
0--1,0--13,0--14,1--12,1--27,2--7,2--16,2--18,3--4,3--7,3--19,4--23,4--25,5--9,5--19,5--28,6--11,6--12,6--17,7--12,8--19,8--20,8--26,9--20,9--26,10--22,10--23,10--24,11--17,11--29,13--15,13--29,14--24,14--29,15--21,15--28,16--18,16--22,17--23,18--24,20--25,21--25,21--27,22--28,26--27
0--20,0--28,0--29,1--2,1--7,1--11,2--12,2--13,3--11,3--15,3--19,4--9,4--17,4--22,5--7,5--9,5--21,6--8,6--9,6--10,7--14,8--20,8--21,10--18,10--28,11--16,12--15,12--27,13--22,13--26,14--17,14--23,15--28,16--25,16--29,17--27,18--20,18--24,19--21,19--23,22--23,24--26,24--27,25--26,25--29
0--1,0--6,0--13,1--12,1--21,2--12,2--21,2--24,3--9,3--10,3--13,4--11,4--24,4--27,5--15,5--24,5--26,6--17,6--27,7--9,7--16,7--20,8--15,8--18,8--29,9--20,10--11,10--19,11--23,12--25,13--25,14--16,14--28,14--29,15--20,16--27,17--26,17--28,18--22,18--28,19--23,19--26,21--22,22--23,25--29
