0--3,0--12,0--27,0--28,1--3,1--4,1--15,1--22,2--7,2--10,2--21,2--28,3--5,3--30,4--7,4--17,4--19,5--8,5--13,5--31,6--11,6--16,6--25,6--31,7--16,7--23,8--15,8--24,8--29,9--18,9--23,9--25,9--26,10--11,10--16,10--22,11--18,11--30,12--17,12--25,12--30,13--17,13--19,13--26,14--20,14--26,14--28,14--31,15--23,15--27,16--22,17--19,18--22,18--26,19--21,20--24,20--27,20--28,21--24,21--25,23--27,24--29,29--30,29--31
0--8,0--16,0--17,0--19,1--16,1--18,1--22,1--30,2--13,2--16,2--22,2--28,3--6,3--13,3--14,3--31,4--10,4--11,4--26,4--29,5--14,5--15,5--20,5--29,6--18,6--20,6--27,7--9,7--11,7--20,7--22,8--12,8--26,8--31,9--14,9--25,9--30,10--19,10--21,10--27,11--15,11--18,12--24,12--27,12--31,13--23,13--29,14--17,15--17,15--28,16--20,17--24,18--19,19--23,21--24,21--25,21--30,22--23,23--29,24--27,25--26,25--30,26--28,28--31
0--17,0--19,0--24,0--29,1--2,1--3,1--14,1--27,2--4,2--13,2--17,3--7,3--24,3--30,4--13,4--19,4--21,5--11,5--12,5--23,5--31,6--19,6--22,6--23,6--29,7--13,7--18,7--30,8--9,8--11,8--14,8--24,9--15,9--22,9--26,10--16,10--18,10--23,10--25,11--12,11--19,12--15,12--28,13--31,14--15,14--28,15--16,16--20,16--23,17--21,17--31,18--20,18--26,20--21,20--27,21--27,22--25,22--28,24--30,25--26,25--30,26--31,27--29,28--29
0--1,0--11,0--12,0--17,1--7,1--10,1--19,2--14,2--18,2--20,2--30,3--8,3--12,3--26,3--27,4--8,4--27,4--29,4--31,5--15,5--17,5--25,5--29,6--7,6--8,6--9,6--21,7--15,7--29,8--27,9--19,9--26,9--28,10--13,10--16,10--28,11--12,11--14,11--20,12--26,13--14,13--22,13--23,14--22,15--21,15--31,16--23,16--24,16--25,17--18,17--24,18--22,18--30,19--24,19--28,20--21,20--31,21--25,22--30,23--27,23--29,24--25,26--31,28--30
0--10,0--13,0--14,0--21,1--6,1--10,1--12,1--23,2--4,2--17,2--22,2--24,3--6,3--9,3--11,3--25,4--15,4--25,4--31,5--17,5--19,5--28,5--31,6--20,6--30,7--17,7--18,7--21,7--28,8--19,8--22,8--29,8--30,9--14,9--24,9--31,10--16,10--28,11--20,11--21,11--29,12--15,12--24,12--29,13--14,13--15,13--26,14--15,16--19,16--26,16--27,17--20,18--23,18--27,18--30,19--28,20--23,21--23,22--30,22--31,24--26,25--26,25--27,27--29
0--5,0--12,0--18,0--22,1--6,1--9,1--17,1--30,2--9,2--13,2--19,2--20,3--11,3--13,3--18,3--20,4--8,4--15,4--17,4--25,5--7,5--12,5--21,6--15,6--20,6--25,7--11,7--19,7--20,8--14,8--24,8--30,9--10,9--31,10--18,10--19,10--24,11--24,11--31,12--21,12--29,13--27,13--30,14--23,14--26,14--27,15--25,15--31,16--17,16--21,16--23,16--28,17--27,18--22,19--29,21--26,22--23,22--25,23--28,24--26,26--30,27--28,28--29,29--31
0--4,0--13,0--15,0--31,1--18,1--19,1--22,1--25,2--5,2--16,2--21,2--26,3--7,3--8,3--19,3--21,4--11,4--17,4--27,5--6,5--10,5--28,6--19,6--24,6--26,7--20,7--22,7--28,8--12,8--13,8--16,9--10,9--14,9--17,9--30,10--11,10--29,11--16,11--24,12--15,12--27,12--30,13--25,13--31,14--23,14--30,14--31,15--21,15--24,16--20,17--20,17--26,18--21,18--25,18--26,19--23,20--22,22--28,23--28,23--29,24--29,25--29,27--30,27--31
0--3,0--4,0--10,0--27,1--12,1--16,1--24,1--29,2--4,2--5,2--27,2--28,3--10,3--15,3--27,4--8,4--30,5--9,5--14,5--20,6--12,6--13,6--15,6--29,7--15,7--23,7--24,7--26,8--21,8--23,8--26,9--19,9--22,9--26,10--21,10--25,11--12,11--13,11--28,11--31,12--25,13--16,13--22,14--20,14--26,14--31,15--25,16--21,16--24,17--18,17--24,17--29,17--30,18--28,18--30,18--31,19--20,19--22,19--23,20--25,21--28,22--30,23--27,29--31
0--1,0--11,0--19,0--29,1--8,1--17,1--22,2--14,2--25,2--26,2--29,3--12,3--20,3--26,3--27,4--7,4--21,4--22,4--24,5--9,5--14,5--19,5--24,6--11,6--23,6--25,6--30,7--8,7--15,7--18,8--11,8--17,9--20,9--22,9--29,10--14,10--18,10--21,10--30,11--27,12--13,12--14,12--31,13--20,13--27,13--28,15--16,15--19,15--31,16--19,16--23,16--31,17--25,17--28,18--21,18--28,20--29,21--27,22--25,23--24,23--30,24--26,26--28,30--31
0--15,0--19,0--30,0--31,1--12,1--15,1--21,1--27,2--6,2--7,2--14,2--27,3--16,3--22,3--28,3--29,4--8,4--16,4--19,4--22,5--6,5--11,5--26,5--29,6--18,6--29,7--12,7--20,7--30,8--16,8--17,8--28,9--10,9--17,9--24,9--27,10--23,10--24,10--30,11--13,11--22,11--26,12--28,12--31,13--15,13--18,13--21,14--24,14--25,14--30,15--17,16--23,17--23,18--19,18--21,19--31,20--21,20--25,20--31,22--27,23--26,24--29,25--26,25--28
0--5,0--6,0--8,0--23,1--2,1--5,1--16,1--24,2--4,2--20,2--21,3--6,3--7,3--17,3--26,4--12,4--23,4--27,5--6,5--21,6--18,7--24,7--25,7--31,8--25,8--27,8--29,9--27,9--28,9--30,9--31,10--13,10--14,10--15,10--23,11--19,11--26,11--28,11--29,12--21,12--22,12--29,13--15,13--22,13--31,14--20,14--26,14--28,15--16,15--27,16--19,16--30,17--20,17--26,17--30,18--21,18--22,18--28,19--23,19--24,20--22,24--25,25--30,29--31
0--1,0--2,0--16,0--19,1--6,1--7,1--27,2--5,2--7,2--28,3--8,3--11,3--14,3--23,4--10,4--16,4--25,4--31,5--11,5--12,5--15,6--22,6--24,6--29,7--8,7--9,8--18,8--31,9--10,9--20,9--22,10--17,10--20,11--25,11--27,12--16,12--18,12--20,13--14,13--21,13--26,13--31,14--23,14--27,15--24,15--28,15--30,16--17,17--21,17--30,18--22,18--28,19--24,19--25,19--30,20--23,21--25,21--29,22--30,23--26,24--29,26--28,26--31,27--29
0--7,0--8,0--13,0--20,1--13,1--22,1--25,1--29,2--4,2--18,2--23,2--27,3--7,3--10,3--20,3--25,4--12,4--15,4--19,5--6,5--9,5--12,5--27,6--8,6--20,6--22,7--9,7--14,8--16,8--26,9--18,9--30,10--12,10--19,10--27,11--16,11--17,11--27,11--30,12--21,13--20,13--24,14--28,14--30,14--31,15--17,15--22,15--26,16--25,16--28,17--26,17--29,18--19,18--24,19--24,21--23,21--26,21--31,22--23,23--28,24--31,25--30,28--29,29--31
0--21,0--22,0--25,0--26,1--5,1--14,1--25,1--26,2--17,2--18,2--19,2--31,3--10,3--18,3--23,3--25,4--7,4--13,4--15,4--27,5--8,5--27,5--29,6--9,6--17,6--28,6--29,7--11,7--16,7--30,8--21,8--29,8--31,9--18,9--25,9--31,10--19,10--20,10--22,11--19,11--22,11--30,12--17,12--22,12--23,12--28,13--14,13--17,13--20,14--16,14--23,15--19,15--24,15--31,16--24,16--27,18--29,20--26,20--28,21--24,21--27,23--26,24--30,28--30
0--13,0--21,0--25,0--27,1--4,1--20,1--22,1--30,2--8,2--13,2--16,2--23,3--8,3--9,3--22,3--27,4--7,4--13,4--28,5--9,5--12,5--15,5--19,6--8,6--26,6--27,6--29,7--9,7--14,7--26,8--18,9--26,10--11,10--16,10--20,10--21,11--13,11--15,11--30,12--18,12--28,12--30,14--17,14--28,14--31,15--16,15--20,16--23,17--26,17--29,17--31,18--29,18--30,19--22,19--24,19--25,20--22,21--25,21--31,23--24,23--28,24--27,24--29,25--31
0--4,0--8,0--13,0--27,1--8,1--9,1--22,1--24,2--19,2--25,2--27,2--31,3--14,3--16,3--18,3--28,4--13,4--25,4--26,5--6,5--20,5--22,5--27,6--13,6--18,6--25,7--12,7--20,7--24,7--29,8--22,8--30,9--10,9--12,9--20,10--15,10--19,10--28,11--13,11--18,11--19,11--20,12--14,12--17,14--15,14--17,15--16,15--24,16--23,16--29,17--28,17--30,18--24,19--23,21--25,21--26,21--29,21--31,22--31,23--28,23--31,26--29,26--30,27--30
0--3,0--4,0--15,0--28,1--7,1--8,1--13,1--30,2--6,2--14,2--15,2--30,3--16,3--18,3--31,4--10,4--24,4--29,5--7,5--16,5--26,5--27,6--19,6--24,6--25,7--21,7--28,8--11,8--12,8--14,9--10,9--22,9--26,9--31,10--11,10--20,11--13,11--27,12--17,12--21,12--30,13--16,13--24,14--18,14--20,15--23,15--25,16--26,17--23,17--27,17--28,18--28,18--29,19--26,19--29,19--30,20--21,20--25,21--31,22--25,22--27,22--29,23--24,23--31
0--4,0--16,0--17,0--30,1--7,1--20,1--22,1--24,2--6,2--10,2--18,2--25,3--4,3--14,3--25,3--26,4--11,4--31,5--8,5--10,5--26,5--30,6--7,6--10,6--13,7--14,7--22,8--11,8--16,8--30,9--11,9--14,9--18,9--29,10--19,11--17,12--13,12--16,12--27,12--30,13--23,13--31,14--21,15--17,15--20,15--24,15--26,16--29,17--29,18--26,18--31,19--22,19--28,19--31,20--25,20--27,21--22,21--23,21--28,23--27,23--28,24--25,24--28,27--29
0--11,0--16,0--18,0--28,1--2,1--18,1--21,1--26,2--3,2--25,2--31,3--8,3--15,3--16,4--9,4--10,4--16,4--29,5--14,5--25,5--29,5--31,6--15,6--21,6--26,6--27,7--12,7--20,7--23,7--25,8--9,8--11,8--13,9--13,9--19,10--11,10--18,10--26,11--14,12--21,12--22,12--28,13--19,13--31,14--22,14--29,15--22,15--24,16--20,17--19,17--22,17--26,17--27,18--28,19--23,20--27,20--30,21--31,23--25,23--30,24--27,24--28,24--30,29--30
0--3,0--11,0--12,0--14,1--6,1--13,1--16,1--23,2--14,2--16,2--24,2--31,3--10,3--13,3--15,4--14,4--23,4--29,4--30,5--9,5--12,5--17,5--26,6--24,6--28,6--31,7--13,7--22,7--23,7--28,8--9,8--11,8--20,8--26,9--18,9--22,10--11,10--14,10--16,11--19,12--19,12--27,13--21,15--25,15--29,15--30,16--26,17--18,17--21,17--24,18--20,18--31,19--26,19--28,20--29,20--30,21--23,21--27,22--24,22--25,25--27,25--28,27--31,29--30
0--13,0--17,0--19,0--26,1--6,1--11,1--23,1--30,2--12,2--15,2--20,2--27,3--11,3--23,3--27,3--31,4--5,4--13,4--21,4--26,5--6,5--8,5--30,6--8,6--18,7--9,7--27,7--28,7--30,8--22,8--30,9--14,9--21,9--25,10--15,10--25,10--27,10--31,11--16,11--22,12--14,12--18,12--28,13--19,13--20,14--24,14--29,15--17,15--23,16--19,16--21,16--23,17--20,17--22,18--28,18--29,19--25,20--29,21--24,22--24,24--29,25--31,26--28,26--31
0--1,0--4,0--6,0--24,1--5,1--23,1--26,2--9,2--11,2--16,2--27,3--4,3--17,3--18,3--29,4--8,4--11,5--10,5--21,5--22,6--12,6--13,6--24,7--10,7--19,7--25,7--29,8--17,8--18,8--26,9--10,9--24,9--28,10--22,11--22,11--25,12--13,12--14,12--31,13--28,13--29,14--16,14--20,14--25,15--16,15--20,15--30,15--31,16--19,17--23,17--30,18--21,18--28,19--23,19--31,20--25,20--30,21--24,21--26,22--31,23--27,26--27,27--28,29--30
0--2,0--4,0--5,0--11,1--3,1--14,1--24,1--29,2--3,2--9,2--17,3--21,3--28,4--10,4--15,4--24,5--12,5--16,5--30,6--8,6--13,6--18,6--29,7--23,7--26,7--29,7--31,8--18,8--21,8--27,9--10,9--17,9--27,10--25,10--28,11--20,11--26,11--27,12--13,12--20,12--30,13--18,13--24,14--16,14--19,14--23,15--16,15--21,15--22,16--26,17--20,17--24,18--22,19--26,19--27,19--31,20--21,22--28,22--30,23--25,23--28,25--30,25--31,29--31
0--4,0--5,0--11,0--13,1--3,1--8,1--9,1--17,2--8,2--24,2--25,2--31,3--4,3--17,3--18,4--25,4--28,5--10,5--14,5--28,6--10,6--19,6--21,6--31,7--20,7--21,7--22,7--27,8--10,8--19,9--11,9--12,9--19,10--30,11--18,11--27,12--13,12--16,12--30,13--22,13--26,14--18,14--20,14--28,15--16,15--18,15--22,15--27,16--24,16--29,17--21,17--25,19--23,20--23,20--29,21--26,22--30,23--26,23--28,24--26,24--31,25--30,27--29,29--31
0--16,0--21,0--22,0--26,1--4,1--5,1--8,1--9,2--11,2--19,2--24,2--28,3--11,3--13,3--14,3--25,4--5,4--9,4--29,5--6,5--25,6--20,6--23,6--30,7--21,7--24,7--27,7--29,8--12,8--17,8--23,9--29,9--31,10--14,10--21,10--29,10--31,11--13,11--15,12--24,12--25,12--30,13--18,13--19,14--20,14--24,15--25,15--26,15--31,16--17,16--22,16--26,17--20,17--30,18--22,18--26,18--27,19--22,19--27,20--28,21--23,23--27,28--30,28--31
0--5,0--12,0--25,0--26,1--8,1--16,1--17,1--18,2--3,2--4,2--5,2--13,3--6,3--23,3--24,4--21,4--25,4--31,5--14,5--15,6--8,6--17,6--25,7--16,7--20,7--24,7--31,8--12,8--29,9--13,9--14,9--23,9--27,10--18,10--19,10--22,10--27,11--12,11--20,11--29,11--30,12--23,13--18,13--21,14--15,14--27,15--16,15--25,16--18,17--26,17--28,19--20,19--26,19--28,20--28,21--30,21--31,22--24,22--28,22--30,23--29,24--26,27--29,30--31
0--20,0--23,0--27,0--31,1--5,1--17,1--24,1--25,2--7,2--13,2--24,2--25,3--7,3--10,3--14,3--28,4--5,4--7,4--29,4--31,5--11,5--24,6--7,6--9,6--11,6--15,8--11,8--18,8--29,8--30,9--14,9--17,9--26,10--26,10--30,10--31,11--16,12--13,12--18,12--20,12--22,13--19,13--20,14--21,14--28,15--26,15--27,15--31,16--22,16--23,16--29,17--19,17--30,18--22,18--27,19--23,19--30,20--25,21--23,21--24,21--28,22--29,25--28,26--27
0--6,0--15,0--20,0--23,1--6,1--12,1--15,1--24,2--5,2--20,2--22,2--23,3--5,3--13,3--27,3--28,4--11,4--17,4--29,4--30,5--7,5--28,6--7,6--14,7--16,7--23,8--9,8--18,8--19,8--20,9--12,9--16,9--25,10--12,10--21,10--28,10--31,11--21,11--29,11--31,12--20,13--19,13--26,13--27,14--21,14--22,14--30,15--16,15--27,16--24,17--19,17--21,17--26,18--24,18--25,18--27,19--28,22--29,22--31,23--25,24--29,25--26,26--30,30--31
0--1,0--9,0--16,0--30,1--4,1--16,1--19,2--15,2--17,2--19,2--29,3--11,3--16,3--20,3--26,4--25,4--26,4--28,5--18,5--21,5--23,5--26,6--10,6--17,6--19,6--31,7--14,7--16,7--27,7--29,8--20,8--21,8--22,8--25,9--13,9--14,9--15,10--21,10--22,10--24,11--20,11--29,11--31,12--13,12--15,12--20,12--23,13--23,13--29,14--17,14--23,15--17,18--25,18--28,18--31,19--25,21--28,22--24,22--30,24--27,24--30,26--30,27--28,27--31
0--4,0--19,0--21,0--27,1--12,1--24,1--26,1--29,2--9,2--12,2--22,2--26,3--4,3--5,3--20,3--29,4--18,4--24,5--12,5--22,5--31,6--7,6--10,6--13,6--16,7--9,7--13,7--31,8--9,8--16,8--17,8--28,9--27,10--14,10--25,10--26,11--18,11--21,11--25,11--30,12--28,13--17,13--20,14--23,14--27,14--30,15--20,15--23,15--25,15--26,16--22,16--24,17--19,17--25,18--29,18--31,19--21,19--29,20--30,21--24,22--28,23--28,23--30,27--31
0--10,0--18,0--23,0--31,1--13,1--15,1--18,1--28,2--3,2--17,2--28,2--30,3--24,3--27,3--31,4--8,4--18,4--24,4--27,5--10,5--11,5--12,5--26,6--11,6--16,6--19,6--22,7--22,7--23,7--24,7--30,8--9,8--14,8--28,9--23,9--24,9--29,10--17,10--25,11--18,11--31,12--16,12--25,12--26,13--19,13--20,13--26,14--15,14--21,14--27,15--27,15--29,16--20,16--29,17--21,17--30,19--20,19--28,20--31,21--25,21--30,22--23,22--26,25--29
0--5,0--19,0--30,0--31,1--4,1--13,1--24,1--26,2--14,2--18,2--23,2--28,3--4,3--6,3--13,3--31,4--8,4--15,5--7,5--9,5--21,6--13,6--24,6--29,7--15,7--18,7--19,8--12,8--24,8--26,9--17,9--25,9--27,10--11,10--14,10--21,10--27,11--17,11--19,11--23,12--16,12--19,12--27,13--25,14--16,14--31,15--22,15--23,16--18,16--29,17--21,17--28,18--22,20--22,20--23,20--25,20--26,21--27,22--29,24--30,25--30,26--28,28--30,29--31
0--2,0--10,0--17,0--31,1--8,1--13,1--19,1--23,2--12,2--15,2--21,3--6,3--20,3--22,3--29,4--8,4--13,4--18,4--28,5--9,5--14,5--20,5--27,6--8,6--16,6--25,7--12,7--18,7--29,7--30,8--11,9--11,9--20,9--22,10--12,10--16,10--21,11--19,11--23,12--16,13--14,13--27,14--21,14--30,15--25,15--26,15--31,16--18,17--24,17--27,17--28,18--26,19--23,19--25,20--30,21--26,22--24,22--30,23--28,24--27,24--31,25--31,26--29,28--29
0--3,0--10,0--11,0--19,1--17,1--18,1--19,1--28,2--4,2--15,2--17,2--18,3--13,3--14,3--23,4--21,4--27,4--31,5--8,5--13,5--21,5--29,6--9,6--10,6--19,6--30,7--8,7--11,7--30,7--31,8--12,8--30,9--11,9--12,9--21,10--15,10--17,11--22,12--23,12--29,13--16,13--25,14--17,14--25,14--27,15--16,15--20,16--26,16--31,18--22,18--31,19--20,20--22,20--24,21--26,22--25,23--24,23--29,24--26,24--27,25--29,26--28,27--28,28--30
0--16,0--24,0--25,0--27,1--14,1--18,1--22,1--27,2--13,2--14,2--23,2--29,3--8,3--10,3--19,3--21,4--8,4--14,4--23,4--31,5--7,5--10,5--15,5--26,6--9,6--13,6--19,6--29,7--16,7--20,7--30,8--10,8--22,9--24,9--26,9--29,10--12,11--12,11--14,11--18,11--28,12--16,12--26,13--17,13--24,15--18,15--27,15--30,16--25,17--21,17--26,17--31,18--24,19--20,19--30,20--30,20--31,21--28,21--31,22--23,22--25,23--28,25--27,28--29
0--4,0--9,0--20,0--26,1--7,1--14,1--16,1--23,2--4,2--10,2--16,2--18,3--4,3--5,3--12,3--24,4--21,5--18,5--20,5--28,6--7,6--15,6--24,6--30,7--8,7--26,8--17,8--22,8--25,9--14,9--19,9--29,10--13,10--17,10--22,11--17,11--19,11--27,11--30,12--16,12--20,12--21,13--15,13--18,13--31,14--28,14--31,15--21,15--29,16--27,17--24,18--23,19--26,19--30,20--22,21--31,22--27,23--25,23--26,24--29,25--30,25--31,27--28,28--29
0--13,0--14,0--17,0--20,1--8,1--15,1--20,1--28,2--11,2--24,2--25,2--31,3--5,3--14,3--21,3--24,4--7,4--14,4--18,4--19,5--9,5--16,5--18,6--9,6--22,6--26,6--28,7--12,7--13,7--26,8--10,8--24,8--30,9--12,9--23,10--25,10--29,10--31,11--16,11--26,11--30,12--13,12--19,13--31,14--19,15--20,15--21,15--26,16--24,16--28,17--23,17--27,17--29,18--28,18--30,19--22,20--29,21--23,21--25,22--25,22--27,23--31,27--29,27--30
0--17,0--18,0--19,0--25,1--3,1--11,1--24,1--30,2--10,2--12,2--16,2--21,3--8,3--14,3--30,4--13,4--22,4--28,4--31,5--13,5--20,5--22,5--26,6--8,6--9,6--15,6--28,7--12,7--14,7--18,7--19,8--16,8--29,9--21,9--22,9--30,10--14,10--24,10--29,11--16,11--18,11--22,12--23,12--24,13--14,13--21,15--19,15--20,15--21,16--20,17--18,17--26,17--31,19--23,20--28,23--27,23--30,24--25,25--29,25--31,26--27,26--28,27--29,27--31
0--6,0--13,0--24,0--28,1--2,1--6,1--24,1--25,2--12,2--20,2--30,3--12,3--14,3--17,3--27,4--16,4--20,4--30,4--31,5--7,5--12,5--26,5--31,6--17,6--19,7--13,7--18,7--19,8--9,8--22,8--25,8--29,9--15,9--18,9--29,10--14,10--19,10--29,10--30,11--14,11--21,11--28,11--31,12--23,13--16,13--27,14--15,15--19,15--22,16--18,16--28,17--18,17--26,20--27,20--29,21--23,21--26,21--31,22--24,22--25,23--25,23--28,24--30,26--27
0--3,0--7,0--21,0--30,1--8,1--16,1--22,1--25,2--11,2--17,2--19,2--27,3--13,3--18,3--27,4--7,4--8,4--13,4--15,5--13,5--16,5--21,5--24,6--7,6--9,6--30,6--31,7--15,8--20,8--27,9--10,9--23,9--24,10--14,10--23,10--28,11--15,11--19,11--26,12--20,12--24,12--25,12--29,13--25,14--18,14--22,14--28,15--26,16--18,16--21,17--23,17--29,17--31,18--25,19--21,19--29,20--30,20--31,22--23,22--27,24--26,26--28,28--31,29--30
0--10,0--15,0--22,0--23,1--2,1--8,1--10,1--25,2--19,2--24,2--26,3--4,3--6,3--11,3--15,4--17,4--18,4--31,5--7,5--9,5--17,5--22,6--13,6--15,6--16,7--16,7--18,7--19,8--14,8--22,8--27,9--12,9--24,9--29,10--20,10--30,11--13,11--20,11--30,12--26,12--27,12--28,13--18,13--31,14--20,14--21,14--24,15--26,16--25,16--29,17--21,17--22,18--23,19--29,19--30,20--31,21--26,21--28,23--27,23--31,24--28,25--29,25--30,27--28
0--8,0--25,0--29,0--31,1--5,1--9,1--14,1--27,2--3,2--7,2--20,2--28,3--6,3--9,3--25,4--6,4--15,4--24,4--30,5--9,5--15,5--26,6--16,6--30,7--11,7--12,7--20,8--10,8--22,8--25,9--14,10--12,10--18,10--28,11--16,11--23,11--31,12--19,12--23,13--19,13--21,13--22,13--23,14--21,14--24,15--20,15--24,16--17,16--26,17--18,17--27,17--28,18--26,18--30,19--21,19--23,20--31,21--22,22--26,24--29,25--31,27--29,27--30,28--29
0--7,0--13,0--15,0--28,1--5,1--14,1--15,1--17,2--4,2--10,2--11,2--13,3--5,3--16,3--18,3--29,4--6,4--24,4--30,5--6,5--27,6--13,6--26,7--19,7--27,7--29,8--10,8--12,8--17,8--30,9--22,9--29,9--30,9--31,10--18,10--22,11--17,11--18,11--30,12--14,12--21,12--28,13--14,14--24,15--20,15--27,16--19,16--22,16--23,17--28,18--22,19--21,19--23,20--21,20--23,20--24,21--27,23--25,24--25,25--26,25--31,26--29,26--31,28--31
0--5,0--17,0--21,0--24,1--8,1--17,1--22,1--27,2--5,2--15,2--23,2--30,3--6,3--9,3--13,3--18,4--20,4--21,4--28,4--31,5--10,5--23,6--12,6--22,6--27,7--11,7--13,7--19,7--26,8--9,8--16,8--20,9--15,9--25,10--19,10--22,10--25,11--18,11--23,11--27,12--14,12--15,12--22,13--28,13--29,14--15,14--20,14--27,16--19,16--23,16--24,17--21,17--29,18--20,18--28,19--28,21--26,24--26,24--29,25--30,25--31,26--30,29--31,30--31
0--3,0--11,0--18,0--24,1--7,1--16,1--21,1--22,2--4,2--6,2--23,2--30,3--9,3--22,3--31,4--14,4--15,4--29,5--10,5--24,5--25,5--28,6--14,6--20,6--27,7--9,7--25,7--29,8--13,8--18,8--23,8--25,9--12,9--19,10--15,10--16,10--18,11--20,11--22,11--29,12--21,12--23,12--27,13--17,13--27,13--30,14--19,14--30,15--17,15--27,16--17,16--31,17--26,18--26,19--23,19--28,20--28,20--31,21--24,21--26,22--28,24--31,25--26,29--30
0--9,0--11,0--12,0--14,1--4,1--13,1--14,1--24,2--7,2--17,2--23,2--28,3--12,3--16,3--20,3--23,4--16,4--22,4--31,5--6,5--8,5--17,5--20,6--11,6--17,6--20,7--13,7--22,7--31,8--10,8--12,8--26,9--15,9--25,9--28,10--19,10--20,10--26,11--18,11--30,12--31,13--18,13--27,14--17,14--29,15--19,15--27,15--29,16--24,16--26,18--25,18--28,19--24,19--27,21--22,21--26,21--30,21--31,22--30,23--25,23--29,24--30,25--28,27--29
