0--13,0--14,0--20,1--8,1--11,1--24,2--7,2--9,2--16,3--5,3--7,3--18,4--11,4--12,4--25,5--6,5--19,6--22,6--23,7--8,8--10,9--10,9--17,10--23,11--18,12--14,12--15,13--20,13--21,14--18,15--20,15--21,16--23,16--24,17--22,17--25,19--22,19--25,21--24
0--6,0--11,0--18,1--20,1--21,1--22,2--14,2--21,2--24,3--5,3--21,3--22,4--7,4--12,4--23,5--8,5--20,6--11,6--15,7--10,7--13,8--13,8--19,9--10,9--11,9--16,10--14,12--16,12--17,13--23,14--25,15--18,15--22,16--23,17--18,17--19,19--25,20--24,24--25
0--8,0--11,0--18,1--3,1--11,1--12,2--8,2--10,2--22,3--14,3--25,4--14,4--23,4--24,5--9,5--10,5--21,6--13,6--16,6--19,7--12,7--14,7--16,8--15,9--15,9--17,10--19,11--21,12--17,13--20,13--22,15--25,16--24,17--24,18--22,18--23,19--20,20--23,21--25
0--2,0--7,0--8,1--9,1--14,1--17,2--7,2--9,3--7,3--16,3--20,4--5,4--10,4--24,5--6,5--12,6--23,6--25,8--13,8--18,9--22,10--15,10--24,11--12,11--15,11--20,12--22,13--16,13--21,14--15,14--21,16--18,17--20,17--22,18--19,19--23,19--25,21--24,23--25
0--4,0--5,0--18,1--6,1--9,1--20,2--16,2--23,2--25,3--11,3--13,3--24,4--7,4--18,5--7,5--12,6--17,6--19,7--10,8--10,8--15,8--20,9--11,9--22,10--16,11--23,12--15,12--19,13--17,13--22,14--16,14--21,14--24,15--25,17--24,18--23,19--21,20--22,21--25
0--17,0--20,0--23,1--2,1--18,1--22,2--20,2--24,3--4,3--23,3--24,4--14,4--19,5--9,5--11,5--13,6--7,6--14,6--21,7--12,7--14,8--11,8--15,8--23,9--21,9--22,10--15,10--17,10--21,11--17,12--13,12--16,13--19,15--22,16--18,16--25,18--25,19--24,20--25
0--1,0--15,0--18,1--10,1--23,2--5,2--7,2--8,3--10,3--16,3--20,4--6,4--10,4--13,5--18,5--21,6--14,6--25,7--14,7--19,8--9,8--21,9--22,9--25,11--14,11--17,11--22,12--13,12--15,12--17,13--23,15--16,16--23,17--19,18--24,19--25,20--22,20--24,21--24
0--17,0--23,0--24,1--7,1--11,1--20,2--5,2--17,2--25,3--11,3--22,3--25,4--5,4--6,4--13,5--21,6--13,6--23,7--10,7--20,8--12,8--15,8--17,9--10,9--15,9--16,10--18,11--14,12--21,12--22,13--24,14--18,14--22,15--16,16--19,18--20,19--24,19--25,21--23
0--12,0--17,0--20,1--9,1--19,1--22,2--6,2--7,2--12,3--15,3--21,3--24,4--5,4--16,4--20,5--12,5--22,6--8,6--15,7--11,7--17,8--18,8--25,9--13,9--23,10--16,10--17,10--18,11--21,11--24,13--16,13--21,14--18,14--19,14--20,15--22,19--23,23--25,24--25
0--2,0--7,0--12,1--8,1--21,1--25,2--18,2--20,3--11,3--16,3--20,4--9,4--16,4--18,5--13,5--15,5--19,6--7,6--9,6--13,7--24,8--15,8--22,9--17,10--15,10--17,10--19,11--14,11--22,12--18,12--24,13--20,14--21,14--25,16--23,17--25,19--22,21--23,23--24
0--5,0--23,0--25,1--17,1--18,1--21,2--6,2--19,2--22,3--10,3--11,3--21,4--7,4--8,4--24,5--12,5--16,6--14,6--16,7--10,7--13,8--14,8--15,9--11,9--17,9--25,10--20,11--15,12--13,12--22,13--18,14--16,15--23,17--25,18--24,19--21,19--23,20--22,20--24
