0--27,0--28,0--31,1--2,1--13,1--33,2--32,2--37,3--5,3--8,3--38,4--12,4--14,4--30,5--20,5--30,6--7,6--10,6--11,7--27,7--31,8--15,8--24,9--18,9--20,9--24,10--12,10--29,11--21,11--33,12--36,13--32,13--36,14--18,14--19,15--27,15--31,16--22,16--24,16--29,17--18,17--20,17--39,19--35,19--38,21--22,21--39,22--34,23--34,23--37,23--38,25--26,25--29,25--34,26--30,26--35,28--35,28--36,32--37,33--39
0--9,0--11,0--35,1--3,1--12,1--19,2--15,2--25,2--28,3--13,3--29,4--8,4--21,4--36,5--6,5--10,5--19,6--24,6--37,7--16,7--33,7--35,8--9,8--10,9--36,10--23,11--17,11--27,12--29,12--34,13--25,13--37,14--31,14--37,14--39,15--18,15--31,16--35,16--36,17--22,17--33,18--22,18--26,19--29,20--27,20--34,20--39,21--24,21--34,22--27,23--26,23--38,24--30,25--38,26--30,28--31,28--32,30--32,32--38,33--39
0--4,0--6,0--14,1--6,1--11,1--38,2--5,2--13,2--36,3--29,3--30,3--35,4--20,4--23,5--9,5--35,6--7,7--33,7--39,8--23,8--24,8--29,9--28,9--39,10--15,10--31,10--36,11--16,11--19,12--32,12--34,12--35,13--21,13--22,14--25,14--38,15--16,15--26,16--30,17--23,17--33,17--34,18--26,18--29,18--31,19--22,19--24,20--37,20--39,21--25,21--27,22--32,24--34,25--30,26--28,27--32,27--37,28--31,33--36,37--38
0--8,0--15,0--25,1--10,1--35,1--37,2--3,2--20,2--26,3--18,3--32,4--9,4--30,4--34,5--19,5--35,5--39,6--11,6--15,6--36,7--11,7--17,7--28,8--13,8--29,9--17,9--24,10--28,10--34,11--38,12--21,12--36,12--39,13--14,13--32,14--16,14--23,15--38,16--22,16--33,17--25,18--24,18--33,19--22,19--29,20--23,20--29,21--31,21--36,22--25,23--27,24--30,26--27,26--31,27--33,28--35,30--32,31--38,34--37,37--39
0--22,0--23,0--37,1--6,1--7,1--28,2--10,2--11,2--20,3--23,3--26,3--33,4--7,4--24,4--27,5--6,5--8,5--37,6--27,7--14,8--16,8--18,9--24,9--26,9--34,10--20,10--24,11--15,11--28,12--31,12--32,12--33,13--19,13--22,13--30,14--19,14--23,15--22,15--31,16--17,16--35,17--25,17--39,18--36,18--38,19--39,20--21,21--36,21--39,25--29,25--30,26--33,27--29,28--36,29--34,30--35,31--38,32--35,32--38,34--37
0--2,0--20,0--25,1--6,1--7,1--28,2--14,2--34,3--11,3--28,3--31,4--14,4--16,4--28,5--15,5--19,5--20,6--10,6--21,7--12,7--35,8--16,8--20,8--31,9--13,9--23,9--39,10--23,10--36,11--33,11--36,12--13,12--33,13--19,14--30,15--17,15--32,16--26,17--18,17--24,18--32,18--37,19--27,21--24,21--38,22--25,22--32,22--37,23--34,24--29,25--26,26--30,27--38,27--39,29--30,29--33,31--37,34--35,35--38,36--39
0--10,0--30,0--38,1--23,1--27,1--36,2--22,2--29,2--32,3--11,3--27,3--37,4--15,4--19,4--39,5--20,5--26,5--37,6--7,6--21,6--24,7--31,7--36,8--16,8--21,8--29,9--18,9--23,9--34,10--13,10--38,11--15,11--32,12--24,12--28,12--36,13--32,13--33,14--17,14--30,14--35,15--34,16--22,16--31,17--20,17--26,18--26,18--28,19--21,19--27,20--25,22--33,23--37,24--39,25--28,25--35,29--33,30--39,31--34,35--38
0--8,0--10,0--18,1--31,1--33,1--37,2--5,2--23,2--35,3--10,3--17,3--27,4--12,4--22,4--39,5--9,5--20,6--15,6--19,6--26,7--19,7--28,7--32,8--12,8--16,9--15,9--38,10--32,11--18,11--29,11--37,12--30,13--22,13--29,13--35,14--18,14--30,14--36,15--33,16--32,16--36,17--24,17--33,19--31,20--25,20--27,21--26,21--27,21--34,22--37,23--25,23--36,24--31,24--38,25--28,26--29,28--34,30--34,35--39,38--39
0--12,0--24,0--35,1--5,1--11,1--29,2--19,2--23,2--28,3--6,3--9,3--22,4--14,4--22,4--38,5--14,5--18,6--8,6--19,7--28,7--31,7--36,8--32,8--38,9--16,9--25,10--17,10--18,10--19,11--23,11--26,12--27,12--28,13--15,13--17,13--23,14--21,15--27,15--30,16--34,16--39,17--37,18--25,20--27,20--36,20--38,21--24,21--32,22--26,24--34,25--39,26--30,29--30,29--39,31--33,31--36,32--37,33--34,33--35,35--37
0--1,0--14,0--29,1--4,1--31,2--20,2--22,2--24,3--18,3--19,3--20,4--13,4--15,5--21,5--25,5--28,6--8,6--12,6--23,7--15,7--27,7--31,8--17,8--32,9--27,9--29,9--33,10--20,10--28,10--29,11--14,11--22,11--26,12--25,12--33,13--19,13--32,14--36,15--34,16--17,16--21,16--39,17--21,18--36,18--37,19--38,22--35,23--34,23--37,24--30,24--35,25--26,26--38,27--33,28--30,30--35,31--34,32--39,36--39,37--38
0--5,0--20,0--26,1--2,1--8,1--32,2--19,2--28,3--4,3--5,3--14,4--36,4--38,5--25,6--11,6--24,6--32,7--27,7--29,7--33,8--9,8--16,9--12,9--25,10--13,10--33,10--36,11--17,11--39,12--28,12--39,13--14,13--37,14--21,15--17,15--20,15--30,16--19,16--35,17--19,18--27,18--35,18--38,20--21,21--34,22--30,22--31,22--32,23--27,23--30,23--37,24--29,24--34,25--29,26--28,26--35,31--34,31--37,33--39,36--38
0--9,0--15,0--33,1--9,1--13,1--19,2--8,2--35,2--36,3--4,3--6,3--35,4--6,4--8,5--21,5--24,5--36,6--7,7--14,7--22,8--33,9--17,10--11,10--15,10--21,11--32,11--37,12--20,12--22,12--27,13--35,13--39,14--25,14--37,15--24,16--18,16--28,16--37,17--29,17--30,18--25,18--27,19--23,19--26,20--34,20--39,21--28,22--39,23--36,23--38,24--34,25--26,26--27,28--31,29--32,29--38,30--31,30--32,31--38,33--34
0--5,0--12,0--20,1--35,1--37,1--38,2--14,2--25,2--31,3--17,3--20,3--36,4--16,4--19,4--29,5--7,5--38,6--7,6--9,6--26,7--32,8--13,8--31,8--33,9--26,9--34,10--11,10--21,10--31,11--22,11--23,12--23,12--34,13--17,13--19,14--21,14--39,15--21,15--22,15--29,16--22,16--25,17--18,18--29,18--30,19--24,20--32,23--25,24--27,24--37,26--39,27--33,27--37,28--32,28--36,28--39,30--33,30--35,34--35,36--38
0--4,0--6,0--20,1--13,1--15,1--30,2--5,2--8,2--35,3--10,3--17,3--25,4--19,4--32,5--12,5--34,6--7,6--22,7--25,7--27,8--11,8--26,9--26,9--34,9--37,10--16,10--35,11--20,11--36,12--25,12--27,13--17,13--22,14--21,14--33,14--36,15--23,15--29,16--19,16--37,17--30,18--26,18--28,18--39,19--29,20--21,21--39,22--23,23--34,24--30,24--37,24--38,27--28,28--32,29--35,31--32,31--36,31--38,33--38,33--39
0--1,0--20,0--21,1--5,1--14,2--9,2--11,2--24,3--8,3--20,3--28,4--11,4--12,4--18,5--19,5--37,6--12,6--19,6--24,7--32,7--33,7--35,8--13,8--36,9--27,9--39,10--27,10--34,10--38,11--14,12--17,13--17,13--21,14--25,15--19,15--22,15--24,16--25,16--29,16--37,17--26,18--28,18--39,20--35,21--36,22--23,22--36,23--29,23--31,25--37,26--34,26--39,27--31,28--31,29--38,30--32,30--33,30--34,32--35,33--38
0--3,0--21,0--28,1--4,1--12,1--35,2--4,2--26,2--39,3--17,3--37,4--19,5--10,5--34,5--39,6--27,6--28,6--39,7--9,7--15,7--35,8--22,8--25,8--34,9--11,9--33,10--30,10--35,11--29,11--33,12--20,12--32,13--16,13--23,13--25,14--21,14--26,14--30,15--18,15--19,16--25,16--36,17--18,17--19,18--37,20--24,20--32,21--27,22--30,22--31,23--28,23--34,24--32,24--36,26--29,27--31,29--38,31--38,33--36,37--38
0--1,0--12,0--22,1--10,1--32,2--10,2--13,2--18,3--5,3--21,3--23,4--11,4--25,4--28,5--9,5--36,6--13,6--17,6--30,7--20,7--26,7--31,8--17,8--22,8--28,9--36,9--37,10--19,11--24,11--34,12--33,12--39,13--34,14--15,14--20,14--39,15--28,15--35,16--17,16--23,16--29,18--26,18--37,19--27,19--37,20--38,21--29,21--39,22--33,23--24,24--32,25--30,25--35,26--27,27--33,29--38,30--36,31--32,31--35,34--38
0--4,0--12,0--14,1--3,1--25,1--30,2--6,2--21,2--27,3--23,3--26,4--19,4--37,5--16,5--21,5--35,6--7,6--35,7--12,7--32,8--20,8--29,8--34,9--13,9--22,9--24,10--20,10--21,10--25,11--17,11--23,11--28,12--14,13--29,13--35,14--37,15--19,15--27,15--28,16--24,16--34,17--36,17--38,18--23,18--38,18--39,19--25,20--36,22--26,22--29,24--32,26--32,27--34,28--37,30--33,30--39,31--33,31--36,31--39,33--38
0--6,0--24,0--37,1--13,1--37,1--38,2--4,2--27,2--35,3--15,3--26,3--37,4--34,4--39,5--12,5--18,5--38,6--8,6--33,7--10,7--13,7--36,8--19,8--28,9--28,9--34,9--36,10--26,10--34,11--14,11--17,11--31,12--15,12--20,13--14,14--17,15--19,16--29,16--31,16--32,17--23,18--23,18--25,19--30,20--31,20--32,21--24,21--27,21--33,22--25,22--29,22--39,23--27,24--29,25--35,26--39,28--30,30--38,32--35,33--36
0--18,0--23,0--32,1--8,1--21,1--27,2--15,2--19,2--30,3--11,3--21,3--26,4--14,4--36,4--37,5--28,5--35,5--38,6--13,6--21,6--24,7--23,7--29,7--36,8--9,8--10,9--18,9--30,10--28,10--38,11--24,11--33,12--19,12--33,12--39,13--25,13--32,14--15,14--35,15--32,16--17,16--20,16--25,17--25,17--31,18--31,19--36,20--30,20--37,22--26,22--28,22--37,23--24,26--27,27--33,29--31,29--39,34--35,34--38,34--39
0--6,0--12,0--20,1--21,1--22,1--36,2--15,2--31,2--33,3--25,3--36,3--38,4--23,4--24,4--34,5--10,5--25,5--33,6--18,6--31,7--8,7--16,7--32,8--19,8--20,9--10,9--24,9--26,10--26,11--22,11--29,11--30,12--17,12--23,13--14,13--15,13--38,14--27,14--32,15--37,16--28,16--35,17--26,17--27,18--28,18--39,19--21,19--35,20--30,21--38,22--24,23--30,25--39,27--34,28--34,29--35,29--37,31--37,32--39,33--36
0--4,0--9,0--14,1--6,1--22,1--39,2--8,2--12,2--14,3--19,3--36,3--38,4--15,4--28,5--18,5--23,5--29,6--11,6--22,7--17,7--28,7--36,8--24,8--34,9--11,9--27,10--15,10--25,10--34,11--20,12--13,12--21,13--31,13--35,14--15,16--24,16--29,16--38,17--19,17--38,18--20,18--31,19--37,20--23,21--22,21--30,23--35,24--36,25--31,25--33,26--28,26--30,26--33,27--30,27--37,29--32,32--34,32--37,33--39,35--39
0--6,0--16,0--38,1--2,1--6,1--10,2--14,2--23,3--17,3--26,3--28,4--10,4--26,4--31,5--15,5--18,5--34,6--24,7--13,7--31,7--33,8--30,8--35,8--37,9--25,9--29,9--37,10--35,11--18,11--20,11--35,12--13,12--21,12--34,13--30,14--21,14--36,15--28,15--39,16--22,16--29,17--18,17--37,19--24,19--25,19--38,20--21,20--36,22--23,22--30,23--27,24--31,25--33,26--32,27--33,27--36,28--39,29--32,32--38,34--39
0--18,0--21,0--26,1--12,1--27,1--32,2--19,2--25,2--38,3--18,3--27,3--33,4--10,4--11,4--15,5--16,5--19,5--20,6--14,6--15,6--27,7--14,7--19,7--28,8--9,8--12,8--30,9--23,9--29,10--21,10--26,11--35,11--37,12--29,13--25,13--29,13--31,14--39,15--34,16--33,16--35,17--22,17--35,17--36,18--24,20--24,20--34,21--30,22--28,22--39,23--24,23--37,25--31,26--32,28--33,30--36,31--39,32--36,34--38,37--38
0--3,0--10,0--13,1--9,1--24,1--35,2--7,2--15,2--16,3--18,3--25,4--13,4--30,4--35,5--12,5--27,5--30,6--8,6--12,6--18,7--23,7--37,8--29,8--36,9--19,9--29,10--11,10--21,11--22,11--32,12--23,13--17,14--15,14--26,14--33,15--31,16--23,16--34,17--28,17--37,18--39,19--22,19--28,20--21,20--33,20--36,21--32,22--27,24--25,24--33,25--26,26--27,28--29,30--34,31--32,31--38,34--39,35--36,37--38,38--39
0--7,0--26,0--27,1--6,1--12,1--20,2--4,2--30,2--39,3--5,3--32,3--36,4--14,4--23,5--33,5--36,6--17,6--37,7--9,7--15,8--13,8--22,8--38,9--25,9--39,10--19,10--23,10--25,11--13,11--22,11--32,12--14,12--16,13--25,14--26,15--18,15--35,16--20,16--38,17--29,17--30,18--28,18--37,19--20,19--31,21--24,21--28,21--35,22--34,23--28,24--27,24--36,26--27,29--32,29--34,30--38,31--33,31--35,33--39,34--37
0--30,0--33,0--36,1--5,1--16,1--32,2--21,2--25,2--26,3--8,3--20,3--33,4--18,4--28,4--36,5--12,5--32,6--28,6--35,6--37,7--13,7--38,7--39,8--9,8--18,9--22,9--26,10--17,10--22,10--34,11--21,11--23,11--24,12--16,12--24,13--27,13--34,14--17,14--18,14--19,15--28,15--29,15--31,16--29,17--39,19--25,19--36,20--23,20--35,21--34,22--24,23--29,25--32,26--31,27--35,27--39,30--33,30--38,31--37,37--38
0--1,0--21,0--25,1--27,1--35,2--10,2--13,2--30,3--16,3--29,3--33,4--17,4--30,4--35,5--19,5--26,5--34,6--24,6--25,6--34,7--13,7--28,7--37,8--10,8--11,8--18,9--13,9--22,9--23,10--38,11--19,11--26,12--16,12--22,12--32,14--27,14--33,14--39,15--30,15--31,15--38,16--21,17--31,17--33,18--29,18--36,19--32,20--21,20--24,20--37,22--39,23--28,23--38,24--34,25--36,26--39,27--32,28--31,29--35,36--37
0--1,0--4,0--33,1--25,1--34,2--32,2--35,2--36,3--4,3--22,3--24,4--29,5--6,5--12,5--19,6--9,6--33,7--15,7--17,7--18,8--10,8--30,8--39,9--11,9--15,10--13,10--23,11--14,11--25,12--19,12--39,13--27,13--35,14--15,14--28,16--17,16--21,16--30,17--21,18--28,18--38,19--30,20--31,20--32,20--37,21--27,22--33,22--35,23--34,23--36,24--34,24--36,25--26,26--29,26--31,27--31,28--37,29--38,32--38,37--39
0--3,0--21,0--27,1--15,1--16,1--39,2--12,2--20,2--24,3--32,3--34,4--10,4--12,4--23,5--9,5--21,5--22,6--15,6--19,6--28,7--25,7--29,7--30,8--30,8--35,8--36,9--11,9--12,10--22,10--35,11--19,11--32,13--20,13--21,13--38,14--22,14--24,14--33,15--33,16--18,16--28,17--26,17--28,17--34,18--26,18--31,19--26,20--36,23--25,23--29,24--36,25--37,27--35,27--39,29--38,30--33,31--32,31--38,34--37,37--39
0--14,0--18,0--39,1--11,1--13,1--19,2--6,2--26,2--35,3--10,3--16,3--21,4--11,4--25,4--34,5--12,5--14,5--36,6--23,6--28,7--8,7--9,7--29,8--20,8--27,9--13,9--22,10--18,10--21,11--35,12--25,12--38,13--39,14--29,15--17,15--31,15--37,16--24,16--33,17--20,17--39,18--28,19--24,19--30,20--36,21--25,22--31,22--37,23--28,23--30,24--33,26--35,26--38,27--32,27--34,29--32,30--38,31--34,32--33,36--37
0--2,0--14,0--28,1--23,1--24,1--38,2--17,2--25,3--13,3--26,3--39,4--18,4--20,4--21,5--7,5--31,5--32,6--11,6--20,6--35,7--12,7--14,8--12,8--26,8--37,9--11,9--16,9--31,10--25,10--31,10--38,11--22,12--16,13--24,13--33,14--32,15--23,15--35,15--39,16--30,17--37,17--38,18--22,18--36,19--22,19--25,19--30,20--30,21--28,21--32,23--33,24--36,26--34,27--29,27--35,27--36,28--29,29--39,33--34,34--37
0--8,0--23,0--33,1--5,1--6,1--30,2--3,2--19,2--39,3--7,3--12,4--12,4--13,4--23,5--8,5--15,6--27,6--28,7--21,7--38,8--31,9--13,9--37,9--38,10--28,10--35,10--37,11--16,11--19,11--21,12--30,13--15,14--22,14--32,14--36,15--19,16--28,16--31,17--26,17--29,17--34,18--26,18--33,18--34,20--22,20--25,20--31,21--30,22--25,23--26,24--27,24--29,24--35,25--32,27--32,29--35,33--36,34--36,37--39,38--39
0--15,0--24,0--27,1--8,1--27,1--32,2--20,2--21,2--25,3--5,3--30,3--37,4--12,4--14,4--17,5--23,5--27,6--15,6--38,6--39,7--8,7--16,7--37,8--19,9--14,9--23,9--34,10--20,10--24,10--37,11--16,11--23,11--28,12--16,12--17,13--18,13--26,13--35,14--36,15--26,17--21,18--22,18--33,19--29,19--32,20--39,21--24,22--26,22--28,25--29,25--36,28--31,29--33,30--34,30--35,31--33,31--39,32--35,34--38,36--38
0--25,0--34,0--36,1--16,1--29,1--35,2--6,2--7,2--20,3--6,3--7,3--26,4--13,4--24,4--39,5--8,5--9,5--38,6--7,8--30,8--34,9--24,9--27,10--13,10--16,10--18,11--19,11--28,11--38,12--28,12--33,12--34,13--22,14--26,14--32,14--36,15--20,15--30,15--35,16--24,17--22,17--28,17--37,18--25,18--38,19--22,19--33,20--23,21--27,21--33,21--37,23--27,23--39,25--30,26--29,29--31,31--32,31--36,32--39,35--37
0--22,0--24,0--25,1--6,1--7,1--14,2--13,2--20,2--26,3--9,3--29,3--32,4--6,4--18,4--36,5--8,5--10,5--19,6--35,7--26,7--30,8--22,8--36,9--33,9--39,10--17,10--21,11--25,11--29,11--33,12--19,12--25,12--38,13--16,13--31,14--24,14--37,15--18,15--20,15--27,16--37,16--38,17--23,17--32,18--38,19--37,20--39,21--23,21--27,22--35,23--34,24--31,26--28,27--28,28--34,29--35,30--31,30--39,32--36,33--34
0--1,0--19,0--22,1--5,1--38,2--16,2--22,2--35,3--9,3--14,3--28,4--13,4--19,4--28,5--13,5--14,6--8,6--25,6--27,7--24,7--30,7--34,8--17,8--37,9--19,9--21,10--18,10--25,10--33,11--25,11--30,11--35,12--18,12--20,12--36,13--32,14--30,15--29,15--31,15--33,16--28,16--32,17--21,17--29,18--24,20--23,20--31,21--32,22--26,23--36,23--39,24--39,26--29,26--38,27--34,27--38,31--37,33--39,34--36,35--37
0--9,0--24,0--35,1--3,1--11,1--13,2--6,2--15,2--30,3--12,3--20,4--8,4--14,4--26,5--14,5--27,5--32,6--18,6--23,7--23,7--24,7--37,8--21,8--31,9--36,9--37,10--15,10--17,10--18,11--12,11--25,12--19,13--14,13--18,15--32,16--34,16--35,16--39,17--22,17--28,19--23,19--33,20--26,20--27,21--25,21--28,22--30,22--37,24--29,25--26,27--29,28--29,30--35,31--38,31--39,32--38,33--34,33--38,34--36,36--39
0--34,0--37,0--39,1--7,1--8,1--26,2--11,2--19,2--33,3--7,3--11,3--24,4--16,4--36,4--37,5--18,5--22,5--32,6--12,6--19,6--28,7--15,8--21,8--34,9--10,9--14,9--35,10--20,10--24,11--24,12--16,12--23,13--15,13--29,13--31,14--25,14--28,15--31,16--39,17--18,17--27,17--29,18--33,19--30,20--25,20--33,21--32,21--38,22--29,22--38,23--26,23--36,25--30,26--38,27--30,27--35,28--37,31--36,32--39,34--35
0--22,0--24,0--34,1--10,1--26,1--34,2--16,2--38,2--39,3--25,3--32,3--38,4--11,4--20,4--25,5--10,5--13,5--15,6--18,6--26,6--28,7--12,7--20,7--23,8--22,8--27,8--30,9--19,9--21,9--23,10--25,11--16,11--37,12--27,12--28,13--17,13--36,14--17,14--19,14--34,15--16,15--20,17--18,18--39,19--36,21--31,21--37,22--35,23--35,24--32,24--33,26--39,27--33,28--29,29--30,29--37,30--31,31--36,32--35,33--38
0--21,0--24,0--27,1--12,1--13,1--23,2--8,2--25,2--38,3--17,3--23,3--31,4--9,4--23,4--38,5--19,5--27,5--39,6--7,6--26,6--28,7--28,7--29,8--17,8--20,9--21,9--32,10--16,10--26,10--34,11--16,11--25,11--36,12--34,12--37,13--15,13--32,14--18,14--25,14--31,15--17,15--31,16--38,18--19,18--28,19--22,20--33,20--37,21--24,22--33,22--34,24--35,26--32,27--30,29--33,29--37,30--35,30--39,35--36,36--39
0--12,0--21,0--35,1--2,1--21,1--33,2--36,2--37,3--24,3--29,3--33,4--19,4--27,4--35,5--22,5--32,5--34,6--18,6--26,6--39,7--19,7--26,7--30,8--14,8--25,8--26,9--15,9--18,9--29,10--14,10--32,10--34,11--16,11--22,11--23,12--18,12--39,13--23,13--31,13--37,14--31,15--16,15--24,16--24,17--20,17--28,17--38,19--31,20--28,20--39,21--36,22--25,23--27,25--27,28--34,29--37,30--32,30--36,33--38,35--38
