0--4,0--5,0--12,0--24,1--4,1--13,1--15,1--21,2--5,2--8,2--20,2--23,3--14,3--17,3--18,3--25,4--12,4--14,5--16,5--18,6--7,6--13,6--21,6--23,7--12,7--15,7--16,8--11,8--21,8--22,9--10,9--15,9--19,9--20,10--13,10--15,10--17,11--14,11--22,11--25,12--23,13--22,14--20,16--17,16--22,17--19,18--19,18--25,19--25,20--24,21--24,23--24
0--4,0--15,0--23,0--24,1--5,1--6,1--7,1--9,2--3,2--10,2--12,2--22,3--8,3--12,3--17,4--11,4--16,4--18,5--14,5--19,5--24,6--13,6--14,6--22,7--10,7--21,7--24,8--9,8--20,8--23,9--11,9--22,10--18,10--19,11--13,11--15,12--16,12--25,13--19,13--20,14--17,14--22,15--19,15--21,16--17,16--20,17--25,18--21,18--23,20--21,23--25,24--25
0--4,0--7,0--16,0--24,1--2,1--5,1--18,1--23,2--10,2--13,2--22,3--4,3--9,3--16,3--22,4--10,4--22,5--6,5--8,5--12,6--11,6--20,6--25,7--10,7--15,7--25,8--9,8--12,8--17,9--12,9--23,10--19,11--17,11--19,11--20,12--25,13--14,13--16,13--24,14--18,14--19,14--21,15--16,15--21,15--24,17--19,17--23,18--20,18--21,20--23,21--25,22--24
0--6,0--8,0--20,0--24,1--6,1--7,1--22,1--24,2--9,2--20,2--23,2--25,3--4,3--16,3--18,3--19,4--12,4--14,4--24,5--8,5--14,5--15,5--25,6--11,6--18,7--8,7--17,7--19,8--23,9--11,9--13,9--20,10--13,10--14,10--15,10--22,11--15,11--23,12--16,12--17,12--22,13--14,13--23,15--24,16--18,16--19,17--18,17--21,19--21,20--25,21--22,21--25
0--4,0--8,0--10,0--14,1--9,1--12,1--14,1--23,2--5,2--6,2--19,2--20,3--11,3--12,3--16,3--23,4--5,4--12,4--16,5--24,5--25,6--8,6--15,6--18,7--13,7--18,7--22,7--25,8--17,8--24,9--10,9--21,9--22,10--16,10--18,11--13,11--20,11--23,12--24,13--17,13--21,14--17,14--19,15--18,15--22,15--24,16--25,17--25,19--21,19--22,20--21,20--23
0--3,0--4,0--23,0--25,1--2,1--5,1--8,1--22,2--5,2--6,2--7,3--9,3--21,3--25,4--13,4--14,4--23,5--18,5--19,6--8,6--16,6--17,7--15,7--20,7--21,8--13,8--16,9--11,9--18,9--23,10--12,10--14,10--22,10--24,11--15,11--21,11--24,12--13,12--19,12--24,13--22,14--15,14--22,15--20,16--18,16--20,17--19,17--20,17--25,18--24,19--21,23--25
0--1,0--13,0--14,0--24,1--6,1--8,1--12,2--6,2--11,2--20,2--23,3--7,3--8,3--16,3--19,4--6,4--7,4--22,4--24,5--6,5--9,5--11,5--23,7--17,7--21,8--20,8--24,9--11,9--15,9--25,10--11,10--13,10--18,10--23,12--20,12--21,12--22,13--19,13--23,14--19,14--22,14--25,15--16,15--17,15--18,16--18,16--24,17--20,17--25,18--21,19--22,21--25
0--4,0--17,0--18,0--21,1--6,1--8,1--17,1--20,2--4,2--6,2--7,2--15,3--12,3--14,3--16,3--22,4--19,4--25,5--8,5--9,5--16,5--19,6--14,6--17,7--10,7--19,7--25,8--9,8--22,9--16,9--17,10--11,10--12,10--23,11--13,11--14,11--20,12--18,12--22,13--18,13--21,13--24,14--20,15--19,15--23,15--24,16--23,18--24,20--22,21--23,21--25,24--25
0--8,0--10,0--21,0--25,1--4,1--5,1--10,1--24,2--8,2--9,2--16,2--19,3--6,3--12,3--13,3--18,4--7,4--8,4--18,5--14,5--18,5--23,6--11,6--12,6--25,7--11,7--20,7--25,8--23,9--18,9--22,9--23,10--15,10--19,11--17,11--21,12--13,12--20,13--22,13--25,14--16,14--17,14--21,15--17,15--22,15--24,16--20,16--21,17--22,19--23,19--24,20--24
0--7,0--13,0--22,0--23,1--10,1--11,1--17,1--24,2--6,2--8,2--10,2--25,3--4,3--6,3--8,3--20,4--9,4--11,4--21,5--6,5--14,5--19,5--20,6--12,7--13,7--23,7--24,8--16,8--25,9--19,9--23,9--24,10--12,10--18,11--16,11--21,12--13,12--21,13--14,14--15,14--17,15--18,15--19,15--24,16--17,16--22,17--19,18--20,18--23,20--25,21--22,22--25
0--1,0--8,0--15,0--17,1--11,1--23,1--25,2--4,2--10,2--16,2--24,3--5,3--7,3--15,3--24,4--5,4--12,4--18,5--19,5--25,6--7,6--15,6--19,6--22,7--11,7--25,8--13,8--17,8--21,9--10,9--17,9--20,9--21,10--12,10--18,11--13,11--22,12--13,12--20,13--14,14--21,14--22,14--25,15--19,16--18,16--22,16--23,17--18,19--20,20--23,21--24,23--24
0--11,0--15,0--21,0--25,1--3,1--8,1--10,1--19,2--4,2--11,2--14,2--22,3--7,3--22,3--25,4--8,4--18,4--22,5--9,5--13,5--17,5--18,6--14,6--16,6--19,6--25,7--9,7--13,7--24,8--16,8--18,9--23,9--24,10--15,10--20,10--21,11--20,11--24,12--13,12--16,12--20,12--25,13--17,14--19,14--23,15--16,15--23,17--20,17--24,18--22,19--21,21--23
0--4,0--6,0--16,0--20,1--4,1--10,1--12,1--21,2--10,2--14,2--15,2--19,3--5,3--10,3--16,3--22,4--9,4--13,5--20,5--22,5--25,6--7,6--11,6--18,7--11,7--12,7--17,8--9,8--13,8--18,8--19,9--13,9--16,10--17,11--14,11--23,12--20,12--22,13--24,14--21,14--23,15--17,15--23,15--24,16--18,17--25,18--24,19--22,19--25,20--25,21--23,21--24
0--12,0--16,0--20,0--25,1--2,1--4,1--18,1--25,2--14,2--20,2--21,3--4,3--8,3--20,3--24,4--7,4--10,5--10,5--18,5--21,5--23,6--7,6--13,6--19,6--22,7--9,7--16,8--9,8--11,8--15,9--12,9--14,10--14,10--18,11--12,11--19,11--22,12--17,13--22,13--23,13--24,14--24,15--19,15--22,15--25,16--17,16--20,17--21,17--23,18--19,21--24,23--25
0--3,0--5,0--7,0--23,1--5,1--7,1--8,1--20,2--4,2--15,2--16,2--24,3--7,3--17,3--18,4--6,4--13,4--25,5--8,5--12,6--13,6--15,6--21,7--25,8--14,8--16,9--12,9--22,9--23,9--25,10--11,10--18,10--20,10--22,11--14,11--21,11--24,12--19,12--23,13--20,13--24,14--16,14--21,15--17,15--18,16--21,17--19,17--22,18--20,19--23,19--24,22--25
0--8,0--11,0--19,0--20,1--9,1--10,1--24,1--25,2--11,2--12,2--17,2--18,3--5,3--7,3--9,3--14,4--10,4--17,4--21,4--23,5--6,5--7,5--15,6--7,6--13,6--14,7--20,8--10,8--13,8--21,9--17,9--24,10--15,11--12,11--23,12--22,12--25,13--16,13--23,14--19,14--21,15--21,15--25,16--18,16--19,16--23,17--18,18--22,19--22,20--22,20--24,24--25
0--10,0--11,0--18,0--20,1--7,1--10,1--19,1--20,2--8,2--11,2--15,2--16,3--9,3--13,3--14,3--23,4--7,4--14,4--22,4--24,5--9,5--12,5--15,5--23,6--15,6--17,6--21,6--22,7--8,7--17,8--18,8--25,9--14,9--19,10--18,10--23,11--12,11--25,12--15,12--17,13--18,13--21,13--24,14--16,16--19,16--21,17--22,19--24,20--21,20--23,22--25,24--25
0--2,0--5,0--11,0--17,1--6,1--9,1--18,1--21,2--4,2--8,2--23,3--4,3--5,3--14,3--15,4--5,4--24,5--7,6--18,6--19,6--24,7--16,7--23,7--24,8--11,8--16,8--25,9--10,9--13,9--17,10--16,10--20,10--21,11--14,11--22,12--17,12--18,12--20,12--22,13--19,13--23,13--24,14--22,14--25,15--19,15--20,15--22,16--19,17--25,18--23,20--21,21--25
0--11,0--14,0--17,0--24,1--15,1--21,1--22,1--25,2--5,2--7,2--20,2--23,3--4,3--6,3--8,3--24,4--10,4--11,4--20,5--9,5--12,5--13,6--15,6--19,6--23,7--8,7--11,7--16,8--15,8--18,9--12,9--14,9--16,10--13,10--14,10--17,11--25,12--17,12--20,13--22,13--23,14--25,15--18,16--17,16--22,18--19,18--24,19--22,19--24,20--21,21--23,21--25
0--4,0--15,0--20,0--21,1--9,1--11,1--12,1--19,2--8,2--13,2--19,2--22,3--11,3--14,3--17,3--24,4--20,4--23,4--24,5--6,5--15,5--18,5--21,6--10,6--14,6--25,7--12,7--14,7--19,7--21,8--10,8--17,8--23,9--16,9--22,9--25,10--19,10--24,11--17,11--20,12--18,12--23,13--16,13--18,13--22,14--16,15--16,15--17,18--25,20--24,21--23,22--25
0--3,0--7,0--19,0--25,1--3,1--8,1--18,1--25,2--4,2--8,2--14,2--22,3--7,3--18,4--10,4--13,4--17,5--13,5--15,5--19,5--21,6--9,6--11,6--16,6--20,7--8,7--14,8--10,9--23,9--24,9--25,10--17,10--23,11--14,11--16,11--22,12--22,12--23,12--24,12--25,13--17,13--22,14--18,15--17,15--19,15--20,16--20,16--24,18--19,20--21,21--23,21--24
0--2,0--3,0--4,0--24,1--3,1--9,1--14,1--16,2--10,2--17,2--19,3--7,3--12,4--8,4--14,4--24,5--15,5--17,5--21,5--23,6--12,6--14,6--15,6--22,7--10,7--13,7--20,8--17,8--20,8--25,9--15,9--19,9--23,10--11,10--25,11--12,11--18,11--22,12--15,13--21,13--22,13--23,14--18,16--18,16--22,16--23,17--19,18--19,20--21,20--25,21--24,24--25
0--2,0--5,0--12,0--24,1--7,1--17,1--18,1--21,2--10,2--15,2--23,3--4,3--9,3--15,3--21,4--15,4--16,4--19,5--16,5--19,5--20,6--9,6--13,6--23,6--24,7--14,7--16,7--25,8--10,8--14,8--16,8--24,9--15,9--22,10--11,10--14,11--12,11--17,11--20,12--13,12--20,13--19,13--21,14--22,17--18,17--24,18--22,18--25,19--25,20--23,21--22,23--25
0--2,0--9,0--22,0--24,1--6,1--15,1--18,1--21,2--15,2--24,2--25,3--8,3--19,3--21,3--23,4--20,4--23,4--24,4--25,5--7,5--12,5--18,5--22,6--8,6--10,6--23,7--8,7--18,7--20,8--22,9--11,9--16,9--24,10--11,10--17,10--19,11--13,11--21,12--14,12--19,12--25,13--14,13--15,13--25,14--17,14--23,15--21,16--17,16--19,16--22,17--20,18--20
0--8,0--11,0--13,0--22,1--2,1--3,1--7,1--17,2--16,2--18,2--22,3--14,3--20,3--23,4--9,4--15,4--22,4--24,5--10,5--15,5--17,5--25,6--7,6--13,6--21,6--25,7--16,7--24,8--11,8--14,8--15,9--11,9--21,9--25,10--11,10--20,10--23,12--13,12--16,12--18,12--19,13--19,14--24,14--25,15--18,16--17,17--20,18--24,19--22,19--23,20--21,21--23
0--1,0--6,0--20,0--22,1--6,1--11,1--25,2--5,2--9,2--16,2--21,3--6,3--8,3--9,3--22,4--14,4--19,4--23,4--25,5--8,5--10,5--12,6--25,7--11,7--16,7--20,7--23,8--14,8--24,9--10,9--13,10--15,10--21,11--15,11--19,12--14,12--22,12--23,13--17,13--18,13--25,14--24,15--18,15--19,16--17,16--21,17--18,17--20,18--23,19--24,20--22,21--24
0--19,0--21,0--22,0--23,1--6,1--7,1--11,1--24,2--9,2--13,2--16,2--22,3--8,3--15,3--18,3--20,4--5,4--12,4--18,4--24,5--18,5--23,5--25,6--8,6--13,6--17,7--9,7--14,7--16,8--17,8--21,9--10,9--21,10--14,10--15,10--17,11--14,11--15,11--23,12--19,12--22,12--24,13--20,13--25,14--19,15--16,16--24,17--21,18--25,19--25,20--22,20--23
0--2,0--5,0--15,0--17,1--4,1--12,1--15,1--20,2--9,2--17,2--25,3--7,3--12,3--20,3--21,4--8,4--10,4--12,5--13,5--18,5--24,6--10,6--19,6--23,6--24,7--11,7--14,7--20,8--11,8--17,8--23,9--11,9--12,9--13,10--15,10--21,11--24,13--16,13--22,14--21,14--22,14--23,15--23,16--17,16--19,16--25,18--19,18--22,18--24,19--25,20--25,21--22
0--8,0--13,0--22,0--25,1--8,1--12,1--19,1--23,2--10,2--11,2--16,2--24,3--14,3--23,3--24,3--25,4--12,4--14,4--18,4--24,5--9,5--16,5--17,5--23,6--16,6--19,6--21,6--22,7--18,7--20,7--21,7--23,8--13,8--15,9--12,9--24,9--25,10--15,10--18,10--21,11--13,11--15,11--22,12--13,14--20,14--25,15--16,17--20,17--21,17--22,18--19,19--20
0--2,0--5,0--20,0--21,1--8,1--12,1--15,1--22,2--10,2--12,2--21,3--6,3--8,3--13,3--14,4--7,4--14,4--16,4--22,5--11,5--21,5--25,6--17,6--18,6--24,7--10,7--13,7--23,8--22,8--24,9--11,9--12,9--16,9--19,10--18,10--19,11--13,11--21,12--19,13--25,14--20,14--23,15--16,15--23,15--25,16--17,17--18,17--23,18--20,19--24,20--25,22--24
0--3,0--7,0--21,0--25,1--4,1--5,1--14,1--25,2--5,2--8,2--13,2--23,3--12,3--13,3--21,4--7,4--10,4--15,5--16,5--19,6--13,6--15,6--17,6--24,7--16,7--17,8--18,8--22,8--25,9--11,9--19,9--22,9--24,10--16,10--19,10--20,11--12,11--20,11--22,12--21,12--24,13--22,14--16,14--18,14--23,15--19,15--24,17--18,17--20,18--23,20--25,21--23
0--11,0--20,0--24,0--25,1--2,1--10,1--12,1--15,2--5,2--13,2--17,3--13,3--18,3--19,3--23,4--7,4--12,4--20,4--25,5--7,5--16,5--19,6--7,6--9,6--10,6--16,7--8,8--9,8--14,8--22,9--12,9--21,10--17,10--24,11--12,11--23,11--24,13--20,13--22,14--15,14--21,14--22,15--16,15--22,16--21,17--18,17--23,18--19,18--20,19--23,21--25,24--25
0--1,0--3,0--6,0--13,1--4,1--21,1--23,2--8,2--10,2--20,2--25,3--4,3--11,3--19,4--15,4--19,5--16,5--18,5--22,5--24,6--11,6--18,6--21,7--14,7--16,7--19,7--24,8--9,8--10,8--12,9--14,9--23,9--25,10--14,10--25,11--20,11--24,12--13,12--15,12--17,13--14,13--19,15--17,15--22,16--17,16--22,17--23,18--20,18--21,20--22,21--23,24--25
