0--3,0--18,0--30,1--2,1--8,1--16,2--10,2--24,3--12,3--13,4--17,4--20,4--27,5--9,5--11,5--14,6--12,6--23,6--29,7--9,7--20,7--24,8--11,8--29,9--26,10--13,10--16,11--25,12--25,13--31,14--19,14--23,15--16,15--21,15--27,17--26,17--28,18--23,18--25,19--22,19--27,20--22,21--26,21--28,22--29,24--31,28--30,30--31
0--9,0--11,0--24,1--4,1--8,1--21,2--4,2--15,2--22,3--6,3--13,3--18,4--27,5--12,5--16,5--24,6--20,6--22,7--11,7--14,7--18,8--11,8--14,9--15,9--16,10--14,10--21,10--28,12--19,12--23,13--20,13--31,15--19,16--27,17--22,17--25,17--29,18--30,19--31,20--21,23--28,23--30,24--26,25--28,25--30,26--29,26--31,27--29
0--1,0--10,0--11,1--19,1--30,2--15,2--27,2--31,3--19,3--21,3--30,4--6,4--9,4--31,5--6,5--10,5--17,6--29,7--16,7--24,7--31,8--14,8--17,8--21,9--15,9--22,10--30,11--23,11--28,12--18,12--25,12--28,13--16,13--27,13--29,14--23,14--27,15--22,16--25,17--24,18--21,18--26,19--22,20--23,20--24,20--28,25--26,26--29
0--9,0--11,0--23,1--14,1--16,1--30,2--9,2--22,2--29,3--6,3--20,3--21,4--8,4--9,4--13,5--14,5--26,5--27,6--11,6--27,7--15,7--18,7--24,8--10,8--22,10--14,10--30,11--12,12--15,12--16,13--21,13--28,15--22,16--27,17--18,17--19,17--24,18--25,19--28,19--29,20--24,20--25,21--23,23--30,25--31,26--28,26--31,29--31
0--2,0--8,0--15,1--14,1--17,1--30,2--20,2--28,3--14,3--21,3--24,4--13,4--16,4--19,5--10,5--22,5--28,6--23,6--29,6--31,7--15,7--22,7--25,8--10,8--19,9--23,9--27,9--30,10--12,11--13,11--19,11--22,12--18,12--23,13--25,14--18,15--29,16--24,16--28,17--26,17--27,18--24,20--21,20--27,21--26,25--31,26--30,29--31
0--16,0--24,0--30,1--3,1--22,1--26,2--8,2--12,2--13,3--5,3--18,4--6,4--14,4--27,5--10,5--27,6--17,6--31,7--13,7--26,7--27,8--17,8--29,9--13,9--20,9--29,10--25,10--28,11--12,11--14,11--30,12--18,14--15,15--25,15--26,16--20,16--22,17--24,18--25,19--23,19--28,19--31,20--29,21--22,21--24,21--31,23--28,23--30
0--12,0--18,0--28,1--7,1--8,1--30,2--3,2--9,2--21,3--14,3--15,4--12,4--24,4--28,5--11,5--12,5--15,6--7,6--11,6--25,7--31,8--13,8--20,9--17,9--19,10--13,10--19,10--30,11--13,14--20,14--22,15--25,16--19,16--22,16--31,17--21,17--27,18--27,18--29,20--31,21--29,22--24,23--25,23--28,23--29,24--26,26--27,26--30
0--9,0--14,0--30,1--2,1--4,1--10,2--24,2--31,3--11,3--14,3--31,4--27,4--31,5--6,5--7,5--12,6--17,6--24,7--14,7--20,8--9,8--15,8--19,9--23,10--13,10--25,11--13,11--15,12--13,12--16,15--18,16--17,16--27,17--28,18--25,18--28,19--20,19--28,20--22,21--22,21--25,21--30,22--26,23--24,23--26,26--29,27--29,29--30
0--9,0--10,0--14,1--15,1--21,1--22,2--5,2--8,2--31,3--12,3--13,3--28,4--6,4--17,4--31,5--27,5--29,6--17,6--26,7--16,7--19,7--26,8--12,8--21,9--14,9--31,10--23,10--27,11--18,11--19,11--20,12--27,13--28,13--30,14--18,15--16,15--20,16--24,17--22,18--19,20--25,21--23,22--29,23--30,24--25,24--29,25--28,26--30
0--1,0--6,0--29,1--3,1--8,2--6,2--15,2--24,3--9,3--29,4--13,4--20,4--27,5--7,5--10,5--12,6--9,7--8,7--13,8--17,9--12,10--18,10--23,11--20,11--25,11--28,12--27,13--25,14--28,14--29,14--30,15--28,15--31,16--19,16--26,16--27,17--23,17--30,18--24,18--30,19--22,19--31,20--21,21--24,21--26,22--25,22--31,23--26
0--1,0--24,0--28,1--20,1--25,2--22,2--26,2--28,3--14,3--23,3--24,4--11,4--20,4--29,5--15,5--17,5--21,6--9,6--10,6--22,7--8,7--16,7--27,8--15,8--18,9--10,9--12,10--29,11--14,11--30,12--14,12--16,13--15,13--30,13--31,16--18,17--18,17--27,19--23,19--26,19--28,20--27,21--25,21--30,22--29,23--25,24--31,26--31
0--5,0--13,0--23,1--4,1--11,1--19,2--9,2--12,2--31,3--11,3--17,3--23,4--30,4--31,5--14,5--15,6--18,6--28,6--31,7--23,7--25,7--26,8--13,8--22,8--29,9--19,9--30,10--16,10--18,10--24,11--16,12--20,12--25,13--26,14--27,14--30,15--17,15--21,16--26,17--29,18--20,19--24,20--27,21--22,21--28,22--27,24--25,28--29
0--8,0--26,0--30,1--2,1--4,1--31,2--16,2--22,3--4,3--5,3--14,4--6,5--7,5--20,6--7,6--11,7--15,8--13,8--26,9--18,9--22,9--25,10--15,10--16,10--30,11--18,11--21,12--13,12--14,12--22,13--28,14--28,15--17,16--29,17--23,17--27,18--20,19--25,19--29,19--30,20--29,21--23,21--24,23--28,24--25,24--31,26--27,27--31
0--17,0--23,0--26,1--5,1--15,1--23,2--18,2--22,2--24,3--6,3--10,3--15,4--7,4--13,4--27,5--11,5--12,6--8,6--28,7--22,7--29,8--11,8--16,9--10,9--11,9--29,10--13,12--19,12--24,13--26,14--16,14--17,14--31,15--20,16--24,17--29,18--20,18--30,19--20,19--25,21--23,21--26,21--31,22--25,25--28,27--30,27--31,28--30
0--7,0--12,0--29,1--4,1--27,1--31,2--3,2--11,2--28,3--5,3--19,4--9,4--22,5--17,5--27,6--7,6--9,6--24,7--25,8--16,8--23,8--28,9--20,10--12,10--26,10--31,11--24,11--25,12--18,13--18,13--29,13--30,14--16,14--22,14--28,15--17,15--19,15--22,16--20,17--30,18--23,19--23,20--29,21--24,21--26,21--31,25--30,26--27
0--17,0--18,0--25,1--12,1--19,1--29,2--15,2--20,2--31,3--5,3--23,3--30,4--7,4--16,4--20,5--20,5--21,6--14,6--21,6--24,7--8,7--9,8--13,8--22,9--17,9--31,10--14,10--18,10--24,11--15,11--27,11--30,12--18,12--26,13--22,13--28,14--31,15--23,16--21,16--27,17--29,19--28,19--29,22--30,23--27,24--25,25--26,26--28
0--6,0--10,0--12,1--7,1--8,1--11,2--4,2--21,2--29,3--7,3--11,3--28,4--23,4--27,5--13,5--23,5--27,6--12,6--14,7--14,8--18,8--25,9--15,9--25,9--26,10--19,10--29,11--30,12--22,13--21,13--23,14--19,15--24,15--25,16--24,16--26,16--28,17--20,17--21,17--31,18--20,18--26,19--24,20--27,22--30,22--31,28--29,30--31
0--1,0--8,0--26,1--5,1--7,2--9,2--10,2--28,3--26,3--27,3--30,4--16,4--20,4--23,5--19,5--20,6--13,6--14,6--31,7--15,7--25,8--18,8--29,9--21,9--28,10--14,10--21,11--22,11--24,11--27,12--15,12--17,12--31,13--17,13--22,14--15,16--19,16--28,17--18,18--24,19--26,20--29,21--24,22--25,23--27,23--30,25--31,29--30
0--1,0--6,0--9,1--16,1--23,2--10,2--11,2--12,3--9,3--10,3--22,4--25,4--28,4--30,5--16,5--19,5--20,6--12,6--19,7--20,7--24,7--30,8--26,8--29,8--30,9--14,10--21,11--18,11--25,12--13,13--15,13--23,14--25,14--27,15--19,15--26,16--23,17--20,17--27,17--28,18--26,18--31,21--22,21--29,22--24,24--31,27--29,28--31
0--1,0--6,0--16,1--8,1--10,2--12,2--24,2--31,3--12,3--16,3--26,4--7,4--14,4--18,5--17,5--18,5--24,6--8,6--15,7--20,7--21,8--13,9--20,9--24,9--27,10--21,10--31,11--22,11--25,11--29,12--30,13--17,13--23,14--15,14--26,15--19,16--28,17--19,18--19,20--23,21--30,22--25,22--27,23--29,25--31,26--28,27--30,28--29
0--4,0--12,0--31,1--20,1--26,1--30,2--7,2--13,2--30,3--17,3--27,3--29,4--7,4--24,5--11,5--15,5--25,6--8,6--22,6--24,7--13,8--20,8--28,9--11,9--21,9--28,10--13,10--14,10--26,11--14,12--19,12--31,14--29,15--19,15--25,16--18,16--21,16--24,17--23,17--25,18--22,18--30,19--23,20--23,21--29,22--27,26--27,28--31
0--2,0--5,0--16,1--13,1--15,1--29,2--6,2--22,3--4,3--14,3--26,4--22,4--29,5--19,5--21,6--19,6--20,7--13,7--14,7--24,8--12,8--23,8--25,9--20,9--27,9--30,10--15,10--23,10--30,11--12,11--14,11--16,12--25,13--21,15--28,16--23,17--24,17--26,17--30,18--22,18--26,18--31,19--27,20--24,21--29,25--31,27--28,28--31
0--2,0--9,0--16,1--13,1--20,1--27,2--24,2--25,3--16,3--19,3--21,4--10,4--29,4--30,5--14,5--24,5--28,6--12,6--15,6--23,7--11,7--14,7--31,8--18,8--23,8--30,9--14,9--20,10--19,10--29,11--27,11--29,12--17,12--20,13--16,13--26,15--18,15--27,17--19,17--22,18--26,21--22,21--26,22--24,23--28,25--30,25--31,28--31
0--4,0--13,0--15,1--2,1--19,1--23,2--11,2--20,3--22,3--25,3--27,4--15,4--24,5--8,5--21,5--29,6--7,6--16,6--26,7--12,7--27,8--11,8--24,9--10,9--13,9--18,10--12,10--14,11--30,12--20,13--21,14--30,14--31,15--29,16--21,16--23,17--19,17--25,17--28,18--26,18--30,19--28,20--31,22--28,22--29,23--25,24--31,26--27
0--1,0--4,0--6,1--13,1--26,2--16,2--18,2--23,3--4,3--25,3--30,4--31,5--9,5--10,5--29,6--9,6--25,7--13,7--22,7--26,8--19,8--23,8--26,9--20,10--13,10--28,11--14,11--15,11--23,12--15,12--21,12--27,14--19,14--21,15--16,16--27,17--19,17--22,17--28,18--24,18--28,20--25,20--27,21--29,22--30,24--29,24--31,30--31
0--2,0--3,0--18,1--4,1--28,1--30,2--10,2--25,3--5,3--8,4--15,4--22,5--6,5--8,6--10,6--21,7--13,7--15,7--27,8--16,9--11,9--22,9--31,10--20,11--12,11--23,12--27,12--28,13--15,13--19,14--17,14--19,14--27,16--18,16--29,17--24,17--26,18--20,19--25,20--22,21--23,21--28,23--25,24--29,24--30,26--30,26--31,29--31
0--3,0--10,0--11,1--14,1--21,1--24,2--6,2--21,2--24,3--22,3--27,4--5,4--26,4--28,5--7,5--13,6--13,6--15,7--18,7--31,8--15,8--28,8--30,9--16,9--26,9--30,10--12,10--19,11--20,11--25,12--17,12--22,13--31,14--16,14--29,15--20,16--28,17--18,17--30,18--24,19--23,19--31,20--29,21--25,22--27,23--26,23--29,25--27
0--10,0--15,0--22,1--4,1--27,1--31,2--5,2--11,2--19,3--12,3--16,3--30,4--5,4--21,5--19,6--7,6--8,6--25,7--16,7--28,8--11,8--17,9--21,9--24,9--27,10--18,10--29,11--30,12--22,12--23,13--14,13--15,13--26,14--15,14--17,16--21,17--26,18--23,18--24,19--22,20--24,20--29,20--31,23--25,25--28,26--31,27--30,28--29
